stave,observable,n_data,n_sim,ks_d,ks_d_ci_low,ks_d_ci_high,wasserstein1,wasserstein1_ci_low,wasserstein1_ci_high,data_median,sim_median,median_ratio_sim_data,data_iqr,sim_iqr,iqr_ratio_sim_data,pass_ks_lt_0p1
B2,amplitude_adc,4569,32000,0.5403222805865617,0.47045416429651177,0.5932375308592847,2157.0246585624695,1832.309796506294,2407.1555166216103,5043.5,3062.3123779296875,0.6071800095032591,3971.0,1662.926025390625,0.41876757123914,False
B2,integrated_charge_adc,4569,32000,0.8026769533814839,0.7742241439349228,0.8321240021839753,28897.389001467476,26361.165559161673,31389.940260868985,43828.0,12416.07666015625,0.283290970615959,34051.0,6755.419677734375,0.19839122721019573,False
B2,peak_sample,4569,32000,0.6480630334865397,0.587754183851063,0.6993940365116593,1.3343351936966514,1.2841816719613757,1.3855085378985372,6.0,7.0,1.1666666666666667,1.0,0.0,0.0,False
B2,fwhm_samples,4569,32000,0.9416891004596192,0.93490481602315,0.9499496417999818,4.47799069818341,4.404898809085916,4.5517754886455215,8.0,3.0,0.375,2.0,1.0,0.5,False
B2,q_template_chi2,4569,32000,0.9894679360910483,0.9881624540961631,0.9909962291462868,0.168112977953055,0.13882795910291262,0.19238834557378437,0.026305681094527245,0.0011384901590645313,0.04327925040121421,0.032567622140049934,0.0010779220901895314,0.03309796722506062,False
B2,baseline_mean_adc,4569,32000,1.0,1.0,1.0,4882.158187257061,4834.450029444974,4919.949971695816,6763.75,2138.341796875,0.3161473734060248,61.75,30.3623046875,0.491697241902834,False
B2,baseline_rms_adc,4569,32000,0.5464519588531407,0.525346529814008,0.5723399516965476,166.82785527463247,144.95818754835466,193.56909767417451,11.926860809326172,54.55533027648926,4.574156699626266,68.20951700210571,34.18287467956543,0.5011452386990244,False
B2,leading_edge_time_ns,4569,32000,0.6882777413000657,0.6335077616482196,0.7405485222053988,12.059926679798643,11.489222907434618,12.642655660030421,50.0,60.0,1.2,10.0,0.0,0.0,False
B4,amplitude_adc,4251,32000,0.546,0.5422000999888964,0.5496667884500032,1712.8309974214192,1663.5400735421872,1758.6169366421384,2933.5,70.168212890625,0.02391962259779274,1532.75,2494.061767578125,1.6271810586058555,False
B4,integrated_charge_adc,4251,32000,0.5703011056222065,0.5556066467019813,0.5841458544164929,15760.885324387657,15327.21148422428,16272.372680536084,19111.0,333.6505126953125,0.017458558562885904,18906.0,10251.627868652344,0.5422420326167536,False
B4,peak_sample,4251,32000,0.2281691366737238,0.20897141198934716,0.2459662954419257,1.4852004234297809,1.2720833150609672,1.6655463954333032,8.0,7.0,0.875,7.0,2.0,0.2857142857142857,False
B4,fwhm_samples,4251,32000,0.6688516819571866,0.6473281356773322,0.6914967052820687,3.31018148670901,3.176133082504022,3.455432716476283,7.0,3.0,0.42857142857142855,2.0,1.0,0.5,False
B4,q_template_chi2,4251,32000,0.46279428369795345,0.45813777211194895,0.4672636517342093,0.275201750528788,0.2556302141902111,0.29315031951690024,0.09380878508090973,0.1692042127251625,1.8037139333935996,0.24983863811939955,0.4300422420492396,1.7212799640851368,False
B4,baseline_mean_adc,4251,32000,1.0,1.0,1.0,5161.074864980875,5148.079487271225,5177.459509794601,7032.75,2111.603759765625,0.3002529252092887,98.0,35.87481689453125,0.3660695601482781,False
B4,baseline_rms_adc,4251,32000,0.4879226064455423,0.4721571118695701,0.5068004754781861,200.91145488588347,187.83110507728924,213.00656935464332,8.381526947021484,26.383216857910156,3.147781666118233,124.70441436767578,31.54425048828125,0.2529521560902958,False
B4,leading_edge_time_ns,4251,32000,0.33042601740766875,0.30113696617453733,0.3571237127454376,28.05431427899318,25.417363091983496,30.74518700717252,60.0,60.0,1.0,70.0,30.0,0.42857142857142855,False
B6,amplitude_adc,3937,32000,0.723,0.7196273237177765,0.7263925204786638,1912.5974519137533,1870.8271952545056,1948.5783192026322,2802.5,50.193115234375,0.017910121403880465,1465.5,2336.4362182617188,1.5942928817889586,False
B6,integrated_charge_adc,3937,32000,0.6803919227838455,0.675165368835063,0.6851586116127474,15758.320421296818,15327.88526085101,16135.0507913372,17568.0,110.724365234375,0.0063026164181679755,16521.0,9630.050598144531,0.5828975605680365,False
B6,peak_sample,3937,32000,0.1437830835661671,0.12948421015256786,0.1565677653755209,0.7903016256032511,0.7618962825982298,0.8944365189181009,8.0,7.0,0.875,5.0,5.0,1.0,False
B6,fwhm_samples,3937,32000,0.6993636017272034,0.6838762291883468,0.7134109422145603,3.1904254508509022,3.1082634018474216,3.254891028970016,7.0,3.0,0.42857142857142855,2.0,1.0,0.5,False
B6,q_template_chi2,3937,32000,0.42151587503175003,0.4145053907268892,0.4295042367214734,0.7747942792043829,0.6912843117329898,0.859558498962441,0.05721516162157059,0.2942807525396347,5.143405073047778,0.2394140139222145,0.597912963188719,2.497401690875876,False
B6,baseline_mean_adc,3937,32000,1.0,1.0,1.0,4989.587488781561,4977.497547769553,5000.603597720591,6938.75,2105.456298828125,0.3034345233403891,49.25,26.15069580078125,0.5309785949397208,False
B6,baseline_rms_adc,3937,32000,0.5112113284226568,0.4964828315829268,0.5272366452860245,146.9278441558741,134.47183778077044,158.10791975857143,7.664855003356934,21.32990074157715,2.7828185571984614,13.829375267028809,21.712873697280884,1.5700545598070113,False
B6,leading_edge_time_ns,3937,32000,0.3279249428498857,0.3119757655702999,0.34466318485505326,30.374191008382013,28.474887816156958,32.277200980391406,60.0,50.0,0.8333333333333334,50.0,40.0,0.8,False
B8,amplitude_adc,2205,32000,0.801,0.7972959936131404,0.8037078461596162,2361.6224730786525,2249.4889279015547,2433.083197958529,2962.0,47.372802734375,0.015993518816466913,1653.0,37.9368896484375,0.022950326466084393,False
B8,integrated_charge_adc,2205,32000,0.7522301587301587,0.7459913177439741,0.7596560813056932,18883.667632563654,17675.7004635049,20024.172313905903,20534.0,70.4501953125,0.003430904612471998,19474.0,454.55157470703125,0.023341459109943063,False
B8,peak_sample,2205,32000,0.16558163265306125,0.14539679839457353,0.1897457094067082,1.0792154195011339,1.0337111374878163,1.2047834349060957,8.0,7.0,0.875,4.0,7.0,1.75,False
B8,fwhm_samples,2205,32000,0.7161031746031746,0.6869493942817125,0.7422714459710755,3.6652789115646263,3.419632915501516,3.856792085104821,8.0,3.0,0.375,2.0,2.0,1.0,False
B8,q_template_chi2,2205,32000,0.4733219954648526,0.4642602016265729,0.48228903468868295,0.7274440559620914,0.689562914372514,0.7591746076458944,0.05919109284877777,0.33123403787612915,5.5960115269770485,0.21698354929685593,0.49089761823415756,2.26237251545074,False
B8,baseline_mean_adc,2205,32000,1.0,1.0,1.0,4994.514734076607,4971.571604486289,5013.776393604534,6911.75,2103.68798828125,0.3043640161003002,42.75,20.8641357421875,0.4880499588815789,False
B8,baseline_rms_adc,2205,32000,0.5327120181405895,0.5132928878361811,0.5553634831280807,165.74686582737985,145.38289699615814,184.45998629526667,6.8693156242370605,20.02555274963379,2.9152180282672515,12.49015760421753,14.967684507369995,1.1983583379537088,False
B8,leading_edge_time_ns,2205,32000,0.3511519274376418,0.3387638541520109,0.3734270574463445,32.22575963718821,29.407447457553044,36.6908846749862,60.0,40.0,0.6666666666666666,40.0,40.0,1.0,False
