feature,mean_auc_importance,min_auc_importance,max_auc_importance,stability_std
ds_shape_std_peak_sample,0.04622312768567062,0.0,0.125,0.038283282823155046
ds_shape_mean_area_over_peak,0.037704063713888715,-0.01851851851851849,0.125,0.04402107382583404
ds_shape_mean_norm_s06,0.02437589755316067,-0.020006155740227793,0.125,0.048102428387979276
ds_shape_std_norm_s04,0.023772698405447427,-0.01851851851851849,0.0517082179132039,0.0264810179852554
ds_shape_mean_norm_s09,0.021646630206813882,-0.125,0.09110495537088326,0.06905111405553824
ds_shape_std_max_down_step,0.015795946635798135,0.0,0.05555555555555547,0.018493867975075948
ds_shape_std_area_over_peak,0.010300876597143833,0.0,0.030864197530864224,0.01025117677133452
ds_shape_std_norm_s06,0.009785912596338495,-0.0017044071098125668,0.043209876543209846,0.015324467941276362
ds_shape_mean_norm_s07,0.008822708859294957,0.0,0.030864197530864224,0.010723905244234232
ds_shape_std_norm_s15,0.007601592619543153,-0.030864197530864224,0.0625,0.027606580410394255
ds_shape_mean_norm_s03,0.0062663982562121455,-0.0185185185185186,0.022157292427562703,0.013034120553594247
ds_shape_std_norm_s17,0.006065293329210368,0.0,0.01851851851851849,0.007197212503964103
ds_shape_std_norm_s16,0.005996338386076542,0.0,0.014284554825095386,0.004990579861409832
ds_shape_mean_norm_s00,0.005348304438848721,0.0,0.015377500289050605,0.005360673798377315
ds_shape_std_norm_s05,0.005049255974835362,-0.003077870113881165,0.012345679012345623,0.005456431742984399
ds_shape_mean_norm_s05,0.005039409994011423,-0.012345679012345623,0.01569713758079405,0.009523484276269858
ds_shape_std_norm_s12,0.004828117749806103,0.0,0.01851851851851849,0.006253768066949976
ds_shape_std_norm_s08,0.004464692941999455,-0.002462296091104932,0.01851851851851849,0.0069162051107726176
b2_shape_norm_s00,0.00431240567179222,-0.0023135628868456992,0.01851851851851849,0.007655779717883705
ds_shape_std_norm_s13,0.0035256422766527357,-0.006172839506172867,0.011362714065416779,0.005980331680675893
ds_shape_mean_norm_s01,0.0028514465423856716,-0.0006492979465952953,0.006172839506172867,0.002849746401519531
ds_shape_mean_norm_s13,0.0026002541999838235,-3.0046271257799795e-05,0.012345679012345623,0.004419931907019664
ds_shape_mean_norm_s04,0.0025609593558092924,-0.01851851851851849,0.02791298599843761,0.015347039473381653
ds_shape_std_norm_s00,0.002534607696572179,-0.006172839506172867,0.012371372412995574,0.005909503602760445
b2_shape_area_over_peak,0.0022257182285107774,-0.0005708791538969749,0.009071539256198413,0.0033185712215814114
ds_shape_mean_norm_s16,0.002215412051202776,-0.006155740227762441,0.008035062089116196,0.00457445079831836
ds_shape_mean_norm_s02,0.0021569436066825676,-0.006172839506172867,0.011606200795389987,0.005412435177843592
ds_shape_mean_peak_sample,0.0019269558700822761,-0.00503205908611315,0.008618036318867262,0.004435742796191281
b2_shape_norm_s08,0.0018366435480466267,-0.0008927846765682812,0.006172839506172867,0.0025881612758071313
ds_shape_mean_norm_s17,0.0015808440539103938,-0.05555555555555558,0.016071222106601835,0.025718255674221865
b2_shape_norm_s15,0.0012758116342452195,-0.00024037017006184325,0.006172839506172867,0.002301338206456163
ds_shape_mean_norm_s15,0.0012414246234602824,-0.0003605552550928204,0.004856052722858051,0.002199054309134919
ds_shape_std_norm_s02,0.0011978345162501705,-0.004309018159433631,0.012345679012345623,0.005262391366270387
ds_shape_mean_norm_s12,0.001049742979410438,-0.004856052722858273,0.006172839506172867,0.0033126415907851607
ds_shape_std_norm_s10,0.0009924113854509356,-0.006172839506172867,0.006249492735979301,0.004107835354112394
ds_shape_std_late_fraction,0.0008174638403330357,-0.002597191786380959,0.005342846074380181,0.002673992521388838
b2_shape_norm_s05,0.0007509655421068359,0.0,0.0017126374616911466,0.0006910435874404869
ds_shape_std_norm_s03,0.000587035486726958,-0.006155740227762441,0.007052838478436629,0.004628964525567208
b2_shape_norm_s01,0.0005598111744454316,-0.0017126374616910356,0.002462296091104932,0.0013493188626046697
b2_shape_norm_s16,0.0004280488738094755,-0.00022598140495866392,0.0017044071098125668,0.0007430948163536145
ds_shape_mean_max_down_step,0.0004056860338669889,-0.004858600206611552,0.006172839506172867,0.003323306158399305
b2_shape_norm_s02,0.00040034310849550766,-0.00025826446280985405,0.0012718233321771244,0.0005496674224173893
b2_shape_tail_fraction,0.0003675235020260998,-0.000615574022776233,0.0013874436351022368,0.0006971995576448287
ds_shape_mean_norm_s14,0.00031433819417825415,-0.0016186842409527946,0.004058112166220207,0.0018484436535241477
b2_shape_max_down_step,0.00013398507144200624,-0.0013874436351023478,0.0015420826231636875,0.0009597798731866973
b2_shape_norm_s04,0.00013232138372633515,-0.000243486729973319,0.000615574022776233,0.000267152620314059
b2_shape_late_fraction,0.00012172184395217325,-8.116224332443966e-05,0.000578101514625895,0.00024602876343356005
b2_shape_norm_s14,8.917098899360479e-05,-0.0003605552550928204,0.000615574022776233,0.00037205819515556335
b2_shape_norm_s11,8.766784566051542e-05,-0.0018328225467220127,0.0015389350569404714,0.0010134140643814661
b2_shape_norm_s12,7.806086417624527e-05,-0.00011299070247927645,0.0003468609087754482,0.000152394006142985
ds_shape_mean_final_fraction,0.0,0.0,0.0,0.0
ds_shape_std_final_fraction,0.0,0.0,0.0,0.0
b2_shape_final_fraction,0.0,0.0,0.0,0.0
b2_shape_peak_sample,-2.8111792321364577e-05,-0.0001156203029252234,0.0,4.902967488729186e-05
b2_shape_norm_s13,-5.522475265629101e-05,-0.0012619433928248158,0.00045196280991743887,0.0005602862354679055
b2_shape_norm_s09,-5.6044638979743257e-05,-0.0017126374616910356,0.0012718233321771244,0.0009254718892140639
ds_shape_mean_norm_s08,-7.467688896983e-05,-0.125,0.06172839506172845,0.05837296967802477
b2_shape_norm_s10,-0.00010927403564580424,-0.0006492979465952953,0.0,0.00024199523887780987
b2_shape_norm_s06,-0.00011787575414777342,-0.001231148045552466,0.0006133780991737225,0.0006104135445280172
b2_shape_norm_s17,-0.0001907116255604548,-0.0009249624234015652,6.009254251548857e-05,0.0003477672144909056
b2_shape_norm_s07,-0.00019265538342039257,-0.006172839506172867,0.004406637396694446,0.0031811972672132474
ds_shape_std_norm_s01,-0.000226293866306634,-0.006172839506172867,0.005149147727272818,0.0038813782826714106
b2_shape_norm_s03,-0.0003659917804412771,-0.0012751807851238972,0.000578101514626006,0.0008471114316995428
ds_shape_mean_tail_fraction,-0.00046896487849620465,-0.0015420826231637985,0.0006309716964125744,0.0007602201132715044
ds_shape_std_norm_s14,-0.000552560562119196,-0.006172839506172867,0.004296616789856267,0.003500834848615184
ds_shape_mean_late_fraction,-0.0007159342029686393,-0.003571138706273791,0.001000774793388448,0.0015568035326922706
ds_shape_std_norm_s07,-0.0012404095040806798,-0.0185185185185186,0.005781015146259616,0.008009731831236324
ds_shape_std_norm_s11,-0.004245749973670966,-0.04320987654320996,0.009480864839865766,0.017916436588128762
ds_shape_std_norm_s09,-0.005049040963150286,-0.0625,0.010464758387196071,0.02601988857948295
ds_shape_std_tail_fraction,-0.008434350764045735,-0.0625,0.006172839506172867,0.024132826483018423
ds_shape_mean_norm_s11,-0.010903844541028964,-0.125,0.01851851851851849,0.05054252016949284
ds_shape_mean_norm_s10,-0.016791684277504517,-0.125,0.01569713758079405,0.048287828299735165
