stage,method,B2_containing_mean_abs_cov_ns2,B2_ci_low_ns2,B2_ci_high_ns2,downstream_mean_abs_cov_ns2,downstream_ci_low_ns2,downstream_ci_high_ns2
before_raw_s05c,raw_pair_median,1041.840074907271,738.3027300906163,1319.607331416817,15.98821500999724,5.192507798624283,33.17671452516751
after_traditional_saturation_features,traditional_saturation_ridge,212.78299410581985,158.70179461474808,266.73920358390467,35.772347617602684,26.24520609841165,52.31432049375428
after_ml_saturation_features,ml_extra_trees_saturation,25.18752234930001,18.752504104350848,32.01361805508643,11.245820974375784,2.08065490091023,27.164029440478608
