n_pairs,n_events,veto_fraction,timing_efficiency,tail_capture,tail_fraction_before,tail_fraction_after,tail_fraction_delta,sigma68_before_ns,sigma68_after_ns,full_rms_before_ns,full_rms_after_ns,charge_support_tvd,current_proxy_tvd,topology_support_tvd,saturation_fraction_delta,late_peak_fraction_delta,support_drift_max,method,threshold_quantile
11460,3820,0.3019197207678883,0.6980802792321117,0.6206896551724138,0.015183246073298429,0.00825,-0.006933246073298429,1.6911779111117569,1.4673151864293683,5.785141603121954,3.989890931775289,0.04222687609075044,0.007636780104712082,0.014166666666666633,0.0,0.016990619546247823,0.04222687609075044,traditional_quantile,0.7
11460,3820,0.25,0.75,0.5862068965517241,0.015183246073298429,0.008376963350785341,-0.006806282722513088,1.6911779111117569,1.4869382740482608,5.785141603121954,4.494745270336453,0.04522978475858057,0.010529377545084359,0.011052937754508413,0.0,0.014252472367655616,0.04522978475858057,traditional_quantile,0.75
11460,3820,0.2007853403141361,0.7992146596858639,0.5,0.015183246073298429,0.009498853586636095,-0.005684392486662334,1.6911779111117569,1.4888895686381332,5.785141603121954,4.658309493053318,0.04398274463535138,0.009444262474069251,0.006550933508024909,0.0,0.011099487872484305,0.04398274463535138,traditional_quantile,0.8
11460,3820,0.15226876090750435,0.8477312390924956,0.41379310344827586,0.015183246073298429,0.010499227997941328,-0.004684018075357101,1.6911779111117569,1.5023018126065089,5.785141603121954,4.9026760823730315,0.036212465385655264,0.005095213587236233,0.004151655515525821,0.0,0.00774364322097762,0.036212465385655264,traditional_quantile,0.85
11460,3820,0.10026178010471204,0.8997382198952879,0.3160919540229885,0.015183246073298429,0.011541072640868975,-0.0036421734324294536,1.6911779111117569,1.564926134079283,5.785141603121954,5.246637628117622,0.023700835939455753,0.0032489574241101604,0.012607894481621584,0.0,0.004825274283906632,0.023700835939455753,traditional_quantile,0.9
11460,3820,0.0512216404886562,0.9487783595113438,0.22988505747126436,0.015183246073298429,0.012324105582635888,-0.0028591404906625414,1.6911779111117569,1.6376399789399247,5.785141603121954,5.370924625146068,0.011421578564768673,0.001397284112670663,0.014500751095987002,0.0,0.0021167921756969146,0.014500751095987002,traditional_quantile,0.95
11460,3820,0.2988656195462478,0.7011343804537522,0.6206896551724138,0.015183246073298429,0.00821406347230865,-0.00696918260098978,1.6911779111117569,1.566585414931123,5.785141603121954,3.953876299394133,0.03294975841948024,0.005315097234937477,0.17179008504459659,0.0,0.0032526761735035756,0.17179008504459659,ridge,0.7
11460,3820,0.2482547993019197,0.7517452006980803,0.5862068965517241,0.015183246073298429,0.008357515960533952,-0.006825730112764477,1.6911779111117569,1.5610111858787412,5.785141603121954,4.062647203702157,0.029315674697831164,0.00446955723761977,0.11777906751789516,0.0,0.00423416278478525,0.11777906751789516,ridge,0.75
11460,3820,0.19895287958115182,0.8010471204188482,0.5574712643678161,0.015183246073298429,0.008387799564270153,-0.006795446509028276,1.6911779111117569,1.5570084700934816,5.785141603121954,4.026362494577034,0.028455896611116808,0.004227263913127791,0.07145969498910679,0.0,0.005510499720539755,0.07145969498910679,ridge,0.8
11460,3820,0.14921465968586387,0.8507853403141361,0.5287356321839081,0.015183246073298429,0.00841025641025641,-0.006772989663042019,1.6911779111117569,1.5474334860716539,5.785141603121954,4.13783366179835,0.028658343401798875,0.003703047388911279,0.031076923076923085,0.0,0.005070747751376024,0.031076923076923085,ridge,0.85
