run,n_eval,s01_empirical_q_mse,s01_empirical_live10_abs_ns,s01_empirical_tail_abs,s01_empirical_timing_sigma68_ns,s01_empirical_timing_rms_ns,handle_residual_q_mse,handle_residual_live10_abs_ns,handle_residual_tail_abs,handle_residual_timing_sigma68_ns,handle_residual_timing_rms_ns,handle_residual_fallback_rate,ridge_q_mse,ridge_live10_abs_ns,ridge_tail_abs,ridge_timing_sigma68_ns,ridge_timing_rms_ns,extra_trees_q_mse,extra_trees_live10_abs_ns,extra_trees_tail_abs,extra_trees_timing_sigma68_ns,extra_trees_timing_rms_ns,shuffled_target_extra_trees_q_mse,shuffled_target_extra_trees_live10_abs_ns,shuffled_target_extra_trees_tail_abs,shuffled_target_extra_trees_timing_sigma68_ns,shuffled_target_extra_trees_timing_rms_ns,family_label_sentinel_q_mse,family_label_sentinel_live10_abs_ns,family_label_sentinel_tail_abs,family_label_sentinel_timing_sigma68_ns,family_label_sentinel_timing_rms_ns,knockout_no_amplitude_q_mse,knockout_no_amplitude_live10_abs_ns,knockout_no_amplitude_tail_abs,knockout_no_amplitude_timing_sigma68_ns,knockout_no_amplitude_timing_rms_ns,knockout_no_shape_q_mse,knockout_no_shape_live10_abs_ns,knockout_no_shape_tail_abs,knockout_no_shape_timing_sigma68_ns,knockout_no_shape_timing_rms_ns,knockout_no_stave_q_mse,knockout_no_stave_live10_abs_ns,knockout_no_stave_tail_abs,knockout_no_stave_timing_sigma68_ns,knockout_no_stave_timing_rms_ns,knockout_no_current_q_mse,knockout_no_current_live10_abs_ns,knockout_no_current_tail_abs,knockout_no_current_timing_sigma68_ns,knockout_no_current_timing_rms_ns,fold
44,981,0.19435267987399904,24.06512605042017,2.257607246408609,1.25,6.224211502152655,0.11584329788810876,17.342436974789916,1.5650813969435247,1.25,4.400063263487137,0.14475025484199797,0.05118927097800019,12.563025210084033,0.7740621400687747,1.25,3.3846927420348205,0.050611003345681506,12.069327731092438,0.7378913320615753,0.0,3.2166191343493225,0.18426017885988516,20.514705882352942,2.3863940055781034,2.5,5.109103754717709,0.182960244633596,19.45378151260504,2.2817345893542553,2.5,4.790791236556745,0.051916260425447044,12.563025210084033,0.7171519318706248,0.0,3.307189138830738,0.15925480263010913,19.695378151260503,2.163283697595288,2.5,4.839872906172141,0.05037251483035314,12.342436974789916,0.7529587553757893,0.0,3.243043621780797,0.05068337124015928,12.100840336134453,0.7395918216856783,0.0,3.2145774844233177,holdout_sample_i
45,2849,0.2218708169138102,32.71948608137045,2.5920737670253517,5.0,7.212859283497795,0.16833619655963702,26.25267665952891,2.020076149814272,2.5,5.993021756904398,0.3064233064233064,0.08621575378428864,20.467523197715916,1.0793680135807588,2.5,4.97854067349935,0.09605976145819817,20.899357601713064,1.1038705452098818,2.5,4.974730936881026,0.1899448348962919,28.522483940042825,2.50178757043342,5.0,6.411458392222742,0.18844571548489328,28.162027123483227,2.3969755355015923,3.75,6.208912051647725,0.09767592368092946,20.899357601713064,1.0502109469998453,2.5,4.968449708445616,0.1834191882377953,27.669521770164167,2.3936316983935377,3.75,6.20998970713647,0.09476070903237423,21.14561027837259,1.1002853866331015,2.5,4.937601361910086,0.09661333362072196,20.981441827266238,1.1101321126144659,2.5,4.983690387519885,holdout_sample_i
46,449,0.07895110775788418,14.159090909090908,1.2068221849462588,1.25,5.309992723843671,0.030077042613007334,11.681818181818182,0.7673180374846412,1.25,3.012756967538959,0.07126948775055679,0.015724143867787733,6.886363636363637,0.42973576349654885,0.0,1.951106911939523,0.013133358077695447,6.2727272727272725,0.35556590907421975,0.0,1.5493767075240874,0.06978001552405023,12.5,1.5663550703497446,3.75,3.7820599245288635,0.06695266877585747,9.977272727272727,1.4569587671149629,2.5,3.537542161650451,0.014681308762044338,6.363636363636363,0.34731395329909237,0.0,1.6166744767071581,0.057632543783492494,11.227272727272727,1.333529623617293,1.25,3.4645116407786696,0.013241878939894237,6.340909090909091,0.3667122759911996,0.0,1.4981048634251815,0.013128317294267085,6.318181818181818,0.35389793239493905,0.0,1.5539539012701526,holdout_sample_i
47,1137,0.20241924785591828,20.352622061482823,2.208424533449922,2.5,6.509747177753066,0.10937880088710543,14.502712477396022,1.448376556528961,1.25,4.0725506844921755,0.1442392260334213,0.05307986746461529,9.61121157323689,0.6885884304066057,2.5,3.011618550372467,0.052435927161405584,9.22242314647378,0.6368989447014224,0.0,2.7332425483681035,0.19259270936004474,19.005424954792044,2.3321926877079973,3.75,4.9047205736889286,0.19125860542034423,17.567811934900543,2.2035417682368634,2.5,4.611365587967963,0.05400858863782436,9.61121157323689,0.6292450384078567,0.0,2.8187405649533557,0.1623971709432915,17.124773960217,2.147335953057509,3.75,4.633371169094566,0.052761746366044415,9.593128390596744,0.6537150001809939,0.0,2.7259966739129466,0.05258707787171367,9.213381555153708,0.6419695280458142,0.0,2.745619559063183,holdout_sample_i
48,2334,0.21040019382107233,30.786713286713287,2.4364338078193915,5.0,7.163754863286344,0.15777588724606206,23.61451048951049,1.8482098445806825,2.5,5.882091018952763,0.25578406169665807,0.08316609871719326,19.15646853146853,1.017017085862717,1.25,4.842357542915081,0.09035642780088023,19.213286713286713,1.0162378987322285,1.25,4.69281458628601,0.1787556791689949,26.875,2.414624299068319,5.0,6.264842515838027,0.1761887346410962,26.223776223776223,2.2792001048406507,3.75,6.062754572551408,0.09162209684595997,19.357517482517483,0.9750873524791356,1.25,4.687572843256856,0.16927553420988786,26.000874125874127,2.215595494244503,3.75,6.0782790655416115,0.08954330350343741,19.427447552447553,1.0172038182185568,1.25,4.639836343418407,0.09100174470084016,19.24388111888112,1.0222069593611178,1.25,4.714882144482896,holdout_sample_i
49,2398,0.196291847588822,30.12760527435134,2.4047174584259228,2.5,7.035449824442045,0.14323664984104947,23.045512547851978,1.7911804650165943,2.5,5.617921132966481,0.24728940783986655,0.0749074838941518,18.600595491280306,0.9692533816201837,1.25,4.590585950669113,0.08068533393694231,18.528285835814547,0.9622122157627508,1.25,4.485431780337457,0.16658872635454577,25.852828583581456,2.3609344230998004,5.0,6.346500859556965,0.16513859263882744,25.533815397703105,2.2435779278294627,3.75,6.155981484632023,0.08169975200651125,18.468736707783922,0.9215002882473451,1.25,4.564742919846367,0.15720812574840257,25.176520629519352,2.19759720285185,3.75,5.931203846837082,0.07979969764547148,18.762228838792005,0.9582580323827381,1.25,4.4473382516352045,0.08110866699693126,18.545299872394725,0.9654551580018568,1.25,4.5170290767423795,holdout_sample_i
50,2419,0.2210165974077314,32.129629629629626,2.545729795294701,3.75,7.043112188012434,0.16895499963396207,25.07996632996633,1.9630246882396274,2.5,5.773502691896258,0.2715998346424142,0.09098025140175757,19.671717171717173,1.1042022932255382,2.5,4.823538054195215,0.10179518901780403,20.324074074074073,1.1603799145378118,2.5,4.860479756980114,0.1937511294336221,27.891414141414142,2.450072237066432,5.0,6.2533660969183265,0.19072341101224427,27.079124579124578,2.3161770087705755,3.75,6.062203861349901,0.10294561536848633,20.07154882154882,1.0945476991641203,2.5,4.847744971956684,0.18662300872821774,26.144781144781145,2.3421640807264543,5.0,6.100915507829135,0.10038222522475071,20.555555555555557,1.1567025497068637,2.5,4.836336580010899,0.1022573434886259,20.446127946127945,1.1658824548736062,2.5,4.902511295587906,holdout_sample_i
51,1796,0.1975499676525664,29.215017064846418,2.3687336942095767,2.5,6.855613114214229,0.13077015934042605,21.120591581342435,1.666407618364447,2.5,5.205872569994108,0.21102449888641425,0.06735108201829604,16.945392491467576,0.9510080482876093,1.25,4.314499194484064,0.07279963609598025,17.161547212741752,0.9630271623009367,1.25,4.201786011719556,0.17603496810807143,25.034129692832764,2.342291571555859,5.0,5.803597213309558,0.17397272854124093,24.306029579067122,2.215630794657533,3.75,5.595255384822747,0.07395849511071219,17.309442548350397,0.9267670263250851,1.25,4.236754102403405,0.16181329571999653,23.589306029579067,2.184588664278913,3.75,5.718436145083067,0.07230221967383543,17.25824800910125,0.9656516155552308,1.25,4.173770962817303,0.07311585928034191,17.167235494880547,0.965407909907716,1.25,4.231296259050455,holdout_sample_i
52,1278,0.1885737518308397,25.26104417670683,2.282021926510091,1.25,6.462744639322551,0.11130705977967335,18.449799196787147,1.5841479538838668,1.25,4.628790642408121,0.19483568075117372,0.0526492559288832,13.622489959839358,0.8469483745183665,1.25,3.6645210955099916,0.055000895380353756,13.421686746987952,0.830252033654349,1.25,3.5255806437382775,0.17592566429791234,21.23694779116466,2.311287148328968,2.5,5.336093663189329,0.17465972869538243,20.04016064257028,2.167837554119233,2.5,5.123965269234491,0.05590530346351974,13.477911646586346,0.7924727143861258,1.25,3.5708548018736717,0.15316064159872564,19.951807228915662,2.080832507327803,2.5,5.174660223989102,0.05454058821452898,13.57429718875502,0.8390920646823629,1.25,3.4775528024712874,0.05495550166499821,13.429718875502008,0.8323522138173662,1.25,3.50344064963889,holdout_sample_i
53,2245,0.20546256657883247,31.61744661517492,2.4948136890159005,3.75,6.961592236678794,0.1466948543317476,24.384370740572468,1.8588035987621367,2.5,5.670361420313805,0.27037861915367484,0.076434681675443,19.268514311676512,1.0632969162712078,2.5,4.771588831064519,0.08476975185510947,19.95910949568378,1.1139379432525907,2.5,4.840422610632562,0.17695600297743372,26.4379827351204,2.4052193418213474,3.75,6.0453195310605,0.17608590753101114,26.474329850068152,2.3065526699760075,5.0,5.974921084227323,0.08650482849562321,19.872785097682872,1.063253457558296,2.5,4.898736032956006,0.17020995647428147,25.729213993639256,2.2982415234417117,5.0,6.0734374480401705,0.08344357252960527,19.986369831894592,1.1119768433631767,2.5,4.823674201609313,0.0850654237252402,20.072694229895504,1.1187529292546021,2.5,4.845992550373299,holdout_sample_i
