fold,n_eval,amp_region,stave,rise_width_region,cfd_phase_region,tail_shape_region,saturation_region,current_family,run_family,s01_empirical_q_mse,s01_empirical_timing_abs_ns,handle_residual_q_mse,handle_residual_timing_abs_ns,ridge_q_mse,ridge_timing_abs_ns,extra_trees_q_mse,extra_trees_timing_abs_ns,shuffled_target_extra_trees_q_mse,shuffled_target_extra_trees_timing_abs_ns,family_label_sentinel_q_mse,family_label_sentinel_timing_abs_ns,delta_handle_minus_s01_q_mse,delta_extra_trees_minus_handle_q_mse,delta_extra_trees_minus_handle_timing_abs_ns,support_call
holdout_sample_i,168,a1000_1500,B2,rise_mid,phase_early,tail_compact,unsaturated,high_20nA,sample_i_analysis,0.3092804297142685,14.285714285714286,0.012323904430861001,0.7738095238095238,0.01124070834752625,1.6964285714285714,0.012973075805711989,0.5059523809523809,0.020628035857794207,2.767857142857143,0.019981825516084902,2.738095238095238,-0.2969565252834075,0.0006491713748509875,-0.2678571428571429,handles_win
holdout_sample_i,20,a1000_1500,B2,rise_mid,phase_early,tail_compact,unsaturated,low_2nA,sample_i_analysis,0.3686355598007931,14.875,0.045396975161548815,1.0,0.033842893994742024,1.625,0.04534374091534546,0.875,0.04919361443400346,3.125,0.049061653267263486,3.125,-0.32323858463924426,-5.323424620335554e-05,-0.125,handles_win
holdout_sample_i,168,a1000_1500,B2,rise_mid,phase_early,tail_mid,unsaturated,high_20nA,sample_i_analysis,0.29260057460596695,15.0,0.0018983332846161756,0.7142857142857143,0.0020219638628013827,0.8482142857142857,0.0015182873547827413,0.19345238095238096,0.006525086668521309,1.5476190476190477,0.006964478074085146,1.9345238095238095,-0.29070224132135075,-0.0003800459298334343,-0.5208333333333334,handles_win
holdout_sample_i,24,a1000_1500,B2,rise_mid,phase_early,tail_mid,unsaturated,low_2nA,sample_i_analysis,0.2888984742263953,15.0,0.0018960089194306837,0.9375,0.0019860500226320786,0.5208333333333334,0.0012675309522926588,0.0,0.006400475260387692,1.0416666666666667,0.007043495146463338,1.7708333333333333,-0.2870024653069646,-0.000628477967138025,-0.9375,handles_win
holdout_sample_i,145,a1000_1500,B2,rise_mid,phase_late,tail_compact,unsaturated,high_20nA,sample_i_analysis,0.2808293121069811,11.017241379310345,0.023794924040468086,1.4482758620689655,0.013514799277710965,1.5862068965517242,0.00915336301982579,0.2413793103448276,0.030867505622349405,0.9482758620689655,0.03413692599434129,2.0172413793103448,-0.257034388066513,-0.014641561020642296,-1.206896551724138,handles_win
holdout_sample_i,160,a1000_1500,B2,rise_mid,phase_late,tail_mid,unsaturated,high_20nA,sample_i_analysis,0.28776297280017066,15.0,0.0016372505590398385,0.6875,0.002714134376540588,1.4375,0.0009839075282156151,0.125,0.008551244523807646,2.265625,0.006289801894522764,1.578125,-0.2861257222411308,-0.0006533430308242234,-0.5625,handles_win
holdout_sample_i,20,a1000_1500,B2,rise_mid,phase_late,tail_mid,unsaturated,low_2nA,sample_i_analysis,0.28574600587872895,15.0,0.0011596223250414956,0.5,0.002230333633761963,1.5,0.0006616288097575306,0.125,0.007990845372242964,2.375,0.006332546339699012,1.5,-0.2845863835536874,-0.000497993515283965,-0.375,handles_win
holdout_sample_i,146,a1000_1500,B2,rise_mid,phase_mid,tail_compact,unsaturated,high_20nA,sample_i_analysis,0.3429012002131716,14.554794520547945,0.04511241122209032,1.13013698630137,0.02987131984218228,2.8424657534246576,0.034452178376981855,0.958904109589041,0.051185208253922615,3.030821917808219,0.05255030239535399,3.1335616438356166,-0.2977887889910813,-0.010660232845108468,-0.1712328767123289,handles_win
holdout_sample_i,168,a1000_1500,B2,rise_mid,phase_mid,tail_mid,unsaturated,high_20nA,sample_i_analysis,0.28829026545365766,15.0,0.001587622825743393,0.6547619047619048,0.002392679403938638,1.6517857142857142,0.0009417510121968056,0.044642857142857144,0.012343678038448174,2.8273809523809526,0.006651442283997095,2.0982142857142856,-0.2867026426279143,-0.0006458718135465874,-0.6101190476190477,handles_win
holdout_sample_i,168,a1000_1500,B2,rise_narrow,phase_early,tail_compact,unsaturated,high_20nA,sample_i_analysis,4.961440369724448,3.0555555555555554,3.0414800284397105,2.8333333333333335,0.7796638610011093,4.444444444444445,0.8842571119053496,3.8333333333333335,5.17181604781182,3.5555555555555554,5.479873268484809,3.5555555555555554,-1.9199603412847375,-2.157222916534361,1.0,handles_win
