method,axis,stratum,n_atoms,supported_fraction,total_fraction,support_loss,median_atom_sigma68_ns,median_full_rms_ns,median_tail_fraction_abs_gt_5ns
ml_shuffled_target_control,b2_saturation_depth_bin,none,41,0.7697758231018242,0.7697758231018242,0.0,3.968911802635774,5.394767361015929,0.2043956043956044
mlp,b2_saturation_depth_bin,deep,3,0.017760063526968302,0.017760063526968302,0.0,7.417485987956974,8.016882979163881,0.5263157894736842
mlp,b2_saturation_depth_bin,mild,5,0.0453698613401745,0.0453698613401745,0.0,5.513847486641224,10.750418259140336,0.224834680382072
mlp,b2_saturation_depth_bin,moderate,2,0.0117433266141347,0.0117433266141347,0.0,22.77691111002421,21.466937531548687,0.7645896656534954
mlp,b2_saturation_depth_bin,none,41,0.7697758231018242,0.7697758231018242,0.0,3.189768280207826,5.054427320424724,0.1139954853273137
pair_median,b2_saturation_depth_bin,deep,3,0.017760063526968302,0.017760063526968302,0.0,7.5016620444293665,7.724191834527541,0.4947368421052631
pair_median,b2_saturation_depth_bin,mild,5,0.0453698613401745,0.0453698613401745,0.0,4.815976055060735,10.403875480515426,0.1866274797942689
pair_median,b2_saturation_depth_bin,moderate,2,0.0117433266141347,0.0117433266141347,0.0,24.34311344886561,22.336888384081472,0.739492953854656
pair_median,b2_saturation_depth_bin,none,41,0.7697758231018242,0.7697758231018242,0.0,1.5546028461530526,4.878974360649763,0.0272479564032697
pool_label_control,b2_saturation_depth_bin,deep,3,0.017760063526968302,0.017760063526968302,0.0,8.746725619146156,8.455467429826294,0.5078947368421053
pool_label_control,b2_saturation_depth_bin,mild,5,0.0453698613401745,0.0453698613401745,0.0,4.86122934122373,10.569651561791176,0.1888317413666422
pool_label_control,b2_saturation_depth_bin,moderate,2,0.0117433266141347,0.0117433266141347,0.0,23.955441923215467,22.45577329543909,0.757360458690246
pool_label_control,b2_saturation_depth_bin,none,41,0.7697758231018242,0.7697758231018242,0.0,2.143449165302495,5.16379562607965,0.0620171673819742
ridge,b2_saturation_depth_bin,deep,3,0.017760063526968302,0.017760063526968302,0.0,8.13016868731242,7.947391669989831,0.5
ridge,b2_saturation_depth_bin,mild,5,0.0453698613401745,0.0453698613401745,0.0,8.732570113160364,8.524244367556177,0.5515789473684211
ridge,b2_saturation_depth_bin,moderate,2,0.0117433266141347,0.0117433266141347,0.0,12.3922200707614,12.793929802033663,0.631963249516441
ridge,b2_saturation_depth_bin,none,41,0.7697758231018242,0.7697758231018242,0.0,5.581555302911709,7.357198230234085,0.3554896142433234
support_gated_cnn_new,b2_saturation_depth_bin,deep,3,0.017760063526968302,0.017760063526968302,0.0,8.521979753273996,8.485154259904458,0.5447368421052632
support_gated_cnn_new,b2_saturation_depth_bin,mild,5,0.0453698613401745,0.0453698613401745,0.0,6.357172737571025,10.74884877600605,0.251285819250551
support_gated_cnn_new,b2_saturation_depth_bin,moderate,2,0.0117433266141347,0.0117433266141347,0.0,23.691977118078903,22.139592652916285,0.7775006907985631
support_gated_cnn_new,b2_saturation_depth_bin,none,41,0.7697758231018242,0.7697758231018242,0.0,3.777117319266545,5.792270739757488,0.1941176470588235
traditional_s05d_static_priors,b2_saturation_depth_bin,deep,3,0.017760063526968302,0.017760063526968302,0.0,7.55709886589146,7.906403862824777,0.5038461538461538
traditional_s05d_static_priors,b2_saturation_depth_bin,mild,5,0.0453698613401745,0.0453698613401745,0.0,7.811875543818193,7.982778939102404,0.52
traditional_s05d_static_priors,b2_saturation_depth_bin,moderate,2,0.0117433266141347,0.0117433266141347,0.0,11.850205191016265,12.335677415496265,0.6159850787510361
traditional_s05d_static_priors,b2_saturation_depth_bin,none,41,0.7697758231018242,0.7697758231018242,0.0,5.672216559108092,7.228904135399563,0.3785022924095771
waveform_only_mlp,b2_saturation_depth_bin,deep,3,0.017760063526968302,0.017760063526968302,0.0,7.35710560267605,7.496529334788946,0.5026315789473684
waveform_only_mlp,b2_saturation_depth_bin,mild,5,0.0453698613401745,0.0453698613401745,0.0,4.951228433928288,10.892710903507163,0.2101396032329169
waveform_only_mlp,b2_saturation_depth_bin,moderate,2,0.0117433266141347,0.0117433266141347,0.0,23.681720149303736,21.73207115374539,0.7413961038961039
waveform_only_mlp,b2_saturation_depth_bin,none,41,0.7697758231018242,0.7697758231018242,0.0,2.814642955935434,4.999954510658911,0.0864661654135338
cnn_1d,q_template_shift_bin,high,24,0.2629497281778745,0.2629497281778745,0.0,5.226769878510226,18.394798554939577,0.34670217917675544
cnn_1d,q_template_shift_bin,low,14,0.2915521348726398,0.2915521348726398,0.0,4.361147257384298,4.259903216628068,0.2641378063339988
cnn_1d,q_template_shift_bin,mid,13,0.2901472115325873,0.2901472115325873,0.0,4.215412751660566,5.080126892765002,0.2218626393383675
extra_trees_s05e_dynamic,q_template_shift_bin,high,24,0.2629497281778745,0.2629497281778745,0.0,3.6868157747404866,11.504936283622301,0.18548365759441193
extra_trees_s05e_dynamic,q_template_shift_bin,low,14,0.2915521348726398,0.2915521348726398,0.0,1.3004843744761576,2.16727285845175,0.0250717209651311
extra_trees_s05e_dynamic,q_template_shift_bin,mid,13,0.2901472115325873,0.2901472115325873,0.0,1.3436005314256718,3.659064976998095,0.0486680327868852
gradient_boosted_trees,q_template_shift_bin,high,24,0.2629497281778745,0.2629497281778745,0.0,3.448772079118693,12.208550457520339,0.18524572117777685
gradient_boosted_trees,q_template_shift_bin,low,14,0.2915521348726398,0.2915521348726398,0.0,2.8318067969418212,3.3996434948954413,0.10143879583452664
gradient_boosted_trees,q_template_shift_bin,mid,13,0.2901472115325873,0.2901472115325873,0.0,2.8240710509055367,4.170088708727617,0.0865329512893982
ml_shuffled_target_control,q_template_shift_bin,high,24,0.2629497281778745,0.2629497281778745,0.0,4.698752942890512,18.264584461694298,0.2984712165746648
ml_shuffled_target_control,q_template_shift_bin,low,14,0.2915521348726398,0.2915521348726398,0.0,3.593334041355231,3.9337712206276843,0.16975338722730315
ml_shuffled_target_control,q_template_shift_bin,mid,13,0.2901472115325873,0.2901472115325873,0.0,3.771378121406537,4.771109738677065,0.1849385245901639
mlp,q_template_shift_bin,high,24,0.2629497281778745,0.2629497281778745,0.0,4.27210899740586,17.84573953432421,0.2495051823897711
mlp,q_template_shift_bin,low,14,0.2915521348726398,0.2915521348726398,0.0,2.7095979474167384,3.0952198456065325,0.07058146868075685
mlp,q_template_shift_bin,mid,13,0.2901472115325873,0.2901472115325873,0.0,3.2657457707104105,4.346968751514584,0.1255932822197882
pair_median,q_template_shift_bin,high,24,0.2629497281778745,0.2629497281778745,0.0,1.9667014243063052,17.922224234407704,0.11365674666167275
pair_median,q_template_shift_bin,low,14,0.2915521348726398,0.2915521348726398,0.0,1.6787209077023646,2.4610717853012445,0.0156522659502605
pair_median,q_template_shift_bin,mid,13,0.2901472115325873,0.2901472115325873,0.0,1.3701209878409937,3.778553313558917,0.0476434426229508
pool_label_control,q_template_shift_bin,high,24,0.2629497281778745,0.2629497281778745,0.0,2.7551328649268747,17.945603080464245,0.1340475540540061
pool_label_control,q_template_shift_bin,low,14,0.2915521348726398,0.2915521348726398,0.0,2.0618424636298425,2.8789087766101407,0.053113846848881804
pool_label_control,q_template_shift_bin,mid,13,0.2901472115325873,0.2901472115325873,0.0,1.828614026643394,4.1112529892952105,0.0596823770491803
ridge,q_template_shift_bin,high,24,0.2629497281778745,0.2629497281778745,0.0,8.341271913635794,12.378886990175062,0.4841437204366828
ridge,q_template_shift_bin,low,14,0.2915521348726398,0.2915521348726398,0.0,5.693946577835991,7.207952987611277,0.3630389247687205
ridge,q_template_shift_bin,mid,13,0.2901472115325873,0.2901472115325873,0.0,4.746583569482687,5.682942638987135,0.2905759162303665
support_gated_cnn_new,q_template_shift_bin,high,24,0.2629497281778745,0.2629497281778745,0.0,4.1513646232456445,18.119908319275368,0.23110355029585794
support_gated_cnn_new,q_template_shift_bin,low,14,0.2915521348726398,0.2915521348726398,0.0,3.628594942969398,3.9176926250690305,0.16318659974741806
support_gated_cnn_new,q_template_shift_bin,mid,13,0.2901472115325873,0.2901472115325873,0.0,3.790971714778885,4.858644881997745,0.1736474694589878
traditional_s05d_static_priors,q_template_shift_bin,high,24,0.2629497281778745,0.2629497281778745,0.0,10.34968908163184,12.161987362241138,0.45330841121495324
traditional_s05d_static_priors,q_template_shift_bin,low,14,0.2915521348726398,0.2915521348726398,0.0,5.907064580873985,6.7884267385795205,0.3898949230288229
traditional_s05d_static_priors,q_template_shift_bin,mid,13,0.2901472115325873,0.2901472115325873,0.0,4.736647023649799,5.816172136992422,0.2979797979797979
waveform_only_mlp,q_template_shift_bin,high,24,0.2629497281778745,0.2629497281778745,0.0,3.8236999663285225,18.006276951971607,0.21342096160498095
waveform_only_mlp,q_template_shift_bin,low,14,0.2915521348726398,0.2915521348726398,0.0,2.4204115375048545,2.7726587647921423,0.0495990291954572
waveform_only_mlp,q_template_shift_bin,mid,13,0.2901472115325873,0.2901472115325873,0.0,2.792794692789486,4.033717204616957,0.0839722526469514
cnn_1d,amplitude_bin,high,23,0.28118318978681706,0.28118318978681706,0.0,4.942656349517883,7.300132741265187,0.2623071271124173
cnn_1d,amplitude_bin,low,13,0.2780679249893095,0.2780679249893095,0.0,5.130080906131135,8.494473261966627,0.3092948717948718
cnn_1d,amplitude_bin,mid,15,0.285397959806975,0.285397959806975,0.0,4.293105044752433,4.313137487384809,0.2471705001825483
extra_trees_s05e_dynamic,amplitude_bin,high,23,0.28118318978681706,0.28118318978681706,0.0,3.2517646009802776,5.003239881395115,0.1785451873622336
extra_trees_s05e_dynamic,amplitude_bin,low,13,0.2780679249893095,0.2780679249893095,0.0,2.3886584001486786,6.96629608403941,0.1420118343195266
extra_trees_s05e_dynamic,amplitude_bin,mid,15,0.285397959806975,0.285397959806975,0.0,1.382182318242258,2.4902777928858115,0.0246425311834499
gradient_boosted_trees,amplitude_bin,high,23,0.28118318978681706,0.28118318978681706,0.0,3.2005509195757766,5.872114852136701,0.15
gradient_boosted_trees,amplitude_bin,low,13,0.2780679249893095,0.2780679249893095,0.0,3.4473703427747897,7.21741300682174,0.1601255886970172
gradient_boosted_trees,amplitude_bin,mid,15,0.285397959806975,0.285397959806975,0.0,2.907290119522957,3.377090000560869,0.1013754457463066
ml_shuffled_target_control,amplitude_bin,high,23,0.28118318978681706,0.28118318978681706,0.0,4.165597291374135,6.569771291999684,0.2549595885378398
ml_shuffled_target_control,amplitude_bin,low,13,0.2780679249893095,0.2780679249893095,0.0,4.280625083337885,9.006398593147026,0.249607535321821
ml_shuffled_target_control,amplitude_bin,mid,15,0.285397959806975,0.285397959806975,0.0,3.904718568029176,4.479322093439332,0.2043956043956044
mlp,amplitude_bin,high,23,0.28118318978681706,0.28118318978681706,0.0,3.8829659805635055,6.711621804680032,0.183
mlp,amplitude_bin,low,13,0.2780679249893095,0.2780679249893095,0.0,3.189768280207826,7.956721609107809,0.1139954853273137
mlp,amplitude_bin,mid,15,0.285397959806975,0.285397959806975,0.0,3.309297651381092,4.003954014415253,0.1032967032967032
pair_median,amplitude_bin,high,23,0.28118318978681706,0.28118318978681706,0.0,1.8505208387350944,5.906994984166436,0.0681818181818181
pair_median,amplitude_bin,low,13,0.2780679249893095,0.2780679249893095,0.0,2.1278935678612827,7.75421040997512,0.0403433476394849
pair_median,amplitude_bin,mid,15,0.285397959806975,0.285397959806975,0.0,1.4728287592353548,2.579204570032461,0.0151898734177215
pool_label_control,amplitude_bin,high,23,0.28118318978681706,0.28118318978681706,0.0,2.358309813481503,6.10096611256291,0.1353383458646616
pool_label_control,amplitude_bin,low,13,0.2780679249893095,0.2780679249893095,0.0,2.636282321323866,8.160885989965237,0.0843195266272189
pool_label_control,amplitude_bin,mid,15,0.285397959806975,0.285397959806975,0.0,2.02619531690442,2.9321432718809985,0.0470756062767475
ridge,amplitude_bin,high,23,0.28118318978681706,0.28118318978681706,0.0,8.13016868731242,8.524244367556177,0.4943820224719101
ridge,amplitude_bin,low,13,0.2780679249893095,0.2780679249893095,0.0,6.23345530057772,8.27044153774318,0.3952641165755919
ridge,amplitude_bin,mid,15,0.285397959806975,0.285397959806975,0.0,5.171148731976629,5.99644686659185,0.3366619115549215
support_gated_cnn_new,amplitude_bin,high,23,0.28118318978681706,0.28118318978681706,0.0,4.206805291641892,6.625972165898969,0.2082324455205811
support_gated_cnn_new,amplitude_bin,low,13,0.2780679249893095,0.2780679249893095,0.0,4.004476763430944,8.405322529019886,0.2352071005917159
support_gated_cnn_new,amplitude_bin,mid,15,0.285397959806975,0.285397959806975,0.0,3.5840972581803427,4.082304889146448,0.1876597298284045
traditional_s05d_static_priors,amplitude_bin,high,23,0.28118318978681706,0.28118318978681706,0.0,7.811875543818193,8.957246172439788,0.4845714285714286
traditional_s05d_static_priors,amplitude_bin,low,13,0.2780679249893095,0.2780679249893095,0.0,5.949762997587643,7.75121009359798,0.4012875536480687
traditional_s05d_static_priors,amplitude_bin,mid,15,0.285397959806975,0.285397959806975,0.0,5.473333051997012,6.069185655624734,0.3529411764705882
waveform_only_mlp,amplitude_bin,high,23,0.28118318978681706,0.28118318978681706,0.0,3.026211562114616,6.385728551722191,0.1
waveform_only_mlp,amplitude_bin,low,13,0.2780679249893095,0.2780679249893095,0.0,3.1838834398437927,7.98809102765872,0.1331828442437923
waveform_only_mlp,amplitude_bin,mid,15,0.285397959806975,0.285397959806975,0.0,2.8208563237886013,3.3371479627968705,0.0839722526469514
cnn_1d,baseline_bin,low_baseline,7,0.05709791704843899,0.05709791704843899,0.0,3.672867254317216,3.92192355426886,0.1727748691099476
cnn_1d,baseline_bin,nominal_baseline,44,0.7875511575346628,0.7875511575346628,0.0,4.799633946569643,8.569712359530907,0.28563329504719004
extra_trees_s05e_dynamic,baseline_bin,low_baseline,7,0.05709791704843899,0.05709791704843899,0.0,1.2406543793150209,1.9005832159732052,0.0151898734177215
extra_trees_s05e_dynamic,baseline_bin,nominal_baseline,44,0.7875511575346628,0.7875511575346628,0.0,2.4671196501389043,6.314786857036049,0.13158153067255934
gradient_boosted_trees,baseline_bin,low_baseline,7,0.05709791704843899,0.05709791704843899,0.0,2.625874715086051,3.2134890136607037,0.0810126582278481
gradient_boosted_trees,baseline_bin,nominal_baseline,44,0.7875511575346628,0.7875511575346628,0.0,3.2825818498590964,7.110278971403542,0.14877049180327864
ml_shuffled_target_control,baseline_bin,low_baseline,7,0.05709791704843899,0.05709791704843899,0.0,3.284910843970609,3.793037181885996,0.1313131313131313
ml_shuffled_target_control,baseline_bin,nominal_baseline,44,0.7875511575346628,0.7875511575346628,0.0,4.27878799062932,8.444537285051855,0.246928630749629
mlp,baseline_bin,low_baseline,7,0.05709791704843899,0.05709791704843899,0.0,3.1882952663109645,3.482612148100589,0.1165644171779141
mlp,baseline_bin,nominal_baseline,44,0.7875511575346628,0.7875511575346628,0.0,3.494665315505599,7.986802294135845,0.14450795555529566
pair_median,baseline_bin,low_baseline,7,0.05709791704843899,0.05709791704843899,0.0,1.2015036837133688,2.0711770365830238,0.00920245398773
pair_median,baseline_bin,nominal_baseline,44,0.7875511575346628,0.7875511575346628,0.0,1.8596761075127448,7.658661153322023,0.06498452012383896
pool_label_control,baseline_bin,low_baseline,7,0.05709791704843899,0.05709791704843899,0.0,1.5893222381043852,2.5462728971430484,0.0253164556962025
pool_label_control,baseline_bin,nominal_baseline,44,0.7875511575346628,0.7875511575346628,0.0,2.7551328649268747,8.02811198126837,0.09581217261560429
ridge,baseline_bin,low_baseline,7,0.05709791704843899,0.05709791704843899,0.0,4.746583569482687,5.236941565462753,0.2905759162303665
ridge,baseline_bin,nominal_baseline,44,0.7875511575346628,0.7875511575346628,0.0,6.527265453095581,8.198410788197325,0.4160548904449966
support_gated_cnn_new,baseline_bin,low_baseline,7,0.05709791704843899,0.05709791704843899,0.0,3.6238037687147338,4.056207906570671,0.1717791411042944
support_gated_cnn_new,baseline_bin,nominal_baseline,44,0.7875511575346628,0.7875511575346628,0.0,3.9666966655521176,8.277429975567891,0.21099762832398014
traditional_s05d_static_priors,baseline_bin,low_baseline,7,0.05709791704843899,0.05709791704843899,0.0,4.302214976108505,4.82183126448525,0.2593548387096774
traditional_s05d_static_priors,baseline_bin,nominal_baseline,44,0.7875511575346628,0.7875511575346628,0.0,6.360151918896747,7.857279422328508,0.4199696748609063
waveform_only_mlp,baseline_bin,low_baseline,7,0.05709791704843899,0.05709791704843899,0.0,2.510285484370446,3.021985780875512,0.0599455040871934
waveform_only_mlp,baseline_bin,nominal_baseline,44,0.7875511575346628,0.7875511575346628,0.0,3.1894907160434265,7.747357289383188,0.13472329025376423
cnn_1d,pileup_bin,not_pileup_like,35,0.7149990837456459,0.7149990837456459,0.0,4.200323206576342,4.960507409969711,0.2471705001825483
cnn_1d,pileup_bin,pileup_like,16,0.1296499908374558,0.1296499908374558,0.0,23.18563736715901,31.804633874580656,0.39160724938215496
extra_trees_s05e_dynamic,pileup_bin,not_pileup_like,35,0.7149990837456459,0.7149990837456459,0.0,1.4204646608777851,2.673669229804414,0.0285714285714285
extra_trees_s05e_dynamic,pileup_bin,pileup_like,16,0.1296499908374558,0.1296499908374558,0.0,7.415950308277056,16.06018177415293,0.3167196261682243
gradient_boosted_trees,pileup_bin,not_pileup_like,35,0.7149990837456459,0.7149990837456459,0.0,2.907290119522957,3.6398669990474,0.1013754457463066
gradient_boosted_trees,pileup_bin,pileup_like,16,0.1296499908374558,0.1296499908374558,0.0,12.2108313679153,19.380596456497337,0.2428014527845036
ml_shuffled_target_control,pileup_bin,not_pileup_like,35,0.7149990837456459,0.7149990837456459,0.0,3.771378121406537,4.5297805332612535,0.1849385245901639
ml_shuffled_target_control,pileup_bin,pileup_like,16,0.1296499908374558,0.1296499908374558,0.0,23.13551457329896,31.57933327577706,0.3870670731707317
mlp,pileup_bin,not_pileup_like,35,0.7149990837456459,0.7149990837456459,0.0,3.0726945726865718,3.750341760717374,0.1032967032967032
mlp,pileup_bin,pileup_like,16,0.1296499908374558,0.1296499908374558,0.0,22.54238322254496,30.720164009165757,0.30517922010527093
pair_median,pileup_bin,not_pileup_like,35,0.7149990837456459,0.7149990837456459,0.0,1.4728287592353548,2.579204570032461,0.0171428571428571
pair_median,pileup_bin,pileup_like,16,0.1296499908374558,0.1296499908374558,0.0,21.070760423736033,31.85537686013061,0.19822560975609754
pool_label_control,pileup_bin,not_pileup_like,35,0.7149990837456459,0.7149990837456459,0.0,1.8327518030022296,3.139370076238984,0.0517711171662125
pool_label_control,pileup_bin,pileup_like,16,0.1296499908374558,0.1296499908374558,0.0,22.062946385985917,32.040570254132774,0.2553179584609875
ridge,pileup_bin,not_pileup_like,35,0.7149990837456459,0.7149990837456459,0.0,5.494024398584331,6.626294716304449,0.3493670886075949
ridge,pileup_bin,pileup_like,16,0.1296499908374558,0.1296499908374558,0.0,11.571799456406014,19.37838971376139,0.49919101123595505
support_gated_cnn_new,pileup_bin,not_pileup_like,35,0.7149990837456459,0.7149990837456459,0.0,3.647105883701328,4.082304889146448,0.1730418943533697
support_gated_cnn_new,pileup_bin,pileup_like,16,0.1296499908374558,0.1296499908374558,0.0,22.63920361931207,31.6693477363877,0.3260609756097561
traditional_s05d_static_priors,pileup_bin,not_pileup_like,35,0.7149990837456459,0.7149990837456459,0.0,5.659395863650295,6.655579410079689,0.3573667711598746
