file,sha256,bytes
configs/s05m_1781055412_618_60fe5c1e_correlated_floor_projection_coverage.yaml,ffd41ec6cdbded62e8aa9ebcae9f44771b5e37e5149cd08a87184b9e8776f990,1828
configs/s05h_1781040960_767_247d3910_saturation_covariance_support_frontier.yaml,f1560fa8d8b8ac5825a0d03f312960d14fdd93e34b1b3ea4477ab442d466ce9e,1861
reports/1781040960.767.247d3910__s05h_saturation_covariance_support_frontier/heldout_pair_residuals.csv,dceda1792a4d6b8b861713a6af46d2d42eb11e9c985659810299a06b206bc5c6,18659608
reports/1781040960.767.247d3910__s05h_saturation_covariance_support_frontier/support_summary.csv,7761510343b371758b0302193f906086e6f799a8019bc4306ebe2a6d06aa6cd3,1412
reports/1781040960.767.247d3910__s05h_saturation_covariance_support_frontier/support_frontier.csv,09db3496932bcf162b032c74e0e26f21974ffdaa4614ee3d010b1610a8efe4a6,205991
