method,residual_column,nominal_coverage,stratifier,stratum,n_runs,n_pair_rows,coverage,coverage_ci_low,coverage_ci_high,coverage_error,abs_coverage_error,mean_interval_width_ns,interval_width_ci_low_ns,interval_width_ci_high_ns
pair_median,resid_pair_median,0.68,pair,B2-B4,21,26387,0.6914389661575776,0.556638102096973,0.7550156549287194,0.011438966157577557,0.011438966157577557,4.1864961201675115,3.9095238866509603,4.329714821216857
pair_median,resid_pair_median,0.68,pair,B2-B6,21,12626,0.6961824805955964,0.5542549079847376,0.7519305785938771,0.01618248059559635,0.01618248059559635,5.626468964793013,5.234779175274787,5.810897254220724
pair_median,resid_pair_median,0.68,pair,B2-B8,21,4943,0.6973497875783937,0.5163857767819036,0.7596739340117844,0.01734978757839367,0.01734978757839367,6.620537502192998,6.018848029198084,6.873151994007813
pair_median,resid_pair_median,0.68,pair,B4-B6,21,12196,0.6756313545424729,0.6610502353066614,0.6898015244404214,-0.004368645457527132,0.004368645457527132,3.590722083466094,3.5675072094750364,3.6084498105677802
pair_median,resid_pair_median,0.68,pair,B4-B8,21,4542,0.6750330250990753,0.6674213739603468,0.6884114132343843,-0.004966974900924792,0.004966974900924792,4.061782658652101,4.040307802165104,4.08385864964203
pair_median,resid_pair_median,0.68,pair,B6-B8,21,4790,0.6812108559498956,0.6693462167167451,0.6902851717112842,0.0012108559498955618,0.0012108559498955618,2.6546667911909125,2.6493807590529164,2.6615346047821373
pair_median,resid_pair_median,0.68,topology,B2_containing,21,43956,0.693056693056693,0.5626536516108951,0.7490833752944995,0.013056693056692992,0.013056693056692992,4.9401014722966465,4.621082622067951,5.108536585715464
pair_median,resid_pair_median,0.68,topology,downstream_only,21,21528,0.6791155704199182,0.6713825710054735,0.6884790349901825,-0.0008844295800818358,0.0008844295800818358,3.460191226549257,3.4506225974424143,3.471457928184378
pair_median,resid_pair_median,0.68,run_family,sample_i_analysis,14,12445,0.6797910807553235,0.6250773861287965,0.7447446463637195,-0.0002089192446765864,0.0002089192446765864,16.045124862825222,15.053132001195426,17.124902189006452
pair_median,resid_pair_median,0.68,run_family,sample_ii_analysis,7,53039,0.6820829955315899,0.636897001303781,0.7281673306772909,0.0020829955315898596,0.0020829955315898596,3.61125556489466,3.528571867698646,3.6907135236420547
pair_median,resid_pair_median,0.95,pair,B2-B4,21,26387,0.9484973661272597,0.9131875689606627,0.9677103131210567,-0.0015026338727403,0.0015026338727403,149.92190376185906,144.5540130285186,152.66926754377226
pair_median,resid_pair_median,0.95,pair,B2-B6,21,12626,0.9489941390780928,0.9051929221374899,0.9672146619261202,-0.0010058609219071313,0.0010058609219071313,131.58680302172766,125.75428709991003,133.97111357192728
pair_median,resid_pair_median,0.95,pair,B2-B8,21,4943,0.9504349585272102,0.9200943280860903,0.9709165006958912,0.0004349585272102052,0.0004349585272102052,144.62639925246648,140.38347463342566,146.96139089000923
pair_median,resid_pair_median,0.95,pair,B4-B6,21,12196,0.9488356838307642,0.9402086749000199,0.9565539529094681,-0.0011643161692357351,0.0011643161692357351,7.496413485936442,7.477042661483398,7.513579972083396
pair_median,resid_pair_median,0.95,pair,B4-B8,21,4542,0.947380008806693,0.9374024175703349,0.9572892735526557,-0.002619991193306914,0.002619991193306914,8.343028016728717,8.244692572291637,8.455997163903438
pair_median,resid_pair_median,0.95,pair,B6-B8,21,4790,0.9498956158663883,0.9450044447839474,0.9532532887951807,-0.00010438413361169019,0.00010438413361169019,5.730670263273167,5.717266851080088,5.742485670194151
pair_median,resid_pair_median,0.95,topology,B2_containing,21,43956,0.9491309491309491,0.9061399967232566,0.9663002063337378,-0.0008690508690508691,0.0008690508690508691,143.0266841804566,137.39732261379072,145.32554319395186
pair_median,resid_pair_median,0.95,topology,downstream_only,21,21528,0.9496934225195095,0.942613451404658,0.9563618344023962,-0.0003065774804904553,0.0003065774804904553,7.354228149144459,7.322931620418942,7.381626674475105
pair_median,resid_pair_median,0.95,run_family,sample_i_analysis,14,12445,0.9504218561671354,0.9412070625216393,0.9580426658191703,0.00042185616713541485,0.00042185616713541485,205.63958368046437,204.34641988983492,206.7809029395499
pair_median,resid_pair_median,0.95,run_family,sample_ii_analysis,7,53039,0.9463790795452403,0.9207762557077626,0.9675919220937502,-0.003620920454759702,0.003620920454759702,41.140198730141236,34.39339519717025,47.4780933680136
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,pair,B2-B4,21,26387,0.6830636298177133,0.6366324450556676,0.7033187089651665,0.0030636298177132426,0.0030636298177132426,16.938350431584407,16.76507444245057,17.032697981310147
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,pair,B2-B6,21,12626,0.6873118960874386,0.6061487710786376,0.7205969496968413,0.007311896087438541,0.007311896087438541,13.53883916083497,13.221285003580915,13.697990119309104
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,pair,B2-B8,21,4943,0.6817722031155169,0.5980144956457644,0.715510463805749,0.001772203115516846,0.001772203115516846,17.13361435268021,16.71620460969802,17.329225863478495
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,pair,B4-B6,21,12196,0.682846835027878,0.6297860711362491,0.7178806948880728,0.0028468350278779697,0.0028468350278779697,13.925782054480376,13.671035078853597,14.128045180730897
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,pair,B4-B8,21,4542,0.6851607221488332,0.6096827246784671,0.7041476930867813,0.005160722148833119,0.005160722148833119,16.359302440144322,16.126483509940922,16.43746986738322
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,pair,B6-B8,21,4790,0.6864300626304801,0.6228986854906076,0.7128941880952805,0.006430062630480071,0.006430062630480071,14.881559872203368,14.667951449082711,14.98752719042285
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,topology,B2_containing,21,43956,0.6846619346619347,0.6211274345426485,0.7094254860197075,0.0046619346619346524,0.0046619346619346524,16.11071156958655,15.836877721256602,16.237081690248186
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,topology,downstream_only,21,21528,0.6825065031586771,0.6192390378226228,0.7077044210235669,0.0025065031586770647,0.0025065031586770647,14.739799915388687,14.54006942733069,14.875066354879573
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,run_family,sample_i_analysis,14,12445,0.6777018883085576,0.6549963555039928,0.6984362564166493,-0.0022981116914424504,0.0022981116914424504,20.829182520381295,20.733426298427702,20.924579203317872
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,run_family,sample_ii_analysis,7,53039,0.6798016553856596,0.6446389044148816,0.6951911147870267,-0.00019834461434042883,0.00019834461434042883,14.055846447979409,13.895531107924748,14.146672380032514
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.95,pair,B2-B4,21,26387,0.9509985977943685,0.9284495603650887,0.9619930857143759,0.0009985977943685054,0.0009985977943685054,47.86070992135617,47.02554872891353,48.29568455056698
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.95,pair,B2-B6,21,12626,0.9505781720259782,0.9300182354408841,0.9618560642873788,0.0005781720259782075,0.0005781720259782075,42.1354320688758,41.451572117864856,42.6891674563654
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.95,pair,B2-B8,21,4943,0.9500303459437589,0.8980195525360937,0.9610505625065763,3.0345943758947058e-05,3.0345943758947058e-05,46.107323933460215,44.58609116251498,46.648351781918514
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.95,pair,B4-B6,21,12196,0.9481797310593637,0.9322527313521943,0.9598224383160748,-0.0018202689406362493,0.0018202689406362493,30.09710738349076,29.863588843647907,30.293437919037057
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.95,pair,B4-B8,21,4542,0.9509026860413915,0.9257501994275258,0.962457483874502,0.0009026860413915427,0.0009026860413915427,36.044567359195014,35.511833709082175,36.39191465376661
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.95,pair,B6-B8,21,4790,0.9490605427974947,0.9242303459630631,0.9608431495329365,-0.0009394572025052117,0.0009394572025052117,33.63609264137937,33.183922845029976,34.059582823859515
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.95,topology,B2_containing,21,43956,0.951041951041951,0.925734438561889,0.9625651468206265,0.0010419510419510392,0.0010419510419510392,46.14742843196343,45.23821583055262,46.531714442260295
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.95,topology,downstream_only,21,21528,0.9493682645856559,0.9340917436360915,0.9596134936761689,-0.0006317354143440257,0.0006317354143440257,31.84044561174132,31.475873565604324,32.18370689735586
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.95,run_family,sample_i_analysis,14,12445,0.9494576134993974,0.9422239294272602,0.9584393135177911,-0.0005423865006025652,0.0005423865006025652,61.050711827061534,60.66010340940071,61.51316878018417
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.95,run_family,sample_ii_analysis,7,53039,0.9504892626180735,0.9355452754012127,0.9580557325763281,0.0004892626180735826,0.0004892626180735826,35.509712285301006,35.02187086943012,35.84561501568143
ridge,resid_ridge,0.68,pair,B2-B4,21,26387,0.6845795277977792,0.6370334382345987,0.7087448348239491,0.004579527797779148,0.004579527797779148,16.36080221109751,16.19247664761222,16.462109468740316
ridge,resid_ridge,0.68,pair,B2-B6,21,12626,0.6846190400760336,0.6257772831567119,0.7174973561565022,0.0046190400760335315,0.0046190400760335315,12.445662347391131,12.288123723899966,12.537500722558535
ridge,resid_ridge,0.68,pair,B2-B8,21,4943,0.6771191584058264,0.6285705867100394,0.705765038087733,-0.0028808415941736776,0.0028808415941736776,14.78666554323012,14.644333942908201,14.907418115100414
ridge,resid_ridge,0.68,pair,B4-B6,21,12196,0.684240734667104,0.618595864030812,0.7192611423085443,0.004240734667103951,0.004240734667103951,12.562697869224246,12.254140665647892,12.813394685601343
ridge,resid_ridge,0.68,pair,B4-B8,21,4542,0.6838397181858212,0.6053352990388596,0.7187622512062726,0.0038397181858211837,0.0038397181858211837,13.20985348508918,12.993269022350196,13.369197455792145
ridge,resid_ridge,0.68,pair,B6-B8,21,4790,0.6807933194154488,0.6188373703192485,0.7107785713484148,0.000793319415448801,0.000793319415448801,13.5027597520001,13.275888533148024,13.685067847114944
ridge,resid_ridge,0.68,topology,B2_containing,21,43956,0.6853671853671853,0.629416783775814,0.7118115882512139,0.005367185367185279,0.005367185367185279,14.986738135767652,14.80371220357226,15.076249209338641
ridge,resid_ridge,0.68,topology,downstream_only,21,21528,0.6845968041620215,0.6186336157571694,0.714151950381789,0.004596804162021462,0.004596804162021462,12.964636299651847,12.714775465361182,13.145023045096558
ridge,resid_ridge,0.68,run_family,sample_i_analysis,14,12445,0.677541181197268,0.660048566686372,0.6991705319195807,-0.0024588188027320212,0.0024588188027320212,20.086538782616167,20.001563035777487,20.1919114958793
ridge,resid_ridge,0.68,run_family,sample_ii_analysis,7,53039,0.6809517524840212,0.6517660758183464,0.6972407900688546,0.0009517524840211289,0.0009517524840211289,12.738107615643692,12.571908963023926,12.842206380704011
ridge,resid_ridge,0.95,pair,B2-B4,21,26387,0.9508470079963618,0.9313397655880515,0.960726909146114,0.0008470079963618371,0.0008470079963618371,43.88579502600445,43.35109068732553,44.1667910728965
ridge,resid_ridge,0.95,pair,B2-B6,21,12626,0.951132583557738,0.9288711993739489,0.9597695250929875,0.0011325835577380428,0.0011325835577380428,40.152611235304235,39.21541359728647,40.56061770325642
ridge,resid_ridge,0.95,pair,B2-B8,21,4943,0.9500303459437589,0.9167696676932257,0.9611978955223304,3.0345943758947058e-05,3.0345943758947058e-05,45.253158019642285,44.35045073251192,45.61233237903468
ridge,resid_ridge,0.95,pair,B4-B6,21,12196,0.9500655952771401,0.9310360834537798,0.9608310562419241,6.559527714011804e-05,6.559527714011804e-05,30.567353043399148,30.291836846718127,30.71047809321016
