method,heldout_run,n,q_template_mse,tail_mse,live10_abs_error_ns,live20_abs_error_ns,tau_eff_abs_error_ns,timing_abs_error_ns,secondary_abs_error,timing_sigma68_ns
sentinel_run_only_ridge,58,598,0.12812782808173329,0.2676520417648169,33.88316151202749,38.45360824742268,14.71527007411018,0.643451623956941,0.08058660597354335,0.1113952832240902
sentinel_run_only_ridge,59,666,0.11052586870537451,0.148192656996044,24.74320241691843,29.86404833836858,10.745836274282876,0.6196294273276711,0.07315317486268837,0.11050790419377368
sentinel_run_only_ridge,60,710,0.18345334987175754,0.23632564529827882,28.463726884779515,32.91607396870555,12.361639520460978,0.6524596730641273,0.06999473145851208,0.09639221936014489
sentinel_run_only_ridge,61,675,0.14129274415936335,0.18302741689257604,26.71171171171171,30.675675675675677,11.60074899858686,0.5773446185681321,0.06917420019176303,0.1083219192270444
sentinel_run_only_ridge,62,670,0.1355946398966076,0.1890204114704617,25.037707390648567,29.788838612368025,10.873738159266937,0.5950049677171744,0.06929131164244812,0.10579454428934337
sentinel_run_only_ridge,63,648,0.10721674995432721,0.13421703173715677,24.84423676012461,30.202492211838006,10.78971493202004,0.5447918649968299,0.06952027588611034,0.10249597610338118
sentinel_run_only_ridge,65,584,0.12335010184847446,0.16879017110937702,30.70811744386874,35.99309153713299,13.336365955509184,0.6754389861545954,0.07654021143052425,0.11043988813831931
sentinel_shuffled_current_ridge,44,374,0.08836898655396395,0.13441638162428965,22.07182320441989,25.607734806629836,9.585671023223707,0.7193618346699271,0.05008111704831183,0.6282664236532104
sentinel_shuffled_current_ridge,45,624,0.11496516881633069,0.194425322837089,29.200652528548122,32.15334420880914,12.681682261122686,0.6943115162115167,0.06256612469544157,0.6861541611264582
sentinel_shuffled_current_ridge,46,227,0.022634603038030457,0.03228211114466461,9.730941704035875,16.50224215246637,4.226094285785005,0.6326946096244013,0.032714870762659776,0.7055200640280028
sentinel_shuffled_current_ridge,47,379,0.05528935570484856,0.08500830314596576,17.386666666666667,22.85333333333333,7.550933392024537,0.7587841794931321,0.042722971706675404,0.6037385723899319
sentinel_shuffled_current_ridge,48,594,0.10791087245010543,0.19412296900496315,28.21917808219178,30.273972602739725,12.255433324941079,0.6235402553075557,0.0573117823543492,0.5192475316408782
sentinel_shuffled_current_ridge,49,589,0.12091253152785857,0.19803499652234835,26.387434554973822,29.965095986038396,11.45991721880832,0.6391317497925797,0.05409647447285541,0.5663620954279611
sentinel_shuffled_current_ridge,50,602,0.1063565475142828,0.2075322043188173,30.733788395904437,33.4641638225256,13.347514708323489,0.6442933005051764,0.0660271106236263,0.550205677471352
