method,current_stratum,saturation_bin,amp_bin_label,peak_phase_bin,q_proxy_bin,n,n_runs,q_delta,tail_delta,live10_delta_ns,live20_delta_ns,timing_delta_ns,secondary_error_delta,action_label,reason
sentinel_amplitude_only_ridge,high_20nA,boundary,a6800_10000,nominal,q_mid,17,7,-0.0031920968503352885,-0.004789803943387478,-5.294117647058823,-5.294117647058823,0.29285417319044516,0.0002500078179372308,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,boundary,a6800_10000,very_late,q_high,6,6,-0.04509202103112259,-0.06473380760713056,-10.0,-10.0,0.8959533130318645,0.00025165510874775493,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,boundary,a6800_10000,very_late,q_low,18,8,-0.06468787342381627,-0.013861343576794586,-8.333333333333334,-8.333333333333334,2.4241661696482426,0.02938173273647849,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,boundary,a6800_10000,very_late,q_mid,2,2,-0.005059195558230083,-0.006540100489343906,-10.0,-10.0,1.0245513577141518,0.015108892115809486,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,saturated_proxy,a10000_15000,early,q_high,1,1,0.0027824044227600098,0.08098873725304237,10.0,10.0,0.4018018296700543,0.0743890277828417,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,saturated_proxy,a10000_15000,nominal,q_high,3,3,0.007767082429399678,-0.030889627006318834,-10.0,-10.0,-0.35521238946478445,0.00892261207402508,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,saturated_proxy,a6800_10000,early,q_high,1,1,-0.0003613978624343872,0.01119755208492279,10.0,10.0,0.14575049283884312,0.01316859388453262,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,saturated_proxy,a6800_10000,late,q_high,24,10,-0.02136283466848089,-0.0318182951434231,-8.333333333333334,-8.333333333333334,0.0514459371106879,-0.01780290348828266,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,saturated_proxy,a6800_10000,late,q_low,5,4,-0.004743319432086805,-0.006941496885635637,-10.0,-10.0,0.6312418670843485,0.03026250939647268,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,saturated_proxy,a6800_10000,late,q_mid,211,12,-0.0041842754862059465,-0.00597984080979849,-10.0,-10.0,0.7648801099865442,0.029610947353449466,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,high_20nA,saturated_proxy,a6800_10000,nominal,q_high,19,6,-0.02623886220595416,-0.03763949569420294,-5.7894736842105265,-5.2631578947368425,-0.6427880147912927,-0.0051923726970254,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,saturated_proxy,a6800_10000,nominal,q_low,3,3,-0.006090776300897785,-0.008829792651037375,-10.0,-10.0,0.5592479600395587,0.028367637187375006,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,saturated_proxy,a6800_10000,nominal,q_mid,67,12,-0.004701825792560251,-0.0068739422258749525,-10.0,-10.0,0.5351220334059866,0.025426863885073283,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,high_20nA,saturated_proxy,a6800_10000,very_late,q_high,5,3,-0.03985847884283013,-0.057727409998575854,-10.0,-10.0,0.1460779504876113,-0.0076230047713080895,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,saturated_proxy,a6800_10000,very_late,q_mid,2,2,0.0058151891248093696,0.011007766832004894,-5.0,-5.0,2.8641081671961977,0.04779328599772066,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a1000_1500,late,q_high,212,12,-0.21805712569323568,-0.3096416944747935,3.7735849056603774,4.339622641509434,0.3167550388307967,-0.00617680410755766,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a1000_1500,late,q_mid,2,2,-0.18346951148637078,-0.2611480357520508,-20.0,-20.0,0.3952513761838983,-0.05254299755012493,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a1000_1500,very_late,q_high,190,12,-0.18335071198056657,-0.27248382687324885,8.210526315789474,24.05263157894737,0.36860266488525617,-0.004504018041967466,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a1000_1500,very_late,q_low,164,12,-0.46517022620774207,-0.8596411706173441,28.414634146341463,37.68292682926829,-0.5997404156864834,0.03556236623285387,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a1000_1500,very_late,q_mid,180,12,-0.10483844281570419,-0.1845649360585666,23.27777777777778,31.333333333333332,0.23592359726960954,0.03965506993221812,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a1500_2200,early,q_low,35,12,,,,,,,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a1500_2200,late,q_high,278,12,-0.02582494782036653,-0.03658132255209022,6.258992805755396,23.02158273381295,0.09036956085741264,0.008992106535420524,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a1500_2200,late,q_mid,3,2,-0.015298574697226286,-0.022749563509767704,0.0,20.0,0.10563278522728758,0.016071894716281468,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a1500_2200,very_late,q_high,152,12,-0.027512728102495755,-0.035919349294469084,8.881578947368421,24.013157894736842,0.1312246971349491,0.012643764483027377,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a1500_2200,very_late,q_low,148,12,-0.19255878005012173,-0.3751329216509801,21.62162162162162,38.310810810810814,-0.4371247285889239,0.05266412961331461,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a2200_3200,early,q_high,39,11,-0.09178457764956431,-0.09394652819668751,-20.0,-8.974358974358974,0.13757654625073734,-0.011487605099781747,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a2200_3200,early,q_low,5,4,,,,,,,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a2200_3200,late,q_high,357,12,-0.00192278809656697,-0.001997348485717063,2.7450980392156863,22.88515406162465,0.15845823813003815,0.019519055868160554,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a2200_3200,late,q_mid,29,11,0.006136719440417005,0.0088854409942023,7.586206896551724,16.896551724137932,0.18023203733414958,0.026082315175325985,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a2200_3200,very_late,q_low,183,12,-0.22533620772669957,-0.670568142274278,3.879781420765027,27.650273224043715,0.5177700197914883,0.040499918373355315,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a3200_4700,early,q_high,16,10,-0.10481993632856756,-0.11609461874916005,-13.75,-18.125,0.1374214540301963,-0.08823216102610293,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a3200_4700,late,q_low,1,1,-0.010613142512738705,-0.014697978442365475,0.0,0.0,0.23112394442715178,-0.01667395804746391,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a3200_4700,nominal,q_mid,30,10,-0.00011605590435804127,7.212642803151372e-05,-0.6666666666666666,0.3333333333333333,0.04157379156435651,0.023169808408622393,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a3200_4700,very_late,q_low,225,12,-0.32202279078021956,-0.9722343110542283,-9.777777777777779,-2.7111111111111112,1.4731775463038503,-0.022632273814041495,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a3200_4700,very_late,q_mid,138,12,-0.01570495015596966,-0.03538589716062193,-9.492753623188406,-2.681159420289855,0.9281534982378246,-0.01792209423821762,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a4700_6800,late,q_high,11,9,-0.040778563731414745,-0.05854743350361156,-5.454545454545454,-10.0,0.19192997288610034,-0.027397128815319496,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a4700_6800,nominal,q_high,21,11,-0.03523097266977867,-0.04809060664735846,0.47619047619047616,-5.238095238095238,0.06955178348455773,-0.007186023493207362,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a4700_6800,nominal,q_low,40,12,-0.002548022387439714,-0.003628697067809601,-10.0,-10.0,0.10826054109795025,-0.005788713287632089,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a4700_6800,very_late,q_high,9,7,-0.04641797109117425,-0.14421029804498123,-6.666666666666667,-8.88888888888889,2.3424743774887578,-0.0031527509625223892,diagnostic_only,low_support
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a4700_6800,very_late,q_low,236,12,-0.17696322323767483,-0.4477604108879636,-9.830508474576272,-8.516949152542374,1.8654131331156805,-0.026341985020061225,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,high_20nA,unsaturated,a4700_6800,very_late,q_mid,28,8,-0.020545756124439568,-0.04062614762002514,-10.0,-8.214285714285714,0.8069525896154692,-0.03123289000484011,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,boundary,a4700_6800,late,q_low,26,2,-0.0035619951734041197,-0.005145081345237236,-10.0,-10.0,0.4597649237124766,-0.014568308258883961,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,boundary,a4700_6800,late,q_mid,4,2,-0.004423088803156917,-0.006602206398648295,-10.0,-10.0,0.5454757388411402,-0.009919679597557983,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,boundary,a4700_6800,nominal,q_low,19,2,-0.004062677430848219,-0.0057946668014649235,-10.0,-10.0,0.14778442997114868,-0.015776504527874203,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,boundary,a4700_6800,nominal,q_mid,1,1,-0.003033127854852116,-0.0042015717675288515,-10.0,-10.0,0.221903971016566,0.010435305117409449,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,boundary,a6800_10000,late,q_high,11,2,-0.026893279649675847,-0.038559847298404074,-10.0,-10.0,-0.01703833611047029,0.0010843082771482095,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,boundary,a6800_10000,late,q_low,18,2,-0.00799368025759369,-0.011447479456478121,-10.0,-10.0,0.5376805715378266,0.00273341995664762,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,boundary,a6800_10000,late,q_mid,7,2,-0.008589580780317805,-0.012316313290008993,-10.0,-10.0,0.7068718911131862,0.0038953544003536645,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,boundary,a6800_10000,nominal,q_high,1,1,-0.02055497730479522,-0.02889756361643475,-10.0,-10.0,-0.6355098337525744,0.01688573910737773,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,boundary,a6800_10000,nominal,q_low,18,2,-0.006829192247119994,-0.009742856689694303,-10.0,-10.0,0.32207508737618795,-0.0007190389650600926,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,boundary,a6800_10000,nominal,q_mid,1,1,0.005661888815024319,0.007601491677073332,10.0,10.0,0.22384047114405892,0.0007617395490502055,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,boundary,a6800_10000,very_late,q_high,1,1,-0.03101509064435959,-0.04511443051424893,-10.0,-10.0,-1.4376711911490947,-0.0044416931653982195,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,saturated_proxy,a6800_10000,late,q_high,5,2,-0.01643178568166845,-0.024959258599714797,-4.0,-4.0,-0.260553124672799,-0.03253150286628763,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,saturated_proxy,a6800_10000,late,q_mid,32,2,0.00010187679115059687,0.0003253865114939714,-5.0,-5.0,0.7504728655361955,0.04162390220669174,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,saturated_proxy,a6800_10000,nominal,q_high,4,2,-0.015941176344366637,-0.023316244284311925,-2.5,-2.5,-0.6886910070097818,-0.026347446466701202,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,saturated_proxy,a6800_10000,nominal,q_mid,13,2,-0.0006536444874556219,-0.0011702835371789448,-5.384615384615385,-5.384615384615385,0.5322997978436383,0.03641385445762824,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a1000_1500,early,q_high,9,2,-1.2168835282325743,-1.3668714894188776,-54.44444444444444,-43.333333333333336,0.4159904122822283,-0.06492143899589309,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a1000_1500,early,q_low,7,2,,,,,,,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a1000_1500,late,q_high,44,2,-0.20151951335143936,-0.2890707894397533,10.909090909090908,1.1363636363636365,0.29716801445498364,-0.005973801012191506,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a1000_1500,nominal,q_high,1,1,-0.2986847390146817,-0.39132227347447324,20.0,0.0,0.13479764360038615,-0.0004188560283497622,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a1000_1500,very_late,q_high,16,2,-0.17697745111118088,-0.2583235779272703,3.125,15.625,0.3157155515484744,-0.029707637978386804,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a1000_1500,very_late,q_low,3,2,-0.47346444328626,-0.4641585350036621,23.333333333333332,40.0,-0.9187550366706324,0.03653006712582483,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a1000_1500,very_late,q_mid,5,2,-0.2286837179462115,-0.36702216093029294,26.0,38.0,0.3379027657004334,0.03457555753839532,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a1500_2200,early,q_high,6,2,-0.8475655249009529,-0.9496059776880802,-48.333333333333336,-41.666666666666664,0.45468272585249697,-0.07351122880025028,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a1500_2200,early,q_low,1,1,,,,,,,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a1500_2200,late,q_high,47,2,-0.037146757710002386,-0.054018395474909546,7.872340425531915,24.893617021276597,0.049159177225722835,0.017379306551041983,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a1500_2200,nominal,q_high,4,2,-0.04402356726281783,-0.0482787133122866,0.0,-12.5,0.2785388548198098,-0.023942322502958812,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a1500_2200,very_late,q_high,12,2,-0.03470521517405347,-0.04879777294242784,1.6666666666666667,22.5,0.10538107768241378,0.005333677557623938,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a1500_2200,very_late,q_low,7,1,-0.24628775311367854,-0.5984241692792801,20.0,32.857142857142854,-1.106218312732092,0.053588459907225036,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a1500_2200,very_late,q_mid,14,2,-0.009557404723905384,-0.010795835167372316,20.0,30.0,0.3551457751553718,0.05355321173608855,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a2200_3200,early,q_high,2,1,-0.114706058986485,-0.11318357804646859,-40.0,-25.0,0.3353431346755409,-0.058300101881332146,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a2200_3200,late,q_mid,2,2,0.006091505580116063,0.00853847178884528,5.0,20.0,0.1822673692302712,0.02495636946253353,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a2200_3200,nominal,q_high,5,2,-0.007469690799274865,-0.004424298841219682,-4.0,-2.0,0.06728869103929025,-0.009902228396360346,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a2200_3200,very_late,q_high,16,2,0.009466065830915171,0.013591727443307524,-0.625,21.25,0.21687676969960795,0.02370818054261379,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a2200_3200,very_late,q_low,7,2,-0.2799282817208038,-0.6616225004196167,4.285714285714286,25.714285714285715,0.2360070075592255,0.04054455791590718,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a2200_3200,very_late,q_mid,14,2,0.020941351272225867,0.038013747313649836,2.142857142857143,22.857142857142858,0.6438094263011996,0.03897539670739202,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a3200_4700,early,q_high,1,1,-0.4800873324275017,-0.5457829603782066,-70.0,-60.0,0.7576324312169058,-0.198322469969696,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a3200_4700,late,q_mid,11,2,0.0041553113126459925,0.006101862896880336,-10.0,0.0,0.06811479709678346,-0.005296428124290999,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a3200_4700,nominal,q_high,19,2,0.0008460358246561175,0.001057418417084997,-1.5789473684210527,0.0,0.06195722321286921,0.016511221644578543,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a3200_4700,nominal,q_mid,1,1,-0.0004807894720750697,-0.0008305888622999191,-10.0,0.0,-0.003338931409015977,0.00965631580300072,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a3200_4700,very_late,q_high,6,2,0.01690083485311614,0.02573365188683524,-10.0,0.0,0.34517781264817043,-0.0032891809574819345,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a3200_4700,very_late,q_low,6,2,-0.26448908282650846,-0.2944232455321721,-10.0,0.0,0.8207101605057593,-0.024642179028018265,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a3200_4700,very_late,q_mid,2,1,0.00593392550945282,0.009569585323333754,-10.0,0.0,1.0634964991536577,-0.017005200592678855,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a4700_6800,early,q_high,1,1,-0.10125689767301083,-0.11328790738032415,-20.0,-50.0,0.20310757156707826,-0.1306364334159227,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a4700_6800,late,q_low,10,2,-0.0024938980774844395,-0.003542337706312537,-10.0,-10.0,0.3199862336901864,-0.013030775520034019,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a4700_6800,late,q_mid,27,2,0.0003776503958148894,0.0004793467468401262,-10.0,-10.0,0.20661457785507534,-0.007018169732984995,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a4700_6800,nominal,q_low,10,2,-0.003097251342499957,-0.004428322442496816,-10.0,-10.0,0.0709245353461867,-0.005058938019050807,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a4700_6800,nominal,q_mid,16,2,-0.00028877033550730536,-0.00046793074878410273,-6.25,-7.5,0.03540032511260144,0.015033834266764233,diagnostic_only,low_support
sentinel_amplitude_only_ridge,low_2nA,unsaturated,a4700_6800,very_late,q_low,2,1,-0.23542045884662205,-1.2040470838546753,-10.0,-10.0,3.58197773283758,-0.016982862663487225,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,boundary,a4700_6800,late,q_high,8,3,-0.0009948580580599168,-0.0010656252001913704,5.0,5.0,0.08855915666972636,0.004811739237404803,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,boundary,a4700_6800,late,q_low,166,7,-0.009280969653504764,-0.013711664819727472,-10.0,-10.0,0.5421003754862584,-0.015205684613342813,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,sample_ii,boundary,a4700_6800,late,q_mid,15,7,-0.00790031371479915,-0.011546213714913888,-10.0,-10.0,0.4495111292118266,-0.011540271844799067,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,boundary,a4700_6800,nominal,q_high,10,5,0.002365267972516663,0.0037081747817305417,10.0,10.0,0.147508193898656,-0.014765856005123607,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,boundary,a4700_6800,nominal,q_low,14,6,-0.00652006797555114,-0.00923808892479255,-10.0,-10.0,0.1783217905507731,-0.014204129918117045,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,boundary,a4700_6800,nominal,q_mid,13,5,0.0049615145652508585,0.006540043433830582,6.923076923076923,6.923076923076923,0.05012025802220565,0.005942479792693604,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,boundary,a4700_6800,very_late,q_high,10,6,-0.013300128275272887,-0.016372634043226704,-1.0,-2.0,3.392993814167523,-0.003885814746987093,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,boundary,a4700_6800,very_late,q_low,26,6,-0.021497932656484506,-0.04380085928426994,-10.0,-10.0,1.685540174896043,-0.009360108959222953,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,boundary,a6800_10000,early,q_high,1,1,0.006721622803631956,0.018600761890411373,10.0,10.0,0.09976698876234202,0.03369195295375635,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,boundary,a6800_10000,late,q_high,6,3,-0.021167117883177367,-0.03031456632584496,-3.3333333333333335,-3.3333333333333335,8.242992853476257e-05,0.009038059335570189,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,boundary,a6800_10000,late,q_low,202,7,-0.009380247000745173,-0.013764481648004718,-9.603960396039604,-9.603960396039604,0.6680972838560176,0.0019792663861410878,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,sample_ii,boundary,a6800_10000,late,q_mid,37,7,-0.009248792204391915,-0.013435785338529717,-10.0,-10.0,0.7831428122203119,0.0018428831424523841,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,boundary,a6800_10000,nominal,q_high,11,5,0.0030667321049274647,0.0032072679741017157,8.181818181818182,8.181818181818182,-0.07254011751304831,0.004674315303256702,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,boundary,a6800_10000,nominal,q_low,8,3,-0.008236615583026671,-0.01168802357631538,-10.0,-10.0,0.280489273506791,-0.000483658364745395,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,boundary,a6800_10000,nominal,q_mid,3,2,0.006583450827747583,0.008734568893813934,10.0,10.0,0.21532629021523864,-0.0010174112656751444,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,boundary,a6800_10000,very_late,q_high,11,5,-0.03963064330492215,-0.058176921271095576,-8.181818181818182,-8.181818181818182,1.435887278651874,-0.0066147690291518705,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,boundary,a6800_10000,very_late,q_low,22,6,-0.022973966217181518,-0.025007595878744886,-8.181818181818182,-8.181818181818182,2.067870807654582,0.015111096536272935,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,boundary,a6800_10000,very_late,q_mid,2,2,0.0007558261806314692,0.0015081299675835519,-10.0,-10.0,2.277901926059609,0.016964834460924533,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,saturated_proxy,a10000_15000,early,q_high,1,1,0.032013654708862305,0.09047859448653,10.0,10.0,0.9925758811642549,0.07653189377481781,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,saturated_proxy,a10000_15000,nominal,q_high,5,3,-0.002184543670976866,-0.026876076152830414,-8.0,-10.0,-0.3530874829997286,0.009630292285148622,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,saturated_proxy,a6800_10000,early,q_low,1,1,,,,,,,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,saturated_proxy,a6800_10000,late,q_high,41,7,-0.022933605324703215,-0.034396731001554486,-9.024390243902438,-9.024390243902438,-0.3698781707835791,-0.018966193513147794,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,saturated_proxy,a6800_10000,late,q_low,7,3,-0.0021687731334642203,-0.0036103358871234963,-10.0,-10.0,0.5637031576864844,0.0326668413072903,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,saturated_proxy,a6800_10000,late,q_mid,108,7,-0.0016511939463970575,-0.0023781746682866693,-10.0,-10.0,0.8429404986291431,0.031001825133263602,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,sample_ii,saturated_proxy,a6800_10000,nominal,q_high,13,6,-0.016307098871071686,-0.02459765716476083,0.7692307692307693,0.7692307692307693,-0.28625851262534446,0.0036070985831743343,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,saturated_proxy,a6800_10000,nominal,q_mid,3,2,0.0010209041921531447,0.0010966693934721823,-3.3333333333333335,-3.3333333333333335,0.42298249890644196,0.02652439739234516,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,saturated_proxy,a6800_10000,very_late,q_high,15,7,-0.029410681382002504,-0.044564628103365395,-10.0,-10.0,0.3437742072328067,-0.0204253579189323,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,saturated_proxy,a6800_10000,very_late,q_low,2,2,-0.025982005255562907,-0.1523902416229248,-10.0,-10.0,4.598394410627533,0.06630479316318813,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,saturated_proxy,a6800_10000,very_late,q_mid,5,3,0.006750138700008392,0.009613080620765687,-10.0,-10.0,1.3922776895491102,0.041662927148505675,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,unsaturated,a1000_1500,early,q_high,151,7,-0.47358059522266155,-0.5089536550712416,-29.271523178807946,-24.90066225165563,0.7692366384335123,-0.03705034511831103,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,sample_ii,unsaturated,a1000_1500,late,q_mid,3,2,-0.21121726681788763,-0.30783947128238104,-3.3333333333333335,6.666666666666667,0.34744417460709737,-0.02599824115697896,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,unsaturated,a1000_1500,nominal,q_high,109,7,-0.05900124476692819,-0.0680638476207211,-4.3119266055045875,-4.3119266055045875,0.5079428426378757,-0.005899375155194708,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,sample_ii,unsaturated,a1000_1500,very_late,q_high,199,7,-0.20861438128632892,-0.31397956473591465,7.989949748743719,15.879396984924623,0.3608539524251689,-0.013330982521528877,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,sample_ii,unsaturated,a1000_1500,very_late,q_low,43,7,-0.6216135193233165,-1.544543232123057,41.627906976744185,49.30232558139535,-1.0082093663189942,0.08152180476942857,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,unsaturated,a1000_1500,very_late,q_mid,108,7,-0.19140129435487072,-0.3198989981024015,21.11111111111111,26.38888888888889,0.2861313690084454,0.021121576822828052,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,sample_ii,unsaturated,a1500_2200,early,q_high,93,7,-0.20505689300837054,-0.21028672103254734,-25.483870967741936,-18.06451612903226,0.5180575711260447,-0.031030277988077018,diagnostic_only,reconstruction_gain_control_failure
sentinel_amplitude_only_ridge,sample_ii,unsaturated,a1500_2200,early,q_low,2,1,,,,,,,diagnostic_only,low_support
sentinel_amplitude_only_ridge,sample_ii,unsaturated,a1500_2200,late,q_high,123,7,-0.019119180738947143,-0.024815090048064804,3.1707317073170733,16.585365853658537,0.1978047083961121,0.0028115231259945245,diagnostic_only,reconstruction_gain_control_failure
