method,baseline,n_events,n_pair_residuals,sigma68_ns,ci_low,ci_high,full_rms_ns,delta_vs_baseline_ns,delta_ci_low,delta_ci_high,heldout_run,train_runs
gradient_boosted_trees_real_stave,traditional_analytic_timewalk,73,219,0.8875660545318202,0.7190176099891387,1.138446054169236,2.2874341634261106,-0.29991731004209643,-0.5328625693580051,-0.07595028849585343,58,"59,60,61,62,63,65"
mlp_real_stave,traditional_analytic_timewalk,73,219,0.9165182423038175,0.7787398962310182,1.0448451681772848,2.3011669636709926,-0.27096512227009917,-0.5137414208423597,-0.16463011075454112,58,"59,60,61,62,63,65"
label_offset_real_stave,traditional_analytic_timewalk,73,219,0.9707743282321143,0.8628135163479357,1.1246779836426866,2.6139626084962835,-0.21670903634180239,-0.4045371563459134,-0.06280741326187061,58,"59,60,61,62,63,65"
ridge_real_stave,traditional_analytic_timewalk,73,219,1.1072894854119855,0.9722222018307988,1.327934476252863,2.7138015393817216,-0.08019387916193121,-0.294721750183097,0.10119808419005388,58,"59,60,61,62,63,65"
label_offset_train_label_permutation,traditional_analytic_timewalk,73,219,1.1752469074818956,1.1262379520587613,1.4266941999757363,2.6726438063728706,-0.012236457092021036,-0.030224000631466463,0.005989915111535839,58,"59,60,61,62,63,65"
traditional_analytic_timewalk,traditional_analytic_timewalk,73,219,1.1874833645739167,1.1367048387450809,1.450371443646596,2.677930132419911,0.0,0.0,0.0,58,"59,60,61,62,63,65"
gated_label_fusion_real_stave,traditional_analytic_timewalk,73,219,1.260722775869299,1.1169476979207085,1.4380852014228256,2.5727866473120793,0.07323941129538225,-0.15501978007383832,0.26090654901527016,58,"59,60,61,62,63,65"
cnn_real_stave,traditional_analytic_timewalk,73,219,1.3849771400908693,1.2231618182647301,1.5374841356191107,2.7337230333699054,0.19749377551695257,-0.09587583505468858,0.36615264460284475,58,"59,60,61,62,63,65"
gated_label_fusion_no_stave,traditional_analytic_timewalk,73,219,1.4317137381570002,1.2738209181565225,1.5661126419981062,2.8989424711324463,0.24423037358308353,0.08562228012992254,0.31416150251340746,58,"59,60,61,62,63,65"
mlp_no_stave,traditional_analytic_timewalk,73,219,1.5104063268987635,1.3548914609837541,1.6790735887414783,2.817773141843509,0.32292296232484685,0.142545369056783,0.4111072731835462,58,"59,60,61,62,63,65"
cnn_no_stave,traditional_analytic_timewalk,73,219,1.527950638258647,1.3755464811160882,1.7978060497205823,2.5657273774425198,0.3404672736847303,0.21000978990988292,0.5082710969243653,58,"59,60,61,62,63,65"
mlp_train_label_permutation,traditional_analytic_timewalk,73,219,1.5626181097027352,1.441091737784236,1.7718941137882345,2.7955721653168344,0.3751347451288185,0.24102890297089566,0.4957691553431535,58,"59,60,61,62,63,65"
gradient_boosted_trees_train_label_permutation,traditional_analytic_timewalk,73,219,1.6079418241696297,1.3832329673424089,1.8173009066267394,2.555518198750747,0.42045845959571304,0.14492019305062123,0.6011840873497303,58,"59,60,61,62,63,65"
gated_label_fusion_train_label_permutation,traditional_analytic_timewalk,73,219,1.610537579385607,1.4678044819907987,1.8842106062277912,2.757720141894372,0.42305421481169025,0.27960444380225213,0.5789716707236946,58,"59,60,61,62,63,65"
ridge_train_label_permutation,traditional_analytic_timewalk,73,219,1.6393518632517448,1.3663067752639144,1.8295605661729175,2.9736366482039425,0.4518684986778281,0.16834682421917457,0.5815733403548935,58,"59,60,61,62,63,65"
ridge_no_stave,traditional_analytic_timewalk,73,219,1.6464948121054044,1.376170270246962,1.8423008799085452,2.9769317610501362,0.4590114475314877,0.18050558016980436,0.592499286890499,58,"59,60,61,62,63,65"
gradient_boosted_trees_no_stave,traditional_analytic_timewalk,73,219,1.6776039370651339,1.4778400166296284,1.8939902484950717,2.6407303012586265,0.4901205724912172,0.23911887423249636,0.670486753641639,58,"59,60,61,62,63,65"
cnn_train_label_permutation,traditional_analytic_timewalk,73,219,1.7619837381716739,1.5124330544074447,2.075599788802327,2.9722404290031843,0.5745003735977572,0.3050289811690665,0.788880337540587,58,"59,60,61,62,63,65"
cnn_heldout_label_permutation,traditional_analytic_timewalk,73,219,1.978916956270882,1.6685667487917695,2.3687835745650885,3.1932656667569073,0.7914335916969653,0.4410480768733488,1.1461483151764933,58,"59,60,61,62,63,65"
mlp_heldout_label_permutation,traditional_analytic_timewalk,73,219,2.050539949752852,1.7563826546137034,2.380473822228693,3.463970375702532,0.8630565851789354,0.5673902845374393,1.172244529718776,58,"59,60,61,62,63,65"
ridge_heldout_label_permutation,traditional_analytic_timewalk,73,219,2.300050115541458,1.9238055490380672,2.9108975180292775,3.54624525479663,1.1125667509675412,0.709573326566933,1.6794424525956324,58,"59,60,61,62,63,65"
gradient_boosted_trees_heldout_label_permutation,traditional_analytic_timewalk,73,219,2.37395771047171,2.0089687890878998,2.687050407521218,3.2083339983794947,1.186474345897793,0.7794997551948057,1.4971311210117597,58,"59,60,61,62,63,65"
label_offset_heldout_label_permutation,traditional_analytic_timewalk,73,219,2.4360002717309275,1.9814082423234842,3.1116510500474313,3.223791434447852,1.2485169071570108,0.788327075395252,1.8497265149102875,58,"59,60,61,62,63,65"
gated_label_fusion_heldout_label_permutation,traditional_analytic_timewalk,73,219,2.481607237546724,2.0478942520364174,2.7770920115241604,3.4275630927889345,1.2941238729728073,0.8338207425764497,1.5791934500823448,58,"59,60,61,62,63,65"
gradient_boosted_trees_real_stave,traditional_analytic_timewalk,763,2289,1.0411739306275534,0.9792898986354651,1.1063541649276514,2.044622253866013,-0.4175341997211832,-0.5120128892197099,-0.31727036814886334,59,"58,60,61,62,63,65"
mlp_real_stave,traditional_analytic_timewalk,763,2289,1.2245814280261595,1.1625747888660989,1.297092303847113,2.356507982608203,-0.23412670232257704,-0.3284058372007228,-0.12393566176717015,59,"58,60,61,62,63,65"
cnn_real_stave,traditional_analytic_timewalk,763,2289,1.2869258493553095,1.234402299603163,1.3494610695001474,2.3428812385687845,-0.17178228099342707,-0.2485339074853955,-0.08242864014202862,59,"58,60,61,62,63,65"
ridge_real_stave,traditional_analytic_timewalk,763,2289,1.3133458286228061,1.2520053199535628,1.3701741700140455,2.3119740627152123,-0.14536230172593045,-0.24567479729779196,-0.04551602456478552,59,"58,60,61,62,63,65"
label_offset_real_stave,traditional_analytic_timewalk,763,2289,1.3203893013158534,1.2913398477332902,1.36275471720077,2.4313411529179247,-0.13831882903288317,-0.21898844827683694,-0.05310710570747197,59,"58,60,61,62,63,65"
gradient_boosted_trees_no_stave,traditional_analytic_timewalk,763,2289,1.3605938415082512,1.3161388164436898,1.4156095777738165,2.289575623250756,-0.09811428884048534,-0.18252218960802158,-0.012593858235750988,59,"58,60,61,62,63,65"
gated_label_fusion_real_stave,traditional_analytic_timewalk,763,2289,1.3637226303817305,1.29973873801813,1.434273047058629,2.495968517026232,-0.09498549996700612,-0.1208896767202933,-0.061146315259303495,59,"58,60,61,62,63,65"
gradient_boosted_trees_train_label_permutation,traditional_analytic_timewalk,763,2289,1.3677258131980756,1.313938411435689,1.4193894845869048,2.282663809328216,-0.09098231715066096,-0.18121884747528463,-0.010167524528814104,59,"58,60,61,62,63,65"
label_offset_train_label_permutation,traditional_analytic_timewalk,763,2289,1.451259583135391,1.381667995593908,1.523234176800146,2.5374072507868046,-0.0074485472133456465,-0.01573881458426385,0.0035754110379341126,59,"58,60,61,62,63,65"
traditional_analytic_timewalk,traditional_analytic_timewalk,763,2289,1.4587081303487366,1.3886943412389072,1.532598701375294,2.5401850621944355,0.0,0.0,0.0,59,"58,60,61,62,63,65"
mlp_train_label_permutation,traditional_analytic_timewalk,763,2289,1.4844898054721112,1.4330906530489715,1.5458773949202547,2.5345068927743397,0.025781675123374592,-0.01388392501913645,0.06777419440509272,59,"58,60,61,62,63,65"
gated_label_fusion_train_label_permutation,traditional_analytic_timewalk,763,2289,1.5333128185731812,1.4769970355065207,1.590716664365339,2.550363609425514,0.07460468822444466,0.028677457591375893,0.12140184529666612,59,"58,60,61,62,63,65"
mlp_no_stave,traditional_analytic_timewalk,763,2289,1.646995058120666,1.5922081853135206,1.7168170589941913,2.558289945125792,0.18828692777192946,0.13653437636640214,0.25476632848250963,59,"58,60,61,62,63,65"
ridge_train_label_permutation,traditional_analytic_timewalk,763,2289,1.664848356796561,1.6012523420783613,1.731688760454499,2.5162586095869495,0.20614022644782448,0.14805430635456343,0.27676088531240567,59,"58,60,61,62,63,65"
cnn_train_label_permutation,traditional_analytic_timewalk,763,2289,1.6874259070296538,1.6394644180142475,1.7366441027334572,2.53240546259141,0.2287177766809172,0.17985244865710148,0.2806372079315782,59,"58,60,61,62,63,65"
ridge_no_stave,traditional_analytic_timewalk,763,2289,1.6914863120634718,1.622606267117397,1.7555003810695584,2.5277799199306235,0.2327781817147352,0.16544323930053828,0.29644533817753194,59,"58,60,61,62,63,65"
gated_label_fusion_no_stave,traditional_analytic_timewalk,763,2289,1.7131275182073873,1.6553261616248782,1.7688197663662113,2.5439315202252812,0.2544193878586507,0.20656110536931294,0.31275894064380133,59,"58,60,61,62,63,65"
cnn_no_stave,traditional_analytic_timewalk,763,2289,1.777344134879249,1.7107536379571981,1.8218320370271914,2.563375785241949,0.31863600453051233,0.25811993033590647,0.36571836726458073,59,"58,60,61,62,63,65"
mlp_heldout_label_permutation,traditional_analytic_timewalk,763,2289,2.2851441400649173,2.1895495571904298,2.3963126999179076,2.976226396462198,0.8264360097161807,0.7244052118923381,0.9561027631722229,59,"58,60,61,62,63,65"
gradient_boosted_trees_heldout_label_permutation,traditional_analytic_timewalk,763,2289,2.3906817191744247,2.276377984978952,2.513732867552924,2.9326608862776116,0.9319735888256881,0.815110366701022,1.0672976538196426,59,"58,60,61,62,63,65"
ridge_heldout_label_permutation,traditional_analytic_timewalk,763,2289,2.506050134726206,2.406872730643104,2.655562776236036,3.0396400391504397,1.0473420043774693,0.9389039707844108,1.1948552345556713,59,"58,60,61,62,63,65"
cnn_heldout_label_permutation,traditional_analytic_timewalk,763,2289,2.5324244326403833,2.4003178052829712,2.6476833330295912,3.0554495807753,1.0737163022916467,0.9614773427596871,1.1953107800705443,59,"58,60,61,62,63,65"
label_offset_heldout_label_permutation,traditional_analytic_timewalk,763,2289,2.6146067164580167,2.4859335483355443,2.786495563101969,3.227905483271198,1.15589858610928,1.0357794446363924,1.3235343101544688,59,"58,60,61,62,63,65"
gated_label_fusion_heldout_label_permutation,traditional_analytic_timewalk,763,2289,2.6248177468748475,2.5083799572271035,2.7410996262072853,3.1064209686520603,1.166109616526111,1.06232812105487,1.277583798297511,59,"58,60,61,62,63,65"
gradient_boosted_trees_real_stave,traditional_analytic_timewalk,808,2424,1.1168272285069667,1.0617754321506887,1.1900236368855417,1.9510279424495405,-0.22687720975977288,-0.3067293450065068,-0.13575499398039856,60,"58,59,61,62,63,65"
label_offset_real_stave,traditional_analytic_timewalk,808,2424,1.172120064383662,1.1071627487626083,1.3036682946445497,2.349207250716001,-0.17158437388307757,-0.2477437798174615,-0.03392355615035209,60,"58,59,61,62,63,65"
mlp_real_stave,traditional_analytic_timewalk,808,2424,1.1747954749223088,1.1078767397447513,1.2498070113967663,2.1661811383145833,-0.16890896334443073,-0.25478278936013465,-0.08339519149065061,60,"58,59,61,62,63,65"
gated_label_fusion_real_stave,traditional_analytic_timewalk,808,2424,1.1973153099667522,1.1402012367959704,1.2521964049479861,2.187800141077107,-0.1463891282999874,-0.20144716434997037,-0.08163808957712143,60,"58,59,61,62,63,65"
cnn_real_stave,traditional_analytic_timewalk,808,2424,1.2816590426615069,1.2188143898896067,1.3394333940990726,2.211232597758078,-0.0620453956052327,-0.1381500917424542,0.017163011328216536,60,"58,59,61,62,63,65"
ridge_real_stave,traditional_analytic_timewalk,808,2424,1.3094047328174745,1.2601408581202258,1.3671997931451656,2.2287946190934806,-0.03429970544926508,-0.10470541763705124,0.050025946043487174,60,"58,59,61,62,63,65"
label_offset_train_label_permutation,traditional_analytic_timewalk,808,2424,1.327906938521881,1.261591666960004,1.3863976406315504,2.387029245228425,-0.015797499744858667,-0.02839141299628155,-0.005950467364425761,60,"58,59,61,62,63,65"
gradient_boosted_trees_train_label_permutation,traditional_analytic_timewalk,808,2424,1.3354562991281376,1.286207110921578,1.3978913340013632,1.9516556887377274,-0.008248139138602006,-0.09041569083406546,0.06251337890601837,60,"58,59,61,62,63,65"
traditional_analytic_timewalk,traditional_analytic_timewalk,808,2424,1.3437044382667396,1.2770577539372305,1.4048346614235083,2.3952884674835904,0.0,0.0,0.0,60,"58,59,61,62,63,65"
gradient_boosted_trees_no_stave,traditional_analytic_timewalk,808,2424,1.3504137596692987,1.2828498673471826,1.3954685359162249,1.9502000433986175,0.0067093214025590875,-0.08062810601644162,0.06924748993554874,60,"58,59,61,62,63,65"
mlp_train_label_permutation,traditional_analytic_timewalk,808,2424,1.436643637241117,1.3948845128511682,1.498455635221172,2.378740672887028,0.09293919897437752,0.045179216414632274,0.14701516466919548,60,"58,59,61,62,63,65"
mlp_no_stave,traditional_analytic_timewalk,808,2424,1.4873151831514904,1.4401341536327594,1.550921851386816,2.4444052213898617,0.14361074488475079,0.09606271916196045,0.1948163842899598,60,"58,59,61,62,63,65"
gated_label_fusion_no_stave,traditional_analytic_timewalk,808,2424,1.5072408505001955,1.4519070916091281,1.5568518419283945,2.3600554089060672,0.16353641223345594,0.110675822246521,0.2071747210472361,60,"58,59,61,62,63,65"
ridge_train_label_permutation,traditional_analytic_timewalk,808,2424,1.5679804788593756,1.5155557618426945,1.6334012806835017,2.3257313591362143,0.22427604059263606,0.16102457105536216,0.2894361657957278,60,"58,59,61,62,63,65"
cnn_no_stave,traditional_analytic_timewalk,808,2424,1.5699366789420386,1.508644526095829,1.6327306674129543,2.3758257273389085,0.226232240675299,0.16861290536727347,0.28682374612356915,60,"58,59,61,62,63,65"
ridge_no_stave,traditional_analytic_timewalk,808,2424,1.5950783781198452,1.5379855349681517,1.6516224803286388,2.34060873303952,0.25137393985310563,0.1860933708893036,0.31141577914667773,60,"58,59,61,62,63,65"
gated_label_fusion_train_label_permutation,traditional_analytic_timewalk,808,2424,1.6320133085043387,1.586263033467053,1.6976550964196593,2.4180841850767867,0.2883088702375991,0.23433382992438934,0.3591614261272317,60,"58,59,61,62,63,65"
cnn_train_label_permutation,traditional_analytic_timewalk,808,2424,1.6394551639026638,1.5695490790184763,1.6927405703141398,2.466468191775172,0.2957507256359242,0.22833399933847956,0.35230657159787926,60,"58,59,61,62,63,65"
cnn_heldout_label_permutation,traditional_analytic_timewalk,808,2424,2.374186454943595,2.267973657155765,2.460930351840727,2.8923874452684464,1.0304820166768556,0.9039918820033527,1.1173574690261088,60,"58,59,61,62,63,65"
mlp_heldout_label_permutation,traditional_analytic_timewalk,808,2424,2.3781731358941016,2.270587264660777,2.5002259026947558,2.9080821882821852,1.034468697627362,0.9297632844077374,1.1754234177700225,60,"58,59,61,62,63,65"
label_offset_heldout_label_permutation,traditional_analytic_timewalk,808,2424,2.440775776163232,2.3002944771909912,2.6076498702746256,3.0899733135886454,1.0970713378964922,0.9426990187165237,1.2502614685474767,60,"58,59,61,62,63,65"
ridge_heldout_label_permutation,traditional_analytic_timewalk,808,2424,2.44610114542368,2.339286635749015,2.5585339234103297,2.9210300983515847,1.1023967071569403,0.9729657232467228,1.2146414681424544,60,"58,59,61,62,63,65"
gradient_boosted_trees_heldout_label_permutation,traditional_analytic_timewalk,808,2424,2.626030807725531,2.5051515147191834,2.746810760321943,3.0063504417037374,1.2823263694587914,1.1582881319407352,1.4136929667746865,60,"58,59,61,62,63,65"
gated_label_fusion_heldout_label_permutation,traditional_analytic_timewalk,808,2424,2.650215595825703,2.5570614793686692,2.77719889375531,3.11666705270085,1.3065111575589636,1.2027871082627104,1.4380511994174836,60,"58,59,61,62,63,65"
gradient_boosted_trees_real_stave,traditional_analytic_timewalk,933,2799,1.0777769367063392,1.0071579608599912,1.1347711093479063,2.393519120846297,-1.0521874568336944,-1.1403575393740666,-0.9072675082413832,61,"58,59,60,62,63,65"
mlp_real_stave,traditional_analytic_timewalk,933,2799,1.23694552909488,1.1719651086239318,1.2771978416608833,2.7466058457616795,-0.8930188644451535,-0.9712311729594655,-0.7591658560688995,61,"58,59,60,62,63,65"
label_offset_real_stave,traditional_analytic_timewalk,933,2799,1.2595827637046755,1.2055070917715245,1.297556891711067,2.570222011683822,-0.8703816298353582,-0.9389185834775245,-0.7447757548098705,61,"58,59,60,62,63,65"
ridge_real_stave,traditional_analytic_timewalk,933,2799,1.2845710042075016,1.2206982862600113,1.3490793461358408,2.8190416830960694,-0.845393389332532,-0.9184959263695035,-0.7072477214526213,61,"58,59,60,62,63,65"
cnn_real_stave,traditional_analytic_timewalk,933,2799,1.291882425475059,1.2309978371600563,1.3370070870136102,2.6144041674001293,-0.8380819680649747,-0.9155676282393906,-0.6965442633963027,61,"58,59,60,62,63,65"
gated_label_fusion_real_stave,traditional_analytic_timewalk,933,2799,1.359370023610985,1.2924848283299606,1.4168618546118465,2.653292720696347,-0.7705943699290487,-0.8360598038394671,-0.6546855594807836,61,"58,59,60,62,63,65"
gradient_boosted_trees_no_stave,traditional_analytic_timewalk,933,2799,1.6057796268494526,1.5525925706344754,1.6590704024106986,2.5305785617355387,-0.524184766690581,-0.6111658898861473,-0.38197032436048034,61,"58,59,60,62,63,65"
gradient_boosted_trees_train_label_permutation,traditional_analytic_timewalk,933,2799,1.6171549865523007,1.5544518697297607,1.668451326509122,2.5343455033984994,-0.5128094069877329,-0.6067828360051988,-0.37267236722329206,61,"58,59,60,62,63,65"
mlp_train_label_permutation,traditional_analytic_timewalk,933,2799,1.950357741155158,1.8694762786442234,2.024584761470308,3.082094127262694,-0.1796066523848756,-0.22671104460058028,-0.06956639436247043,61,"58,59,60,62,63,65"
traditional_analytic_timewalk,traditional_analytic_timewalk,933,2799,2.1299643935400336,1.9864692706662272,2.2111410604297674,3.008059720087321,0.0,0.0,0.0,61,"58,59,60,62,63,65"
label_offset_train_label_permutation,traditional_analytic_timewalk,933,2799,2.140757066491801,2.0126698109907855,2.232079909912612,3.019645275528935,0.010792672951767557,0.0039916513414415935,0.03315866709108534,61,"58,59,60,62,63,65"
mlp_no_stave,traditional_analytic_timewalk,933,2799,2.1462224270365327,2.0548208006143667,2.219542496250698,3.091658138197552,0.016258033496499014,-0.03623850281476204,0.12341687134627848,61,"58,59,60,62,63,65"
