method,baseline,n_events,n_pair_residuals,sigma68_ns,ci_low,ci_high,full_rms_ns,delta_vs_baseline_ns,delta_ci_low,delta_ci_high,heldout_run,train_runs
cnn_real_stave,traditional_analytic_timewalk,370,1110,1.4046213962075234,1.3167060919687612,1.4909775650264272,2.440816166682488,0.013299935553945375,-0.10526674493674894,0.1400732567471427,63,"58,59,60,61,62,65"
gradient_boosted_trees_no_stave,traditional_analytic_timewalk,370,1110,1.4292288401605737,1.3525396527687357,1.5066325304427124,2.0374522524500045,0.03790737950699574,-0.05625180263330703,0.14417287512433818,63,"58,59,60,61,62,65"
gradient_boosted_trees_train_label_permutation,traditional_analytic_timewalk,370,1110,1.4494402864986184,1.3722363371854815,1.535052953061362,2.0659315481467115,0.05811882584504047,-0.04374599745942896,0.16649401716502704,63,"58,59,60,61,62,65"
gated_label_fusion_real_stave,traditional_analytic_timewalk,370,1110,1.5163623388167162,1.4195094390464267,1.6180592094785806,2.5013998105844935,0.12504087816313825,0.0031765927707227528,0.26672742289886087,63,"58,59,60,61,62,65"
mlp_no_stave,traditional_analytic_timewalk,370,1110,1.5569876855996787,1.4929493956639754,1.6145270476537752,2.7564111037168684,0.16566622494610073,0.09568145196419467,0.24650785477720047,63,"58,59,60,61,62,65"
gated_label_fusion_train_label_permutation,traditional_analytic_timewalk,370,1110,1.5596963428086124,1.4871464340559215,1.629931460824767,2.624382287454669,0.16837488215503438,0.095195707851007,0.23142461677089785,63,"58,59,60,61,62,65"
cnn_train_label_permutation,traditional_analytic_timewalk,370,1110,1.61979174226915,1.5423497467081178,1.6972140634283208,2.6005375096971415,0.22847028161557192,0.15221316633755153,0.3214210490267618,63,"58,59,60,61,62,65"
ridge_train_label_permutation,traditional_analytic_timewalk,370,1110,1.6280997818509277,1.5360325151536307,1.731694000951632,2.573473093578891,0.23677832119734976,0.15010208966486263,0.3538704456090574,63,"58,59,60,61,62,65"
ridge_no_stave,traditional_analytic_timewalk,370,1110,1.6310469095220024,1.5372395092661042,1.729384174046937,2.5731779095396448,0.2397254488684244,0.15019552094083785,0.35030596442723877,63,"58,59,60,61,62,65"
mlp_train_label_permutation,traditional_analytic_timewalk,370,1110,1.6323564817365703,1.5590307604677136,1.7172664388297258,2.6518487137503945,0.24103502108299235,0.16269307201956393,0.34428707131405034,63,"58,59,60,61,62,65"
cnn_no_stave,traditional_analytic_timewalk,370,1110,1.645581438910921,1.581555553537864,1.7368456828357584,2.6204479818256843,0.2542599782573429,0.18524826556067278,0.35186287031531366,63,"58,59,60,61,62,65"
gated_label_fusion_heldout_label_permutation,traditional_analytic_timewalk,370,1110,1.7325441566150692,1.6476003134674408,1.8176409524579975,2.6579356497691426,0.34122269596149124,0.25709381579269935,0.44795570643299054,63,"58,59,60,61,62,65"
gated_label_fusion_no_stave,traditional_analytic_timewalk,370,1110,1.751498599241476,1.6836102753095952,1.8579362239005979,2.702812133827157,0.360177138587898,0.2821731149639203,0.4744159563382983,63,"58,59,60,61,62,65"
gradient_boosted_trees_heldout_label_permutation,traditional_analytic_timewalk,370,1110,2.2272401181894037,2.0838154368299135,2.3827026635514112,2.8455408488344074,0.8359186575358257,0.6986009921034904,1.0089853251672087,63,"58,59,60,61,62,65"
cnn_heldout_label_permutation,traditional_analytic_timewalk,370,1110,2.337059032106285,2.181506081051184,2.477340780777905,3.128884760464661,0.9457375714527072,0.8087963853660498,1.0966791049181348,63,"58,59,60,61,62,65"
mlp_heldout_label_permutation,traditional_analytic_timewalk,370,1110,2.3794465013354618,2.192605188225711,2.494255995512097,3.010994209519407,0.9881250406818838,0.8181206918522387,1.0960677214218482,63,"58,59,60,61,62,65"
ridge_heldout_label_permutation,traditional_analytic_timewalk,370,1110,2.40118167539569,2.2746499052339906,2.557397171483947,3.1193609412132224,1.0098602147421119,0.8932654420499181,1.1573824196663702,63,"58,59,60,61,62,65"
label_offset_heldout_label_permutation,traditional_analytic_timewalk,370,1110,2.732994307709272,2.421620383886817,2.977290278940336,3.3467113284908616,1.341672847055694,1.027205779691819,1.5811403208794006,63,"58,59,60,61,62,65"
gradient_boosted_trees_real_stave,traditional_analytic_timewalk,66,198,1.292700636354366,0.9345616105172584,1.4428525919476556,1.21068660744405,-0.20193943991531005,-0.5387335699129262,0.017987027207655455,65,"58,59,60,61,62,63"
label_offset_real_stave,traditional_analytic_timewalk,66,198,1.354302617747248,1.0645501869909286,1.6087953160622186,1.3952389252473727,-0.14033745852242818,-0.4624180414072,0.16959578757565366,65,"58,59,60,61,62,63"
mlp_real_stave,traditional_analytic_timewalk,66,198,1.3930772155000026,1.1595210080096974,1.7865270014617929,1.4979487689732207,-0.10156286076967347,-0.3646413719669161,0.3514004392539697,65,"58,59,60,61,62,63"
gradient_boosted_trees_no_stave,traditional_analytic_timewalk,66,198,1.413582310965647,1.1145387822902115,1.6802421779378174,1.474931873742017,-0.0810577653040292,-0.4065859640378754,0.21541260329526166,65,"58,59,60,61,62,63"
gradient_boosted_trees_train_label_permutation,traditional_analytic_timewalk,66,198,1.4167255317192424,1.155089224150641,1.712717883409844,1.4380590424746018,-0.07791454455043367,-0.37220498065056673,0.230116301302764,65,"58,59,60,61,62,63"
gated_label_fusion_real_stave,traditional_analytic_timewalk,66,198,1.4193271732588735,1.1312741989130786,1.6301483701836115,1.4227867311558366,-0.07531290301080262,-0.40225194663252406,0.17582617158190347,65,"58,59,60,61,62,63"
ridge_real_stave,traditional_analytic_timewalk,66,198,1.43120508173019,1.2378928130305853,1.6604267374906825,1.4106160358299011,-0.06343499453948609,-0.2922523844975758,0.2366014766510125,65,"58,59,60,61,62,63"
mlp_train_label_permutation,traditional_analytic_timewalk,66,198,1.4888710556963027,1.291852329664344,1.7459819742402618,1.7085433607641831,-0.005769020573373362,-0.08786436400674061,0.0974131750875767,65,"58,59,60,61,62,63"
traditional_analytic_timewalk,traditional_analytic_timewalk,66,198,1.494640076269676,1.321857409302946,1.686795266767326,1.6991283591200679,0.0,0.0,0.0,65,"58,59,60,61,62,63"
gated_label_fusion_train_label_permutation,traditional_analytic_timewalk,66,198,1.5098346900446562,1.2919563705969463,1.7390528301943398,1.640313999437745,0.015194613774980104,-0.12415222163618347,0.14581361100435924,65,"58,59,60,61,62,63"
label_offset_train_label_permutation,traditional_analytic_timewalk,66,198,1.5270276080249578,1.3474016868102014,1.7289030443198787,1.747237707742345,0.03238753175528175,0.0002911729084868978,0.08849195238941679,65,"58,59,60,61,62,63"
cnn_real_stave,traditional_analytic_timewalk,66,198,1.5441864469446136,1.2977577582365056,1.7126323525653195,1.5107440337914657,0.0495463706749375,-0.25868710767911396,0.2976191110471976,65,"58,59,60,61,62,63"
mlp_no_stave,traditional_analytic_timewalk,66,198,1.6439449343032644,1.4891612502202067,1.892620662674643,1.8281696371278249,0.14930485803358828,0.006264329770106342,0.33381263761226404,65,"58,59,60,61,62,63"
cnn_no_stave,traditional_analytic_timewalk,66,198,1.675148463032074,1.4985573099145542,1.8392881153297953,1.808418035785031,0.180508386762398,0.027628745443495407,0.3109488401591829,65,"58,59,60,61,62,63"
ridge_no_stave,traditional_analytic_timewalk,66,198,1.6941627532785646,1.467042115098326,1.8165741981072974,1.7193066304345208,0.19952267700888848,-0.04208291550053617,0.36241165558295596,65,"58,59,60,61,62,63"
ridge_train_label_permutation,traditional_analytic_timewalk,66,198,1.7229624389745406,1.4949369287990282,1.8402223095707961,1.7385463115936548,0.2283223627048645,-0.010725144475169916,0.3849168013088563,65,"58,59,60,61,62,63"
gated_label_fusion_no_stave,traditional_analytic_timewalk,66,198,1.75595841780796,1.5204510542568506,1.9500958763629068,1.8623278206923415,0.2613183415382838,0.06119171049930137,0.4021243148952478,65,"58,59,60,61,62,63"
cnn_train_label_permutation,traditional_analytic_timewalk,66,198,1.8216520190845844,1.637375930326805,2.060693709261872,1.9353357009998107,0.3270119428149083,0.15385134051370056,0.5642161768047759,65,"58,59,60,61,62,63"
gated_label_fusion_heldout_label_permutation,traditional_analytic_timewalk,66,198,2.112604424710815,1.8298155930101094,2.6416790986486194,2.222852337766182,0.617964348441139,0.3686983735226065,1.0907569380206725,65,"58,59,60,61,62,63"
mlp_heldout_label_permutation,traditional_analytic_timewalk,66,198,2.1259248354712157,1.919558328731956,2.4783588063580164,2.337148647807703,0.6312847592015396,0.4318702473922321,0.9389036705969976,65,"58,59,60,61,62,63"
label_offset_heldout_label_permutation,traditional_analytic_timewalk,66,198,2.291335863970505,1.9921774953882236,2.9041881880200697,2.6176595521126633,0.7966957877008289,0.512505371568698,1.3669519547884341,65,"58,59,60,61,62,63"
cnn_heldout_label_permutation,traditional_analytic_timewalk,66,198,2.373882365200595,2.0327155134605492,2.7499130212293648,2.4247961131542906,0.879242288930919,0.537319396802988,1.234529840639385,65,"58,59,60,61,62,63"
ridge_heldout_label_permutation,traditional_analytic_timewalk,66,198,2.398233873604049,2.037780214738611,2.873071117799092,2.4293936525714273,0.9035937973343728,0.5605646403010622,1.3191714622159985,65,"58,59,60,61,62,63"
gradient_boosted_trees_heldout_label_permutation,traditional_analytic_timewalk,66,198,2.434063039492311,2.0722251318475235,2.7541181773642616,2.420774018540076,0.9394229632226347,0.5890601283221898,1.2659852427528304,65,"58,59,60,61,62,63"
