method,method_label,abstention_budget,sigma_hat_threshold_ns,abstain_fraction,n,n_runs,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width68,coverage68,coverage95,calibration_ece,calibration_loss,mean_sigma_hat_ns,bootstrap_valid,coverage68_ci_low,coverage68_ci_high,coverage95_ci_low,coverage95_ci_high,calibration_loss_ci_low,calibration_loss_ci_high,sigma68_ns_ci_low,sigma68_ns_ci_high,tail_frac_abs_gt5ns_ci_low,tail_frac_abs_gt5ns_ci_high,abstain_fraction_ci_low,abstain_fraction_ci_high,energy_method,pid_method,energy_charge_res68,energy_charge_res68_ci_low,energy_charge_res68_ci_high,energy_charge_bias,energy_harm_rate,energy_harm_rate_ci_low,energy_harm_rate_ci_high,energy_calibration_coverage,pid_roc_auc,pid_roc_auc_ci_low,pid_roc_auc_ci_high,pid_average_precision,pid_ece,pid_ece_ci_low,pid_ece_ci_high,coverage68_error,coverage95_error,pid_auc_shortfall,consumer_loss
phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.1,3.1163346377834844,0.09999999999999998,10314,7,1.3869514753254475,1.4933028870145757,0.0034904013961605585,0.9428006193424179,0.6237153383750242,0.9598603839441536,0.0601050524267196,0.046534742697607795,1.5648004351695397,600,0.5659733254907879,0.6726368081834748,0.9529198625342088,0.968421052631579,0.035360687216137235,0.06453832036736781,1.307894300045699,1.4974842228902963,0.002127444027960693,0.00475312386088637,0.07321245295928835,0.1238338110667996,NN_residual_gated_cnn_new,NN_action_gated_residual_ensemble_new,0.012581449972136,0.0106112163215167,0.0153127184736377,0.0039529894896013,0.0169062802803253,0.009464797413412,0.0285848030422633,0.9792305858538451,1.0,1.0,1.0,1.0,0.0018029465458181,0.0018029258029239,0.0018029642233853,0.05897415376197579,0.009860383944153672,0.0,0.12975433029316477
mlp,MLP residual scale model,0.1,2.6054734230041507,0.09999999999999998,10314,7,1.6284973479850697,1.9131168156916576,0.012507271669575335,1.118729823477409,0.49195268566996314,0.8688190808609657,0.13949774199636503,0.1325363227699613,1.4787518803997513,600,0.42938217348129454,0.5490736592193928,0.8312866252101558,0.9067374486918021,0.07833558091133232,0.19250568068517632,1.51094682442747,1.7912905653184805,0.0067079008984510195,0.020752210232911624,0.07109630120304138,0.14788927314158595,ML_mlp,ML_mlp,0.0155739251964151,0.0142185766707512,0.0171967244484607,0.0140536476605721,5.6335489104716406e-05,1.9295962849511764e-05,0.000123902814719,0.9988581142606446,0.947092374470415,0.9407200210085076,0.9540671179653102,0.9221278409392843,0.0131415734283209,0.0094019423693854,0.025260265796742,0.1907368064670369,0.08118091913903425,0.0,0.3534314044527698
gradient_boosted_trees,HistGradientBoosting residual scale model,0.1,2.321950002658781,0.09999999999999998,10314,7,1.5226551431589093,1.7301120800703824,0.010955982160170642,1.0979280222766568,0.4926313748303277,0.8629047896063603,0.14293481781563983,0.12950404194815213,1.425902209630169,600,0.40167462242741997,0.5766828487348082,0.7964563435138429,0.9128801565001,0.06415166448272382,0.23338355532991395,1.3781016464945135,1.749251640841722,0.004942586535489853,0.019330809544541777,0.05676114555653966,0.16187437138440566,ML_gradient_boosted_trees,ML_gradient_boosted_trees,0.0139208741911401,0.0127059569727487,0.0153587728422165,0.0124445194064698,0.0001464722716722,9.087299705228427e-05,0.000224801688944,0.9977224175394992,0.9280095148429632,0.9216148500739324,0.9352319618943888,0.8942663262803092,0.0340176058994234,0.0247320205541638,0.050619263883892,0.19005811730667233,0.08709521039363965,0.0,0.3736341375485037
ridge,Ridge residual scale model,0.1,2.3036417722702027,0.09999999999999998,10314,7,1.5513143162823273,1.9760778879377001,0.017064184603451618,1.0723847192361704,0.4654838084157456,0.8681403917006011,0.14953264601032665,0.13024566431678758,1.4304639067279061,600,0.37930762354035946,0.556092837127259,0.808221055354666,0.9225937319707104,0.06645900345727782,0.21193402046019383,1.4151767358136598,1.8336170302487447,0.004286131689394053,0.034687456018899415,0.04633482336154815,0.17513134851138357,ML_ridge_logistic,ML_ridge_waveform,0.0130981545987442,0.0117064504135946,0.0149194316516076,0.010750948749001,0.0025238299118912,0.0015584415120893,0.0040168711092754,0.967664962024021,0.8513208514780879,0.8447716046752325,0.8621867257244059,0.7787513966213357,0.031782305607993,0.0196914286515503,0.0572450433698484,0.21720568372125443,0.08185960829939887,0.0,0.3812105591941863
cnn1d,1D-CNN residual scale model,0.1,2.7873632907867436,0.09999999999999998,10314,7,1.3810282351224137,1.594141561028289,0.0031995346131471784,1.0607051186599328,0.4567578049253442,0.9324219507465581,0.14122839935529463,0.11136081362008128,1.3444959324460772,600,0.3746137270158677,0.5282137889926485,0.9167750552943941,0.9454233412698095,0.07329238201043538,0.1745964411739068,1.293478533855682,1.4792915814824192,0.002346592101697383,0.004102210150864008,0.07788451465259771,0.11665308239407243,NN_1d_cnn,NN_1d_cnn,0.0194344928871795,0.0158377327049126,0.0247519575774132,0.002766565210961,0.0570284156207044,0.0433840642688756,0.0811170604038919,0.942967775594198,0.7267674024254375,0.7075822917850639,0.7484302388622134,0.6389048149075939,0.1408650865120494,0.1216456313219517,0.1579793344724266,0.22593168721165585,0.017578049253441863,0.12323259757456251,0.6018997919610264
traditional,S02/S03/S04 atom robust-width baseline,0.1,1.7658184336174991,0.09808027923211171,10336,7,1.5302186086393004,2.672147103643689,0.033862229102167185,2.9652443561385806,0.36784055727554177,0.6034249226006192,0.3307120061304195,0.7393450936324598,1.0148540746202062,600,0.30667976888457327,0.42014137080311525,0.5265662679069074,0.6621054154779143,0.6666185976516148,0.8200971069687912,1.3374630040743207,1.8682779284710669,0.015993313435660506,0.058371957766743345,0.05665592285718373,0.13346258590534743,traditional_run_family_duplicate_gate,traditional_charge_depth_logistic,0.0154068299365386,0.0149085602491764,0.0159919571575914,0.0138431990401373,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0001500695285046,0.0001443406530573,0.0001574048480805,0.31484893486145826,0.34657507739938076,0.0,1.2743083678641516
