method,energy_method,pid_method,energy_charge_res68,energy_charge_res68_ci_low,energy_charge_res68_ci_high,energy_charge_bias,energy_harm_rate,energy_harm_rate_ci_low,energy_harm_rate_ci_high,energy_calibration_coverage,pid_roc_auc,pid_roc_auc_ci_low,pid_roc_auc_ci_high,pid_average_precision,pid_ece,pid_ece_ci_low,pid_ece_ci_high
traditional,traditional_run_family_duplicate_gate,traditional_charge_depth_logistic,0.0154068299365386,0.0149085602491764,0.0159919571575914,0.0138431990401373,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0001500695285046,0.0001443406530573,0.0001574048480805
ridge,ML_ridge_logistic,ML_ridge_waveform,0.0130981545987442,0.0117064504135946,0.0149194316516076,0.010750948749001,0.0025238299118912,0.0015584415120893,0.0040168711092754,0.967664962024021,0.8513208514780879,0.8447716046752325,0.8621867257244059,0.7787513966213357,0.031782305607993,0.0196914286515503,0.0572450433698484
gradient_boosted_trees,ML_gradient_boosted_trees,ML_gradient_boosted_trees,0.0139208741911401,0.0127059569727487,0.0153587728422165,0.0124445194064698,0.0001464722716722,9.087299705228427e-05,0.000224801688944,0.9977224175394992,0.9280095148429632,0.9216148500739324,0.9352319618943888,0.8942663262803092,0.0340176058994234,0.0247320205541638,0.050619263883892
mlp,ML_mlp,ML_mlp,0.0155739251964151,0.0142185766707512,0.0171967244484607,0.0140536476605721,5.6335489104716406e-05,1.9295962849511764e-05,0.000123902814719,0.9988581142606446,0.947092374470415,0.9407200210085076,0.9540671179653102,0.9221278409392843,0.0131415734283209,0.0094019423693854,0.025260265796742
cnn1d,NN_1d_cnn,NN_1d_cnn,0.0194344928871795,0.0158377327049126,0.0247519575774132,0.002766565210961,0.0570284156207044,0.0433840642688756,0.0811170604038919,0.942967775594198,0.7267674024254375,0.7075822917850639,0.7484302388622134,0.6389048149075939,0.1408650865120494,0.1216456313219517,0.1579793344724266
phase_conformal_gated_cnn,NN_residual_gated_cnn_new,NN_action_gated_residual_ensemble_new,0.012581449972136,0.0106112163215167,0.0153127184736377,0.0039529894896013,0.0169062802803253,0.009464797413412,0.0285848030422633,0.9792305858538451,1.0,1.0,1.0,1.0,0.0018029465458181,0.0018029258029239,0.0018029642233853
