method,event_id,pair,residual_ns
analytic_polynomial_timewalk,65:678819:14965:253859,B6-B8,-0.10015033717991884
analytic_polynomial_timewalk,65:680356:6:255396,B6-B8,-1.4476727682292037
analytic_polynomial_timewalk,65:681202:802:256242,B6-B8,0.09236983096909057
analytic_polynomial_timewalk,65:682284:1811:257324,B6-B8,-0.5504865109312789
analytic_polynomial_timewalk,65:682664:2163:257704,B6-B8,-0.508083878662049
analytic_polynomial_timewalk,65:682740:2234:257780,B6-B8,0.059317179000828446
analytic_polynomial_timewalk,65:682871:2356:257911,B6-B8,-0.4788470876071358
analytic_polynomial_timewalk,65:683474:2923:258514,B6-B8,-0.36425400130175944
analytic_polynomial_timewalk,65:683541:2987:258581,B6-B8,-0.5664207793111018
analytic_polynomial_timewalk,65:684986:4332:260026,B6-B8,-1.0802224071142987
analytic_polynomial_timewalk,65:685607:4902:260647,B6-B8,-0.3343886185640912
analytic_polynomial_timewalk,65:685699:4986:260739,B6-B8,-0.12294470217145204
analytic_polynomial_timewalk,65:686924:6129:261964,B6-B8,-3.0960273068630357
analytic_polynomial_timewalk,65:686970:6168:262010,B6-B8,-0.25556007166920836
ridge,65:649169:4127:224209,B4-B6,-1.208617168227974
ridge,65:650188:5110:225228,B4-B6,-1.5577634026971765
ridge,65:651341:6223:226381,B4-B6,0.1181190837975521
ridge,65:651631:6497:226671,B4-B6,0.32732040083525504
ridge,65:651940:6301:226980,B4-B6,0.7997426750477956
ridge,65:652313:6632:227353,B4-B6,-1.5600919287393396
ridge,65:652429:6743:227469,B4-B6,-1.1199655122958205
ridge,65:652612:6917:227652,B4-B6,-1.5441158512411164
ridge,65:653933:8154:228973,B4-B6,-0.7446711572665805
ridge,65:654599:8777:229639,B4-B6,-0.6124203109463338
ridge,65:655258:9389:230298,B4-B6,-0.6069439910916401
ridge,65:655456:9566:230496,B4-B6,-3.105195198776215
ridge,65:655741:9833:230781,B4-B6,-2.836615720674523
ridge,65:656000:10073:231040,B4-B6,-0.12259352742560736
ridge,65:656462:10504:231502,B4-B6,-2.596942204729956
ridge,65:657071:11070:232111,B4-B6,-0.7355607925046215
ridge,65:657490:11464:232530,B4-B6,-3.9058683746496428
ridge,65:657989:11933:233029,B4-B6,-2.911085929866445
ridge,65:659709:13573:234749,B4-B6,-4.154623282996965
ridge,65:660196:14017:235236,B4-B6,-1.496149045153416
ridge,65:660531:14330:235571,B4-B6,-1.4085371008419827
ridge,65:660663:14455:235703,B4-B6,0.8579055283358556
ridge,65:660707:14496:235747,B4-B6,2.582454772597025
ridge,65:662155:15837:237195,B4-B6,-1.2678564192868151
ridge,65:662241:15919:237281,B4-B6,0.5246014059536392
ridge,65:662756:13:237796,B4-B6,-1.2855078399623778
ridge,65:663859:1029:238899,B4-B6,-0.5372472577450296
ridge,65:664527:1645:239567,B4-B6,-2.4728268731134406
ridge,65:664907:1997:239947,B4-B6,-2.486053575850761
ridge,65:665457:2517:240497,B4-B6,-1.5396868457454005
ridge,65:665509:2565:240549,B4-B6,-0.5019824410886997
ridge,65:665719:2794:240759,B4-B6,-1.5957857549219767
ridge,65:665814:2882:240854,B4-B6,-3.2941115662865172
ridge,65:666623:3632:241663,B4-B6,-2.801066452029822
ridge,65:667306:4269:242346,B4-B6,-1.092552815068835
ridge,65:668204:5102:243244,B4-B6,-0.6096604306551754
ridge,65:669147:5974:244187,B4-B6,-2.2448571450847936
ridge,65:669345:6160:244385,B4-B6,-1.5842549887081248
ridge,65:669500:6304:244540,B4-B6,-0.9434164816126867
ridge,65:669969:6739:245009,B4-B6,-1.5352722161879058
ridge,65:670593:7322:245633,B4-B6,-2.330019205650089
ridge,65:670708:7428:245748,B4-B6,-1.663621415128702
ridge,65:671756:8387:246796,B4-B6,-1.2962259225212733
ridge,65:672239:8844:247279,B4-B6,-1.5851559459461484
ridge,65:672890:9443:247930,B4-B6,-1.9662998023704574
ridge,65:674077:10572:249117,B4-B6,-0.03544602457960622
ridge,65:674255:10737:249295,B4-B6,-1.6293304176029295
ridge,65:674617:11075:249657,B4-B6,-0.2574971370955055
ridge,65:674684:11140:249724,B4-B6,-2.1793878964616056
ridge,65:676071:12428:251111,B4-B6,-0.0181498398022768
ridge,65:677190:13474:252230,B4-B6,-3.523336927430364
ridge,65:678223:14427:253263,B4-B6,-0.9918976756507476
ridge,65:678819:14965:253859,B4-B6,-1.3635444445409206
ridge,65:680356:6:255396,B4-B6,1.6893503898200777
ridge,65:681202:802:256242,B4-B6,-1.3566052886561906
ridge,65:682284:1811:257324,B4-B6,-2.2886421893793596
ridge,65:682664:2163:257704,B4-B6,-0.02884518584320972
ridge,65:682740:2234:257780,B4-B6,-1.6269907997452009
ridge,65:682871:2356:257911,B4-B6,-2.0435497303097563
ridge,65:683474:2923:258514,B4-B6,-0.8589916416252805
ridge,65:683541:2987:258581,B4-B6,-1.7574690756298992
ridge,65:684986:4332:260026,B4-B6,-2.817427390652796
ridge,65:685607:4902:260647,B4-B6,-1.0715568511608993
ridge,65:685699:4986:260739,B4-B6,-0.8638222108726481
ridge,65:686924:6129:261964,B4-B6,4.095788758687924
ridge,65:686970:6168:262010,B4-B6,-1.0012564335224425
ridge,65:649169:4127:224209,B4-B8,-1.256595027118422
ridge,65:650188:5110:225228,B4-B8,-0.8901435057298528
ridge,65:651341:6223:226381,B4-B8,-0.7066205495953639
ridge,65:651631:6497:226671,B4-B8,-1.9156428492051418
ridge,65:651940:6301:226980,B4-B8,0.9810951219929152
ridge,65:652313:6632:227353,B4-B8,-2.585771039881166
ridge,65:652429:6743:227469,B4-B8,-1.2765094129750452
ridge,65:652612:6917:227652,B4-B8,-1.641237161108151
ridge,65:653933:8154:228973,B4-B8,-1.120205340949937
ridge,65:654599:8777:229639,B4-B8,0.7136578866822845
ridge,65:655258:9389:230298,B4-B8,-0.9893940138945396
ridge,65:655456:9566:230496,B4-B8,-2.8007274091784
ridge,65:655741:9833:230781,B4-B8,-2.6221953536113105
ridge,65:656000:10073:231040,B4-B8,-0.060525657088867035
ridge,65:656462:10504:231502,B4-B8,-1.1140473557106816
ridge,65:657071:11070:232111,B4-B8,-3.1128661575681704
ridge,65:657490:11464:232530,B4-B8,-3.4130736791665868
ridge,65:657989:11933:233029,B4-B8,-3.2598398735631235
ridge,65:659709:13573:234749,B4-B8,-2.982528224049233
ridge,65:660196:14017:235236,B4-B8,-1.2677540428908358
ridge,65:660531:14330:235571,B4-B8,-0.5381041305264489
ridge,65:660663:14455:235703,B4-B8,-0.5001277018517882
ridge,65:660707:14496:235747,B4-B8,2.7337677875488566
ridge,65:662155:15837:237195,B4-B8,-1.7282940692210715
ridge,65:662241:15919:237281,B4-B8,-1.6339640650188514
ridge,65:662756:13:237796,B4-B8,-1.1688052466153778
ridge,65:663859:1029:238899,B4-B8,-0.8240683116463217
ridge,65:664527:1645:239567,B4-B8,0.015510491886274735
ridge,65:664907:1997:239947,B4-B8,-1.380692638516237
ridge,65:665457:2517:240497,B4-B8,-0.24521502280909857
ridge,65:665509:2565:240549,B4-B8,-0.6810045617193055
ridge,65:665719:2794:240759,B4-B8,-3.5659403703145216
ridge,65:665814:2882:240854,B4-B8,-2.4044879369950394
ridge,65:666623:3632:241663,B4-B8,-2.4532962709212214
ridge,65:667306:4269:242346,B4-B8,-2.461785495579221
ridge,65:668204:5102:243244,B4-B8,-0.7744175090141212
ridge,65:669147:5974:244187,B4-B8,-0.7324707487821982
ridge,65:669345:6160:244385,B4-B8,0.39466955148029115
ridge,65:669500:6304:244540,B4-B8,-0.20336084558259415
ridge,65:669969:6739:245009,B4-B8,0.024956151945175975
ridge,65:670593:7322:245633,B4-B8,-0.7842802008573244
ridge,65:670708:7428:245748,B4-B8,-1.0949205289122759
ridge,65:671756:8387:246796,B4-B8,-0.4925549154233977
ridge,65:672239:8844:247279,B4-B8,-0.6995521135219676
ridge,65:672890:9443:247930,B4-B8,-0.9674988758705751
ridge,65:674077:10572:249117,B4-B8,-3.111171563736704
ridge,65:674255:10737:249295,B4-B8,-0.6313930716339939
ridge,65:674617:11075:249657,B4-B8,-0.20745347386362312
ridge,65:674684:11140:249724,B4-B8,-2.9472464043172835
ridge,65:676071:12428:251111,B4-B8,-2.329503011854513
ridge,65:677190:13474:252230,B4-B8,-4.1305896493322365
ridge,65:678223:14427:253263,B4-B8,-0.19143020054121962
ridge,65:678819:14965:253859,B4-B8,-1.0409746489072802
ridge,65:680356:6:255396,B4-B8,-0.4327956019552204
ridge,65:681202:802:256242,B4-B8,-0.17189141248476858
ridge,65:682284:1811:257324,B4-B8,-1.4646597481419406
ridge,65:682664:2163:257704,B4-B8,0.5193216435100965
ridge,65:682740:2234:257780,B4-B8,-1.114924379141243
ridge,65:682871:2356:257911,B4-B8,-1.9035029420120821
ridge,65:683474:2923:258514,B4-B8,-0.9596998507222736
ridge,65:683541:2987:258581,B4-B8,-1.0266292190793749
ridge,65:684986:4332:260026,B4-B8,-2.7408255909562556
ridge,65:685607:4902:260647,B4-B8,-0.608726831120066
ridge,65:685699:4986:260739,B4-B8,0.018049353788221367
ridge,65:686924:6129:261964,B4-B8,1.9444317269979905
ridge,65:686970:6168:262010,B4-B8,-0.42846387453803914
ridge,65:649169:4127:224209,B6-B8,-0.04797785889044803
ridge,65:650188:5110:225228,B6-B8,0.6676198969673237
ridge,65:651341:6223:226381,B6-B8,-0.824739633392916
ridge,65:651631:6497:226671,B6-B8,-2.242963250040397
ridge,65:651940:6301:226980,B6-B8,0.18135244694511954
ridge,65:652313:6632:227353,B6-B8,-1.0256791111418266
ridge,65:652429:6743:227469,B6-B8,-0.15654390067922463
ridge,65:652612:6917:227652,B6-B8,-0.09712130986703471
ridge,65:653933:8154:228973,B6-B8,-0.37553418368335656
ridge,65:654599:8777:229639,B6-B8,1.3260781976286182
ridge,65:655258:9389:230298,B6-B8,-0.3824500228028995
ridge,65:655456:9566:230496,B6-B8,0.3044677895978154
ridge,65:655741:9833:230781,B6-B8,0.21442036706321232
ridge,65:656000:10073:231040,B6-B8,0.06206787033674033
ridge,65:656462:10504:231502,B6-B8,1.4828948490192744
ridge,65:657071:11070:232111,B6-B8,-2.377305365063549
ridge,65:657490:11464:232530,B6-B8,0.492794695483056
ridge,65:657989:11933:233029,B6-B8,-0.34875394369667845
ridge,65:659709:13573:234749,B6-B8,1.1720950589477326
ridge,65:660196:14017:235236,B6-B8,0.22839500226258025
ridge,65:660531:14330:235571,B6-B8,0.8704329703155338
ridge,65:660663:14455:235703,B6-B8,-1.3580332301876439
ridge,65:660707:14496:235747,B6-B8,0.1513130149518318
ridge,65:662155:15837:237195,B6-B8,-0.4604376499342564
ridge,65:662241:15919:237281,B6-B8,-2.1585654709724906
ridge,65:662756:13:237796,B6-B8,0.11670259334700006
ridge,65:663859:1029:238899,B6-B8,-0.2868210539012921
ridge,65:664527:1645:239567,B6-B8,2.4883373649997154
ridge,65:664907:1997:239947,B6-B8,1.105360937334524
ridge,65:665457:2517:240497,B6-B8,1.294471822936302
ridge,65:665509:2565:240549,B6-B8,-0.17902212063060574
ridge,65:665719:2794:240759,B6-B8,-1.9701546153925449
ridge,65:665814:2882:240854,B6-B8,0.8896236292914779
ridge,65:666623:3632:241663,B6-B8,0.3477701811086007
ridge,65:667306:4269:242346,B6-B8,-1.369232680510386
ridge,65:668204:5102:243244,B6-B8,-0.16475707835894582
ridge,65:669147:5974:244187,B6-B8,1.5123863963025954
ridge,65:669345:6160:244385,B6-B8,1.978924540188416
ridge,65:669500:6304:244540,B6-B8,0.7400556360300925
ridge,65:669969:6739:245009,B6-B8,1.5602283681330817
ridge,65:670593:7322:245633,B6-B8,1.5457390047927646
ridge,65:670708:7428:245748,B6-B8,0.5687008862164262
ridge,65:671756:8387:246796,B6-B8,0.8036710070978756
ridge,65:672239:8844:247279,B6-B8,0.8856038324241808
ridge,65:672890:9443:247930,B6-B8,0.9988009264998823
ridge,65:674077:10572:249117,B6-B8,-3.075725539157098
ridge,65:674255:10737:249295,B6-B8,0.9979373459689356
ridge,65:674617:11075:249657,B6-B8,0.05004366323188236
ridge,65:674684:11140:249724,B6-B8,-0.7678585078556779
ridge,65:676071:12428:251111,B6-B8,-2.311353172052236
ridge,65:677190:13474:252230,B6-B8,-0.6072527219018724
ridge,65:678223:14427:253263,B6-B8,0.800467475109528
ridge,65:678819:14965:253859,B6-B8,0.3225697956336404
ridge,65:680356:6:255396,B6-B8,-2.122145991775298
ridge,65:681202:802:256242,B6-B8,1.184713876171422
ridge,65:682284:1811:257324,B6-B8,0.823982441237419
ridge,65:682664:2163:257704,B6-B8,0.5481668293533062
ridge,65:682740:2234:257780,B6-B8,0.5120664206039578
ridge,65:682871:2356:257911,B6-B8,0.14004678829767414
ridge,65:683474:2923:258514,B6-B8,-0.10070820909699307
ridge,65:683541:2987:258581,B6-B8,0.7308398565505243
ridge,65:684986:4332:260026,B6-B8,0.07660179969654024
ridge,65:685607:4902:260647,B6-B8,0.4628300200408333
ridge,65:685699:4986:260739,B6-B8,0.8818715646608695
ridge,65:686924:6129:261964,B6-B8,-2.1513570316899333
ridge,65:686970:6168:262010,B6-B8,0.5727925589844034
gradient_boosted_trees,65:649169:4127:224209,B4-B6,-1.065762508663184
gradient_boosted_trees,65:650188:5110:225228,B4-B6,-0.8359081754977638
gradient_boosted_trees,65:651341:6223:226381,B4-B6,0.6340639113904842
gradient_boosted_trees,65:651631:6497:226671,B4-B6,-0.11020401618654319
gradient_boosted_trees,65:651940:6301:226980,B4-B6,0.5004586153274388
gradient_boosted_trees,65:652313:6632:227353,B4-B6,-0.9126514024278833
gradient_boosted_trees,65:652429:6743:227469,B4-B6,-1.3998045330493483
gradient_boosted_trees,65:652612:6917:227652,B4-B6,0.5369263090792629
gradient_boosted_trees,65:653933:8154:228973,B4-B6,-0.7368493953414088
gradient_boosted_trees,65:654599:8777:229639,B4-B6,-1.3463925414453186
gradient_boosted_trees,65:655258:9389:230298,B4-B6,-1.3284873456794912
gradient_boosted_trees,65:655456:9566:230496,B4-B6,-2.623512496610388
gradient_boosted_trees,65:655741:9833:230781,B4-B6,-2.1690999494234546
gradient_boosted_trees,65:656000:10073:231040,B4-B6,0.24253963730500772
gradient_boosted_trees,65:656462:10504:231502,B4-B6,-1.0422627677341438
gradient_boosted_trees,65:657071:11070:232111,B4-B6,-0.8057822625078614
gradient_boosted_trees,65:657490:11464:232530,B4-B6,-0.9616392140507131
gradient_boosted_trees,65:657989:11933:233029,B4-B6,-2.1616218125891535
gradient_boosted_trees,65:659709:13573:234749,B4-B6,-4.044826703867905
gradient_boosted_trees,65:660196:14017:235236,B4-B6,-1.0833934296097283
gradient_boosted_trees,65:660531:14330:235571,B4-B6,-1.7374251857712437
gradient_boosted_trees,65:660663:14455:235703,B4-B6,0.687460500085507
gradient_boosted_trees,65:660707:14496:235747,B4-B6,0.9578796933694917
gradient_boosted_trees,65:662155:15837:237195,B4-B6,-0.8038615532690372
gradient_boosted_trees,65:662241:15919:237281,B4-B6,0.7089781637048844
gradient_boosted_trees,65:662756:13:237796,B4-B6,-0.13517467992434717
gradient_boosted_trees,65:663859:1029:238899,B4-B6,-2.54996881533674
gradient_boosted_trees,65:664527:1645:239567,B4-B6,-2.052203509583805
gradient_boosted_trees,65:664907:1997:239947,B4-B6,0.2344028498523727
gradient_boosted_trees,65:665457:2517:240497,B4-B6,-0.7998304084369678
gradient_boosted_trees,65:665509:2565:240549,B4-B6,-0.5234088602035172
gradient_boosted_trees,65:665719:2794:240759,B4-B6,-1.613384574964826
gradient_boosted_trees,65:665814:2882:240854,B4-B6,-3.0116241644312822
gradient_boosted_trees,65:666623:3632:241663,B4-B6,-1.8488806505517914
gradient_boosted_trees,65:667306:4269:242346,B4-B6,-0.40301692816863266
gradient_boosted_trees,65:668204:5102:243244,B4-B6,-1.1307660956773162
gradient_boosted_trees,65:669147:5974:244187,B4-B6,-2.3667020866068142
gradient_boosted_trees,65:669345:6160:244385,B4-B6,-0.6559447908376939
gradient_boosted_trees,65:669500:6304:244540,B4-B6,-1.2511567570219384
gradient_boosted_trees,65:669969:6739:245009,B4-B6,-1.0684398430563675
gradient_boosted_trees,65:670593:7322:245633,B4-B6,-2.2625151991158816
gradient_boosted_trees,65:670708:7428:245748,B4-B6,-1.0247580496707798
gradient_boosted_trees,65:671756:8387:246796,B4-B6,-1.1091619920081826
gradient_boosted_trees,65:672239:8844:247279,B4-B6,-0.7320198278019561
gradient_boosted_trees,65:672890:9443:247930,B4-B6,-1.0318217190207264
gradient_boosted_trees,65:674077:10572:249117,B4-B6,0.0483572144180755
gradient_boosted_trees,65:674255:10737:249295,B4-B6,-2.118053810952553
gradient_boosted_trees,65:674617:11075:249657,B4-B6,-0.017687584995705663
gradient_boosted_trees,65:674684:11140:249724,B4-B6,-1.1545443400510251
gradient_boosted_trees,65:676071:12428:251111,B4-B6,-0.16510117377848843
gradient_boosted_trees,65:677190:13474:252230,B4-B6,-2.990164291489073
gradient_boosted_trees,65:678223:14427:253263,B4-B6,0.754065236126408
gradient_boosted_trees,65:678819:14965:253859,B4-B6,-1.1063693486901087
gradient_boosted_trees,65:680356:6:255396,B4-B6,1.1788766149556764
gradient_boosted_trees,65:681202:802:256242,B4-B6,-1.055578482077287
gradient_boosted_trees,65:682284:1811:257324,B4-B6,-1.0409527427073186
gradient_boosted_trees,65:682664:2163:257704,B4-B6,-0.6795926779279853
gradient_boosted_trees,65:682740:2234:257780,B4-B6,-1.1494533269510612
gradient_boosted_trees,65:682871:2356:257911,B4-B6,-1.5407597170039153
gradient_boosted_trees,65:683474:2923:258514,B4-B6,-0.9258068854202861
gradient_boosted_trees,65:683541:2987:258581,B4-B6,-1.260008940257464
gradient_boosted_trees,65:684986:4332:260026,B4-B6,-2.9254177063532296
gradient_boosted_trees,65:685607:4902:260647,B4-B6,-0.4834031950446942
gradient_boosted_trees,65:685699:4986:260739,B4-B6,-1.4155211088234196
gradient_boosted_trees,65:686924:6129:261964,B4-B6,3.7602614211665184
gradient_boosted_trees,65:686970:6168:262010,B4-B6,-0.6977579096039506
gradient_boosted_trees,65:649169:4127:224209,B4-B8,-0.6922812552600845
gradient_boosted_trees,65:650188:5110:225228,B4-B8,0.4407726560030767
gradient_boosted_trees,65:651341:6223:226381,B4-B8,-0.031748384945935015
gradient_boosted_trees,65:651631:6497:226671,B4-B8,-2.8089215599741024
gradient_boosted_trees,65:651940:6301:226980,B4-B8,0.6181931585355471
gradient_boosted_trees,65:652313:6632:227353,B4-B8,-2.386795541713994
gradient_boosted_trees,65:652429:6743:227469,B4-B8,-1.2214566167490375
gradient_boosted_trees,65:652612:6917:227652,B4-B8,1.3889112984957563
gradient_boosted_trees,65:653933:8154:228973,B4-B8,-0.4698038617052731
gradient_boosted_trees,65:654599:8777:229639,B4-B8,-0.08793402571664899
gradient_boosted_trees,65:655258:9389:230298,B4-B8,-1.1791269983211592
gradient_boosted_trees,65:655456:9566:230496,B4-B8,-1.4988569295762133
gradient_boosted_trees,65:655741:9833:230781,B4-B8,-1.212066144268917
gradient_boosted_trees,65:656000:10073:231040,B4-B8,0.39822923484770456
gradient_boosted_trees,65:656462:10504:231502,B4-B8,-0.7522082573455009
gradient_boosted_trees,65:657071:11070:232111,B4-B8,-2.6967100396720554
gradient_boosted_trees,65:657490:11464:232530,B4-B8,-2.4087728148658982
gradient_boosted_trees,65:657989:11933:233029,B4-B8,-2.6207912085695497
gradient_boosted_trees,65:659709:13573:234749,B4-B8,-2.581438879128484
gradient_boosted_trees,65:660196:14017:235236,B4-B8,-0.44981825051477387
gradient_boosted_trees,65:660531:14330:235571,B4-B8,-1.169450075550884
gradient_boosted_trees,65:660663:14455:235703,B4-B8,-0.30696163564354606
gradient_boosted_trees,65:660707:14496:235747,B4-B8,2.04886193517261
gradient_boosted_trees,65:662155:15837:237195,B4-B8,-1.2405839285482827
gradient_boosted_trees,65:662241:15919:237281,B4-B8,-1.9722272488094106
gradient_boosted_trees,65:662756:13:237796,B4-B8,0.09314734346686748
gradient_boosted_trees,65:663859:1029:238899,B4-B8,-2.0339151848178716
gradient_boosted_trees,65:664527:1645:239567,B4-B8,-0.34781948085133507
gradient_boosted_trees,65:664907:1997:239947,B4-B8,-0.30207366562954974
gradient_boosted_trees,65:665457:2517:240497,B4-B8,-0.3448950589505344
gradient_boosted_trees,65:665509:2565:240549,B4-B8,1.706543442181271
gradient_boosted_trees,65:665719:2794:240759,B4-B8,-3.0430432992240384
gradient_boosted_trees,65:665814:2882:240854,B4-B8,-2.5696979239143616
gradient_boosted_trees,65:666623:3632:241663,B4-B8,-2.3607986934607936
gradient_boosted_trees,65:667306:4269:242346,B4-B8,-2.410269972203153
gradient_boosted_trees,65:668204:5102:243244,B4-B8,-0.5358580393162455
gradient_boosted_trees,65:669147:5974:244187,B4-B8,-1.2298675528888907
gradient_boosted_trees,65:669345:6160:244385,B4-B8,-0.23330490775774138
gradient_boosted_trees,65:669500:6304:244540,B4-B8,-1.3922488696161963
gradient_boosted_trees,65:669969:6739:245009,B4-B8,-0.14245286509776633
gradient_boosted_trees,65:670593:7322:245633,B4-B8,-0.9590612590921808
gradient_boosted_trees,65:670708:7428:245748,B4-B8,-1.2556643166362988
gradient_boosted_trees,65:671756:8387:246796,B4-B8,-0.9495243284470263
gradient_boosted_trees,65:672239:8844:247279,B4-B8,-1.2871833016871648
gradient_boosted_trees,65:672890:9443:247930,B4-B8,-1.7204733027763979
gradient_boosted_trees,65:674077:10572:249117,B4-B8,-2.583561344068734
gradient_boosted_trees,65:674255:10737:249295,B4-B8,-0.4927657238891925
gradient_boosted_trees,65:674617:11075:249657,B4-B8,-0.25607853230967237
gradient_boosted_trees,65:674684:11140:249724,B4-B8,-2.5802055681468943
gradient_boosted_trees,65:676071:12428:251111,B4-B8,-1.8736751142339116
gradient_boosted_trees,65:677190:13474:252230,B4-B8,-3.672893249609544
gradient_boosted_trees,65:678223:14427:253263,B4-B8,-0.4842875557516493
gradient_boosted_trees,65:678819:14965:253859,B4-B8,-0.8452389946417114
gradient_boosted_trees,65:680356:6:255396,B4-B8,-0.23848190570578964
gradient_boosted_trees,65:681202:802:256242,B4-B8,-0.7959179064177277
gradient_boosted_trees,65:682284:1811:257324,B4-B8,-1.2931374318674642
gradient_boosted_trees,65:682664:2163:257704,B4-B8,-0.23092569980656208
gradient_boosted_trees,65:682740:2234:257780,B4-B8,1.704793256277398
gradient_boosted_trees,65:682871:2356:257911,B4-B8,-1.1439771880679146
gradient_boosted_trees,65:683474:2923:258514,B4-B8,-0.6226688184448506
gradient_boosted_trees,65:683541:2987:258581,B4-B8,-1.489768143084163
gradient_boosted_trees,65:684986:4332:260026,B4-B8,-3.4486059437470615
gradient_boosted_trees,65:685607:4902:260647,B4-B8,-0.4228288383234613
gradient_boosted_trees,65:685699:4986:260739,B4-B8,-0.5473628959229728
gradient_boosted_trees,65:686924:6129:261964,B4-B8,1.7195849290872047
gradient_boosted_trees,65:686970:6168:262010,B4-B8,0.23717539521435071
gradient_boosted_trees,65:649169:4127:224209,B6-B8,0.37348125340309934
gradient_boosted_trees,65:650188:5110:225228,B6-B8,1.2766808315008404
gradient_boosted_trees,65:651341:6223:226381,B6-B8,-0.6658122963364193
gradient_boosted_trees,65:651631:6497:226671,B6-B8,-2.6987175437875592
gradient_boosted_trees,65:651940:6301:226980,B6-B8,0.11773454320810828
gradient_boosted_trees,65:652313:6632:227353,B6-B8,-1.4741441392861105
gradient_boosted_trees,65:652429:6743:227469,B6-B8,0.17834791630031077
gradient_boosted_trees,65:652612:6917:227652,B6-B8,0.8519849894164935
gradient_boosted_trees,65:653933:8154:228973,B6-B8,0.2670455336361357
gradient_boosted_trees,65:654599:8777:229639,B6-B8,1.2584585157286696
gradient_boosted_trees,65:655258:9389:230298,B6-B8,0.14936034735833204
gradient_boosted_trees,65:655456:9566:230496,B6-B8,1.124655567034175
gradient_boosted_trees,65:655741:9833:230781,B6-B8,0.9570338051545377
gradient_boosted_trees,65:656000:10073:231040,B6-B8,0.15568959754269684
gradient_boosted_trees,65:656462:10504:231502,B6-B8,0.29005451038864294
gradient_boosted_trees,65:657071:11070:232111,B6-B8,-1.890927777164194
gradient_boosted_trees,65:657490:11464:232530,B6-B8,-1.4471336008151852
gradient_boosted_trees,65:657989:11933:233029,B6-B8,-0.4591693959803962
gradient_boosted_trees,65:659709:13573:234749,B6-B8,1.4633878247394208
gradient_boosted_trees,65:660196:14017:235236,B6-B8,0.6335751790949544
gradient_boosted_trees,65:660531:14330:235571,B6-B8,0.5679751102203596
gradient_boosted_trees,65:660663:14455:235703,B6-B8,-0.994422135729053
gradient_boosted_trees,65:660707:14496:235747,B6-B8,1.0909822418031183
gradient_boosted_trees,65:662155:15837:237195,B6-B8,-0.4367223752792455
gradient_boosted_trees,65:662241:15919:237281,B6-B8,-2.681205412514295
gradient_boosted_trees,65:662756:13:237796,B6-B8,0.22832202339121466
gradient_boosted_trees,65:663859:1029:238899,B6-B8,0.5160536305188685
gradient_boosted_trees,65:664527:1645:239567,B6-B8,1.7043840287324699
gradient_boosted_trees,65:664907:1997:239947,B6-B8,-0.5364765154819224
gradient_boosted_trees,65:665457:2517:240497,B6-B8,0.45493534948643344
gradient_boosted_trees,65:665509:2565:240549,B6-B8,2.2299523023847883
gradient_boosted_trees,65:665719:2794:240759,B6-B8,-1.4296587242592125
gradient_boosted_trees,65:665814:2882:240854,B6-B8,0.44192624051692064
gradient_boosted_trees,65:666623:3632:241663,B6-B8,-0.5119180429090022
gradient_boosted_trees,65:667306:4269:242346,B6-B8,-2.0072530440345204
gradient_boosted_trees,65:668204:5102:243244,B6-B8,0.5949080563610707
gradient_boosted_trees,65:669147:5974:244187,B6-B8,1.1368345337179235
gradient_boosted_trees,65:669345:6160:244385,B6-B8,0.4226398830799525
gradient_boosted_trees,65:669500:6304:244540,B6-B8,-0.1410921125942579
gradient_boosted_trees,65:669969:6739:245009,B6-B8,0.9259869779586012
gradient_boosted_trees,65:670593:7322:245633,B6-B8,1.3034539400237009
gradient_boosted_trees,65:670708:7428:245748,B6-B8,-0.23090626696551908
gradient_boosted_trees,65:671756:8387:246796,B6-B8,0.15963766356115627
gradient_boosted_trees,65:672239:8844:247279,B6-B8,-0.5551634738852087
gradient_boosted_trees,65:672890:9443:247930,B6-B8,-0.6886515837556715
gradient_boosted_trees,65:674077:10572:249117,B6-B8,-2.6319185584868094
gradient_boosted_trees,65:674255:10737:249295,B6-B8,1.6252880870633604
gradient_boosted_trees,65:674617:11075:249657,B6-B8,-0.2383909473139667
gradient_boosted_trees,65:674684:11140:249724,B6-B8,-1.4256612280958691
gradient_boosted_trees,65:676071:12428:251111,B6-B8,-1.7085739404554232
gradient_boosted_trees,65:677190:13474:252230,B6-B8,-0.682728958120471
gradient_boosted_trees,65:678223:14427:253263,B6-B8,-1.2383527918780572
gradient_boosted_trees,65:678819:14965:253859,B6-B8,0.26113035404839735
gradient_boosted_trees,65:680356:6:255396,B6-B8,-1.417358520661466
gradient_boosted_trees,65:681202:802:256242,B6-B8,0.25966057565955936
gradient_boosted_trees,65:682284:1811:257324,B6-B8,-0.2521846891601456
gradient_boosted_trees,65:682664:2163:257704,B6-B8,0.4486669781214232
gradient_boosted_trees,65:682740:2234:257780,B6-B8,2.854246583228459
gradient_boosted_trees,65:682871:2356:257911,B6-B8,0.39678252893600074
gradient_boosted_trees,65:683474:2923:258514,B6-B8,0.30313806697543555
gradient_boosted_trees,65:683541:2987:258581,B6-B8,-0.22975920282669904
gradient_boosted_trees,65:684986:4332:260026,B6-B8,-0.5231882373938319
gradient_boosted_trees,65:685607:4902:260647,B6-B8,0.0605743567212329
gradient_boosted_trees,65:685699:4986:260739,B6-B8,0.8681582129004468
