method,metric,sigma68_ns,ci_low,ci_high,delta_vs_baseline_ns,delta_ci_low,delta_ci_high,bias_ns,full_rms_ns,tail_frac_abs_gt5ns,n_events,n_pair_residuals
cnn_waveform,heldout_pairwise_sigma68_ns,1.073261990624686,0.8347363180425076,1.319553703675268,-0.42137808564499,-0.6209832327605664,-0.16884612706409913,0.30245123489790504,1.3349940301407832,0.005050505050505051,66,198
mlp_waveform,heldout_pairwise_sigma68_ns,1.2641825827864392,1.0364083891022535,1.4749409783617895,-0.23045749348323685,-0.4732911780574954,0.054931565940433205,-0.7782805989260984,1.2753761705995577,0.0,66,198
gradient_boosted_trees,heldout_pairwise_sigma68_ns,1.270434682072226,0.9757387954420857,1.4779244725721792,-0.22420539419745,-0.5191708121212685,0.0454393883780418,-0.642144180646513,1.274634663080264,0.0,66,198
physics_residual_net,heldout_pairwise_sigma68_ns,1.3827634107792386,1.1473920912907793,1.636363261765691,-0.11187666549043751,-0.39023357818033994,0.2021639478700098,-0.6389985424475595,1.3534173229142978,0.0,66,198
ridge,heldout_pairwise_sigma68_ns,1.4589265711392723,1.1935954087008036,1.6285567800226506,-0.03571350513040383,-0.3264301471845346,0.2218819104983941,-0.7721913128433313,1.4143285975650617,0.0,66,198
analytic_polynomial_timewalk,heldout_pairwise_sigma68_ns,1.494640076269676,1.2973266261688483,1.668425735696352,0.0,0.0,0.0,1.030346961959167,1.6991283591200679,0.005050505050505051,66,198
template_phase_base,heldout_pairwise_sigma68_ns,2.889152765080617,2.6391527650806132,3.277183911488386,1.3945126888109407,1.0798352008978205,1.7915780917820534,-2.8465493701241686,2.576694889725475,0.050505050505050504,66,198
