run,event_index,eventno,evt,group,depth_idx,multiplicity
31,1024,392414,5864,sample_i_calib,0,1
31,1032,392422,5871,sample_i_calib,0,1
31,1033,392423,5872,sample_i_calib,1,2
31,1035,392425,5873,sample_i_calib,0,1
31,1036,392426,5874,sample_i_calib,0,1
31,1041,392431,5879,sample_i_calib,0,1
31,1045,392435,5883,sample_i_calib,0,1
31,1050,392440,5888,sample_i_calib,0,1
31,1052,392442,5890,sample_i_calib,0,1
31,1055,392445,5893,sample_i_calib,0,1
31,1057,392447,5894,sample_i_calib,0,1
31,1058,392448,5894,sample_i_calib,0,1
31,1059,392449,5895,sample_i_calib,0,1
31,1062,392452,5898,sample_i_calib,0,1
31,1063,392453,5899,sample_i_calib,0,1
31,1065,392455,5901,sample_i_calib,0,1
31,1066,392456,5902,sample_i_calib,0,1
31,1071,392461,5906,sample_i_calib,0,1
31,1072,392462,5907,sample_i_calib,0,1
31,1074,392464,5909,sample_i_calib,0,1
31,1077,392467,5912,sample_i_calib,0,1
31,1078,392468,5913,sample_i_calib,0,1
31,1079,392469,5914,sample_i_calib,0,1
31,1080,392470,5915,sample_i_calib,0,1
31,1082,392472,5917,sample_i_calib,0,1
31,1083,392473,5918,sample_i_calib,0,1
31,1084,392474,5919,sample_i_calib,0,1
31,1087,392477,5922,sample_i_calib,0,1
31,1088,392478,5923,sample_i_calib,0,1
31,1091,392481,5925,sample_i_calib,0,1
31,1092,392482,5926,sample_i_calib,0,1
31,1094,392484,5928,sample_i_calib,0,1
31,1095,392485,5929,sample_i_calib,0,1
31,1097,392487,5931,sample_i_calib,0,1
31,1099,392489,5933,sample_i_calib,0,1
31,1100,392490,5934,sample_i_calib,0,1
31,1101,392491,5935,sample_i_calib,0,1
31,1104,392494,5938,sample_i_calib,0,1
31,1105,392495,5939,sample_i_calib,0,1
31,1106,392496,5940,sample_i_calib,0,1
31,1107,392497,5940,sample_i_calib,0,1
31,1109,392499,5942,sample_i_calib,0,1
31,1112,392502,5945,sample_i_calib,0,1
31,1114,392504,5947,sample_i_calib,0,1
31,1115,392505,5948,sample_i_calib,0,1
31,1121,392511,5954,sample_i_calib,0,1
31,1123,392513,5956,sample_i_calib,0,1
31,1124,392514,5957,sample_i_calib,0,1
31,1125,392515,5958,sample_i_calib,0,1
31,1133,392523,5965,sample_i_calib,0,1
31,1134,392524,5966,sample_i_calib,0,1
31,1138,392528,5970,sample_i_calib,0,1
31,1141,392531,5973,sample_i_calib,0,1
31,1142,392532,5974,sample_i_calib,0,1
31,1143,392533,5974,sample_i_calib,0,1
31,1144,392534,5975,sample_i_calib,0,1
31,1146,392536,5975,sample_i_calib,0,1
31,1147,392537,5976,sample_i_calib,0,1
31,1150,392540,5979,sample_i_calib,0,1
31,1151,392541,5980,sample_i_calib,0,1
31,1159,392549,5988,sample_i_calib,0,1
31,1162,392552,5990,sample_i_calib,0,1
31,1163,392553,5991,sample_i_calib,0,1
31,1164,392554,5992,sample_i_calib,0,1
31,1165,392555,5993,sample_i_calib,0,1
31,1166,392556,5994,sample_i_calib,0,1
31,1168,392558,5996,sample_i_calib,0,1
31,1169,392559,5997,sample_i_calib,0,1
31,1170,392560,5998,sample_i_calib,0,1
31,1172,392562,6000,sample_i_calib,0,1
31,1173,392563,6001,sample_i_calib,0,1
31,1178,392568,6005,sample_i_calib,0,1
31,1192,392582,6018,sample_i_calib,0,1
31,1196,392586,6022,sample_i_calib,0,1
31,1200,392590,6026,sample_i_calib,0,1
31,1202,392592,6028,sample_i_calib,0,1
31,1204,392594,6030,sample_i_calib,0,1
31,1206,392596,6032,sample_i_calib,0,1
31,1207,392597,6033,sample_i_calib,0,1
31,1209,392599,6035,sample_i_calib,0,1
31,1213,392603,6039,sample_i_calib,0,1
31,1221,392611,6045,sample_i_calib,0,1
31,1224,392614,6047,sample_i_calib,0,1
31,1227,392617,6050,sample_i_calib,0,1
31,1228,392618,6051,sample_i_calib,0,1
31,1232,392622,6055,sample_i_calib,0,1
31,1234,392624,6057,sample_i_calib,0,1
31,1235,392625,6058,sample_i_calib,0,1
31,1238,392628,6061,sample_i_calib,0,1
31,1242,392632,6065,sample_i_calib,0,1
31,1244,392634,6067,sample_i_calib,0,1
31,1247,392637,6070,sample_i_calib,0,1
31,1253,392643,6076,sample_i_calib,0,1
31,1254,392644,6077,sample_i_calib,0,1
31,1258,392648,6080,sample_i_calib,0,1
31,1259,392649,6081,sample_i_calib,0,1
31,1260,392650,6082,sample_i_calib,0,1
31,1261,392651,6083,sample_i_calib,0,1
31,1265,392655,6086,sample_i_calib,0,1
31,1266,392656,6087,sample_i_calib,0,1
31,1267,392657,6088,sample_i_calib,0,1
31,1268,392658,6088,sample_i_calib,0,1
31,1269,392659,6089,sample_i_calib,0,1
31,1270,392660,6090,sample_i_calib,0,1
31,1271,392661,6091,sample_i_calib,0,1
31,1278,392668,6098,sample_i_calib,1,2
31,1280,392670,6100,sample_i_calib,0,1
31,1283,392673,6103,sample_i_calib,0,1
31,1284,392674,6104,sample_i_calib,0,1
31,1285,392675,6105,sample_i_calib,0,1
31,1286,392676,6106,sample_i_calib,0,1
31,1290,392680,6110,sample_i_calib,0,1
31,1293,392683,6112,sample_i_calib,0,1
31,1294,392684,6113,sample_i_calib,1,2
31,1295,392685,6114,sample_i_calib,0,1
31,1298,392688,6117,sample_i_calib,0,1
31,1299,392689,6118,sample_i_calib,0,1
31,1304,392694,6123,sample_i_calib,0,1
31,1305,392695,6124,sample_i_calib,0,1
31,1306,392696,6125,sample_i_calib,0,1
31,1307,392697,6126,sample_i_calib,0,1
31,1309,392699,6128,sample_i_calib,0,1
31,1310,392700,6129,sample_i_calib,0,1
31,1312,392702,6131,sample_i_calib,0,1
31,1314,392704,6133,sample_i_calib,0,1
31,1317,392707,6136,sample_i_calib,0,1
31,1319,392709,6138,sample_i_calib,0,1
31,1320,392710,6139,sample_i_calib,0,1
31,1322,392712,6141,sample_i_calib,0,1
31,1323,392713,6142,sample_i_calib,0,1
31,1324,392714,6143,sample_i_calib,0,1
31,1325,392715,6144,sample_i_calib,0,1
31,1326,392716,6145,sample_i_calib,0,1
31,1327,392717,6146,sample_i_calib,0,1
31,1328,392718,6147,sample_i_calib,0,1
31,1330,392720,6148,sample_i_calib,0,1
31,1331,392721,6149,sample_i_calib,0,1
31,1332,392722,6150,sample_i_calib,0,1
31,1334,392724,6152,sample_i_calib,0,1
31,1340,392730,6157,sample_i_calib,0,1
31,1341,392731,6158,sample_i_calib,0,1
31,1342,392732,6159,sample_i_calib,0,1
31,1348,392738,6165,sample_i_calib,0,1
31,1352,392742,6169,sample_i_calib,0,1
31,1358,392748,6174,sample_i_calib,0,1
31,1360,392750,6175,sample_i_calib,0,1
31,1362,392752,6177,sample_i_calib,0,1
31,1363,392753,6178,sample_i_calib,0,1
31,1366,392756,6181,sample_i_calib,0,1
31,1367,392757,6182,sample_i_calib,1,2
31,1369,392759,6184,sample_i_calib,0,1
31,1372,392762,6187,sample_i_calib,0,1
31,1373,392763,6188,sample_i_calib,0,1
31,1374,392764,6189,sample_i_calib,0,1
31,1378,392768,6193,sample_i_calib,0,1
31,1382,392772,6197,sample_i_calib,0,1
31,1384,392774,6199,sample_i_calib,0,1
31,1385,392775,6199,sample_i_calib,0,1
31,1387,392777,6201,sample_i_calib,0,1
31,1389,392779,6203,sample_i_calib,0,1
31,1393,392783,6206,sample_i_calib,0,1
31,1394,392784,6207,sample_i_calib,0,1
31,1395,392785,6208,sample_i_calib,0,1
31,1396,392786,6208,sample_i_calib,0,1
31,1402,392792,6214,sample_i_calib,0,1
31,1403,392793,6215,sample_i_calib,0,1
31,1404,392794,6216,sample_i_calib,0,1
31,1406,392796,6218,sample_i_calib,0,1
31,1407,392797,6218,sample_i_calib,3,4
31,1408,392798,6219,sample_i_calib,0,1
31,1411,392801,6222,sample_i_calib,0,1
31,1412,392802,6223,sample_i_calib,0,1
31,1413,392803,6224,sample_i_calib,0,1
31,1414,392804,6224,sample_i_calib,0,1
31,1415,392805,6225,sample_i_calib,0,1
31,1417,392807,6227,sample_i_calib,0,1
31,1419,392809,6229,sample_i_calib,0,1
31,1426,392816,6236,sample_i_calib,0,1
31,1428,392818,6238,sample_i_calib,1,2
31,1429,392819,6239,sample_i_calib,0,1
31,1433,392823,6243,sample_i_calib,0,1
31,1434,392824,6244,sample_i_calib,0,1
31,1435,392825,6245,sample_i_calib,0,1
31,1441,392831,6256,sample_i_calib,0,1
31,1444,392834,6259,sample_i_calib,0,1
31,1448,392838,6263,sample_i_calib,0,1
31,1450,392840,6265,sample_i_calib,0,1
31,1453,392843,6268,sample_i_calib,0,1
31,1455,392845,6270,sample_i_calib,0,1
31,1456,392846,6271,sample_i_calib,0,1
31,1457,392847,6272,sample_i_calib,3,4
31,1459,392849,6274,sample_i_calib,0,1
31,1461,392851,6276,sample_i_calib,0,1
31,1464,392854,6279,sample_i_calib,0,1
31,1469,392859,6284,sample_i_calib,0,1
31,1475,392865,6290,sample_i_calib,0,1
31,1476,392866,6291,sample_i_calib,0,1
31,1479,392869,6294,sample_i_calib,0,1
31,1482,392872,6297,sample_i_calib,0,1
31,1483,392873,6297,sample_i_calib,0,1
31,1487,392877,6301,sample_i_calib,0,1
31,1491,392881,6305,sample_i_calib,0,1
31,1492,392882,6306,sample_i_calib,0,1
31,1493,392883,6307,sample_i_calib,0,1
31,1496,392886,6310,sample_i_calib,0,1
31,1498,392888,6311,sample_i_calib,0,1
31,1499,392889,6312,sample_i_calib,0,1
31,1501,392891,6314,sample_i_calib,0,1
31,1504,392894,6317,sample_i_calib,0,1
31,1505,392895,6318,sample_i_calib,0,1
31,1507,392897,6320,sample_i_calib,0,1
31,1508,392898,6321,sample_i_calib,0,1
31,1510,392900,6323,sample_i_calib,0,1
31,1515,392905,6328,sample_i_calib,0,1
31,1517,392907,6330,sample_i_calib,0,1
31,1519,392909,6332,sample_i_calib,0,1
31,1526,392916,6339,sample_i_calib,0,1
31,1533,392923,6346,sample_i_calib,0,1
31,1536,392926,6349,sample_i_calib,0,1
31,1538,392928,6351,sample_i_calib,0,1
31,1539,392929,6352,sample_i_calib,0,1
31,1543,392933,6356,sample_i_calib,0,1
31,1545,392935,6358,sample_i_calib,0,1
31,1550,392940,6363,sample_i_calib,1,2
31,1553,392943,6366,sample_i_calib,0,1
31,1554,392944,6367,sample_i_calib,0,1
31,1556,392946,6369,sample_i_calib,0,1
31,1557,392947,6370,sample_i_calib,0,1
31,1558,392948,6371,sample_i_calib,0,1
31,1562,392952,6375,sample_i_calib,0,1
31,1566,392956,6379,sample_i_calib,1,2
31,1567,392957,6380,sample_i_calib,0,1
31,1569,392959,6382,sample_i_calib,0,1
31,1570,392960,6383,sample_i_calib,0,1
31,1571,392961,6383,sample_i_calib,0,1
31,1572,392962,6384,sample_i_calib,0,1
31,1575,392965,6387,sample_i_calib,0,1
31,1577,392967,6389,sample_i_calib,0,1
31,1579,392969,6391,sample_i_calib,2,3
31,1580,392970,6391,sample_i_calib,0,1
31,1584,392974,6394,sample_i_calib,0,1
31,1586,392976,6398,sample_i_calib,0,1
31,1588,392978,6400,sample_i_calib,0,1
31,1591,392981,6402,sample_i_calib,0,1
31,1592,392982,6403,sample_i_calib,0,1
31,1593,392983,6404,sample_i_calib,0,1
31,1594,392984,6405,sample_i_calib,0,1
31,1595,392985,6406,sample_i_calib,0,1
31,1596,392986,6407,sample_i_calib,0,1
31,1600,392990,6411,sample_i_calib,0,1
31,1601,392991,6412,sample_i_calib,0,1
31,1604,392994,6415,sample_i_calib,0,1
31,1605,392995,6416,sample_i_calib,0,1
31,1606,392996,6416,sample_i_calib,1,2
31,1607,392997,6417,sample_i_calib,0,1
31,1609,392999,6418,sample_i_calib,0,1
31,1610,393000,6419,sample_i_calib,0,1
31,1614,393004,6422,sample_i_calib,0,1
31,1619,393009,6427,sample_i_calib,0,1
31,1623,393013,6431,sample_i_calib,0,1
31,1626,393016,6434,sample_i_calib,0,1
31,1629,393019,6437,sample_i_calib,0,1
31,1633,393023,6441,sample_i_calib,0,1
31,1641,393031,6449,sample_i_calib,0,1
31,1642,393032,6449,sample_i_calib,0,1
31,1647,393037,6454,sample_i_calib,0,1
31,1649,393039,6456,sample_i_calib,0,1
31,1650,393040,6457,sample_i_calib,0,1
31,1651,393041,6457,sample_i_calib,0,1
31,1653,393043,6459,sample_i_calib,0,1
31,1656,393046,6461,sample_i_calib,0,1
31,1660,393050,6464,sample_i_calib,0,1
31,1666,393056,6470,sample_i_calib,0,1
31,1667,393057,6471,sample_i_calib,0,1
31,1669,393059,6472,sample_i_calib,0,1
31,1671,393061,6474,sample_i_calib,0,1
31,1672,393062,6475,sample_i_calib,0,1
31,1673,393063,6476,sample_i_calib,0,1
31,1675,393065,6478,sample_i_calib,0,1
31,1679,393069,6481,sample_i_calib,0,1
31,1681,393071,6483,sample_i_calib,0,1
31,1683,393073,6485,sample_i_calib,0,1
31,1685,393075,6487,sample_i_calib,0,1
31,1687,393077,6488,sample_i_calib,0,1
31,1693,393083,6494,sample_i_calib,0,1
31,1695,393085,6496,sample_i_calib,0,1
31,1698,393088,6499,sample_i_calib,0,1
31,1699,393089,6500,sample_i_calib,0,1
31,1701,393091,6501,sample_i_calib,0,1
31,1705,393095,6505,sample_i_calib,0,1
31,1707,393097,6507,sample_i_calib,0,1
31,1708,393098,6508,sample_i_calib,0,1
31,1709,393099,6509,sample_i_calib,0,1
31,1711,393101,6511,sample_i_calib,0,1
31,1712,393102,6512,sample_i_calib,0,1
31,1716,393106,6516,sample_i_calib,0,1
31,1718,393108,6518,sample_i_calib,0,1
31,1719,393109,6519,sample_i_calib,0,1
31,1723,393113,6523,sample_i_calib,0,1
31,1726,393116,6526,sample_i_calib,0,1
31,1727,393117,6527,sample_i_calib,0,1
31,1728,393118,6528,sample_i_calib,0,1
31,1729,393119,6529,sample_i_calib,0,1
31,1730,393120,6530,sample_i_calib,0,1
31,1732,393122,6532,sample_i_calib,0,1
31,1734,393124,6534,sample_i_calib,0,1
31,1737,393127,6536,sample_i_calib,0,1
31,1738,393128,6537,sample_i_calib,0,1
31,1741,393131,6540,sample_i_calib,0,1
31,1742,393132,6541,sample_i_calib,0,1
31,1747,393137,6544,sample_i_calib,0,1
31,1749,393139,6546,sample_i_calib,0,1
31,1754,393144,6551,sample_i_calib,0,1
31,1756,393146,6553,sample_i_calib,0,1
31,1757,393147,6554,sample_i_calib,0,1
31,1760,393150,6557,sample_i_calib,1,2
31,1763,393153,6560,sample_i_calib,0,1
31,1764,393154,6560,sample_i_calib,0,1
31,1765,393155,6561,sample_i_calib,0,1
31,1767,393157,6563,sample_i_calib,0,1
31,1769,393159,6565,sample_i_calib,0,1
31,1771,393161,6565,sample_i_calib,0,1
31,1772,393162,6566,sample_i_calib,0,1
31,1775,393165,6569,sample_i_calib,1,2
31,1776,393166,6570,sample_i_calib,0,1
31,1777,393167,6571,sample_i_calib,0,1
31,1778,393168,6572,sample_i_calib,0,1
31,1779,393169,6573,sample_i_calib,0,1
31,1784,393174,6576,sample_i_calib,0,1
31,1787,393177,6579,sample_i_calib,0,1
31,1788,393178,6579,sample_i_calib,0,1
31,1790,393180,6581,sample_i_calib,0,1
31,1791,393181,6582,sample_i_calib,0,1
31,1795,393185,6584,sample_i_calib,0,1
31,1796,393186,6585,sample_i_calib,0,1
31,1798,393188,6587,sample_i_calib,0,1
31,1802,393192,6591,sample_i_calib,0,1
31,1803,393193,6592,sample_i_calib,0,1
31,1804,393194,6593,sample_i_calib,0,1
31,1809,393199,6598,sample_i_calib,0,1
31,1810,393200,6599,sample_i_calib,0,1
31,1811,393201,6600,sample_i_calib,1,2
31,1814,393204,6603,sample_i_calib,0,1
31,1815,393205,6604,sample_i_calib,0,1
31,1816,393206,6605,sample_i_calib,0,1
31,1817,393207,6606,sample_i_calib,0,1
31,1821,393211,6610,sample_i_calib,0,1
31,1823,393213,6612,sample_i_calib,0,1
31,1824,393214,6613,sample_i_calib,0,1
31,1826,393216,6615,sample_i_calib,0,1
31,1828,393218,6617,sample_i_calib,0,1
31,1829,393219,6618,sample_i_calib,0,1
31,1830,393220,6619,sample_i_calib,0,1
31,1831,393221,6620,sample_i_calib,0,1
31,1832,393222,6621,sample_i_calib,1,2
31,1834,393224,6623,sample_i_calib,0,1
31,1839,393229,6627,sample_i_calib,0,1
31,1841,393231,6629,sample_i_calib,0,1
31,1844,393234,6632,sample_i_calib,0,1
31,1848,393238,6636,sample_i_calib,0,1
31,1851,393241,6638,sample_i_calib,0,1
31,1854,393244,6641,sample_i_calib,0,1
31,1855,393245,6642,sample_i_calib,0,1
31,1857,393247,6644,sample_i_calib,0,1
31,1858,393248,6645,sample_i_calib,0,1
31,1860,393250,6647,sample_i_calib,0,1
31,1861,393251,6648,sample_i_calib,0,1
31,1864,393254,6651,sample_i_calib,0,1
31,1865,393255,6652,sample_i_calib,0,1
31,1866,393256,6653,sample_i_calib,0,1
31,1871,393261,6657,sample_i_calib,0,1
31,1872,393262,6658,sample_i_calib,0,1
31,1877,393267,6663,sample_i_calib,0,1
