path,exists,type,readable,rows_sampled,columns,truth_like_columns,join_key_columns,joinable_to_real_s15_rows,verdict
reports/0000000008.1.usesim/pid_per_pseudo_run.csv,True,.csv,True,60.0,"['method', 'pseudo_run', 'n', 'positives', 'purity_precision', 'efficiency_recall', 'balanced_accuracy', 'brier', 'f1', 'roc_auc', 'average_precision']",[],[],False,not event-key joinable to real S15 rows
reports/0000000008.1.usesim/pid_predictions.csv,True,.csv,True,200.0,"['event', 'track_id', 'pdg', 'particle', 'y_deuteron', 'pseudo_run', 'traditional_deltae_range_cut_score', 'traditional_deltae_range_cut_pred', 'ridge_logistic_l2_score', 'ridge_logistic_l2_pred', 'hist_gradient_boosted_trees_score', 'hist_gradient_boosted_trees_pred', 'sklearn_mlp_score', 'sklearn_mlp_pred', 'torch_1d_cnn_score', 'torch_1d_cnn_pred', 'physics_gated_cnn_score', 'physics_gated_cnn_pred']","['pdg', 'particle', 'y_deuteron']",['track_id'],False,not event-key joinable to real S15 rows
reports/0000000008.1.usesim/pid_thresholds.csv,True,.csv,True,60.0,"['fold_pseudo_run', 'method', 'threshold']",[],[],False,not event-key joinable to real S15 rows
reports/0000000008.1.usesim/pid_track_dataset.csv,True,.csv,True,200.0,"['event', 'track_id', 'pdg', 'particle', 'y_deuteron', 'pseudo_run', 'total_edep_MeV', 'early_edep_MeV', 'downstream_edep_MeV', 'early_fraction', 'deepest_layer', 'n_layers_hit', 'layer_centroid', 'max_layer_edep_MeV', 'B2_edep_MeV', 'B4_edep_MeV', 'B6_edep_MeV', 'B8_edep_MeV', 'edep_l0', 'edep_l1', 'edep_l2', 'edep_l3', 'edep_l4', 'edep_l5', 'edep_l6', 'edep_l7']","['pdg', 'particle', 'y_deuteron']",['track_id'],False,not event-key joinable to real S15 rows
reports/0000000008.1.usesim/reproduction_match_table.csv,True,.csv,True,3.0,"['quantity', 'reference_value', 'reproduced', 'delta', 'tolerance', 'pass']",[],[],False,not event-key joinable to real S15 rows
reports/0000000008.1.usesim/result.json,True,.json,True,,"['ticket_id', 'worker', 'title', 'root_file', 'root_sha256', 'reproduction', 'split', 'dataset', 'winner', 'winner_metric', 'benchmark', 'energy_scale_validation', 'layer_mapping', 'leakage_checks', 'next_tickets', 'git_commit', 'runtime_sec']",[],[],False,not event-key joinable to real S15 rows
reports/0000000008.1.usesim/stave_mapping_data_vs_sim.csv,True,.csv,True,4.0,"['stave', 'mapped_layers', 'sim_primary_tracks_with_deposit', 'sim_fraction_of_tracks', 'sim_median_track_edep_MeV', 'data_selected_pulses_sampleI_plus_sampleII_analysis', 'data_fraction_relative_to_B2']",[],[],False,not event-key joinable to real S15 rows
reports/0000000008.1.usesim/winner_reliability.csv,True,.csv,True,10.0,"['method', 'bin_low', 'bin_high', 'n', 'mean_score', 'observed_deuteron_fraction']",['observed_deuteron_fraction'],[],False,not event-key joinable to real S15 rows
reports/0000000009.1.pidfull/class_counts.csv,True,.csv,True,4.0,"['truth_class', 'truth_pdg', 'available_events', 'used_events']","['truth_class', 'truth_pdg']",[],False,not event-key joinable to real S15 rows
reports/0000000009.1.pidfull/confusion_matrix_winner.csv,True,.csv,True,4.0,"['Unnamed: 0', 'pred_proton', 'pred_deuteron', 'pred_alpha', 'pred_carbon12']","['pred_proton', 'pred_deuteron']",[],False,not event-key joinable to real S15 rows
reports/0000000009.1.pidfull/fold_metrics.csv,True,.csv,True,24.0,"['sim_run', 'method', 'n', 'balanced_accuracy']",[],[],False,not event-key joinable to real S15 rows
reports/0000000009.1.pidfull/input_sha256.csv,True,.csv,True,36.0,"['file', 'sha256', 'bytes']",[],[],False,not event-key joinable to real S15 rows
reports/0000000009.1.pidfull/leakage_checks.csv,True,.csv,True,2.0,"['check', 'value', 'threshold', 'pass']",[],[],False,not event-key joinable to real S15 rows
reports/0000000009.1.pidfull/manifest.json,True,.json,True,,"['command', 'config', 'git_commit', 'packages', 'python', 'runtime_sec', 'script', 'ticket']",[],[],False,not event-key joinable to real S15 rows
reports/0000000009.1.pidfull/method_metrics.csv,True,.csv,True,6.0,"['method', 'n', 'balanced_accuracy', 'macro_f1', 'macro_precision', 'macro_recall', 'balanced_accuracy_ci_low', 'balanced_accuracy_ci_high', 'macro_f1_ci_low', 'macro_f1_ci_high', 'macro_precision_ci_low', 'macro_precision_ci_high', 'macro_recall_ci_low', 'macro_recall_ci_high']",[],[],False,not event-key joinable to real S15 rows
reports/0000000009.1.pidfull/per_species_metrics.csv,True,.csv,True,24.0,"['method', 'species', 'truth_n', 'pred_n', 'purity', 'purity_ci_low', 'purity_ci_high', 'efficiency', 'efficiency_ci_low', 'efficiency_ci_high']","['species', 'truth_n']",[],False,not event-key joinable to real S15 rows
reports/0000000009.1.pidfull/raw_reproduction_by_run.csv,True,.csv,True,33.0,"['run', 'events', 'selected_pulses', 'B2', 'B4', 'B6', 'B8']",[],['run'],False,not event-key joinable to real S15 rows
reports/0000000009.1.pidfull/result.json,True,.json,True,,"['artifacts', 'classes', 'geant4_input', 'leakage_checks_passed', 'methods', 'n_available_labeled_events', 'n_used_events', 'next_tickets', 'raw_reproduction', 'runtime_sec', 'ticket', 'title', 'truth_definition', 'winner', 'winner_balanced_accuracy', 'winner_balanced_accuracy_ci95', 'winner_macro_f1', 'winner_metric', 'worker']",['truth_definition'],[],False,not event-key joinable to real S15 rows
reports/1781083265.459.750722a1__s17a_geant4_energy_pid_truth_bridge/energy_scale_validation.csv,True,.csv,True,3.0,"['check', 'reference', 'metric', 'value', 'ci_low', 'ci_high', 'sim_truth_comparison']",['sim_truth_comparison'],[],False,not event-key joinable to real S15 rows
reports/1781083265.459.750722a1__s17a_geant4_energy_pid_truth_bridge/geant4_reproduction_gate.csv,True,.csv,True,3.0,"['quantity', 'reference_value', 'reproduced', 'delta', 'tolerance', 'pass']",[],[],False,not event-key joinable to real S15 rows
reports/1781083265.459.750722a1__s17a_geant4_energy_pid_truth_bridge/input_sha256.csv,True,.csv,True,3.0,"['path', 'sha256', 'role']",[],[],False,not event-key joinable to real S15 rows
reports/1781083265.459.750722a1__s17a_geant4_energy_pid_truth_bridge/layer_mapping_truth.csv,True,.csv,True,8.0,"['layer', 'mapped_stave', 'n_hits', 'n_hits_gt10MeV', 'mean_edep_MeV', 'median_edep_MeV', 'p_frac', 'd_frac', 'mean_z_mm']",[],[],False,not event-key joinable to real S15 rows
reports/1781083265.459.750722a1__s17a_geant4_energy_pid_truth_bridge/leakage_checks.csv,True,.csv,True,3.0,"['check', 'value', 'pass', 'interpretation']",[],[],False,not event-key joinable to real S15 rows
reports/1781083265.459.750722a1__s17a_geant4_energy_pid_truth_bridge/manifest.json,True,.json,True,,"['ticket_id', 'worker', 'created_utc', 'git_commit', 'python', 'platform', 'packages', 'random_seed', 'commands', 'input_sha256', 'output_sha256']",[],[],False,not event-key joinable to real S15 rows
reports/1781083265.459.750722a1__s17a_geant4_energy_pid_truth_bridge/pid_benchmark.csv,True,.csv,True,6.0,"['method', 'n', 'positives', 'purity_precision', 'efficiency_recall', 'balanced_accuracy', 'brier', 'f1', 'roc_auc', 'average_precision', 'purity_precision_ci_low', 'purity_precision_ci_high', 'efficiency_recall_ci_low', 'efficiency_recall_ci_high', 'balanced_accuracy_ci_low', 'balanced_accuracy_ci_high', 'f1_ci_low', 'f1_ci_high', 'roc_auc_ci_low', 'roc_auc_ci_high', 'average_precision_ci_low', 'average_precision_ci_high', 'brier_ci_low', 'brier_ci_high']",[],[],False,not event-key joinable to real S15 rows
reports/1781083265.459.750722a1__s17a_geant4_energy_pid_truth_bridge/pid_per_pseudo_run.csv,True,.csv,True,60.0,"['method', 'pseudo_run', 'n', 'positives', 'purity_precision', 'efficiency_recall', 'balanced_accuracy', 'brier', 'f1', 'roc_auc', 'average_precision']",[],[],False,not event-key joinable to real S15 rows
reports/1781083265.459.750722a1__s17a_geant4_energy_pid_truth_bridge/pid_predictions.csv,True,.csv,True,200.0,"['event', 'track_id', 'pdg', 'particle', 'y_deuteron', 'pseudo_run', 'traditional_deltae_range_cut_score', 'traditional_deltae_range_cut_pred', 'ridge_logistic_l2_score', 'ridge_logistic_l2_pred', 'hist_gradient_boosted_trees_score', 'hist_gradient_boosted_trees_pred', 'sklearn_mlp_score', 'sklearn_mlp_pred', 'torch_1d_cnn_score', 'torch_1d_cnn_pred', 'physics_gated_cnn_score', 'physics_gated_cnn_pred']","['pdg', 'particle', 'y_deuteron']",['track_id'],False,not event-key joinable to real S15 rows
reports/1781083265.459.750722a1__s17a_geant4_energy_pid_truth_bridge/pid_thresholds.csv,True,.csv,True,60.0,"['fold_pseudo_run', 'method', 'threshold']",[],[],False,not event-key joinable to real S15 rows
reports/1781083265.459.750722a1__s17a_geant4_energy_pid_truth_bridge/pid_track_dataset.csv,True,.csv,True,200.0,"['event', 'track_id', 'pdg', 'particle', 'y_deuteron', 'pseudo_run', 'total_edep_MeV', 'early_edep_MeV', 'downstream_edep_MeV', 'early_fraction', 'deepest_layer', 'n_layers_hit', 'layer_centroid', 'max_layer_edep_MeV', 'B2_edep_MeV', 'B4_edep_MeV', 'B6_edep_MeV', 'B8_edep_MeV', 'edep_l0', 'edep_l1', 'edep_l2', 'edep_l3', 'edep_l4', 'edep_l5', 'edep_l6', 'edep_l7']","['pdg', 'particle', 'y_deuteron']",['track_id'],False,not event-key joinable to real S15 rows
reports/1781083265.459.750722a1__s17a_geant4_energy_pid_truth_bridge/raw_reproduction_gate.csv,True,.csv,True,7.0,"['quantity', 'reference_value', 'reproduced', 'delta', 'tolerance', 'pass']",[],[],False,not event-key joinable to real S15 rows
reports/1781083265.459.750722a1__s17a_geant4_energy_pid_truth_bridge/raw_root_reproduction_s00_count_match_table.csv,True,.csv,True,17.0,"['quantity', 'report_value', 'reproduced', 'delta', 'tolerance', 'pass']",[],[],False,not event-key joinable to real S15 rows
reports/1781083265.459.750722a1__s17a_geant4_energy_pid_truth_bridge/result.json,True,.json,True,,"['ticket_id', 'worker', 'title', 'raw_root_reproduction', 'root_file', 'root_sha256', 'split', 'dataset', 'winner', 'winner_metric', 'benchmark', 'per_run_metrics_file', 'energy_scale_validation', 'leakage_checks', 'next_tickets', 'git_commit', 'runtime_sec']",[],[],False,not event-key joinable to real S15 rows
reports/1781083265.459.750722a1__s17a_geant4_energy_pid_truth_bridge/stave_mapping_data_vs_sim.csv,True,.csv,True,4.0,"['stave', 'mapped_layers', 'sim_primary_tracks_with_deposit', 'sim_fraction_of_tracks', 'sim_median_track_edep_MeV', 'data_selected_pulses_sampleI_plus_sampleII_analysis', 'data_fraction_relative_to_B2']",[],[],False,not event-key joinable to real S15 rows
reports/1781083265.459.750722a1__s17a_geant4_energy_pid_truth_bridge/winner_reliability.csv,True,.csv,True,10.0,"['method', 'bin_low', 'bin_high', 'n', 'mean_score', 'observed_deuteron_fraction']",['observed_deuteron_fraction'],[],False,not event-key joinable to real S15 rows
reports/1781181864.166893.491f3bde__s22_g4_truth_real_pid_transfer/geant4_reproduction_match_table.csv,True,.csv,True,7.0,"['quantity', 'reference_value', 'reproduced', 'delta', 'tolerance', 'pass']",[],[],False,not event-key joinable to real S15 rows
reports/1781181864.166893.491f3bde__s22_g4_truth_real_pid_transfer/input_sha256.csv,True,.csv,True,3.0,"['path', 'sha256', 'role']",[],[],False,not event-key joinable to real S15 rows
reports/1781181864.166893.491f3bde__s22_g4_truth_real_pid_transfer/layer_mapping_truth.csv,True,.csv,True,8.0,"['layer', 'mapped_stave', 'n_hits', 'n_hits_gt10MeV', 'mean_edep_MeV', 'median_edep_MeV', 'p_frac', 'd_frac', 'mean_z_mm']",[],[],False,not event-key joinable to real S15 rows
reports/1781181864.166893.491f3bde__s22_g4_truth_real_pid_transfer/layer_transfer_truth_composition.csv,True,.csv,True,8.0,"['layer', 'mapped_stave', 'n_hits', 'n_hits_gt10MeV', 'mean_edep_MeV', 'median_edep_MeV', 'p_frac', 'd_frac', 'mean_z_mm', 'p_over_d_fraction_ratio']",[],[],False,not event-key joinable to real S15 rows
reports/1781181864.166893.491f3bde__s22_g4_truth_real_pid_transfer/leakage_checks.csv,True,.csv,True,3.0,"['check', 'value', 'pass', 'interpretation']",[],[],False,not event-key joinable to real S15 rows
reports/1781181864.166893.491f3bde__s22_g4_truth_real_pid_transfer/manifest.json,True,.json,True,,"['ticket_id', 'worker', 'created_utc', 'git_commit', 'python', 'platform', 'packages', 'random_seed', 'commands', 'input_sha256', 'output_sha256']",[],[],False,not event-key joinable to real S15 rows
reports/1781181864.166893.491f3bde__s22_g4_truth_real_pid_transfer/pid_benchmark.csv,True,.csv,True,6.0,"['method', 'n', 'positives', 'purity_precision', 'efficiency_recall', 'balanced_accuracy', 'brier', 'f1', 'roc_auc', 'average_precision', 'purity_precision_ci_low', 'purity_precision_ci_high', 'efficiency_recall_ci_low', 'efficiency_recall_ci_high', 'balanced_accuracy_ci_low', 'balanced_accuracy_ci_high', 'f1_ci_low', 'f1_ci_high', 'roc_auc_ci_low', 'roc_auc_ci_high', 'average_precision_ci_low', 'average_precision_ci_high', 'brier_ci_low', 'brier_ci_high']",[],[],False,not event-key joinable to real S15 rows
reports/1781181864.166893.491f3bde__s22_g4_truth_real_pid_transfer/pid_per_pseudo_run.csv,True,.csv,True,48.0,"['method', 'pseudo_run', 'n', 'positives', 'purity_precision', 'efficiency_recall', 'balanced_accuracy', 'brier', 'f1', 'roc_auc', 'average_precision']",[],[],False,not event-key joinable to real S15 rows
reports/1781181864.166893.491f3bde__s22_g4_truth_real_pid_transfer/pid_predictions.csv,True,.csv,True,200.0,"['event', 'track_id', 'pdg', 'particle', 'y_deuteron', 'pseudo_run', 'traditional_deltae_range_cut_score', 'traditional_deltae_range_cut_pred', 'ridge_logistic_l2_score', 'ridge_logistic_l2_pred', 'hist_gradient_boosted_trees_score', 'hist_gradient_boosted_trees_pred', 'sklearn_mlp_score', 'sklearn_mlp_pred', 'torch_1d_cnn_score', 'torch_1d_cnn_pred', 'physics_gated_cnn_score', 'physics_gated_cnn_pred']","['pdg', 'particle', 'y_deuteron']",['track_id'],False,not event-key joinable to real S15 rows
reports/1781181864.166893.491f3bde__s22_g4_truth_real_pid_transfer/pid_thresholds.csv,True,.csv,True,48.0,"['fold_pseudo_run', 'method', 'threshold']",[],[],False,not event-key joinable to real S15 rows
reports/1781181864.166893.491f3bde__s22_g4_truth_real_pid_transfer/pid_track_dataset.csv,True,.csv,True,200.0,"['event', 'track_id', 'pdg', 'particle', 'y_deuteron', 'pseudo_run', 'total_edep_MeV', 'early_edep_MeV', 'downstream_edep_MeV', 'early_fraction', 'deepest_layer', 'n_layers_hit', 'layer_centroid', 'max_layer_edep_MeV', 'B2_edep_MeV', 'B4_edep_MeV', 'B6_edep_MeV', 'B8_edep_MeV', 'edep_l0', 'edep_l1', 'edep_l2', 'edep_l3', 'edep_l4', 'edep_l5', 'edep_l6', 'edep_l7', 'benchmark_sample']","['pdg', 'particle', 'y_deuteron']",['track_id'],False,not event-key joinable to real S15 rows
reports/1781181864.166893.491f3bde__s22_g4_truth_real_pid_transfer/pid_track_dataset_materialized.csv,True,.csv,True,200.0,"['event', 'track_id', 'pdg', 'particle', 'y_deuteron', 'pseudo_run', 'total_edep_MeV', 'early_edep_MeV', 'downstream_edep_MeV', 'early_fraction', 'deepest_layer', 'n_layers_hit', 'layer_centroid', 'max_layer_edep_MeV', 'B2_edep_MeV', 'B4_edep_MeV', 'B6_edep_MeV', 'B8_edep_MeV', 'edep_l0', 'edep_l1', 'edep_l2', 'edep_l3', 'edep_l4', 'edep_l5', 'edep_l6', 'edep_l7']","['pdg', 'particle', 'y_deuteron']",['track_id'],False,not event-key joinable to real S15 rows
reports/1781181864.166893.491f3bde__s22_g4_truth_real_pid_transfer/raw_reproduction_counts_by_group.csv,True,.csv,True,4.0,"['sample', 'events', 'selected_pulses', 'B2_selected', 'B4_selected', 'B6_selected', 'B8_selected']",[],[],False,not event-key joinable to real S15 rows
reports/1781181864.166893.491f3bde__s22_g4_truth_real_pid_transfer/raw_reproduction_counts_by_run.csv,True,.csv,True,33.0,"['run', 'sample', 'events', 'selected_pulses', 'B2_selected', 'B4_selected', 'B6_selected', 'B8_selected']",[],['run'],False,not event-key joinable to real S15 rows
reports/1781181864.166893.491f3bde__s22_g4_truth_real_pid_transfer/raw_root_input_sha256.csv,True,.csv,True,33.0,"['path', 'sha256', 'role']",[],[],False,not event-key joinable to real S15 rows
reports/1781181864.166893.491f3bde__s22_g4_truth_real_pid_transfer/real_transfer_stave_support.csv,True,.csv,True,4.0,"['stave', 'data_selected_pulses', 'data_fraction_relative_to_B2', 'sim_primary_tracks_active', 'sim_active_fraction', 'sim_median_active_edep_MeV']",[],[],False,not event-key joinable to real S15 rows
reports/1781181864.166893.491f3bde__s22_g4_truth_real_pid_transfer/reproduction_match_table.csv,True,.csv,True,5.0,"['quantity', 'expected', 'reproduced', 'delta', 'tolerance', 'pass']",[],[],False,not event-key joinable to real S15 rows
reports/1781181864.166893.491f3bde__s22_g4_truth_real_pid_transfer/result.json,True,.json,True,,"['ticket_id', 'ticket', 'worker', 'study', 'title', 'reproduced', 'raw_root_reproduction', 'geant4_reproduction', 'split', 'dataset', 'winner', 'winner_metric', 'traditional', 'ml', 'ml_beats_baseline', 'winner_minus_traditional', 'benchmark', 'transfer_to_real', 'leakage_checks', 'finding', 'next_tickets', 'git_commit', 'runtime_sec']",[],[],False,not event-key joinable to real S15 rows
reports/1781181864.166893.491f3bde__s22_g4_truth_real_pid_transfer/transfer_caveats.csv,True,.csv,True,3.0,"['claim', 'evidence', 'severity']",[],[],False,not event-key joinable to real S15 rows
reports/1781181864.166893.491f3bde__s22_g4_truth_real_pid_transfer/winner_reliability.csv,True,.csv,True,10.0,"['method', 'bin_low', 'bin_high', 'n', 'mean_score', 'observed_deuteron_fraction']",['observed_deuteron_fraction'],[],False,not event-key joinable to real S15 rows
reports/1781181864.166893.491f3bde__s22_g4_truth_real_pid_transfer/winner_vs_traditional_bootstrap_delta.csv,True,.csv,True,1.0,"['metric', 'winner_minus_traditional', 'ci_low', 'ci_high']",[],[],False,not event-key joinable to real S15 rows
geant4/results/1303_grid_regen_v2/stave_deuteron_110MeV_x0_y0_th0_ph0_s1.root.meta.json,True,.json,True,,"['schema', 'git_commit', 'geometry_hash', 'physics_hash', 'optical_hash', 'track_len_scint_mm_scope', 'primary_track_len_scint_mm_scope', 'seed', 'threads_requested', 'threads_effective', 'G4FORCENUMBEROFTHREADS', 'particle', 'kinetic_energy_MeV', 'n_events_requested', 'n_events', 'hit_x_cm', 'hit_y_cm', 'theta_deg', 'phi_deg', 'mode', 'birks_kB_mm_per_MeV', 'production_cut_mm', 'physics_list', 'neutron_tracking_time_cut_us', 'neutron_tracking_time_cut_status', 'neutron_tracking_time_cut_configured', 'neutron_timecut_policy_id', 'neutron_time_cut_us', 'neutron_timecut_adr', 'neutron_timecut_claims_authorized', 'step_size_convergence_status', 'primary_vs_event_track_contract', 'reflectivity_scale', 'attenuation_scale', 'scintillator_absorption_scale', 'y11_bulk_attenuation_scale', 'pde_scale', 'collection_efficiency', 'optical_interface_model', 'sipm_n_cells', 'sipm_overvoltage_V', 'wls_time_profile', 'hrd_fibre_count_status', 'authorising_light_collection_claims', 'attenuation_identifiability_status', 'authorising_attenuation_claims', 'authorising_absolute_light_yield_claims', 'strict_optical', 'far_end_mode', 'step_policy_id', 'daq_digitizer_schema_id', 'daq_digitizer_status', 'allow_optical_fallback', 'authorising', 'optical_fallback_used', 'optical_constants_ledger', 'scintillator_material', 'scintillator_material_status', 'coating_material', 'coating_material_status', 'wls_mean_number_photons', 'wls_fluorescence_model', 'wls_fluorescence_status', 'y11_direct_scint_yield_per_MeV', 'y11_direct_scint_status', 'y11_attenuation_form', 'y11_attenuation_form_status', 'tio2_finish', 'tio2_specular_lobe', 'tio2_specular_spike', 'tio2_backscatter', 'tio2_reflection_model_status', 'gpu_optical', 'optical_out', 'macro', 'output', 'detector_response', 'optical_tables', 'digitizer']",['particle'],[],False,not event-key joinable to real S15 rows
geant4/results/1303_grid_regen_v2/stave_deuteron_70MeV_x0_y0_th0_ph0_s1.root.meta.json,True,.json,True,,"['schema', 'git_commit', 'geometry_hash', 'physics_hash', 'optical_hash', 'track_len_scint_mm_scope', 'primary_track_len_scint_mm_scope', 'seed', 'threads_requested', 'threads_effective', 'G4FORCENUMBEROFTHREADS', 'particle', 'kinetic_energy_MeV', 'n_events_requested', 'n_events', 'hit_x_cm', 'hit_y_cm', 'theta_deg', 'phi_deg', 'mode', 'birks_kB_mm_per_MeV', 'production_cut_mm', 'physics_list', 'neutron_tracking_time_cut_us', 'neutron_tracking_time_cut_status', 'neutron_tracking_time_cut_configured', 'neutron_timecut_policy_id', 'neutron_time_cut_us', 'neutron_timecut_adr', 'neutron_timecut_claims_authorized', 'step_size_convergence_status', 'primary_vs_event_track_contract', 'reflectivity_scale', 'attenuation_scale', 'scintillator_absorption_scale', 'y11_bulk_attenuation_scale', 'pde_scale', 'collection_efficiency', 'optical_interface_model', 'sipm_n_cells', 'sipm_overvoltage_V', 'wls_time_profile', 'hrd_fibre_count_status', 'authorising_light_collection_claims', 'attenuation_identifiability_status', 'authorising_attenuation_claims', 'authorising_absolute_light_yield_claims', 'strict_optical', 'far_end_mode', 'step_policy_id', 'daq_digitizer_schema_id', 'daq_digitizer_status', 'allow_optical_fallback', 'authorising', 'optical_fallback_used', 'optical_constants_ledger', 'scintillator_material', 'scintillator_material_status', 'coating_material', 'coating_material_status', 'wls_mean_number_photons', 'wls_fluorescence_model', 'wls_fluorescence_status', 'y11_direct_scint_yield_per_MeV', 'y11_direct_scint_status', 'y11_attenuation_form', 'y11_attenuation_form_status', 'tio2_finish', 'tio2_specular_lobe', 'tio2_specular_spike', 'tio2_backscatter', 'tio2_reflection_model_status', 'gpu_optical', 'optical_out', 'macro', 'output', 'detector_response', 'optical_tables', 'digitizer']",['particle'],[],False,not event-key joinable to real S15 rows
