method,sigma68_ns,ci_low,ci_high,delta_vs_cfd20_ns,delta_ci_low,delta_ci_high,n_events,n_pair_residuals,full_rms_ns,target_variant,diagnosis_family,feature_family,variant_seed,heldout_run
ml_ae_per_run_stave_shuffle,2.11871959300518,1.972931776029825,2.255456083247183,-1.0280841168427495,-1.2749239059274513,-0.7923915234204816,210,630,5.79824446036866,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186511326,64
traditional_per_run_stave_shuffle,2.158193470835688,2.0297874908952713,2.303001018908622,-0.9886102390122415,-1.22975649812478,-0.7596017986167696,210,630,5.809428089817857,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186511423,64
ml_ae_per_run_stave_shuffle,2.1537271227073678,2.0118884935338492,2.2877885769021518,-0.9930765871405618,-1.2401728863556398,-0.7700314058868893,210,630,5.829437979680876,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186511423,64
traditional_per_run_stave_shuffle,2.0717896687984467,1.9509729247212393,2.208247165760279,-1.0750140410494828,-1.296912049570801,-0.8382131580937215,210,630,5.77982350702623,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186511520,64
ml_ae_per_run_stave_shuffle,2.112618699073792,1.9565371282486923,2.248445357547658,-1.0341850107741375,-1.2887365273166898,-0.7949087828289229,210,630,5.775483718475897,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186511520,64
traditional_per_run_stave_shuffle,2.168603432493211,2.0120876492779267,2.2830758649147165,-0.9782002773547185,-1.2214398209109887,-0.7390211863406027,210,630,5.839029746027146,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186511617,64
ml_ae_per_run_stave_shuffle,2.0862322634458526,1.9460446869051085,2.219560531278581,-1.060571446402077,-1.307407337278127,-0.8020132050898611,210,630,5.736359721358765,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186511617,64
traditional_per_run_stave_shuffle,2.152041072249412,1.9852263040770293,2.2816910872262417,-0.9947626375985177,-1.2220548822578512,-0.7617673196026327,210,630,5.798281194071143,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186511714,64
ml_ae_per_run_stave_shuffle,2.113179713487625,1.9641417549302589,2.2728535276167117,-1.0336239963603044,-1.2705580952485807,-0.789932594804349,210,630,5.778612031383659,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186511714,64
traditional_per_run_stave_shuffle,2.134248104095461,1.9948999178786289,2.2655846749930406,-1.0125556057524685,-1.271254445735011,-0.7626939900686733,210,630,5.782269460069411,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186511811,64
ml_ae_per_run_stave_shuffle,2.128123725652696,1.9844227276065665,2.2788859457240696,-1.0186799841952334,-1.2530601181582322,-0.7673179525380727,210,630,5.798701290762935,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186511811,64
traditional_per_run_stave_amp_shuffle,2.100332030683755,1.9731332143833629,2.2192201768926085,-1.0464716791641746,-1.2964339780241254,-0.7988121695541747,210,630,5.7990745761222575,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186511233,64
ml_ae_per_run_stave_amp_shuffle,1.9976916003227234,1.8910701997424986,2.16673044034052,-1.1491121095252061,-1.3900248513631244,-0.8631215235367417,210,630,5.665529939859539,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186511233,64
traditional_per_run_stave_amp_shuffle,2.0343740834426876,1.9181944172455723,2.2095243315626405,-1.112429626405242,-1.3642809754695278,-0.8043645885790853,210,630,5.7551045927979105,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186511330,64
ml_ae_per_run_stave_amp_shuffle,2.029097898900509,1.9091464484836909,2.2016121000083877,-1.1177058109474207,-1.3668067070378682,-0.8181346320236341,210,630,5.713268896978383,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186511330,64
traditional_per_run_stave_amp_shuffle,2.001802694363593,1.8889071656445264,2.1994782846459175,-1.1450010154843366,-1.3914739943889434,-0.8612927939384005,210,630,5.6560256049902895,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186511427,64
ml_ae_per_run_stave_amp_shuffle,2.1045158854293833,1.9810131110913316,2.2644458747900726,-1.0422878244185463,-1.283561150688984,-0.7637736517228222,210,630,5.808398435986284,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186511427,64
traditional_per_run_stave_amp_shuffle,2.0341572171449656,1.8960148000246575,2.1988559655290545,-1.112646492702964,-1.3751456082379976,-0.8037686487081686,210,630,5.728369304312574,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186511524,64
ml_ae_per_run_stave_amp_shuffle,2.0743777520954607,1.9250643742513653,2.230584062077105,-1.0724259577524689,-1.3614639258677839,-0.7898842412897352,210,630,5.736888224928492,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186511524,64
traditional_per_run_stave_amp_shuffle,2.0706134296989447,1.953745537108064,2.2471843237657545,-1.0761902801489849,-1.3279386266300663,-0.7730402337190649,210,630,5.767491172072003,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186511621,64
ml_ae_per_run_stave_amp_shuffle,2.0489279939365406,1.9264740939228542,2.227776704192161,-1.097875715911389,-1.3687703485124365,-0.8054440680299408,210,630,5.694175064188492,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186511621,64
traditional_per_run_stave_amp_shuffle,2.0764621897172955,1.9492186315130025,2.2249782230970703,-1.070341520130634,-1.3220190218113081,-0.8315664877961868,210,630,5.785571205461572,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186511718,64
ml_ae_per_run_stave_amp_shuffle,1.9877299630808816,1.878375472210018,2.1431973897607337,-1.159073746767048,-1.402396228076072,-0.8990977590654831,210,630,5.658630352241734,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186511718,64
traditional_per_run_stave_amp_shuffle,2.0303860992193217,1.9149246548874972,2.217904652180402,-1.116417610628608,-1.3580731193926954,-0.8472216124708046,210,630,5.740918777105735,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186511815,64
ml_ae_per_run_stave_amp_shuffle,2.0576647421848793,1.9284534019064923,2.2212769246805917,-1.0891389676630503,-1.3309586412661996,-0.8213402324054759,210,630,5.7438675208878145,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186511815,64
traditional_train_run_stave_mean,2.1326329223811626,1.9701202047459783,2.257968677640216,-1.014170787466767,-1.26061021631518,-0.7784481800136667,210,630,5.798044877980702,traditional_train_run_stave_mean,train-run-only target,traditional,186511228,64
ml_ae_train_run_stave_mean,2.1290955536067484,1.9704352251769308,2.2550610559732616,-1.0177081562411812,-1.2625579754814509,-0.7780311013344918,210,630,5.796393170462471,ml_ae_train_run_stave_mean,train-run-only target,ml_ae,186511228,64
CFD20,2.9933860619640313,2.682951169074759,3.3726568926578,0.0,0.0,0.0,66,198,4.11882377956662,CFD20,baseline,timing,-1,65
traditional_nominal,1.9578198898410795,1.7159909734950418,2.1718879066413637,-1.0355661721229519,-1.56857136655897,-0.5815761532887835,66,198,2.282621162657016,traditional_nominal,nominal,traditional,-1,65
ml_ae_nominal,2.144052137136459,1.767592243566836,2.3755274015590597,-0.8493339248275724,-1.4758591214269339,-0.4056879525828211,66,198,2.305931639401387,ml_ae_nominal,nominal,ml_ae,-1,65
traditional_event_block_shuffle,1.8975033000683776,1.7447121755287422,2.2032456678257275,-1.0958827618956537,-1.529534218257511,-0.49630651750679355,66,198,2.285153384993024,traditional_event_block_shuffle,event/block composition,traditional,186521227,65
ml_ae_event_block_shuffle,1.9506630445843962,1.747358988318685,2.2274074904620664,-1.0427230173796351,-1.4971301323964576,-0.48639588737409983,66,198,2.2931273527157434,ml_ae_event_block_shuffle,event/block composition,ml_ae,186521227,65
traditional_event_block_shuffle,2.0050428669154696,1.8156286792671004,2.2767017476260696,-0.9883431950485617,-1.546743589044986,-0.5249450718170385,66,198,2.3068012692183943,traditional_event_block_shuffle,event/block composition,traditional,186521324,65
ml_ae_event_block_shuffle,1.9661659143692287,1.7854843401200773,2.2569164528306644,-1.0272201475948026,-1.5798589385145247,-0.5553450487801392,66,198,2.287035617848596,ml_ae_event_block_shuffle,event/block composition,ml_ae,186521324,65
traditional_event_block_shuffle,1.9295392467267827,1.7441876469790336,2.232576397393646,-1.0638468152372487,-1.600429843777877,-0.5833949194655413,66,198,2.2643648997256243,traditional_event_block_shuffle,event/block composition,traditional,186521421,65
ml_ae_event_block_shuffle,1.9861862435466107,1.7552501327197456,2.235175296451987,-1.0071998184174207,-1.574136431938435,-0.5398544099643272,66,198,2.277956766080245,ml_ae_event_block_shuffle,event/block composition,ml_ae,186521421,65
traditional_event_block_shuffle,1.9254323351383245,1.776787136803794,2.2572170203030146,-1.0679537268257069,-1.5950476125692254,-0.5349525970414261,66,198,2.283564287479911,traditional_event_block_shuffle,event/block composition,traditional,186521518,65
ml_ae_event_block_shuffle,1.9361194316023653,1.7780041959315531,2.246445867465809,-1.057266630361666,-1.580334200319898,-0.5288036585079289,66,198,2.293179252003068,ml_ae_event_block_shuffle,event/block composition,ml_ae,186521518,65
traditional_event_block_shuffle,1.9940158365392715,1.74933448133254,2.2615027073517475,-0.9993702254247598,-1.5966352917825437,-0.4761105974003055,66,198,2.305689160624211,traditional_event_block_shuffle,event/block composition,traditional,186521615,65
ml_ae_event_block_shuffle,1.9310885519534402,1.7226329823011157,2.2408485814251926,-1.0622975100105911,-1.6231005522717914,-0.4800642932093731,66,198,2.282478003298121,ml_ae_event_block_shuffle,event/block composition,ml_ae,186521615,65
traditional_event_block_shuffle,1.9551559404022982,1.7699285148501402,2.30758974066824,-1.038230121561733,-1.5580025504921533,-0.48340443741464134,66,198,2.3088471884388597,traditional_event_block_shuffle,event/block composition,traditional,186521712,65
ml_ae_event_block_shuffle,1.9263340388983536,1.7760510904312155,2.254612808492723,-1.0670520230656777,-1.5892298460058538,-0.4946790898382041,66,198,2.2947407454386455,ml_ae_event_block_shuffle,event/block composition,ml_ae,186521712,65
traditional_event_block_shuffle,1.9576938542151505,1.7748104661902788,2.2963907312899834,-1.0356922077488808,-1.5696377531018333,-0.5272302405016224,66,198,2.3065513360805383,traditional_event_block_shuffle,event/block composition,traditional,186521809,65
ml_ae_event_block_shuffle,1.9462018572539141,1.7597453865557342,2.297460456786155,-1.0471842047101172,-1.5629443665766078,-0.5203990968646804,66,198,2.2964761835889362,ml_ae_event_block_shuffle,event/block composition,ml_ae,186521809,65
traditional_row_shuffle,3.051079016429782,2.7612982038267218,3.503010220833996,0.057692954465750734,-0.004797707244227133,0.15799367908388354,66,198,4.136914449856909,traditional_row_shuffle,global row target distribution,traditional,186521219,65
ml_ae_row_shuffle,3.0492565473429876,2.765053351399954,3.4897072335011314,0.055870485378956225,0.01713897127242369,0.13289568985486372,66,198,4.146091153523789,ml_ae_row_shuffle,global row target distribution,ml_ae,186521219,65
traditional_row_shuffle,3.0623425186699604,2.7612831695864113,3.4377820165625006,0.06895645670592909,-0.054487395083065195,0.17237086071695043,66,198,4.103853205041556,traditional_row_shuffle,global row target distribution,traditional,186521316,65
ml_ae_row_shuffle,3.0205484822565305,2.805990101213134,3.4848528848672276,0.027162420292499156,-0.013537623631921413,0.18158480968559254,66,198,4.086398284087904,ml_ae_row_shuffle,global row target distribution,ml_ae,186521316,65
traditional_row_shuffle,3.057684570372105,2.7218421422150905,3.4630373659953473,0.06429850840807383,-0.06134382471420102,0.12745356345362988,66,198,4.096445951545947,traditional_row_shuffle,global row target distribution,traditional,186521413,65
ml_ae_row_shuffle,3.0349177677631327,2.7142424647026657,3.4639439434754626,0.04153170579910137,-0.02735024787693776,0.06984206488914778,66,198,4.0812706567409345,ml_ae_row_shuffle,global row target distribution,ml_ae,186521413,65
traditional_row_shuffle,2.8857877637147924,2.570923211897224,3.1987589683607234,-0.10759829824923894,-0.22884094592326845,-0.02850739549722137,66,198,3.9227218240203765,traditional_row_shuffle,global row target distribution,traditional,186521510,65
ml_ae_row_shuffle,2.8521717171645147,2.5732569471504503,3.215983091494995,-0.14121434479951667,-0.18613996029788327,-0.03094182446221671,66,198,3.920780200598606,ml_ae_row_shuffle,global row target distribution,ml_ae,186521510,65
traditional_row_shuffle,3.162543167787195,2.8017127115733924,3.499820282272441,0.1691571058231638,-0.02962495820112568,0.25447681291029073,66,198,4.22107952450812,traditional_row_shuffle,global row target distribution,traditional,186521607,65
ml_ae_row_shuffle,3.049276277365683,2.8042127294302572,3.515020671618823,0.055890215401651844,-0.01705182233406247,0.21789181480323905,66,198,4.20098739439211,ml_ae_row_shuffle,global row target distribution,ml_ae,186521607,65
traditional_row_shuffle,3.0299536381563517,2.639432317510248,3.375527515424416,0.03656757619232032,-0.1254466556338604,0.07524947079624077,66,198,4.131286197606439,traditional_row_shuffle,global row target distribution,traditional,186521704,65
ml_ae_row_shuffle,2.9480647905817596,2.6254475863170406,3.393834901395835,-0.04532127138227171,-0.11141376605370455,0.045540735647082,66,198,4.137064074269939,ml_ae_row_shuffle,global row target distribution,ml_ae,186521704,65
traditional_row_shuffle,3.009599245458841,2.642359054051431,3.3420577673553478,0.016213183494809602,-0.14633014889955387,0.09020181219162378,66,198,4.124518088203248,traditional_row_shuffle,global row target distribution,traditional,186521801,65
ml_ae_row_shuffle,2.9593028339086436,2.6538561554434135,3.341549829700303,-0.03408322805538777,-0.10108625106859392,0.027324433665632863,66,198,4.12756486821018,ml_ae_row_shuffle,global row target distribution,ml_ae,186521801,65
traditional_same_event_permute,3.143815452175733,2.737530211266041,3.489106739495707,0.15042939021170154,-0.0579841797097584,0.19166450808451968,66,198,4.215957779341416,traditional_same_event_permute,same-event target algebra,traditional,186521226,65
ml_ae_same_event_permute,3.0302610042965394,2.7763112883900063,3.4593130895671202,0.0368749423325081,-0.0012910340296039434,0.1251427955094159,66,198,4.20566119246427,ml_ae_same_event_permute,same-event target algebra,ml_ae,186521226,65
traditional_same_event_permute,2.9206614220786102,2.5808626275691546,3.349160128739852,-0.0727246398854211,-0.23295165272777285,0.04536954265634047,66,198,4.050939418292064,traditional_same_event_permute,same-event target algebra,traditional,186521323,65
ml_ae_same_event_permute,2.8655800537937877,2.552343076115472,3.3673238465264417,-0.12780600817024368,-0.25926860785545414,0.042259003201710346,66,198,4.045374531543663,ml_ae_same_event_permute,same-event target algebra,ml_ae,186521323,65
traditional_same_event_permute,3.067245593172908,2.7221173171535713,3.41565559969407,0.07385953120887656,-0.03907217951416942,0.14385021977871676,66,198,4.217426506782562,traditional_same_event_permute,same-event target algebra,traditional,186521420,65
ml_ae_same_event_permute,2.998267258486655,2.729745221498838,3.429184184093216,0.004881196522623643,-0.06902185128633892,0.11680268461958336,66,198,4.176577516213281,ml_ae_same_event_permute,same-event target algebra,ml_ae,186521420,65
traditional_same_event_permute,3.172442926466465,2.8434481623705543,3.5757524855329335,0.17905686450243374,0.0862215783413802,0.28291432627172913,66,198,4.184429175918214,traditional_same_event_permute,same-event target algebra,traditional,186521517,65
ml_ae_same_event_permute,3.127855697897673,2.877123801764095,3.57660684861615,0.13446963593364147,0.08654091453507914,0.24314892818033587,66,198,4.195459832558926,ml_ae_same_event_permute,same-event target algebra,ml_ae,186521517,65
traditional_same_event_permute,3.0664303436577307,2.7265239547658693,3.4339872290954916,0.07304428169369936,-0.07637335260072732,0.12677375639494354,66,198,4.149439905859833,traditional_same_event_permute,same-event target algebra,traditional,186521614,65
ml_ae_same_event_permute,3.0032005744972783,2.7118736732944817,3.4650513012681157,0.009814512533246944,-0.10288967081523005,0.1559358396224327,66,198,4.134438959530985,ml_ae_same_event_permute,same-event target algebra,ml_ae,186521614,65
traditional_same_event_permute,3.036570924129335,2.7026670799030255,3.3834888739487727,0.043184862165303706,-0.06656532750946222,0.08708371377445155,66,198,4.17328828953927,traditional_same_event_permute,same-event target algebra,traditional,186521711,65
ml_ae_same_event_permute,2.9856253011971696,2.6976197436922194,3.3995445967263964,-0.0077607607668617185,-0.0727172671747387,0.11355534562594184,66,198,4.1587671156741814,ml_ae_same_event_permute,same-event target algebra,ml_ae,186521711,65
traditional_same_event_permute,3.2080947158759816,2.838063771780146,3.6111973252237464,0.21470865391195026,0.04775738487709254,0.3281401282825528,66,198,4.282903947395915,traditional_same_event_permute,same-event target algebra,traditional,186521808,65
ml_ae_same_event_permute,3.1090117309596392,2.8661004726374495,3.620652766048908,0.11562566899560789,0.09319133751289026,0.22610720087308323,66,198,4.281840337233322,ml_ae_same_event_permute,same-event target algebra,ml_ae,186521808,65
traditional_same_event_sign_flip,3.038418932211996,2.531369821424841,3.3712458174861983,0.04503287024796476,-0.2125491648011915,0.15449881001360788,66,198,4.122970233869125,traditional_same_event_sign_flip,same-event target algebra,traditional,186521228,65
ml_ae_same_event_sign_flip,2.970544611539694,2.603853247149812,3.328375719444916,-0.022841450424337495,-0.13004659413875638,0.007953026150386653,66,198,4.067435915392572,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186521228,65
traditional_same_event_sign_flip,2.947770632151514,2.636708547576051,3.3184922733689266,-0.045615429812517316,-0.22028794609442728,0.10160023598100078,66,198,3.8766930147445344,traditional_same_event_sign_flip,same-event target algebra,traditional,186521325,65
ml_ae_same_event_sign_flip,2.904097929149863,2.6349311023950577,3.321804207328331,-0.08928813281416836,-0.24095071653189676,0.06501179748137816,66,198,3.8745905424488067,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186521325,65
traditional_same_event_sign_flip,3.0286071072220806,2.7115596760560363,3.3838879998026847,0.035221045258049255,-0.13683858597682558,0.21368306370140625,66,198,4.154512314913495,traditional_same_event_sign_flip,same-event target algebra,traditional,186521422,65
ml_ae_same_event_sign_flip,2.989476775554417,2.719121273495017,3.4692179355201334,-0.00390928640961441,-0.0495188020290792,0.10708533794464149,66,198,4.184855919252659,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186521422,65
traditional_same_event_sign_flip,3.132632867487669,2.7479858498517404,3.4726453615308692,0.13924680552363755,-0.0448709321632677,0.25555588304757965,66,198,4.31978954481968,traditional_same_event_sign_flip,same-event target algebra,traditional,186521519,65
ml_ae_same_event_sign_flip,3.1909007603847996,2.6786040276330505,3.513454456021576,0.1975146984207683,-0.0453682079923306,0.2656411105225069,66,198,4.314475151574427,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186521519,65
traditional_same_event_sign_flip,2.8941518136286706,2.6656622772514793,3.3241107642030716,-0.09923424833536076,-0.18964167207198482,0.068421437420696,66,198,4.035356462950068,traditional_same_event_sign_flip,same-event target algebra,traditional,186521616,65
ml_ae_same_event_sign_flip,2.929366120102815,2.677471102386037,3.3362388667706417,-0.06401994186121618,-0.17759252022686836,0.10045865779370697,66,198,4.034578764000077,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186521616,65
traditional_same_event_sign_flip,2.9729309904003127,2.709403910045325,3.4244205420809726,-0.02045507156371862,-0.11612189035667549,0.11132657977938847,66,198,4.235912385963417,traditional_same_event_sign_flip,same-event target algebra,traditional,186521713,65
ml_ae_same_event_sign_flip,2.963012872663733,2.664059754981248,3.4110136190751192,-0.03037318930029853,-0.1462982910776192,0.13746446877299484,66,198,4.214734442243036,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186521713,65
traditional_same_event_sign_flip,3.0455229773074373,2.7228969755060413,3.4373908920646663,0.05213691534340592,-0.08023050346368434,0.175431375635886,66,198,4.256152538606502,traditional_same_event_sign_flip,same-event target algebra,traditional,186521810,65
ml_ae_same_event_sign_flip,3.160458777546882,2.647060349959354,3.469888878073966,0.16707271558285086,-0.06349860027624368,0.2213941051078897,66,198,4.256724679223031,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186521810,65
traditional_per_run_stave_shuffle,1.9883594458103175,1.729879947961812,2.240661498728394,-1.0050266161537138,-1.5944354919620107,-0.5168631901547311,66,198,2.277655710429385,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186521229,65
ml_ae_per_run_stave_shuffle,1.9113304302668586,1.7045740735307364,2.2293346213400382,-1.0820556316971728,-1.6070984568255382,-0.5258856064292194,66,198,2.2751009862736926,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186521229,65
traditional_per_run_stave_shuffle,1.9441904354840571,1.7509993751370903,2.213720099582524,-1.0491956264799742,-1.5848895879158027,-0.6192042120868378,66,198,2.2600375189440443,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186521326,65
ml_ae_per_run_stave_shuffle,1.9652036166191118,1.7457911416739258,2.2160637835164883,-1.0281824453449195,-1.5716148438521016,-0.623916647886327,66,198,2.2668556536134763,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186521326,65
traditional_per_run_stave_shuffle,1.9779734542691723,1.7814352268514224,2.3235145295932886,-1.015412607694859,-1.5668023552153252,-0.5236771610093672,66,198,2.3039931996153267,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186521423,65
ml_ae_per_run_stave_shuffle,1.9435827771300107,1.7768547369664902,2.2857220225500923,-1.0498032848340206,-1.584328277094718,-0.5461502597692701,66,198,2.2952944282465833,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186521423,65
traditional_per_run_stave_shuffle,1.9781187592172653,1.7393034721693394,2.2232885540589127,-1.015267302746766,-1.5894141064487688,-0.5520154641737297,66,198,2.2954496093619117,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186521520,65
ml_ae_per_run_stave_shuffle,1.9691437167674355,1.72448082396956,2.209962328113614,-1.0242423451965958,-1.621378864324003,-0.5914360803223159,66,198,2.2834471521492516,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186521520,65
traditional_per_run_stave_shuffle,1.9832911015599972,1.7694380707442754,2.299730695934534,-1.0100949604040341,-1.6148199624531874,-0.5317995617448632,66,198,2.299113121254987,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186521617,65
ml_ae_per_run_stave_shuffle,1.9376118422299673,1.740264060448118,2.265640616273513,-1.055774219734064,-1.6186621454104417,-0.5465017415739506,66,198,2.2942686835299253,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186521617,65
traditional_per_run_stave_shuffle,1.9923204275965742,1.7695132991760034,2.256043150307088,-1.001065634367457,-1.5785778871645164,-0.4767633321986474,66,198,2.312627344351239,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186521714,65
ml_ae_per_run_stave_shuffle,1.9588748292452127,1.7570479883104557,2.2347922181859627,-1.0345112327188186,-1.6479416764519799,-0.5137836900056252,66,198,2.289217747308899,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186521714,65
traditional_per_run_stave_shuffle,1.9522905238819122,1.7138721936657453,2.223319091081619,-1.0410955380821192,-1.5612630718448761,-0.5025874937487094,66,198,2.253976817529116,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186521811,65
ml_ae_per_run_stave_shuffle,1.955075716386441,1.7182492126317022,2.234485595706108,-1.0383103455775904,-1.5612271891002514,-0.5225553082562998,66,198,2.2658580659540273,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186521811,65
traditional_per_run_stave_amp_shuffle,1.9456108368015301,1.7689435539259963,2.13154293386899,-1.0477752251625012,-1.5638314560031867,-0.644519171874284,66,198,2.2529358343377903,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186521233,65
ml_ae_per_run_stave_amp_shuffle,1.99646440327168,1.781695054110234,2.180700038267555,-0.9969216586923513,-1.5512221302404094,-0.6160542942694444,66,198,2.26346954600813,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186521233,65
traditional_per_run_stave_amp_shuffle,2.0259122473001496,1.8154493839747314,2.2071411814846393,-0.9674738146638817,-1.5468841315627495,-0.5699622856132288,66,198,2.268216792621625,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186521330,65
ml_ae_per_run_stave_amp_shuffle,2.0255316758728057,1.8209792817845338,2.211974396136404,-0.9678543860912256,-1.5286329795229237,-0.5597236278614955,66,198,2.269612267373318,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186521330,65
traditional_per_run_stave_amp_shuffle,1.9817228238582607,1.7611474495884887,2.169331447392047,-1.0116632381057706,-1.5071948535295225,-0.6368504235424647,66,198,2.2831639658946763,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186521427,65
ml_ae_per_run_stave_amp_shuffle,2.0385645370185395,1.8012583544864722,2.2432417495183667,-0.9548215249454919,-1.5169386479854519,-0.5409906624834951,66,198,2.272428978007445,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186521427,65
traditional_per_run_stave_amp_shuffle,1.981571303961282,1.7442332115960275,2.1833140228360914,-1.0118147580027494,-1.4830770274414955,-0.5847127916835543,66,198,2.2599940676798647,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186521524,65
ml_ae_per_run_stave_amp_shuffle,2.0234427541494404,1.7797436724524045,2.2373221932381986,-0.9699433078145909,-1.448839989581831,-0.5388358778083312,66,198,2.2686023325298303,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186521524,65
traditional_per_run_stave_amp_shuffle,1.9645687556266804,1.777860384465701,2.199940996856614,-1.028817306337351,-1.5491272711665014,-0.6327880108568155,66,198,2.2658328454549452,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186521621,65
ml_ae_per_run_stave_amp_shuffle,1.9948087435960806,1.7714883453418502,2.2283928420127053,-0.9985773183679507,-1.5898203899313705,-0.6342204804122458,66,198,2.261337856273301,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186521621,65
traditional_per_run_stave_amp_shuffle,1.9724064925038811,1.7638808961943104,2.1854752081967015,-1.0209795694601502,-1.484023419000782,-0.5285292755339245,66,198,2.2752021845333714,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186521718,65
ml_ae_per_run_stave_amp_shuffle,2.020426069349056,1.7786770939205734,2.2128785820281482,-0.9729599926149755,-1.4374932804361011,-0.5252394264048333,66,198,2.26616757053288,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186521718,65
traditional_per_run_stave_amp_shuffle,2.0004734877967847,1.7753512927726534,2.1571593158289826,-0.9929125741672467,-1.5686207489645456,-0.5347519468933297,66,198,2.270244436301152,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186521815,65
ml_ae_per_run_stave_amp_shuffle,2.059818453788759,1.7983062239135108,2.2493118654823885,-0.9335676081752724,-1.4969783775296657,-0.47381009218096626,66,198,2.2725661732618345,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186521815,65
traditional_train_run_stave_mean,1.9341075305467874,1.744480195038672,2.2391513093113966,-1.059278531417244,-1.6268097861609456,-0.516803463466458,66,198,2.288537736191149,traditional_train_run_stave_mean,train-run-only target,traditional,186521228,65
ml_ae_train_run_stave_mean,1.9380503035336785,1.749755678524736,2.2358850510716506,-1.0553357584303529,-1.6226815886474266,-0.5206427318456248,66,198,2.2872407620418342,ml_ae_train_run_stave_mean,train-run-only target,ml_ae,186521228,65
