target_variant,diagnosis_family,feature_family,variant_seed,heldout_run,sigma68_ns,ci_low,ci_high,delta_vs_cfd20_ns,n_pair_residuals,n_events
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186291519,pooled,3.2847960535250604,3.0492057199384686,3.592401252560777,-0.0199278470315023,204,68
traditional_same_event_sign_flip,same-event target algebra,traditional,186291616,pooled,3.326257981992735,3.0702863700055127,3.568054700403471,0.02153408143617197,204,68
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186291616,pooled,3.3750967073427116,3.160186150735243,3.681976256262509,0.07037280678614843,204,68
traditional_same_event_sign_flip,same-event target algebra,traditional,186291713,pooled,3.1774983961135104,2.9386053409302186,3.4070727213365903,-0.12722550444305236,204,68
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186291713,pooled,3.30348896965384,3.037421349724753,3.6031487622321183,-0.001234930902723086,204,68
traditional_same_event_sign_flip,same-event target algebra,traditional,186291810,pooled,3.4532956351140145,3.183047413544209,3.658241880870577,0.14857173455745132,204,68
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186291810,pooled,3.375624594464899,3.168850993629046,3.6157225104803166,0.07090069390833564,204,68
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186291229,pooled,1.8364137428998928,1.6100440589254752,2.1869474759978655,-1.4683101576566702,204,68
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186291229,pooled,1.7850556518411644,1.6075034686431353,2.239530260679306,-1.5196682487153987,204,68
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186291326,pooled,1.7894419567584992,1.6145919210381563,2.0423062639632814,-1.515281943798064,204,68
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186291326,pooled,1.8018316260278244,1.5789480059966439,2.0478480638370526,-1.5028922745287387,204,68
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186291423,pooled,1.8080256145000475,1.6169680739468308,2.190234768106876,-1.4966982860565157,204,68
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186291423,pooled,1.7929926580190674,1.6221425204239541,2.21838630264473,-1.5117312425374958,204,68
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186291520,pooled,1.7787465044581903,1.609854396376607,2.142997190713881,-1.525977396098373,204,68
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186291520,pooled,1.8097922466421141,1.604826829631453,2.1390084204971784,-1.4949316539144488,204,68
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186291617,pooled,1.7936041638827316,1.6133971827515385,2.1654037973924583,-1.5111197366738316,204,68
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186291617,pooled,1.797272712764741,1.6140342338383216,2.119158763144254,-1.5074511877918222,204,68
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186291714,pooled,1.802376925619842,1.5984598026610906,2.1133988893859366,-1.5023469749367213,204,68
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186291714,pooled,1.7917485874891288,1.6123850993900302,2.090395293085094,-1.5129753130674344,204,68
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186291811,pooled,1.7837961983680688,1.6334001389332082,2.189698450268864,-1.5209277021884946,204,68
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186291811,pooled,1.8051620352268178,1.6185223259509498,2.158912617811502,-1.4995618653297453,204,68
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186291233,pooled,1.7766457716846495,1.5536361144363962,2.1016689003997566,-1.5280781288719136,204,68
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186291233,pooled,1.7986084513664227,1.5589956599979438,2.1061926219452114,-1.5061154491901407,204,68
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186291330,pooled,1.7683633295917485,1.5425127696841983,2.059068204076528,-1.5363605709648145,204,68
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186291330,pooled,1.7966563522815668,1.5377779785804504,2.059007248946127,-1.5080675482749963,204,68
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186291427,pooled,1.7531909537687915,1.5621587174840559,2.1314526317000997,-1.5515329467877716,204,68
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186291427,pooled,1.7959097529029828,1.531161121894792,2.053616132713856,-1.5088141476535804,204,68
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186291524,pooled,1.7498474776744841,1.5302597562368632,2.0895875309482177,-1.554876422882079,204,68
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186291524,pooled,1.7918737620687506,1.517114739850161,2.105700275401831,-1.5128501384878128,204,68
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186291621,pooled,1.7632318477630586,1.51979950121791,2.0378079650387764,-1.5414920527935045,204,68
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186291621,pooled,1.7944726173305499,1.5383540356442935,2.059049311900924,-1.5102512832260135,204,68
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186291718,pooled,1.8032954053854926,1.499368048606879,2.032765688949106,-1.5014284951710706,204,68
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186291718,pooled,1.7974807935678965,1.5143564708195643,2.0701679401875093,-1.5072431069886667,204,68
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186291815,pooled,1.7587524759197215,1.540804636406898,1.971566909252827,-1.5459714246368417,204,68
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186291815,pooled,1.7868686145544057,1.5623777434638737,2.0693797213525804,-1.5178552860021575,204,68
traditional_train_run_stave_mean,train-run-only target,traditional,186291228,pooled,1.8038364256000505,1.6035306144312034,2.106260152353406,-1.5008874749565126,204,68
ml_ae_train_run_stave_mean,train-run-only target,ml_ae,186291228,pooled,1.8073661690950393,1.600354427079859,2.101841122640729,-1.497357731461524,204,68
traditional_event_block_shuffle,event/block composition,traditional,186441227,pooled,2.0213047698695954,1.8338442042055434,2.361268063822762,-1.243452166270464,192,64
ml_ae_event_block_shuffle,event/block composition,ml_ae,186441227,pooled,2.0596608394940197,1.8196341650385388,2.332361408369965,-1.2050960966460398,192,64
traditional_event_block_shuffle,event/block composition,traditional,186441324,pooled,2.1645854311132373,1.9202353486044441,2.3380317502513654,-1.1001715050268221,192,64
ml_ae_event_block_shuffle,event/block composition,ml_ae,186441324,pooled,2.111896400407551,1.8347457387942778,2.295226148175068,-1.1528605357325086,192,64
traditional_event_block_shuffle,event/block composition,traditional,186441421,pooled,2.067733814970254,1.8274329550240147,2.3676949608410363,-1.1970231211698055,192,64
ml_ae_event_block_shuffle,event/block composition,ml_ae,186441421,pooled,2.0887051435001194,1.8296533210134953,2.3189857660207123,-1.17605179263994,192,64
traditional_event_block_shuffle,event/block composition,traditional,186441518,pooled,2.1150079987573625,1.844008138465692,2.357075849203396,-1.149748937382697,192,64
ml_ae_event_block_shuffle,event/block composition,ml_ae,186441518,pooled,2.1171136552095398,1.8582346833939505,2.3469003869891125,-1.1476432809305197,192,64
traditional_event_block_shuffle,event/block composition,traditional,186441615,pooled,2.0991363436055193,1.8216465328526505,2.3264096410497963,-1.1656205925345402,192,64
ml_ae_event_block_shuffle,event/block composition,ml_ae,186441615,pooled,2.0935380585491643,1.8044585573211356,2.31952374549098,-1.1712188775908952,192,64
traditional_event_block_shuffle,event/block composition,traditional,186441712,pooled,2.070554401874544,1.8410613694724598,2.314601838808034,-1.1942025342655156,192,64
ml_ae_event_block_shuffle,event/block composition,ml_ae,186441712,pooled,2.096308825071601,1.8648863251496142,2.352097528845072,-1.1684481110684586,192,64
traditional_event_block_shuffle,event/block composition,traditional,186441809,pooled,2.063519439280631,1.8182422664938513,2.3838446285125663,-1.2012374968594286,192,64
ml_ae_event_block_shuffle,event/block composition,ml_ae,186441809,pooled,2.0761027062566577,1.8100689292151386,2.3393294739128967,-1.1886542298834017,192,64
traditional_row_shuffle,global row target distribution,traditional,186441219,pooled,3.211862918145954,2.779249758414633,3.588016222652699,-0.052894017994105536,192,64
ml_ae_row_shuffle,global row target distribution,ml_ae,186441219,pooled,3.282770218810066,2.836025978849728,3.6268079094107804,0.018013282670005903,192,64
traditional_row_shuffle,global row target distribution,traditional,186441316,pooled,3.206319915680512,2.7496681322819825,3.6444760051959086,-0.05843702045954702,192,64
ml_ae_row_shuffle,global row target distribution,ml_ae,186441316,pooled,3.306649498397483,2.7545958347942645,3.599003330182738,0.04189256225742355,192,64
traditional_row_shuffle,global row target distribution,traditional,186441413,pooled,3.300510411865711,2.880461198875215,3.6917156638547777,0.03575347572565146,192,64
ml_ae_row_shuffle,global row target distribution,ml_ae,186441413,pooled,3.2582465803368397,2.8683167076978715,3.6353228298039064,-0.006510355803219792,192,64
traditional_row_shuffle,global row target distribution,traditional,186441510,pooled,3.367768057852984,2.877996678651655,3.7421623199637515,0.10301112171292459,192,64
ml_ae_row_shuffle,global row target distribution,ml_ae,186441510,pooled,3.3524728397727004,2.910540848871051,3.7463960289528515,0.08771590363264092,192,64
traditional_row_shuffle,global row target distribution,traditional,186441607,pooled,3.0819686446413406,2.698610557390836,3.5041460798604387,-0.18278829149871934,192,64
ml_ae_row_shuffle,global row target distribution,ml_ae,186441607,pooled,3.094643962041141,2.6961128589463947,3.5339680710510586,-0.1701129740989189,192,64
traditional_row_shuffle,global row target distribution,traditional,186441704,pooled,3.2495106424838305,2.741416440446685,3.602326841838654,-0.015246293656228982,192,64
ml_ae_row_shuffle,global row target distribution,ml_ae,186441704,pooled,3.2474509429627645,2.750713867492683,3.5977663590367843,-0.017305993177294976,192,64
traditional_row_shuffle,global row target distribution,traditional,186441801,pooled,3.2491197078491734,2.851382081833832,3.7304559936509514,-0.015637228290886096,192,64
ml_ae_row_shuffle,global row target distribution,ml_ae,186441801,pooled,3.397440785058137,2.8636279513614036,3.7368411632074756,0.13268384891807772,192,64
traditional_same_event_permute,same-event target algebra,traditional,186441226,pooled,3.2627670336142156,2.8299602460116144,3.623388303861019,-0.0019899025258438563,192,64
ml_ae_same_event_permute,same-event target algebra,ml_ae,186441226,pooled,3.300407970629633,2.877635579024918,3.647686141889253,0.03565103448957352,192,64
traditional_same_event_permute,same-event target algebra,traditional,186441323,pooled,3.211601939022243,2.7596667467671785,3.576016835893325,-0.05315499711781646,192,64
ml_ae_same_event_permute,same-event target algebra,ml_ae,186441323,pooled,3.258463660039007,2.789529691380274,3.5534422557523264,-0.006293276101053014,192,64
traditional_same_event_permute,same-event target algebra,traditional,186441420,pooled,3.4426480087709415,2.972777626529632,3.7008493774740465,0.177891072630882,192,64
ml_ae_same_event_permute,same-event target algebra,ml_ae,186441420,pooled,3.3782682892195885,2.969375859434429,3.7149666220974176,0.11351135307952864,192,64
traditional_same_event_permute,same-event target algebra,traditional,186441517,pooled,3.2052386293190716,2.7199716426849,3.4996080423878007,-0.059518306820987465,192,64
ml_ae_same_event_permute,same-event target algebra,ml_ae,186441517,pooled,3.205177619837221,2.763898639488509,3.5569393074208047,-0.05957931630283797,192,64
traditional_same_event_permute,same-event target algebra,traditional,186441614,pooled,3.168819493018089,2.7046746519637512,3.499315392002759,-0.09593744312197083,192,64
ml_ae_same_event_permute,same-event target algebra,ml_ae,186441614,pooled,3.187377088591455,2.7415690192469455,3.51046180843934,-0.07737984754860472,192,64
traditional_same_event_permute,same-event target algebra,traditional,186441711,pooled,3.181764939278365,2.760634501509367,3.512372006472669,-0.0829919968616939,192,64
ml_ae_same_event_permute,same-event target algebra,ml_ae,186441711,pooled,3.1435852667667703,2.7197814551666433,3.6010292808188695,-0.12117166937328916,192,64
traditional_same_event_permute,same-event target algebra,traditional,186441808,pooled,3.2874482693709433,2.7490441996292154,3.6118156749173047,0.022691333230883792,192,64
ml_ae_same_event_permute,same-event target algebra,ml_ae,186441808,pooled,3.25111078136414,2.7971492001560425,3.5961178872950783,-0.013646154775919683,192,64
traditional_same_event_sign_flip,same-event target algebra,traditional,186441228,pooled,3.152675707340235,2.7240682968399574,3.4615664032339155,-0.1120812287998243,192,64
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186441228,pooled,3.2768607631772766,2.8101784522691795,3.552002378836255,0.012103827037216686,192,64
traditional_same_event_sign_flip,same-event target algebra,traditional,186441325,pooled,3.159367485512341,2.749891691260782,3.5715114737283407,-0.10538945062771843,192,64
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186441325,pooled,3.1501277916207915,2.7136517523429418,3.5118202643687746,-0.11462914451926798,192,64
traditional_same_event_sign_flip,same-event target algebra,traditional,186441422,pooled,3.4372008196264456,2.9506890541221886,3.724620491711248,0.17244388348638617,192,64
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186441422,pooled,3.4250224993753435,2.9349596931948327,3.790195479402785,0.16026556323528407,192,64
traditional_same_event_sign_flip,same-event target algebra,traditional,186441519,pooled,3.2089017320498794,2.795063586540065,3.6357378817709964,-0.05585520409018008,192,64
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186441519,pooled,3.2552026779182985,2.7568190497457308,3.6322068203135824,-0.009554258221760925,192,64
traditional_same_event_sign_flip,same-event target algebra,traditional,186441616,pooled,3.1832031846117963,2.7439213953243473,3.5256041187737104,-0.08155375152826316,192,64
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186441616,pooled,3.1343953064903602,2.7040375107479044,3.5165547942714674,-0.13036162964969922,192,64
traditional_same_event_sign_flip,same-event target algebra,traditional,186441713,pooled,3.164318769723175,2.8353979913773935,3.6021073076315204,-0.10043816641688474,192,64
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186441713,pooled,3.182877374410328,2.7619075385071343,3.4833841647082107,-0.08187956172973143,192,64
traditional_same_event_sign_flip,same-event target algebra,traditional,186441810,pooled,3.3439336566142726,2.7949769529546002,3.690066231695186,0.07917672047421309,192,64
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186441810,pooled,3.2901547651927174,2.85170574616763,3.741246968976673,0.025397829052657972,192,64
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186441229,pooled,2.1048483874836745,1.8520053240580652,2.356375358478927,-1.159908548656385,192,64
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186441229,pooled,2.0875904937274754,1.8311887612747022,2.371764440216309,-1.177166442412584,192,64
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186441326,pooled,2.098717556297779,1.8461427890554922,2.3301997011937194,-1.1660393798422803,192,64
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186441326,pooled,2.0866964758069813,1.8151175562217807,2.3248283187806438,-1.1780604603330782,192,64
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186441423,pooled,2.076724237799646,1.7872318554222584,2.3397629099165105,-1.1880326983404133,192,64
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186441423,pooled,2.154151112485677,1.8563279519534686,2.3200908827518973,-1.1106058236543825,192,64
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186441520,pooled,2.0449891490864753,1.7847281852017056,2.293948504261017,-1.2197677870535841,192,64
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186441520,pooled,2.0508372644145787,1.7730144630445226,2.287972107022434,-1.2139196717254808,192,64
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186441617,pooled,2.113043793626128,1.8352343684810348,2.3368985391667945,-1.1517131425139313,192,64
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186441617,pooled,2.138719537630377,1.8607939636532318,2.319900650354266,-1.1260373985096823,192,64
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186441714,pooled,2.0930625587751353,1.8526753601133732,2.347883165596335,-1.1716943773649242,192,64
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186441714,pooled,2.0962465915155417,1.8456180179225259,2.3740297630483296,-1.1685103446245177,192,64
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186441811,pooled,2.0422083499956116,1.8265572153067442,2.321068863271096,-1.2225485861444478,192,64
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186441811,pooled,2.0797359362316152,1.834122416064143,2.3182905888609593,-1.1850209999084442,192,64
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186441233,pooled,2.0326258537846815,1.7950792297210485,2.2463508830030277,-1.232131082355378,192,64
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186441233,pooled,1.9869027659666554,1.7690236663252097,2.241571303237677,-1.2778541701734039,192,64
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186441330,pooled,2.0234136960580935,1.793093054495755,2.264272664830747,-1.241343240081966,192,64
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186441330,pooled,2.023135082044009,1.7736695548988057,2.2627247117438363,-1.2416218540960506,192,64
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186441427,pooled,2.048242678344248,1.8070121471553013,2.2557790091468037,-1.2165142577958115,192,64
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186441427,pooled,2.041265621997719,1.779888842005284,2.2901398956181533,-1.2234913141423402,192,64
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186441524,pooled,2.0021009292078062,1.7728272960339708,2.2528950896735185,-1.2626560069322532,192,64
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186441524,pooled,2.016394541754725,1.769310611452162,2.2453948115860234,-1.2483623943853344,192,64
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186441621,pooled,1.9908244483548423,1.7686207845580615,2.199772015053155,-1.273932487785217,192,64
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186441621,pooled,1.9946387419173133,1.7568275217781884,2.2575265802300426,-1.2701181942227462,192,64
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186441718,pooled,2.0326876717805864,1.755153939604759,2.2434877453774207,-1.232069264359473,192,64
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186441718,pooled,2.008451911024753,1.7716996312513913,2.2698039010588973,-1.2563050251153065,192,64
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186441815,pooled,2.0635759473961603,1.7994345264395777,2.2838691412133096,-1.2011809887438991,192,64
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186441815,pooled,1.9621203468668493,1.7260575513048113,2.2728973196923725,-1.3026365892732104,192,64
traditional_train_run_stave_mean,train-run-only target,traditional,186441228,pooled,2.1002240125465392,1.8268172220736751,2.3094967128962307,-1.1645329235935202,192,64
ml_ae_train_run_stave_mean,train-run-only target,ml_ae,186441228,pooled,2.0964932701618957,1.829558623462917,2.316867385506635,-1.1682636659781638,192,64
traditional_event_block_shuffle,event/block composition,traditional,186511227,pooled,2.1432757902145396,2.0292978996270605,2.286388046568752,-1.00352791963339,630,210
ml_ae_event_block_shuffle,event/block composition,ml_ae,186511227,pooled,2.1303126591444017,2.005731230258943,2.2724423018007287,-1.0164910507035279,630,210
traditional_event_block_shuffle,event/block composition,traditional,186511324,pooled,2.15629325091839,1.9932349275821195,2.2816130244817594,-0.9905104589295397,630,210
ml_ae_event_block_shuffle,event/block composition,ml_ae,186511324,pooled,2.136691797094345,1.991610197654247,2.2730093538407217,-1.0101119127535845,630,210
traditional_event_block_shuffle,event/block composition,traditional,186511421,pooled,2.142391945451497,1.98412504109782,2.274379771934986,-1.0044117643964325,630,210
ml_ae_event_block_shuffle,event/block composition,ml_ae,186511421,pooled,2.124127539843321,1.9950764460742456,2.274455742892206,-1.0226761700046088,630,210
