heldout_run,target_variant,feature_family,variant_seed,target_train_std_ns,target_train_corr_with_nominal
42,event_block_shuffle,traditional,186291227,6.054402694498567,0.2766679454113378
42,event_block_shuffle,ml_ae,186291227,6.054402694498567,0.2766679454113378
42,event_block_shuffle,traditional,186291324,6.054402694498567,0.27072760500879484
42,event_block_shuffle,ml_ae,186291324,6.054402694498567,0.27072760500879484
42,event_block_shuffle,traditional,186291421,6.054402694498567,0.2793425225097264
42,event_block_shuffle,ml_ae,186291421,6.054402694498567,0.2793425225097264
42,event_block_shuffle,traditional,186291518,6.054402694498567,0.27077363238229235
42,event_block_shuffle,ml_ae,186291518,6.054402694498567,0.27077363238229235
42,event_block_shuffle,traditional,186291615,6.054402694498567,0.27535925784834353
42,event_block_shuffle,ml_ae,186291615,6.054402694498567,0.27535925784834353
42,event_block_shuffle,traditional,186291712,6.054402694498566,0.27890310410944974
42,event_block_shuffle,ml_ae,186291712,6.054402694498566,0.27890310410944974
42,event_block_shuffle,traditional,186291809,6.054402694498567,0.26314572026745586
42,event_block_shuffle,ml_ae,186291809,6.054402694498567,0.26314572026745586
42,row_shuffle,traditional,186291219,6.054402694498567,0.009918677550527692
42,row_shuffle,ml_ae,186291219,6.054402694498567,0.009918677550527692
42,row_shuffle,traditional,186291316,6.054402694498567,-0.007523216653172579
42,row_shuffle,ml_ae,186291316,6.054402694498567,-0.007523216653172579
42,row_shuffle,traditional,186291413,6.054402694498567,0.00773430435122778
42,row_shuffle,ml_ae,186291413,6.054402694498567,0.00773430435122778
42,row_shuffle,traditional,186291510,6.054402694498567,-0.0016418109265952702
42,row_shuffle,ml_ae,186291510,6.054402694498567,-0.0016418109265952702
42,row_shuffle,traditional,186291607,6.054402694498567,-0.012918210390168525
42,row_shuffle,ml_ae,186291607,6.054402694498567,-0.012918210390168525
42,row_shuffle,traditional,186291704,6.054402694498567,0.012505174486106345
42,row_shuffle,ml_ae,186291704,6.054402694498567,0.012505174486106345
42,row_shuffle,traditional,186291801,6.054402694498567,0.0022479206556051587
42,row_shuffle,ml_ae,186291801,6.054402694498567,0.0022479206556051587
42,same_event_permute,traditional,186291226,6.054402694498567,-0.1384153478181456
42,same_event_permute,ml_ae,186291226,6.054402694498567,-0.1384153478181456
42,same_event_permute,traditional,186291323,6.054402694498567,-0.04220651426722602
42,same_event_permute,ml_ae,186291323,6.054402694498567,-0.04220651426722602
42,same_event_permute,traditional,186291420,6.054402694498567,-0.12434521787088049
42,same_event_permute,ml_ae,186291420,6.054402694498567,-0.12434521787088049
42,same_event_permute,traditional,186291517,6.054402694498567,-0.005931109432116226
42,same_event_permute,ml_ae,186291517,6.054402694498567,-0.005931109432116226
42,same_event_permute,traditional,186291614,6.054402694498567,0.03326867561411898
42,same_event_permute,ml_ae,186291614,6.054402694498567,0.03326867561411898
42,same_event_permute,traditional,186291711,6.054402694498567,0.15072471192856343
42,same_event_permute,ml_ae,186291711,6.054402694498567,0.15072471192856343
42,same_event_permute,traditional,186291808,6.054402694498567,-0.06998031854051032
42,same_event_permute,ml_ae,186291808,6.054402694498567,-0.06998031854051032
42,same_event_sign_flip,traditional,186291228,6.054402694498567,0.05297667694662144
42,same_event_sign_flip,ml_ae,186291228,6.054402694498567,0.05297667694662144
42,same_event_sign_flip,traditional,186291325,6.054402694498567,0.025467127771563725
42,same_event_sign_flip,ml_ae,186291325,6.054402694498567,0.025467127771563725
42,same_event_sign_flip,traditional,186291422,6.054402694498567,-0.1149643661067015
42,same_event_sign_flip,ml_ae,186291422,6.054402694498567,-0.1149643661067015
42,same_event_sign_flip,traditional,186291519,6.054402694498567,-0.004285312800982775
42,same_event_sign_flip,ml_ae,186291519,6.054402694498567,-0.004285312800982775
42,same_event_sign_flip,traditional,186291616,6.054402694498567,0.0346044819802276
