pred,obs,n
0.06629984304293997,0.08452950558213716,627
0.22898134603873702,0.22170361726954493,857
0.39064050271588113,0.39622641509433965,477
0.48206531338546965,0.49099099099099097,666
0.6275400614288672,0.6233766233766234,308
0.792924741270346,0.762114537444934,454
0.9592880587762664,0.9315960912052117,921
