row_id,heldout_run,template_secondary_fraction,template_residual_improvement,best_stave,best_delay_samples,threshold,threshold_pred
60:469238:450:80226:injected_two_pulse,60,0.16997234527559096,0.18640834357612235,B4,2,0.16,1
60:469348:550:80336:raw_clean,60,0.3179573549151726,0.475891401826805,B6,6,0.16,1
60:469348:550:80336:injected_two_pulse,60,0.3607689541390726,0.7257480866143178,B4,5,0.16,1
60:469512:704:80500:raw_clean,60,0.15070263231476747,0.11129717842290943,B6,6,0.16,0
60:469512:704:80500:injected_two_pulse,60,0.38627724945241104,0.7312076704716517,B6,6,0.16,1
60:469555:745:80543:raw_clean,60,0.0,0.0,,-1,0.16,0
60:469555:745:80543:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:469556:746:80544:raw_clean,60,0.42733079234122345,1.096586892790694,B6,5,0.16,1
60:469556:746:80544:injected_two_pulse,60,0.42733079234122345,1.096586892790694,B6,5,0.16,1
60:469661:845:80649:raw_clean,60,0.10049510143740176,0.052655193606543915,B4,6,0.16,0
60:469661:845:80649:injected_two_pulse,60,0.10049510143740176,0.052655193606543915,B4,6,0.16,0
60:469692:876:80680:raw_clean,60,0.45,1.4900975715102502,B4,5,0.16,1
60:469692:876:80680:injected_two_pulse,60,0.45,2.5812569267573138,B4,6,0.16,1
60:469775:949:80763:raw_clean,60,0.0,0.0,,-1,0.16,0
60:469775:949:80763:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:469791:962:80779:raw_clean,60,0.046218617566018964,0.012980486338107597,B8,4,0.16,0
60:469791:962:80779:injected_two_pulse,60,0.10374216724882059,0.0694415564708995,B4,2,0.16,0
60:469806:976:80794:raw_clean,60,0.45,1.5694495860965052,B4,5,0.16,1
60:469806:976:80794:injected_two_pulse,60,0.45,1.5694495860965052,B4,5,0.16,1
60:469830:999:80818:raw_clean,60,0.0,0.0,,-1,0.16,0
60:469830:999:80818:injected_two_pulse,60,0.040652226867840195,0.009830097577830932,B6,4,0.16,0
60:469871:1038:80859:raw_clean,60,0.11338587142861771,0.07172336654743854,B4,4,0.16,0
60:469871:1038:80859:injected_two_pulse,60,0.19763597960556148,0.20541291021662073,B4,5,0.16,1
60:469981:1142:80969:raw_clean,60,0.14927463941959074,0.10919796364223788,B6,6,0.16,0
60:469981:1142:80969:injected_two_pulse,60,0.14927463941959074,0.10919796364223788,B6,6,0.16,0
60:469988:1147:80976:raw_clean,60,0.0,0.0,,-1,0.16,0
60:469988:1147:80976:injected_two_pulse,60,0.10642935505969428,0.062207742295834145,B6,5,0.16,0
60:470114:1259:81102:raw_clean,60,0.45,1.6107455822786432,B4,5,0.16,1
60:470114:1259:81102:injected_two_pulse,60,0.45,1.6107455822786432,B4,5,0.16,1
60:470120:1265:81108:raw_clean,60,0.19759771113904248,0.1871765506783073,B4,6,0.16,1
60:470120:1265:81108:injected_two_pulse,60,0.19759771113904248,0.1871765506783073,B4,6,0.16,1
60:470152:1295:81140:raw_clean,60,0.10406263666626202,0.05646002670929115,B4,6,0.16,0
60:470152:1295:81140:injected_two_pulse,60,0.45,1.1685196878832418,B4,5,0.16,1
60:470231:1369:81219:raw_clean,60,0.45,1.5016138472454226,B4,5,0.16,1
60:470231:1369:81219:injected_two_pulse,60,0.11857482637217057,0.09067189083117766,B8,6,0.16,0
60:470232:1370:81220:raw_clean,60,0.0,0.0,,-1,0.16,0
60:470232:1370:81220:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:470305:1437:81293:raw_clean,60,0.0,0.0,,-1,0.16,0
60:470305:1437:81293:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:470313:1444:81301:raw_clean,60,0.027256944002224327,0.004461377763325398,B6,5,0.16,0
60:470313:1444:81301:injected_two_pulse,60,0.027256944002224327,0.004461377763325398,B6,5,0.16,0
60:470386:1509:81374:raw_clean,60,0.010088995859025132,0.0005652434076008211,B4,6,0.16,0
60:470386:1509:81374:injected_two_pulse,60,0.24707180730914255,0.34038778661064806,B4,5,0.16,1
60:470524:1637:81512:raw_clean,60,0.10634406660445736,0.07471149797450846,B8,6,0.16,0
60:470524:1637:81512:injected_two_pulse,60,0.10634406660445736,0.07471149797450846,B8,6,0.16,0
60:470637:1745:81625:raw_clean,60,0.0,0.0,,-1,0.16,0
60:470637:1745:81625:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:470724:1825:81712:raw_clean,60,0.02078134580481841,0.0024932277184612217,B4,3,0.16,0
60:470724:1825:81712:injected_two_pulse,60,0.09626171493636795,0.045409808146015196,B6,6,0.16,0
60:470811:1901:81799:raw_clean,60,0.0,0.0,,-1,0.16,0
60:470811:1901:81799:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:470841:1930:81829:raw_clean,60,0.0,0.0,,-1,0.16,0
60:470841:1930:81829:injected_two_pulse,60,0.12471877782690598,0.09370924844601264,B6,4,0.16,0
60:471128:2195:82116:raw_clean,60,0.19157391404151636,0.24245640501292967,B8,6,0.16,1
60:471128:2195:82116:injected_two_pulse,60,0.19157391404151636,0.24245640501292967,B8,6,0.16,1
60:471191:2253:82179:raw_clean,60,0.45,1.5385750572474368,B4,5,0.16,1
60:471191:2253:82179:injected_two_pulse,60,0.45,2.6705761566799757,B4,6,0.16,1
60:471283:2336:82271:raw_clean,60,0.11438539017907931,0.07299345116126132,B4,4,0.16,0
60:471283:2336:82271:injected_two_pulse,60,0.19230416874439843,0.19447917879161636,B4,5,0.16,1
60:471399:2448:82387:raw_clean,60,0.09597844767226468,0.05943691456618305,B4,2,0.16,0
60:471399:2448:82387:injected_two_pulse,60,0.19834798772160403,0.1854292098564877,B6,5,0.16,1
60:471415:2464:82403:raw_clean,60,0.0,0.0,,-1,0.16,0
60:471415:2464:82403:injected_two_pulse,60,0.1746007416670916,0.14939451280445054,B6,6,0.16,1
60:471503:2548:82491:raw_clean,60,0.09995004165624068,0.04895628303087471,B6,6,0.16,0
60:471503:2548:82491:injected_two_pulse,60,0.25669216897951963,0.32289975635431645,B6,6,0.16,1
60:471553:2595:82541:raw_clean,60,0.0,0.0,,-1,0.16,0
60:471553:2595:82541:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:471669:2707:82657:raw_clean,60,0.0,0.0,,-1,0.16,0
60:471669:2707:82657:injected_two_pulse,60,0.14365596415769347,0.12392587585654775,B6,5,0.16,0
60:471693:2729:82681:raw_clean,60,0.04593777309442265,0.012569231767554978,B6,6,0.16,0
60:471693:2729:82681:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:471740:2767:82728:raw_clean,60,0.0,0.0,,-1,0.16,0
60:471740:2767:82728:injected_two_pulse,60,0.18655967330631923,0.22456618378608972,B4,2,0.16,1
60:471746:2772:82734:raw_clean,60,0.07624939895287317,0.028491500853796647,B6,6,0.16,0
60:471746:2772:82734:injected_two_pulse,60,0.23768572185959944,0.27082815305234287,B4,6,0.16,1
60:471978:2989:82966:raw_clean,60,0.1339662287570807,0.09357117689433714,B4,6,0.16,0
60:471978:2989:82966:injected_two_pulse,60,0.26066118138907013,0.35424534062864976,B4,6,0.16,1
60:472066:3071:83054:raw_clean,60,0.2003845296914153,0.2436279407189086,B4,3,0.16,1
60:472066:3071:83054:injected_two_pulse,60,0.2003845296914153,0.2436279407189086,B4,3,0.16,1
60:472067:3072:83055:raw_clean,60,0.45,1.7086530449237323,B4,6,0.16,1
60:472067:3072:83055:injected_two_pulse,60,0.45,1.7086530449237323,B4,6,0.16,1
60:472100:3104:83088:raw_clean,60,0.0814162244470875,0.034559969115359856,B4,6,0.16,0
60:472100:3104:83088:injected_two_pulse,60,0.2171957506465972,0.24595410566172582,B4,6,0.16,1
60:472125:3129:83113:raw_clean,60,0.016042667091804984,0.00153292885984882,B6,6,0.16,0
60:472125:3129:83113:injected_two_pulse,60,0.18715621300894492,0.20863028710555998,B6,6,0.16,1
60:472162:3165:83150:raw_clean,60,0.0,0.0,,-1,0.16,0
60:472162:3165:83150:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:472203:3201:83191:raw_clean,60,0.39511104646230505,0.9403303499750657,B8,6,0.16,1
60:472203:3201:83191:injected_two_pulse,60,0.45,2.2300263344702866,B8,6,0.16,1
60:472408:3392:83396:raw_clean,60,0.03346377667497124,0.006218555645158516,B4,6,0.16,0
60:472408:3392:83396:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:472480:3460:83468:raw_clean,60,0.0524573027239905,0.016390068549887338,B6,6,0.16,0
60:472480:3460:83468:injected_two_pulse,60,0.16870765794904474,0.16952683374581695,B6,6,0.16,1
60:472618:3588:83606:raw_clean,60,0.14690746999232313,0.12040112387979465,B4,4,0.16,0
60:472618:3588:83606:injected_two_pulse,60,0.24746905992776747,0.3220605507331086,B4,5,0.16,1
60:472641:3610:83629:raw_clean,60,0.45,1.5560928082131218,B4,5,0.16,1
60:472641:3610:83629:injected_two_pulse,60,0.45,2.0211530573451,B4,6,0.16,1
60:472985:3938:83973:raw_clean,60,0.0,0.0,,-1,0.16,0
60:472985:3938:83973:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:473078:4025:84066:raw_clean,60,0.0,0.0,,-1,0.16,0
60:473078:4025:84066:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:473093:4038:84081:raw_clean,60,0.025437294922560645,0.0035932006442071437,B4,6,0.16,0
60:473093:4038:84081:injected_two_pulse,60,0.24787469340218043,0.3659596789476544,B6,6,0.16,1
60:473123:4065:84111:raw_clean,60,0.45,1.6150226204342553,B6,6,0.16,1
60:473123:4065:84111:injected_two_pulse,60,0.45,1.6150226204342553,B6,6,0.16,1
60:473219:4159:84207:raw_clean,60,0.25720534439363896,0.31140822868280893,B6,6,0.16,1
60:473219:4159:84207:injected_two_pulse,60,0.45,1.1458888525060518,B6,6,0.16,1
60:473339:4268:84327:raw_clean,60,0.016405760555485985,0.0014032794505426799,B4,6,0.16,0
60:473339:4268:84327:injected_two_pulse,60,0.3144570499600943,0.566998417036186,B4,4,0.16,1
60:473399:4327:84387:raw_clean,60,0.027226449527330443,0.004782894871357968,B4,2,0.16,0
60:473399:4327:84387:injected_two_pulse,60,0.027226449527330443,0.004782894871357968,B4,2,0.16,0
60:473432:4358:84420:raw_clean,60,0.1110406182435328,0.07070057030912408,B4,4,0.16,0
60:473432:4358:84420:injected_two_pulse,60,0.22326432005557242,0.27118279735368944,B4,5,0.16,1
60:473437:4363:84425:raw_clean,60,0.04845131537643017,0.015146767445120293,B4,2,0.16,0
60:473437:4363:84425:injected_two_pulse,60,0.04845131537643017,0.015146767445120293,B4,2,0.16,0
60:473439:4365:84427:raw_clean,60,0.13388525977178975,0.09954172200475364,B4,6,0.16,0
60:473439:4365:84427:injected_two_pulse,60,0.13388525977178975,0.09954172200475364,B4,6,0.16,0
60:473494:4417:84482:raw_clean,60,0.0,0.0,,-1,0.16,0
60:473494:4417:84482:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:473595:4512:84583:raw_clean,60,0.04823050296616823,0.013855188531483403,B6,6,0.16,0
60:473595:4512:84583:injected_two_pulse,60,0.04823050296616823,0.013855188531483403,B6,6,0.16,0
60:473952:4834:84940:raw_clean,60,0.15567513733411417,0.15636780098711522,B4,2,0.16,0
60:473952:4834:84940:injected_two_pulse,60,0.25235763378946396,0.38639509823336793,B4,3,0.16,1
60:473999:4876:84987:raw_clean,60,0.0,0.0,,-1,0.16,0
60:473999:4876:84987:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:474078:4951:85066:raw_clean,60,0.0,0.0,,-1,0.16,0
60:474078:4951:85066:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:474104:4975:85092:raw_clean,60,0.10432164196243636,0.05333242188966944,B6,6,0.16,0
60:474104:4975:85092:injected_two_pulse,60,0.327771395922901,0.5150266733973359,B4,6,0.16,1
60:474237:5097:85225:raw_clean,60,0.0,0.0,,-1,0.16,0
60:474237:5097:85225:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:474302:5161:85290:raw_clean,60,0.0,0.0,,-1,0.16,0
60:474302:5161:85290:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:474357:5212:85345:raw_clean,60,0.06681810542159147,0.028806940022485295,B4,2,0.16,0
60:474357:5212:85345:injected_two_pulse,60,0.14643333297161473,0.13835304075093569,B4,2,0.16,0
60:474600:5462:85588:raw_clean,60,0.08514136129896221,0.04366397697989993,B8,6,0.16,0
60:474600:5462:85588:injected_two_pulse,60,0.08514136129896221,0.04366397697989993,B8,6,0.16,0
60:474656:5512:85644:raw_clean,60,0.12552241245107354,0.0946143977748148,B6,5,0.16,0
60:474656:5512:85644:injected_two_pulse,60,0.12552241245107354,0.0946143977748148,B6,5,0.16,0
60:474799:5645:85787:raw_clean,60,0.0,0.0,,-1,0.16,0
60:474799:5645:85787:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:474903:5743:85891:raw_clean,60,0.09880546096563948,0.047841454553025714,B6,6,0.16,0
60:474903:5743:85891:injected_two_pulse,60,0.12539847122316142,0.08772578551488344,B4,4,0.16,0
60:474938:5775:85926:raw_clean,60,0.1731281865211709,0.14368888682962666,B4,6,0.16,1
60:474938:5775:85926:injected_two_pulse,60,0.27503868737289705,0.36263957225384225,B4,6,0.16,1
60:474956:5791:85944:raw_clean,60,0.1549078008103923,0.15483009863733121,B4,2,0.16,0
60:474956:5791:85944:injected_two_pulse,60,0.16342733644502844,0.162049658554134,B4,3,0.16,1
60:475134:5952:86122:raw_clean,60,0.0,0.0,,-1,0.16,0
60:475134:5952:86122:injected_two_pulse,60,0.0551996780616198,0.01493191701484231,B6,6,0.16,0
60:475153:5969:86141:raw_clean,60,0.4085885276494604,0.786855322309226,B6,5,0.16,1
60:475153:5969:86141:injected_two_pulse,60,0.4085885276494604,0.786855322309226,B6,5,0.16,1
60:475180:5992:86168:raw_clean,60,0.1342351713654323,0.10332176534812043,B4,4,0.16,0
60:475180:5992:86168:injected_two_pulse,60,0.3452660351495267,0.648531692086661,B4,5,0.16,1
60:475368:6167:86356:raw_clean,60,0.45,1.7039344529423155,B4,5,0.16,1
60:475368:6167:86356:injected_two_pulse,60,0.45,2.463596922425274,B4,6,0.16,1
60:475760:6534:86748:raw_clean,60,0.45,2.444462851359041,B6,5,0.16,1
60:475760:6534:86748:injected_two_pulse,60,0.45,2.444462851359041,B6,5,0.16,1
60:475784:6557:86772:raw_clean,60,0.014819679276347588,0.0013081166321599683,B6,6,0.16,0
60:475784:6557:86772:injected_two_pulse,60,0.16023267094215699,0.15292236361711437,B6,6,0.16,1
60:476017:6772:87005:raw_clean,60,0.08725614029733123,0.03731079259152453,B6,6,0.16,0
60:476017:6772:87005:injected_two_pulse,60,0.17174205827858238,0.16454932642161293,B4,4,0.16,1
60:476103:6853:87091:raw_clean,60,0.0,0.0,,-1,0.16,0
60:476103:6853:87091:injected_two_pulse,60,0.07627104031833395,0.0277242274590781,B6,3,0.16,0
60:476226:6969:87214:raw_clean,60,0.0,0.0,,-1,0.16,0
60:476226:6969:87214:injected_two_pulse,60,0.04316536335904784,0.010389589458560992,B4,5,0.16,0
60:476254:6997:87242:raw_clean,60,0.11908300290543325,0.06949315567000369,B6,6,0.16,0
60:476254:6997:87242:injected_two_pulse,60,0.11908300290543325,0.06949315567000369,B6,6,0.16,0
60:476300:7042:87288:raw_clean,60,0.14452339742219128,0.11976653895627104,B4,4,0.16,0
60:476300:7042:87288:injected_two_pulse,60,0.3852493378986033,0.807434478831206,B4,5,0.16,1
60:476355:7096:87343:raw_clean,60,0.0,0.0,,-1,0.16,0
60:476355:7096:87343:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:476721:7429:87709:raw_clean,60,0.2748989278664296,0.35572648373524723,B6,6,0.16,1
60:476721:7429:87709:injected_two_pulse,60,0.2748989278664296,0.35572648373524723,B6,6,0.16,1
60:476761:7469:87749:raw_clean,60,0.15326437611516497,0.12247117133751612,B4,6,0.16,0
60:476761:7469:87749:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:476807:7510:87795:raw_clean,60,0.0,0.0,,-1,0.16,0
60:476807:7510:87795:injected_two_pulse,60,0.038143935849046476,0.006991188558671757,B6,2,0.16,0
60:476824:7524:87812:raw_clean,60,0.08069312773013336,0.03927850179563497,B8,5,0.16,0
60:476824:7524:87812:injected_two_pulse,60,0.2061952269916571,0.20262700681143767,B6,3,0.16,1
60:476891:7584:87879:raw_clean,60,0.09168388924412278,0.04689524807241114,B4,4,0.16,0
60:476891:7584:87879:injected_two_pulse,60,0.0916851615531548,0.041194628164227476,B6,6,0.16,0
60:476986:7674:87974:raw_clean,60,0.16289815561693563,0.12720961982110585,B4,6,0.16,1
60:476986:7674:87974:injected_two_pulse,60,0.2644750314453936,0.3427771257938374,B6,6,0.16,1
60:477048:7733:88036:raw_clean,60,0.1521912121154161,0.14944726294761512,B4,2,0.16,0
60:477048:7733:88036:injected_two_pulse,60,0.3014665955479514,0.5863908792460215,B4,2,0.16,1
60:477054:7739:88042:raw_clean,60,0.45,2.0908993614366107,B4,6,0.16,1
60:477054:7739:88042:injected_two_pulse,60,0.45,2.0908993614366107,B4,6,0.16,1
60:477272:7942:88260:raw_clean,60,0.32043468515644585,0.5586020537770406,B4,5,0.16,1
60:477272:7942:88260:injected_two_pulse,60,0.32043468515644585,0.5586020537770406,B4,5,0.16,1
60:477282:7952:88270:raw_clean,60,0.0,0.0,,-1,0.16,0
60:477282:7952:88270:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:477305:7975:88293:raw_clean,60,0.0,0.0,,-1,0.16,0
60:477305:7975:88293:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:477359:8021:88347:raw_clean,60,0.0,0.0,,-1,0.16,0
60:477359:8021:88347:injected_two_pulse,60,0.20483109061177426,0.2519453975339024,B6,5,0.16,1
60:477364:8026:88352:raw_clean,60,0.04798382858334455,0.014855887691984204,B4,2,0.16,0
60:477364:8026:88352:injected_two_pulse,60,0.04798382858334455,0.014855887691984204,B4,2,0.16,0
60:477391:8053:88379:raw_clean,60,0.42668509915391256,1.0151787953176834,B4,5,0.16,1
60:477391:8053:88379:injected_two_pulse,60,0.42668509915391256,1.0151787953176834,B4,5,0.16,1
60:477451:8110:88439:raw_clean,60,0.45,3.1733246140639135,B8,6,0.16,1
60:477451:8110:88439:injected_two_pulse,60,0.45,3.1733246140639135,B8,6,0.16,1
60:477678:8329:88666:raw_clean,60,0.15753491897014935,0.12939130587189418,B4,6,0.16,0
60:477678:8329:88666:injected_two_pulse,60,0.15753491897014935,0.12939130587189418,B4,6,0.16,0
60:477687:8338:88675:raw_clean,60,0.22632634650603276,0.31079136278097375,B4,3,0.16,1
60:477687:8338:88675:injected_two_pulse,60,0.22632634650603276,0.31079136278097375,B4,3,0.16,1
60:477699:8349:88687:raw_clean,60,0.052535693937035034,0.017808107144769103,B4,2,0.16,0
60:477699:8349:88687:injected_two_pulse,60,0.23455877027134686,0.3549867684999368,B4,2,0.16,1
60:477738:8385:88726:raw_clean,60,0.45,3.2146033547145523,B8,6,0.16,1
60:477738:8385:88726:injected_two_pulse,60,0.45,3.2146033547145523,B8,6,0.16,1
60:477744:8391:88732:raw_clean,60,0.13065280139310098,0.08084127584005352,B6,4,0.16,0
60:477744:8391:88732:injected_two_pulse,60,0.13506309356120708,0.11068075188440996,B4,3,0.16,0
60:477788:8433:88776:raw_clean,60,0.13751916261321254,0.09267634899417193,B6,6,0.16,0
60:477788:8433:88776:injected_two_pulse,60,0.13751916261321254,0.09267634899417193,B6,6,0.16,0
60:478016:8642:89004:raw_clean,60,0.12309299506971849,0.07425217095937747,B6,6,0.16,0
60:478016:8642:89004:injected_two_pulse,60,0.24470269527821795,0.29344045258883444,B6,6,0.16,1
60:478026:8650:89014:raw_clean,60,0.31928134284002757,0.531494177067791,B4,6,0.16,1
60:478026:8650:89014:injected_two_pulse,60,0.31928134284002757,0.531494177067791,B4,6,0.16,1
60:478063:8683:89051:raw_clean,60,0.19065317631286421,0.22053971311009968,B4,3,0.16,1
60:478063:8683:89051:injected_two_pulse,60,0.44024458100710323,1.111340682205771,B4,4,0.16,1
60:478164:8780:89152:raw_clean,60,0.0,0.0,,-1,0.16,0
60:478164:8780:89152:injected_two_pulse,60,0.08366794549813639,0.03336247971637808,B6,3,0.16,0
60:478194:8807:89182:raw_clean,60,0.45,1.7287972157805376,B4,5,0.16,1
60:478194:8807:89182:injected_two_pulse,60,0.45,1.7287972157805376,B4,5,0.16,1
60:478296:8901:89284:raw_clean,60,0.0,0.0,,-1,0.16,0
60:478296:8901:89284:injected_two_pulse,60,0.10422959026153197,0.06591447178218156,B4,3,0.16,0
60:478391:8990:89379:raw_clean,60,0.12260755394499265,0.09120805017024236,B4,3,0.16,0
60:478391:8990:89379:injected_two_pulse,60,0.3695069743048868,0.7427946524514103,B4,5,0.16,1
60:478393:8992:89381:raw_clean,60,0.0,0.0,,-1,0.16,0
60:478393:8992:89381:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:478782:9357:89770:raw_clean,60,0.0,0.0,,-1,0.16,0
60:478782:9357:89770:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:478795:9369:89783:raw_clean,60,0.0,0.0,,-1,0.16,0
60:478795:9369:89783:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:478902:9472:89890:raw_clean,60,0.45,1.0774008509255797,B4,6,0.16,1
60:478902:9472:89890:injected_two_pulse,60,0.45,1.0774008509255797,B4,6,0.16,1
60:478968:9537:89956:raw_clean,60,0.0,0.0,,-1,0.16,0
60:478968:9537:89956:injected_two_pulse,60,0.16712443444804842,0.15584210013669686,B4,4,0.16,1
60:479014:9577:90002:raw_clean,60,0.13051254667496556,0.08880879069515085,B4,6,0.16,0
60:479014:9577:90002:injected_two_pulse,60,0.13051254667496556,0.08880879069515085,B4,6,0.16,0
60:479040:9603:90028:raw_clean,60,0.0,0.0,,-1,0.16,0
60:479040:9603:90028:injected_two_pulse,60,0.05562618909636405,0.015163557191722354,B6,6,0.16,0
60:479263:9815:90251:raw_clean,60,0.017000683525389682,0.0013887778291756282,B6,2,0.16,0
60:479263:9815:90251:injected_two_pulse,60,0.24231667442312504,0.30613855523647504,B4,6,0.16,1
60:479288:9840:90276:raw_clean,60,0.0,0.0,,-1,0.16,0
60:479288:9840:90276:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:479427:9977:90415:raw_clean,60,0.0,0.0,,-1,0.16,0
60:479427:9977:90415:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:479559:10098:90547:raw_clean,60,0.1275997958443809,0.07978889251994448,B6,6,0.16,0
60:479559:10098:90547:injected_two_pulse,60,0.12971791172202723,0.08066544193595705,B4,6,0.16,0
60:479735:10259:90723:raw_clean,60,0.0,0.0,,-1,0.16,0
60:479735:10259:90723:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:479756:10277:90744:raw_clean,60,0.13590831302560147,0.09051791078093374,B6,6,0.16,0
60:479756:10277:90744:injected_two_pulse,60,0.21838747514872867,0.25081365022960334,B4,5,0.16,1
60:479849:10362:90837:raw_clean,60,0.02368903788081586,0.003829215957774204,B8,2,0.16,0
60:479849:10362:90837:injected_two_pulse,60,0.02368903788081586,0.003829215957774204,B8,2,0.16,0
60:479863:10375:90851:raw_clean,60,0.0,0.0,,-1,0.16,0
60:479863:10375:90851:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:479891:10400:90879:raw_clean,60,0.013316948276777088,0.0010562781198521585,B6,6,0.16,0
60:479891:10400:90879:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:479906:10413:90894:raw_clean,60,0.01384370924416039,0.001141494429689971,B6,6,0.16,0
60:479906:10413:90894:injected_two_pulse,60,0.01384370924416039,0.001141494429689971,B6,6,0.16,0
60:479928:10434:90916:raw_clean,60,0.051992381385889436,0.015606087142456995,B4,3,0.16,0
60:479928:10434:90916:injected_two_pulse,60,0.1433349245660461,0.11283026895011139,B6,5,0.16,0
60:480003:10505:90991:raw_clean,60,0.0,0.0,,-1,0.16,0
60:480003:10505:90991:injected_two_pulse,60,0.18214380009209968,0.15811348068157982,B6,3,0.16,1
60:480231:10714:91219:raw_clean,60,0.38022729437823904,0.8061468533416063,B4,5,0.16,1
60:480231:10714:91219:injected_two_pulse,60,0.345222000668363,0.7156680095431225,B6,5,0.16,1
60:480253:10735:91241:raw_clean,60,0.06994383474792054,0.03156513799150917,B4,2,0.16,0
60:480253:10735:91241:injected_two_pulse,60,0.170005062932886,0.17535672494384186,B4,3,0.16,1
60:480523:10980:91511:raw_clean,60,0.45,1.3292314388080246,B4,5,0.16,1
60:480523:10980:91511:injected_two_pulse,60,0.45,1.3292314388080246,B4,5,0.16,1
60:480551:11006:91539:raw_clean,60,0.0,0.0,,-1,0.16,0
60:480551:11006:91539:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:480623:11075:91611:raw_clean,60,0.0,0.0,,-1,0.16,0
60:480623:11075:91611:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:480833:11276:91821:raw_clean,60,0.0,0.0,,-1,0.16,0
60:480833:11276:91821:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:480864:11303:91852:raw_clean,60,0.20569149888301386,0.20282444967213104,B4,6,0.16,1
60:480864:11303:91852:injected_two_pulse,60,0.20569149888301386,0.20282444967213104,B4,6,0.16,1
60:480910:11347:91898:raw_clean,60,0.10069172872507387,0.04772629283076179,B6,6,0.16,0
60:480910:11347:91898:injected_two_pulse,60,0.15001991147530447,0.15152246538422748,B8,5,0.16,0
60:481194:11606:92182:raw_clean,60,0.24048561313385783,0.2772463394442658,B4,6,0.16,1
60:481194:11606:92182:injected_two_pulse,60,0.24048561313385783,0.2772463394442658,B4,6,0.16,1
60:481227:11636:92215:raw_clean,60,0.170165171082777,0.19129440418079877,B8,6,0.16,1
60:481227:11636:92215:injected_two_pulse,60,0.3283450086222464,0.6421399579120876,B6,6,0.16,1
60:481322:11725:92310:raw_clean,60,0.45,3.245793950513735,B4,4,0.16,1
60:481322:11725:92310:injected_two_pulse,60,0.45,3.3713115194217753,B4,4,0.16,1
60:481373:11798:92361:raw_clean,60,0.14242791093674995,0.12181615380277652,B6,5,0.16,0
60:481373:11798:92361:injected_two_pulse,60,0.14242791093674995,0.12181615380277652,B6,5,0.16,0
60:481393:11815:92381:raw_clean,60,0.45,1.6587785644663464,B6,6,0.16,1
60:481393:11815:92381:injected_two_pulse,60,0.45,1.6587785644663464,B6,6,0.16,1
60:481525:11941:92513:raw_clean,60,0.0,0.0,,-1,0.16,0
60:481525:11941:92513:injected_two_pulse,60,0.0024381637564401307,2.856444243515277e-05,B6,2,0.16,0
60:481557:11969:92545:raw_clean,60,0.10501195987431605,0.05404058054298691,B6,6,0.16,0
60:481557:11969:92545:injected_two_pulse,60,0.18798270830348443,0.17317224315794622,B6,6,0.16,1
60:481586:11997:92574:raw_clean,60,0.0,0.0,,-1,0.16,0
60:481586:11997:92574:injected_two_pulse,60,0.0,0.0,,-1,0.16,0
60:481620:12030:92608:raw_clean,60,0.1675891082771332,0.13763663880583638,B6,6,0.16,1
60:481620:12030:92608:injected_two_pulse,60,0.42422682692859814,0.862747834138355,B4,6,0.16,1
60:481688:12095:92676:raw_clean,60,0.09450052789065648,0.054183516118068514,B4,3,0.16,0
60:481688:12095:92676:injected_two_pulse,60,0.16566610051951985,0.1665198514663095,B4,3,0.16,1
60:481731:12135:92719:raw_clean,60,0.45,2.676716693677591,B6,6,0.16,1
60:481731:12135:92719:injected_two_pulse,60,0.45,2.8633291357904946,B4,6,0.16,1
60:481800:12201:92788:raw_clean,60,0.0,0.0,,-1,0.16,0
