dimension,stratum,method,method_label,n,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width68,coverage68,coverage95,coverage68_error,coverage95_error,calibration_ece,calibration_loss,sigma68_ci_low_ns,sigma68_ci_high_ns,pull_width68_ci_low,pull_width68_ci_high,coverage68_ci_low,coverage68_ci_high,coverage95_ci_low,coverage95_ci_high,calibration_loss_ci_low,calibration_loss_ci_high
peak_sample_bin,peakmax_16,mlp,MLP residual scale model,114,1.847891549770231,1.9662511327596022,1.4064631278194841,1.713184440107732,0.017543859649122806,0.7554857604728082,0.5526315789473685,0.8771929824561403,0.13005791318963156,0.07280701754385965,0.1514161643215614,0.14969883364556108,1.0890663496395963,1.715551405574661,0.5331116565972539,0.9867891822510804,0.418424317617866,0.6774424105306458,0.793047466511357,0.9561281783909522,0.10591747448668579,0.2263113027911765
peak_sample_bin,peakmax_16,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,114,1.4931111845311211,1.6939956246087746,1.2073947093508743,1.5592721050828744,0.017543859649122806,0.6979371933422192,0.6403508771929824,0.9210526315789473,0.04233861494401758,0.02894736842105261,0.12726075521364913,0.12515238630912504,1.0814814936136705,1.523157737185208,0.5665716597648968,1.0178418735366748,0.5154753013976315,0.7495774647887322,0.8317993101686254,0.9928333333333332,0.06673829656498592,0.1768694987523191
peak_sample_bin,peakmax_16,ridge,Ridge residual scale model,114,1.580884389949457,1.4649082246114844,1.358123146596458,2.36850458801561,0.043859649122807015,1.0007755978786657,0.4649122807017544,0.956140350877193,0.21777721143524564,0.0061403508771930015,0.1483459888829649,0.0932597872685173,1.148394872503989,2.2845368741900636,0.8649769713339341,1.1730925277320639,0.3333333333333333,0.5806412337662338,0.8754259501965924,1.0,0.06642394328247049,0.18552591780830796
peak_sample_bin,peakmax_16,traditional,S02/S03/S04 atom robust-width baseline,114,1.8832917819045387,1.865352982323472,1.1613106565097184,2.7792084288085523,0.05263157894736842,8.191072615067377,0.19298245614035087,0.2719298245614035,0.48970703599664916,0.6780701754385965,0.5838886057176227,2.2356846080550614,1.0863393534042274,2.0270821736875346,7.362663575689699,9.623354454972064,0.14285714285714285,0.25338417329796636,0.209375,0.3443386243386243,2.007639384716377,2.614462375817539
peak_sample_bin,peakmax_17,cnn1d,1D-CNN residual scale model,252,0.1439894835188316,1.8074489281225041,1.3529232116401886,5.867669000643742,0.051587301587301584,1.0302184410512836,0.4642857142857143,0.9325396825396826,0.21840377785128573,0.0174603174603174,0.13777331749707142,0.10096396346498954,1.262958851014258,1.4328262310859035,0.9080982139026487,1.1572123809572898,0.32068004652858556,0.6069283992556419,0.8950042087542088,0.9672243499294497,0.05360410410639109,0.18781423902776984
peak_sample_bin,peakmax_17,gradient_boosted_trees,HistGradientBoosting residual scale model,252,0.9086416912576856,2.105298359019308,1.8827693695236052,5.477523071189732,0.07539682539682539,0.8729327349784975,0.47619047619047616,0.9007936507936508,0.20649901594652387,0.04920634920634914,0.12983680956056348,0.12815235993373475,1.5402905793145636,2.2910967805798665,0.5773511259733041,1.186059033900135,0.34696656280275456,0.5802200034829046,0.8378532845918814,0.9551618584367662,0.08660687900659052,0.24297851433686718
peak_sample_bin,peakmax_17,mlp,MLP residual scale model,252,0.756501333111434,2.095308093095049,1.6396519242850915,5.7242343663901485,0.05555555555555555,0.769322661266415,0.5079365079365079,0.8968253968253969,0.17475298420049212,0.0531746031746031,0.14246711075505955,0.15026800921593494,1.4651465893561852,1.868856049914537,0.5757046612491641,1.07318744929276,0.40352047146401987,0.6267558787128712,0.8450875285826742,0.9454372434794122,0.0991857673033974,0.2095644585625461
peak_sample_bin,peakmax_17,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,252,0.18927474698718036,1.8540356688722284,1.3269070151539155,5.657908463627674,0.047619047619047616,0.8976742751203562,0.6507936507936508,0.9603174603174603,0.03189584134334922,0.010317460317460392,0.09252871945803572,0.059266936499622266,1.2624473856029161,1.4308749323294752,0.8174254190584757,1.0322058035393273,0.5305689015068792,0.7494722111155537,0.9078635983263599,0.9958424100968188,0.03790225860760057,0.1114006952303565
peak_sample_bin,peakmax_17,ridge,Ridge residual scale model,252,-0.07901400090815129,1.0693180760681642,1.2728886927851544,5.662624453676225,0.05555555555555555,0.9689989070961003,0.5357142857142857,0.9722222222222222,0.14697520642271433,0.022222222222222254,0.10298298377093255,0.07579537632994222,1.0754411002456445,1.409089810785772,0.7377361124339248,1.1479526509017604,0.3469387755102041,0.6899518676978771,0.9363587646872022,0.9982342007434943,0.043861995586126114,0.17600227810509605
peak_sample_bin,peakmax_17,traditional,S02/S03/S04 atom robust-width baseline,252,0.19349652650083968,1.7632715996150807,1.1690626643396942,5.78234968482127,0.05952380952380952,7.38348502327321,0.23412698412698413,0.29365079365079366,0.4485625080100159,0.6563492063492062,0.5524558571796111,2.010213148703011,1.0942379443771004,1.268424340969963,6.612015660674579,9.066198685656174,0.19415080029291765,0.28899291497975704,0.2630930573365085,0.33577016441597646,1.7986864388384325,2.434658628861297
peak_sample_bin,peakmax_3,cnn1d,1D-CNN residual scale model,42,0.8347356965064483,1.1061507461080708,1.1342271481831603,1.023306386249055,0.0,1.0356264183611001,0.5952380952380952,0.9761904761904762,0.0874513968989048,0.02619047619047621,0.13974385789171428,0.07225303733554886,0.8878258604744247,1.3267753838017229,0.6986411395160292,1.3434590000002664,0.19900793650793652,0.858642857142857,0.89375,1.0,0.05275000351110868,0.2694544911809719
peak_sample_bin,peakmax_3,gradient_boosted_trees,HistGradientBoosting residual scale model,42,1.3675588495077378,1.5804635769719049,1.292613735166803,1.761698253087597,0.047619047619047616,0.7802584185487904,0.7380952380952381,0.9523809523809523,0.055405745958238106,0.0023809523809523725,0.13049423734638096,0.10200562928419526,0.9987953900624751,3.602670090212128,0.5775495255886277,1.7700258268946334,0.5,0.9656249999999997,0.7939434129089301,1.0,0.06979037605550537,0.3446326337075233
peak_sample_bin,peakmax_3,mlp,MLP residual scale model,42,1.1648261586035482,0.8971891543922297,2.0568886122210097,1.799361861556369,0.0,1.1116895545617864,0.5952380952380952,0.8809523809523809,0.0874513968989048,0.06904761904761902,0.2126370944892381,0.12020641624938708,0.8157803961298129,2.378725431230652,0.4259774365438169,1.8852601281834935,0.3882936507936508,0.8462198067632849,0.7474264705882353,1.0,0.06975888882969095,0.3889417697320296
peak_sample_bin,peakmax_3,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,42,0.795983049833155,1.1392769671384002,1.1960415882482958,1.1719229405245728,0.0,1.0277271893859627,0.5476190476190477,0.9523809523809523,0.13507044451795236,0.0023809523809523725,0.1422610332805,0.07685990489134187,0.7470339069955507,1.387074010238112,0.529364142785946,1.5069474202106334,0.23900943396226415,1.0,0.8555803571428571,1.0,0.055017347730263615,0.30976210437357726
peak_sample_bin,peakmax_3,ridge,Ridge residual scale model,42,0.7601531431708498,0.9945425239811101,1.6673559234663848,1.5892534335067268,0.0,1.030976816926158,0.6666666666666666,1.0,0.0160228254703334,0.050000000000000044,0.07902957217742859,0.044007303643479996,1.060913925448612,2.1481133280424483,0.7174108391405565,1.328549888046881,0.463974358974359,0.8644009216589859,1.0,1.0,0.048130831076556815,0.1940862559745347
peak_sample_bin,peakmax_3,traditional,S02/S03/S04 atom robust-width baseline,42,1.3762230583510602,2.0930054381428,1.2808525893955867,1.190237506275831,0.0,5.083245487372549,0.30952380952380953,0.40476190476190477,0.3731656826131905,0.5452380952380952,0.45920188892564284,1.3652127885373693,1.1125620691103406,1.376011320171937,3.045636549717853,7.032896429719023,0.13944805194805193,0.6108630952380946,0.23523185483870968,0.6787356321839075,0.712152069441196,1.8604851890866025
peak_sample_bin,peakmax_4,cnn1d,1D-CNN residual scale model,520,1.2384852156869326,1.7533890614057555,1.2541074476161505,1.0961227676593657,0.0,0.9441805191442845,0.47884615384615387,0.9730769230769231,0.20384333829084617,0.023076923076923106,0.12269089991465387,0.10135766053453467,1.1854941157075334,1.3030260695515905,0.8570939147790201,1.0408776841685594,0.3556992349820637,0.6129622736946584,0.9540037126010046,0.9929382826475849,0.0765508574565285,0.14533063686212208
peak_sample_bin,peakmax_4,gradient_boosted_trees,HistGradientBoosting residual scale model,520,1.2111775299933416,1.772143186766293,1.2649391339362115,1.3661048885549727,0.0057692307692307696,0.9057319848033881,0.6192307692307693,0.9384615384615385,0.06345872290623078,0.011538461538461497,0.06172992456417693,0.05774878105137027,1.2143070260816875,1.3556332266393551,0.7943625611733623,1.0387508012864974,0.5211328125,0.7036078788684091,0.8964783144202169,0.976881297712052,0.040238860397858296,0.09364433674167988
peak_sample_bin,peakmax_4,mlp,MLP residual scale model,520,1.2903721330224154,1.7339774415540568,1.4408050817569122,1.45193962079934,0.009615384615384616,0.946698564679179,0.6057692307692307,0.9442307692307692,0.0769202613677693,0.005769230769230749,0.09442223225648465,0.057603289928576426,1.2582108932301936,1.5081703121013934,0.7255920476904236,1.0495785631788468,0.5338210995910612,0.6840143891242938,0.9059751937471021,0.9818186855510904,0.03473316840448211,0.12376120325931489
peak_sample_bin,peakmax_4,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,520,1.2301573106555816,1.7046560707952736,1.2283824643480759,1.1110426336213566,0.0,0.8090851146528513,0.6711538461538461,0.9846153846153847,0.01153564598315393,0.034615384615384714,0.08615356459831541,0.0808048701360007,1.1153108730515369,1.307264412799061,0.7046360631499797,1.0175815762316331,0.4559787248013658,0.8486446886446883,0.9548035658696393,1.0,0.05200594512511981,0.16025605652143954
peak_sample_bin,peakmax_4,ridge,Ridge residual scale model,520,1.0627841509379568,1.4072880944550121,1.4564880854011368,1.3597200797239064,0.0,1.072398313433049,0.4634615384615385,0.9576923076923077,0.21922795367546155,0.007692307692307776,0.1303832076069616,0.10742544560194499,1.3431628415082526,1.6187177127920922,0.9596818155440083,1.191866972223469,0.3898430751511661,0.5311310664112388,0.9302682755489304,0.9809148893383064,0.08290110716095374,0.14913250980786222
peak_sample_bin,peakmax_4,traditional,S02/S03/S04 atom robust-width baseline,520,1.4569722145433224,1.9555042610840907,1.2302799261705681,1.0687331968659253,0.0,5.0065983394159135,0.20384615384615384,0.2692307692307692,0.4788433382908462,0.6807692307692308,0.5798062845300385,1.4365042982515073,1.175237068996138,1.2768199518752101,4.6734528640172925,5.383811820879283,0.15337474765467285,0.26612969161545214,0.23702535118525023,0.3234149343544857,1.351447911948393,1.5463190629784933
peak_sample_bin,peakmax_5,cnn1d,1D-CNN residual scale model,954,1.1820773672854026,1.7641604176514853,1.2828345315490797,1.1574270959062303,0.0,0.9838225964408085,0.46645702306079667,0.9863731656184487,0.21623246907620336,0.03637316561844872,0.126302817347326,0.0987714639002924,1.2361070059894164,1.3325462541777406,0.901805222030156,1.0648774633957356,0.40515945406125164,0.5133480445951744,0.970698105831219,0.998841230046266,0.0812219566453087,0.13145643887305308
peak_sample_bin,peakmax_5,gradient_boosted_trees,HistGradientBoosting residual scale model,954,1.2015341533852462,1.9189621267426207,1.2276743905841567,1.2965340026176757,0.005241090146750524,0.8366329806679038,0.589098532494759,0.9643605870020965,0.09359095964224107,0.014360587002096525,0.09491529848132288,0.09155846611443916,1.1747527024138054,1.2797764317161096,0.7588307322518936,0.9112664512564652,0.4852786248030181,0.7250636097129266,0.9405119182440813,0.9866764357218124,0.06449774583740985,0.1286177959735511
peak_sample_bin,peakmax_5,mlp,MLP residual scale model,954,1.1584907652043597,1.6410258112619154,1.3980357307067026,1.358611080229665,0.0041928721174004195,0.8945997524800846,0.6205450733752621,0.9433962264150944,0.06214441876173793,0.006603773584905603,0.0964352146238805,0.06764591362260985,1.3312975557920856,1.4701117064462406,0.7977026013083723,1.027595223717926,0.5656243317990192,0.6766953851799465,0.909903294521013,0.9821290545203589,0.04988315549941437,0.09380751838570484
peak_sample_bin,peakmax_5,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,954,1.1650121021417101,1.7368143794546285,1.2776861071394159,1.185422057546808,0.0010482180293501049,0.8484391150847801,0.7882599580712788,0.9905660377358491,0.10557046593427877,0.0405660377358491,0.07977023610987213,0.09436690617380497,1.2164460452381534,1.341403889646265,0.7642585435619965,0.9778913640282022,0.673547895902547,0.8611624039405531,0.9795967802066139,0.9977439997353292,0.04803584487630351,0.13669263239021534
peak_sample_bin,peakmax_5,ridge,Ridge residual scale model,954,1.3447468264050604,1.80678943251305,1.1629869923718308,1.1147319381902374,0.0020964360587002098,0.7138149147877955,0.4161425576519916,0.9811320754716981,0.26654693448500844,0.031132075471698162,0.1751039777266059,0.18974201822387926,1.11616006212586,1.205098720515556,0.6433361475950506,0.7823829977906781,0.33349342770475227,0.48340963987703117,0.9598493698408019,0.9966747462505682,0.16891237627651273,0.21196435309600922
peak_sample_bin,peakmax_5,traditional,S02/S03/S04 atom robust-width baseline,954,1.2073867962596638,1.8130826260620798,1.196613297691514,1.092411283489835,0.0,8.679333464941406,0.1928721174004193,0.2914046121593291,0.4898173747365807,0.6585953878406708,0.5742063812886258,2.350488152201821,1.1166288214600313,1.2308378058419862,8.27805144084709,9.317769629552618,0.1395899470899471,0.23833348182402125,0.24672137476018904,0.32883374183006536,2.237676983362413,2.4905550168671216
peak_sample_bin,peakmax_6,cnn1d,1D-CNN residual scale model,982,1.303379163283698,1.864702135253001,1.2926824872293041,1.2224061822827232,0.002036659877800407,0.955997013881061,0.45824847250509165,0.9755600814663951,0.22444101963190838,0.0255600814663951,0.12943028578336765,0.10585859325015254,1.1975048230797427,1.3540878811194115,0.7975301980635907,1.0859495579846985,0.3333333333333333,0.5552459527931114,0.9591814055416918,0.9971014492753624,0.08607519481063938,0.1618130647514507
peak_sample_bin,peakmax_6,gradient_boosted_trees,HistGradientBoosting residual scale model,982,1.2969934511227719,1.847603114931328,1.2646970958355517,1.358746179833239,0.006109979633401222,0.811597840790637,0.544806517311609,0.9623217922606925,0.13788297482539102,0.012321792260692521,0.10026548949926478,0.10971810394867783,1.2174314618759023,1.3063890525648458,0.7080030034008752,0.8850473855867185,0.4890904355424116,0.605298318385157,0.9435224554876428,0.9813494289372274,0.08914017450661198,0.13439066482766743
peak_sample_bin,peakmax_6,mlp,MLP residual scale model,982,1.3029422017845922,1.7847969318896268,1.4035783936452597,1.4694182848258246,0.006109979633401222,0.9122421872951144,0.5814663951120163,0.9409368635437881,0.10122309702498378,0.009063136456211818,0.11722068298195315,0.07881618229200858,1.3116719606976295,1.462859303584627,0.751365668660705,0.9922464942251564,0.5162897326258307,0.6321096218571652,0.9096152136220157,0.9741234298390629,0.05480970036999232,0.12301307104141485
peak_sample_bin,peakmax_6,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,982,1.2740948802808327,1.809041593967656,1.325646712146551,1.246082507452749,0.0010183299389002036,0.8658115667102031,0.7067209775967414,0.9826883910386965,0.02403148545974132,0.032688391038696585,0.07444355420511815,0.06633796599833824,1.252878965993425,1.4115652681563824,0.7549133124571641,0.9887732259097147,0.6134279479042857,0.7821841986294851,0.9696432396829509,0.9951244763899467,0.04319120432253825,0.10952401708400786
peak_sample_bin,peakmax_6,ridge,Ridge residual scale model,982,1.2489244466526541,1.5365524848246714,1.0878067102866562,1.1499760242182604,0.003054989816700611,0.7022966720171187,0.5,0.9419551934826884,0.18268949213700003,0.008044806517311542,0.13117180314488597,0.15490235744551972,1.0367076217778581,1.1432376188597342,0.5940292065889675,0.7875364791164232,0.4250016287352328,0.5859030758490632,0.9128583243072038,0.9767753054878215,0.1352995529684341,0.19221958576702705
peak_sample_bin,peakmax_6,traditional,S02/S03/S04 atom robust-width baseline,982,1.2602693310791384,1.847397116973092,1.1754148764250765,1.160435775708442,0.0,7.948516588594396,0.20061099796334012,0.2759674134419552,0.4820784941736599,0.6740325865580448,0.5780555403658523,2.1706708024229884,1.1189625848832323,1.211199701418342,7.5232109979226465,9.018937243117875,0.15037680549455912,0.2398675718988219,0.23644107257546565,0.3073313986057512,2.0558986242493495,2.441511121890472
peak_sample_bin,peakmax_7,cnn1d,1D-CNN residual scale model,1173,1.2398422043878676,1.5354197762069577,1.6272245715387372,1.797859405581915,0.010230179028132993,1.0583555544705985,0.4731457800511509,0.9232736572890026,0.20954371208584915,0.026726342710997386,0.136421472411211,0.107761770419664,1.4721392556163777,1.7591683989189086,0.9147153333063349,1.1859992927409333,0.391387281105191,0.5757600127922944,0.8875053488703806,0.9589157931516422,0.057663641377143034,0.17768556910391872
peak_sample_bin,peakmax_7,gradient_boosted_trees,HistGradientBoosting residual scale model,1173,1.1929581008338708,1.3858514429865425,1.6054957822611051,1.906346399709619,0.014492753623188406,1.0976921121760816,0.4722932651321398,0.8687127024722933,0.21039622700486021,0.08128729752770669,0.14648114845554178,0.13396419629104758,1.4520603246960704,1.8220322035618253,0.904700866766378,1.348571723966073,0.36694599377081133,0.5640916859476149,0.793281055311772,0.9235040567951318,0.0742708461908327,0.2617987387916817
peak_sample_bin,peakmax_7,mlp,MLP residual scale model,1173,1.2214605437726793,1.3440004018904546,1.6805461648665807,1.900278054696227,0.013640238704177323,1.0725630378265947,0.5132139812446718,0.8925831202046036,0.16947551089232826,0.057416879795396336,0.11468234197642839,0.10353444262268692,1.556064829675212,1.8239540129809337,0.9332161002904933,1.229029143280828,0.44132734195038503,0.5806497175141242,0.8638604333071702,0.9179701630655768,0.06403478483686986,0.1714546629586749
peak_sample_bin,peakmax_7,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,1173,1.2708314095747002,1.5625838491878952,1.6291038382300334,1.7854349715667184,0.0076726342710997444,0.9271294132999922,0.6027280477408354,0.947996589940324,0.0799614443961646,0.0020034100596759696,0.06502334794403285,0.0549646972749703,1.4758497189743258,1.7728377186548618,0.8511434103758225,1.049742487193113,0.5623873001549249,0.6464396586287874,0.9230461841734723,0.9721323485615582,0.04392122783815519,0.08097543430655103
peak_sample_bin,peakmax_7,ridge,Ridge residual scale model,1173,1.273308678016455,1.3025448772869552,1.5165608349350044,1.8259387203761526,0.013640238704177323,1.0016302184015315,0.5157715260017051,0.8678601875532822,0.16691796613529497,0.08213981244671775,0.12452888929100638,0.09380422156863766,1.362805368255703,1.7534446073849665,0.8136169123968647,1.17477819789695,0.4075916392844104,0.6266313694267517,0.7932333476559746,0.9345806692242113,0.07119660462428866,0.19889619407346248
peak_sample_bin,peakmax_7,traditional,S02/S03/S04 atom robust-width baseline,1173,1.273407815966098,1.4291921497653632,1.4604165149380188,1.8717199996960092,0.014492753623188406,1.4604507412970995,0.3691389599317988,0.6930946291560103,0.31355053220520124,0.2569053708439897,0.28522795152459546,0.32903364896772147,1.2805484272879695,1.8127303703081556,1.1874570167626282,1.8513519380598435,0.28234548045482233,0.4406412359857807,0.5466306666306666,0.8052102030385815,0.194425921898269,0.5081597454330488
peak_sample_bin,peakmax_8,cnn1d,1D-CNN residual scale model,2855,1.2523415105267057,1.4704986819768848,1.699452057668411,1.8750145253081478,0.006304728546409807,1.0031552066679614,0.4549912434325744,0.933800350262697,0.22769824870442562,0.016199649737302924,0.14214159370422683,0.0972986747034792,1.5352641374434024,1.9821279173268787,0.8676618776831253,1.1781506167410936,0.34136274289793084,0.5468452844353,0.9160141743516667,0.9543804748189658,0.08288786480424722,0.18719499612470714
peak_sample_bin,peakmax_8,gradient_boosted_trees,HistGradientBoosting residual scale model,2855,1.1889469515477202,1.331110569221707,1.6896559815430858,1.8479471785887849,0.008056042031523642,1.1513847873485847,0.4774080560420315,0.8504378283712785,0.20528143609496852,0.0995621716287215,0.15261444834520754,0.15221071085437057,1.482290563108516,1.9418856721043891,0.9403918349581342,1.4064000952611737,0.37202895319515344,0.5657520896135927,0.7685277908147301,0.9186757801737047,0.06827126679010047,0.2841862538110522
peak_sample_bin,peakmax_8,mlp,MLP residual scale model,2855,1.202672811577009,1.3839761755523696,1.7218590074023672,1.859579772516419,0.005604203152364273,1.1019419710324954,0.49176882661996496,0.8823117338003502,0.19092066551703507,0.06768826619964974,0.13159868652384155,0.12303739731825543,1.5620179213325456,1.8891204437163154,0.9718420265406238,1.2506805187981234,0.42674665410891127,0.5639130502298231,0.8458903666060614,0.9165273563856365,0.06982789812117059,0.19627763947476334
peak_sample_bin,peakmax_8,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,2855,1.2082660270149965,1.4323112509307876,1.671367490477486,1.8232396309203112,0.005954465849387041,0.9152360453797636,0.6185639229422066,0.9667250437828371,0.0641255691947934,0.016725043782837123,0.05921140105616132,0.05620649216350707,1.4840706521072657,1.8739484802072424,0.8399413052340029,0.98110121210223,0.5374658467935705,0.6938416040142465,0.9586029218467023,0.9755529978263495,0.046513740134267734,0.07621331712785527
peak_sample_bin,peakmax_8,ridge,Ridge residual scale model,2855,1.2679290960940572,1.3235820869981083,1.8554123647518603,2.0022644741569353,0.011208406304728547,1.13146677891539,0.4742556917688266,0.8430823117338003,0.20843380036817344,0.10691768826619963,0.15767574431718653,0.1511235029667374,1.555710021469964,2.157050333445955,0.9254871075475393,1.4237521651506773,0.34355935851180985,0.5667697069246095,0.7494479048865919,0.9199995669023573,0.06878494185222356,0.3102384859388725
peak_sample_bin,peakmax_8,traditional,S02/S03/S04 atom robust-width baseline,2855,1.2480047507143162,1.322696103485697,1.8299242230381827,2.0593399687431106,0.013660245183887917,1.2862913658575972,0.45288966725043783,0.7772329246935201,0.2297998248865622,0.17276707530647983,0.20128345009652104,0.22253542903679008,1.5574109279595754,2.1429692422510094,1.0645883310427604,1.5816712870439946,0.3505263856463398,0.5250094251839955,0.6607561350101284,0.8586480273780672,0.11430738346265291,0.3724246767072602
peak_sample_bin,peakmax_9,cnn1d,1D-CNN residual scale model,2911,1.300023082325353,1.3033046477219656,1.7032277798891593,2.197052997969125,0.00790106492614222,1.0167035838463014,0.4527653727241498,0.919271727928547,0.22992411941285024,0.03072827207145301,0.14587068217293148,0.10580666437588404,1.4719582302218799,1.9519570778770257,0.8794338533039133,1.1171189467783327,0.336133610960381,0.5882796985471214,0.8959572686882469,0.9413534061197887,0.0673040635470267,0.17789338408099642
peak_sample_bin,peakmax_9,gradient_boosted_trees,HistGradientBoosting residual scale model,2911,1.300747623481211,1.2692068749380354,1.70811775393003,2.0041240402501845,0.006870491240123669,1.1266679735900582,0.4754379938165579,0.8234283751288217,0.20725149832044215,0.12657162487117823,0.1669115615958102,0.1568506645943722,1.4560046585961255,1.9581185288433873,0.9158749765322692,1.30927082832207,0.3623775697810463,0.5838237351238512,0.7217644624466024,0.9055367664608934,0.07293196993412256,0.28194051821215255
peak_sample_bin,peakmax_9,mlp,MLP residual scale model,2911,1.2855929484339443,1.249961063619672,1.7944647818560953,2.260526189554323,0.00790106492614222,1.1876322470088916,0.48917897629680523,0.8347646856750258,0.1935105158401948,0.11523531432497414,0.15437291508258447,0.16268774806416125,1.5339167960731614,1.9572302113893862,1.0041021838973745,1.3100881373698232,0.38642882005404333,0.5943221271767416,0.7685430820912164,0.90990144681755,0.056021605680302025,0.2552263977892883
peak_sample_bin,peakmax_9,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,2911,1.2848304502619947,1.3250398738903328,1.7274677494446042,2.3458689811636186,0.007214015802129852,0.9306352227486401,0.5925798694606664,0.9560288560632085,0.0901096226763336,0.006028856063208576,0.06552028711968519,0.05775588577764682,1.4984535455777184,1.9090838459615067,0.8511742119638802,0.9815515402652467,0.5030515309120779,0.6958410187524225,0.9420131042683733,0.9716912320395867,0.040880682880526285,0.09104700638454256
peak_sample_bin,peakmax_9,ridge,Ridge residual scale model,2911,1.2739673376608085,1.1577094225050786,1.9212657311861572,2.434938766147979,0.013740982480247337,1.2541400099902298,0.4788732394366197,0.809000343524562,0.20381625270038034,0.140999656475438,0.17240795458790914,0.1928409684384893,1.5809920312337975,2.357766613248481,0.9394474726439392,1.4952450289567392,0.3405039914010297,0.5887641046668792,0.6976706440534681,0.8929363367140605,0.07084660101040702,0.3478271658198937
peak_sample_bin,peakmax_9,traditional,S02/S03/S04 atom robust-width baseline,2911,1.2386209793228329,1.07032391107996,2.0059119426504286,2.576807999358385,0.02198557196839574,1.2410366593117497,0.5194091377533494,0.8155273102026795,0.16328035438365063,0.1344726897973204,0.14887652209048557,0.17191655639580156,1.6154069925174044,2.439366010034818,0.9627521002988786,1.6375367784384094,0.38437783320835606,0.6211991875105776,0.6597353309525362,0.9172269976767705,0.042186476776039775,0.3823618120882238
leading_phase_bin,"phase[0.0,0.2)",cnn1d,1D-CNN residual scale model,1415,1.0587496976461996,1.6133279058895482,1.4011119279333446,2.27383234985692,0.014840989399293287,1.0790389149073778,0.45724381625441696,0.9335689045936396,0.22544567588258307,0.01643109540636034,0.1375108238070159,0.11460662750083428,1.296620388335314,1.6215637694293483,0.9786767069448344,1.201989207954804,0.37242822536940184,0.5362157545020952,0.9074252038482952,0.9582925037682531,0.06400893959422208,0.1838472330115978
leading_phase_bin,"phase[0.0,0.2)",gradient_boosted_trees,HistGradientBoosting residual scale model,1415,1.1090694217173207,1.5065174396775871,1.4933254676423218,2.161527330702555,0.014840989399293287,1.0456056076811484,0.5272084805653711,0.8763250883392226,0.15548101157162897,0.07367491166077733,0.11973697221690993,0.09862462578261616,1.3007398893808217,1.76253517810926,0.8756039072602613,1.3194488983015007,0.4002513118779046,0.6383998090603772,0.8068765251974909,0.9303301387389686,0.05506730321793863,0.23848193321559671
leading_phase_bin,"phase[0.0,0.2)",mlp,MLP residual scale model,1415,1.1181434387945097,1.382998838323125,1.6194036910131169,2.2850583834135296,0.014840989399293287,1.0683085028107182,0.5385159010600706,0.8946996466431095,0.1441735910769294,0.05530035335689043,0.11040755435488095,0.09454750039985474,1.4403030487733792,1.8481811053774757,0.938439203807784,1.204617864748785,0.44331859540479496,0.6264094319399786,0.8524538510059555,0.9323105014365566,0.04812313177617409,0.17762116914404613
leading_phase_bin,"phase[0.0,0.2)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,1415,1.0529264556979607,1.5799985073981304,1.4445081392581474,2.2993102026303425,0.014134275618374558,0.9495694445480594,0.6367491166077739,0.9646643109540636,0.04594037552922614,0.01466431095406362,0.053834320238435,0.041217390543416346,1.3148008110839298,1.6728559425190959,0.8625787036677264,1.054549817950646,0.531378956450904,0.7206323061191289,0.9487292812880448,0.9792462921219256,0.026952007892800042,0.0768895709852232
leading_phase_bin,"phase[0.0,0.2)",ridge,Ridge residual scale model,1415,1.1485741792216335,1.392638451157481,1.5063899187197838,2.48800003275361,0.019081272084805655,1.0075472524768283,0.4713780918727915,0.8826855123674912,0.21131140026420853,0.0673144876325088,0.13931294394835866,0.10637152108047607,1.3888237189753851,1.9047716521306044,0.8895402428177631,1.2164671022544509,0.348097588864663,0.581993857768248,0.8000860455939819,0.9394706411024565,0.07225481424625453,0.2326432094696657
leading_phase_bin,"phase[0.0,0.2)",traditional,S02/S03/S04 atom robust-width baseline,1415,1.135212747270892,1.4855293897018882,1.4932536474747455,2.646279020920368,0.025441696113074206,3.6641549031553864,0.35406360424028266,0.5696113074204947,0.3286258878967174,0.38038869257950525,0.3545072902381113,0.93191919346743,1.3188622685682,1.98060815478111,3.1254394382304675,4.021141039204869,0.2890748045636366,0.43225116843386224,0.4780525023022887,0.6637970003836765,0.7414938303659362,1.036783773885937
leading_phase_bin,"phase[0.2,0.4)",cnn1d,1D-CNN residual scale model,3868,1.3010430304854357,1.606393645503239,1.5197864702646338,2.2327613562206294,0.010858324715615306,0.9954294938937238,0.45708376421923474,0.9420889348500517,0.2256057279177653,0.007911065149948215,0.13460999942941004,0.09317432465084993,1.3999154645501213,1.7115300521122971,0.9009999840961661,1.1007637412784939,0.37744342977210277,0.5203984143890535,0.9265748237427405,0.9578295966920854,0.08054972664920948,0.15358321924007934
