dimension,stratum,method,method_label,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width68,coverage68,coverage95,calibration_loss,traditional_sigma68_ns,traditional_full_rms_ns,traditional_tail_frac_abs_gt5ns,traditional_pull_width68,traditional_coverage68,traditional_coverage95,traditional_calibration_loss,ml_minus_traditional_sigma68_ns,ml_minus_traditional_full_rms_ns,ml_minus_traditional_tail_frac_abs_gt5ns,ml_minus_traditional_pull_width68,ml_minus_traditional_coverage68,ml_minus_traditional_coverage95,ml_minus_traditional_calibration_loss
amplitude_bin,"amp_adc[1000,1500)",ridge,Ridge residual scale model,1.0400312471636608,2.811701912300037,0.0078125,0.6018232243365756,0.484375,0.9375,0.18411734956964906,0.9439871224763401,2.955759084487598,0.0078125,7.264392032815385,0.14453125,0.27734375,2.0201534427552215,0.09604412468732071,-0.14405717218756076,0.0,-6.6625688084788095,0.33984375,0.66015625,-1.8360360931855724
amplitude_bin,"amp_adc[1000,1500)",mlp,MLP residual scale model,1.0792514091428995,2.8219164022243945,0.0234375,0.49877362585848933,0.55859375,0.9375,0.19026600445591868,0.9439871224763401,2.955759084487598,0.0078125,7.264392032815385,0.14453125,0.27734375,2.0201534427552215,0.13526428666655943,-0.13384268226320328,0.015625,-6.765618406956896,0.4140625,0.66015625,-1.829887438299303
amplitude_bin,"amp_adc[1000,1500)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.7132174964672557,3.033283526470041,0.015625,0.37220468565469705,0.61328125,0.953125,0.20203533560928477,0.9439871224763401,2.955759084487598,0.0078125,7.264392032815385,0.14453125,0.27734375,2.0201534427552215,-0.23076962600908435,0.07752444198244302,0.0078125,-6.892187347160688,0.46875,0.67578125,-1.8181181071459367
amplitude_bin,"amp_adc[1000,1500)",gradient_boosted_trees,HistGradientBoosting residual scale model,0.8516052908047049,2.9394507406202277,0.0078125,0.41309866910202697,0.515625,0.94140625,0.21523389227586825,0.9439871224763401,2.955759084487598,0.0078125,7.264392032815385,0.14453125,0.27734375,2.0201534427552215,-0.09238183167163516,-0.016308343867370123,0.0,-6.851293363713358,0.37109375,0.6640625,-1.8049195504793532
amplitude_bin,"amp_adc[1000,1500)",cnn1d,1D-CNN residual scale model,0.6722003659548632,2.9553336577512432,0.0078125,0.4013613912807553,0.421875,0.953125,0.25835390158360416,0.9439871224763401,2.955759084487598,0.0078125,7.264392032815385,0.14453125,0.27734375,2.0201534427552215,-0.2717867565214769,-0.00042542673635459494,0.0,-6.86303064153463,0.27734375,0.67578125,-1.7617995411716172
amplitude_bin,"amp_adc[1500,2500)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,1.4568266669153473,2.1192886808965667,0.0066649577031530375,0.7101341307956877,0.651115098692643,0.9720584465521661,0.10033348572622136,1.3523381274574648,2.197581618932686,0.013586259933350423,4.531003643732604,0.36964880799794925,0.5834401435529352,1.1376011136529443,0.1044885394578825,-0.07829293803611925,-0.006921302230197385,-3.8208695129369166,0.2814662906946937,0.38861830299923095,-1.037267627926723
amplitude_bin,"amp_adc[1500,2500)",mlp,MLP residual scale model,1.4936380398139202,2.1220236488255693,0.006921302230197385,0.8219318377383763,0.5357600615226865,0.8943860548577288,0.12597385099098002,1.3523381274574648,2.197581618932686,0.013586259933350423,4.531003643732604,0.36964880799794925,0.5834401435529352,1.1376011136529443,0.14129991235645534,-0.07555797010711673,-0.0066649577031530375,-3.709071805994228,0.16611125352473727,0.31094591130479365,-1.0116272626619642
amplitude_bin,"amp_adc[1500,2500)",gradient_boosted_trees,HistGradientBoosting residual scale model,1.4585122378530961,2.029693586408321,0.007177646757241733,0.8133789727821503,0.5180722891566265,0.8995129453986157,0.12905288326175898,1.3523381274574648,2.197581618932686,0.013586259933350423,4.531003643732604,0.36964880799794925,0.5834401435529352,1.1376011136529443,0.1061741103956313,-0.16788803252436502,-0.00640861317610869,-3.717624670950454,0.14842348115867726,0.31607280184568054,-1.0085482303911852
amplitude_bin,"amp_adc[1500,2500)",cnn1d,1D-CNN residual scale model,1.4682339823911263,2.041704733650396,0.007177646757241733,0.8161358469837202,0.4437323763137657,0.9510381953345296,0.14173203179672925,1.3523381274574648,2.197581618932686,0.013586259933350423,4.531003643732604,0.36964880799794925,0.5834401435529352,1.1376011136529443,0.1158958549336615,-0.15587688528228982,-0.00640861317610869,-3.714867796748884,0.07408356831581647,0.36759805178159444,-0.995869081856215
amplitude_bin,"amp_adc[1500,2500)",ridge,Ridge residual scale model,1.4650089274041704,2.1185509307164554,0.009741092027685208,0.8657194349112795,0.45552422455780567,0.8872084081004871,0.1424353401468056,1.3523381274574648,2.197581618932686,0.013586259933350423,4.531003643732604,0.36964880799794925,0.5834401435529352,1.1376011136529443,0.11267079994670559,-0.0790306882162306,-0.0038451679056652147,-3.665284208821325,0.08587541655985642,0.3037682645475519,-0.9951657735061387
