detector,hits,mean_edep_MeV,hits_gt10MeV,nan_edep,negative_edep,duplicate_hits_exact,nonfinite_position,max_edep_MeV,unique_layers,p_frac,d_frac
TARGET,2042996,3.858374242425379,195032,0,0,0,0,65.0703079118,1,0.4955237308345195,0.4906475587813192
ProtoTPC,1855512,0.00368548080081056,0,0,0,0,0,0.9853666833410145,10,0.27169805422977594,0.002725932249427651
Sci_bar,1279440,21.131736754709095,1080660,0,0,0,0,126.07548522949224,8,0.6538282373538423,0.2459247795910711
