geometry,method,n,bias_median_frac,res68_abs_frac,depth_order_violation_rate,res68_ci95,depth_violation_ci95
center_4cm,pstar_depth_only,332852,-0.007159071767599513,0.2614611446862335,0.0,[],[]
center_4cm,traditional_depth_charge_lookup,332852,-0.012252491228007263,0.021189225434905763,0.0,"[0.019759173376975067, 0.022616709286844058]","[0.0, 0.0]"
center_4cm,ml_monotonic_hgb,332852,-0.00329811692450478,0.025007810181733207,0.0,"[0.022795672304338082, 0.02847725106827667]","[0.0, 0.0]"
center_2cm,pstar_depth_only,332852,-0.006947555207425706,0.24291980217977713,0.0,[],[]
center_2cm,traditional_depth_charge_lookup,332852,-0.011320572456176486,0.019103582006076602,0.0,"[0.017973104494837206, 0.02025895710526706]","[0.0, 0.0]"
center_2cm,ml_monotonic_hgb,332852,-0.0030332651072825013,0.02299936646873051,0.0,"[0.020914393397802145, 0.026019331949696734]","[0.0, 0.0]"
zero_4cm,pstar_depth_only,332852,-0.012468748310999984,0.47696571096437296,0.0,[],[]
zero_4cm,traditional_depth_charge_lookup,332852,-0.025782626806680812,0.06630568052994985,0.0,"[0.05370636247279773, 0.08366532121889274]","[0.0, 0.0]"
zero_4cm,ml_monotonic_hgb,332852,-0.00738412471182979,0.05702182391930542,0.0,"[0.05017979209352425, 0.07031348686802817]","[0.0, 0.0]"
