geometry,method,n,p04b_external_charge_res68,model_energy_proxy_res68,model_energy_proxy_res68_ci95,p04b_charge_propagated_energy_res68,p04b_charge_propagated_energy_res68_ci95,combined_energy_proxy_res68,combined_energy_proxy_res68_ci95,acceptance_res68,acceptable_for_s14_preflight
center_4cm,traditional_depth_charge_lookup,332852,0.2131744652334116,0.021189225434905763,"[0.019724752900479217, 0.022504731740052207]",0.2453239537857069,"[0.22258279809144133, 0.2508867928760544]",0.24623733586843186,"[0.22370987434311201, 0.2516689108488624]",0.1,False
center_4cm,ml_monotonic_hgb,332852,0.2131744652334116,0.025007810181733207,"[0.022573102617833518, 0.028068043934188307]",0.1868409619224582,"[0.16305900783406393, 0.19651027867125742]",0.18850712353169857,"[0.1656324364654218, 0.1980872051573958]",0.1,False
center_2cm,traditional_depth_charge_lookup,332852,0.2131744652334116,0.019103582006076602,"[0.017923359236365625, 0.020160791151861344]",0.22861724938524608,"[0.2060720549421563, 0.23402782845202094]",0.2294140221563161,"[0.20704937960738362, 0.23472110901135912]",0.1,False
center_2cm,ml_monotonic_hgb,332852,0.2131744652334116,0.02299936646873051,"[0.020648034180100295, 0.025684907439991665]",0.17274438243043028,"[0.14953684502043213, 0.18355451139510387]",0.17426873649405308,"[0.15187240440135835, 0.18492162796411962]",0.1,False
zero_4cm,traditional_depth_charge_lookup,332852,0.2131744652334116,0.06630568052994985,"[0.054136081822395175, 0.08458228465532927]",0.44553717141654736,"[0.4346207124438999, 0.4474947928026923]",0.4504440191459952,"[0.44252715630149914, 0.45117180746869007]",0.1,False
zero_4cm,ml_monotonic_hgb,332852,0.2131744652334116,0.05702182391930542,"[0.04997754302488135, 0.07099164326359227]",0.37690208043611273,"[0.3612178586157268, 0.3843115145995048]",0.38119111563644065,"[0.36809884920102703, 0.387612935251184]",0.1,False
