geometry,B2_anchor_mev,B8_anchor_mev,traditional_res68,ml_res68,ml_minus_traditional_res68
center_4cm,40.041411846408614,117.96480450815572,0.021189225434905763,0.025007810181733207,0.0038185847468274435
center_2cm,28.321805365582687,79.65112324243869,0.019103582006076602,0.02299936646873051,0.0038957844626539076
zero_4cm,20.07775493471685,108.07979167018367,0.06630568052994985,0.05702182391930542,-0.009283856610644431
