pool,method,n_pairs,median_ns,robust_width_ns,full_rms_ns,within_abs_2ns,tail_fraction_abs_gt_5ns,robust_ci_low_ns,robust_ci_high_ns,core_sigma_ns,core_sigma_err_ns,core_mean_ns,chi2_ndf,atom_mode,model_family
full_features,ridge,127,-0.2165435900733197,1.5701332343635497,2.7631284324321617,0.7952755905511811,0.047244094488188976,1.2352133598379866,1.9089102008726153,2.3968020096477223,0.9976085327850519,-0.1910411939440624,2.5822891350456247,full_features,ridge
full_features,gradient_boosted_trees,127,0.13566017050949863,1.034875246646683,1.403700662416079,0.8818897637795275,0.007874015748031496,0.7200697558908972,1.4539828037817242,0.914071820943923,0.11902481780660504,-0.2979473946475046,2.987076650191124,full_features,gradient_boosted_trees
drop_leading_edge_samples,ridge,127,-0.4949920046628513,1.5583002562310135,2.7805393690868634,0.7716535433070866,0.03937007874015748,1.2489274883203538,1.8553530497495339,1.6705143616408409,0.3615334305009675,-0.15045810612157087,1.6174467606065892,drop_leading_edge_samples,ridge
drop_leading_edge_samples,gradient_boosted_trees,127,-0.043295440122383955,1.457425965543099,1.747853502884823,0.7952755905511811,0.015748031496062992,1.3255214704195364,1.8003380480531954,1.808695239173275,0.41641353015966037,-0.19956586813672508,1.3834073360510124,drop_leading_edge_samples,gradient_boosted_trees
drop_tail_samples,ridge,127,0.2192795630571256,1.223546614822599,2.2373956915857254,0.8031496062992126,0.06299212598425197,0.9670979636452726,2.1245756903906687,1.3788020273145043,0.21131235429397516,0.013501759540790617,0.9829902002477142,drop_tail_samples,ridge
drop_tail_samples,gradient_boosted_trees,127,0.15339569801485986,0.9663013222421059,1.4464670992653752,0.8818897637795275,0.007874015748031496,0.7307763303372933,1.285463213601573,0.8676867405662716,0.1150917290949222,-0.23569982517780413,3.5254671672818803,drop_tail_samples,gradient_boosted_trees
amplitude_only,ridge,127,0.43194235002813786,1.7845897542725182,2.1560934170869155,0.6929133858267716,0.031496062992125984,1.6369952124051024,2.2964025514568975,1.9594057166955967,0.5140007918456587,-0.24286408189168854,1.1106281349083638,amplitude_only,ridge
amplitude_only,gradient_boosted_trees,127,0.369136703682416,1.7821496525195761,2.025424506012133,0.7322834645669292,0.047244094488188976,1.4081995143490647,2.096001825167281,1.7932407953597578,0.4101542390926363,-0.22326131869139246,1.2647082881181309,amplitude_only,gradient_boosted_trees
waveform_shuffled_control,ridge,127,0.8413293228853265,1.6933122569000032,1.8598274958022758,0.7952755905511811,0.031496062992125984,1.452984822788672,1.9452119790384457,2.2624060904536267,0.8058284466458974,0.094850250606838,2.0481085946629953,waveform_shuffled_control,ridge
waveform_shuffled_control,gradient_boosted_trees,127,0.12594457299404915,1.6186165066562972,2.380420001999227,0.7559055118110236,0.03937007874015748,1.4358975872461694,2.0583871677786907,2.1526113966045184,0.8002799766630093,-0.46730539808193394,1.592933346537104,waveform_shuffled_control,gradient_boosted_trees
