axis,method,levels,best_level,best_sigma68_ns,worst_level,worst_sigma68_ns,sigma68_span_ns
curvature_energy_bin,1d_cnn,3,moderate,4.703259474471553,curved,5.989662363193031,1.2864028887214785
curvature_energy_bin,shape_time_gate_transformer_new,3,moderate,5.189293279725161,curved,6.277209124426448,1.0879158447012864
curvature_energy_bin,mlp,3,smooth,3.7444829086807614,curved,4.219277173679234,0.4747942649984722
curvature_energy_bin,compact_waveform_transformer,3,moderate,5.770219455667126,curved,6.195827758016858,0.42560830234973146
curvature_energy_bin,ridge,3,smooth,3.760281055207402,curved,4.166105604953738,0.40582454974633553
curvature_energy_bin,gradient_boosted_trees,3,smooth,3.3608437424186173,moderate,3.5931788905535615,0.23233514813494427
curvature_energy_bin,traditional_median_template_cfd_timewalk_shape,3,moderate,0.8716571961991448,curved,1.054646955831693,0.18298975963254827
derivative_onset_bin,1d_cnn,3,nominal,4.5237000738531785,slow,7.80890387370388,3.2852037998507013
derivative_onset_bin,shape_time_gate_transformer_new,3,sharp,4.901805605606605,slow,6.606633912088709,1.7048283064821037
derivative_onset_bin,gradient_boosted_trees,3,sharp,3.0335407233727345,slow,4.135855026678605,1.1023143033058709
derivative_onset_bin,mlp,3,nominal,3.663070866239929,slow,4.048790552587057,0.3857196863471284
derivative_onset_bin,compact_waveform_transformer,3,slow,6.4114047854498235,nominal,6.69104017311004,0.27963538766021667
derivative_onset_bin,ridge,3,nominal,3.7450673986495637,sharp,3.8774659961518165,0.1323985975022528
derivative_onset_bin,traditional_median_template_cfd_timewalk_shape,3,sharp,0.9182829603397276,slow,0.9705905360143643,0.05230757567463673
energy_bin,1d_cnn,4,q3,4.107659425076261,q1_low,6.265437484010999,2.1577780589347375
energy_bin,shape_time_gate_transformer_new,4,q4_high,5.017870035154311,q1_low,6.399130671648496,1.3812606364941855
energy_bin,compact_waveform_transformer,4,q2,5.600298657595818,q3,6.390520403855671,0.7902217462598529
energy_bin,mlp,4,q1_low,3.705978913019586,q4_high,4.212802255329506,0.5068233423099198
energy_bin,traditional_median_template_cfd_timewalk_shape,4,q2,0.843751340570579,q1_low,1.1090589370672872,0.2653075964967082
energy_bin,ridge,4,q1_low,3.772826724310132,q2,4.019505200918301,0.2466784766081691
energy_bin,gradient_boosted_trees,4,q3,3.4228013267509967,q4_high,3.5690079329996864,0.14620660624868975
late_tail_morphology,1d_cnn,4,diffuse_tail,3.9821761558992814,late_derivative_bump,7.256205215339395,3.2740290594401134
late_tail_morphology,shape_time_gate_transformer_new,4,diffuse_tail,3.51613089848996,compact,5.870612372570651,2.354481474080691
late_tail_morphology,gradient_boosted_trees,4,late_derivative_bump,2.928499413725298,late_rising_tail,4.309783424227036,1.381284010501738
late_tail_morphology,compact_waveform_transformer,4,diffuse_tail,5.973782878572029,late_rising_tail,7.076182844852874,1.1023999662808448
late_tail_morphology,ridge,4,diffuse_tail,3.3605268696262396,compact,4.019789281997393,0.6592624123711532
late_tail_morphology,mlp,4,compact,3.68909287836692,late_rising_tail,4.213550326357833,0.5244574479909128
late_tail_morphology,traditional_median_template_cfd_timewalk_shape,4,diffuse_tail,0.8818509949746205,late_derivative_bump,1.0287234561550653,0.14687246118044484
peak_phase_bin,compact_waveform_transformer,3,mid_phase,6.050804768978072,early_phase,7.284792401585966,1.233987632607894
peak_phase_bin,1d_cnn,3,mid_phase,4.920356503822324,late_phase,5.558947927693881,0.6385914238715564
peak_phase_bin,shape_time_gate_transformer_new,3,mid_phase,5.244324376263532,late_phase,5.7640710869580785,0.5197467106945464
peak_phase_bin,gradient_boosted_trees,3,late_phase,3.3926783583780686,early_phase,3.64040976465969,0.24773140628162116
peak_phase_bin,ridge,3,late_phase,3.855519225242776,early_phase,4.077119977412767,0.2216007521699912
peak_phase_bin,mlp,3,late_phase,3.877619647967379,early_phase,4.077637869619331,0.20001822165195238
peak_phase_bin,traditional_median_template_cfd_timewalk_shape,3,late_phase,0.9149032695863342,mid_phase,0.9688770436143346,0.05397377402800041
pedestal_drift_bin,shape_time_gate_transformer_new,3,low,4.687608257527133,high,7.8940181088941745,3.2064098513670416
pedestal_drift_bin,1d_cnn,3,low,4.541237270990276,high,7.433563757891786,2.89232648690151
pedestal_drift_bin,compact_waveform_transformer,3,mid,6.273614845030044,high,6.958343929096747,0.6847290840667029
pedestal_drift_bin,gradient_boosted_trees,3,mid,3.3990547928366586,high,3.6427140362510757,0.24365924341441714
pedestal_drift_bin,mlp,3,low,3.82809964348285,high,4.019345375365163,0.1912457318823133
pedestal_drift_bin,ridge,3,mid,3.8954791966249553,high,4.0612683783324,0.16578918170744483
pedestal_drift_bin,traditional_median_template_cfd_timewalk_shape,3,low,0.9444891379165166,mid,0.9576401011160323,0.013150963199515697
pid_sideband,shape_time_gate_transformer_new,3,low_duplicate,4.252963960770815,high_duplicate,10.65858595753106,6.405621996760244
pid_sideband,1d_cnn,3,central,4.506578962390316,high_duplicate,10.04999940268335,5.543420440293033
pid_sideband,compact_waveform_transformer,3,central,6.201692139011742,low_duplicate,6.983390958754639,0.7816988197428971
pid_sideband,ridge,3,low_duplicate,3.622647076935859,high_duplicate,4.2431610957769506,0.6205140188410914
pid_sideband,gradient_boosted_trees,3,high_duplicate,3.3996920719764043,low_duplicate,3.6686424160079225,0.2689503440315182
pid_sideband,mlp,3,high_duplicate,3.9038575061683893,low_duplicate,4.0926886358844765,0.18883112971608718
pid_sideband,traditional_median_template_cfd_timewalk_shape,3,low_duplicate,0.9341834542685055,high_duplicate,0.997835052029127,0.06365159776062157
pileup_separation_bin,shape_time_gate_transformer_new,4,late,3.5253611831817375,mid,7.047355143220974,3.5219939600392367
pileup_separation_bin,ridge,4,none,3.5438160037003152,late,6.615390684302086,3.0715746806017705
pileup_separation_bin,compact_waveform_transformer,4,none,6.016737613629715,late,8.578845351095019,2.562107737465304
pileup_separation_bin,1d_cnn,4,none,4.774117921569955,late,6.607396593844918,1.8332786722749628
pileup_separation_bin,mlp,4,close,3.8550393676953334,late,5.005228910632695,1.1501895429373619
pileup_separation_bin,gradient_boosted_trees,4,late,3.055426890538211,none,3.76785109556125,0.7124242050230389
pileup_separation_bin,traditional_median_template_cfd_timewalk_shape,4,late,0.8727286468202734,close,0.9646264762201595,0.09189782939988611
pulse_shape_class,shape_time_gate_transformer_new,3,nominal,4.344236430417261,compact,7.500754553805075,3.156518123387814
pulse_shape_class,1d_cnn,3,nominal,4.149935284015828,compact,6.7123973336115705,2.5624620495957426
pulse_shape_class,gradient_boosted_trees,3,nominal,2.9212228885375486,late_tail,4.0243353866409795,1.1031124981034308
pulse_shape_class,ridge,3,late_tail,3.6077577523587165,compact,4.358364070194533,0.7506063178358162
pulse_shape_class,mlp,3,nominal,3.596954919225033,late_tail,4.1369189583999475,0.5399640391749143
pulse_shape_class,compact_waveform_transformer,3,late_tail,6.232946396460045,compact,6.761133568480765,0.5281871720207194
pulse_shape_class,traditional_median_template_cfd_timewalk_shape,3,nominal,0.9054493141184696,compact,1.0398434644317813,0.1343941503133117
q_template_error_bin,shape_time_gate_transformer_new,3,template_like,3.4274490228653582,shape_outlier,8.239923368497786,4.8124743456324275
q_template_error_bin,1d_cnn,3,template_like,3.841131655717099,shape_outlier,8.08604060467865,4.244908948961552
q_template_error_bin,compact_waveform_transformer,3,template_like,5.175216269445762,moderate_shape,7.266894140871048,2.0916778714252855
q_template_error_bin,ridge,3,template_like,3.246703795743245,moderate_shape,4.419277962551053,1.172574166807808
q_template_error_bin,gradient_boosted_trees,3,template_like,2.903412184897123,shape_outlier,3.931353503093869,1.027941318196746
q_template_error_bin,mlp,3,template_like,3.5194306815056127,shape_outlier,4.051402504096546,0.5319718225909336
q_template_error_bin,traditional_median_template_cfd_timewalk_shape,3,moderate_shape,0.901219475251402,template_like,0.9789737301094,0.07775425485799803
saturation_onset_bin,compact_waveform_transformer,2,near_saturation,5.780382755454214,linear,7.011296990769882,1.2309142353156677
saturation_onset_bin,shape_time_gate_transformer_new,2,near_saturation,4.719558936459855,linear,5.8171191393708686,1.0975602029110139
saturation_onset_bin,1d_cnn,2,near_saturation,4.456973996134848,linear,5.48674145211524,1.0297674559803918
saturation_onset_bin,mlp,2,near_saturation,3.6951054282001294,linear,4.053851491592136,0.3587460633920063
saturation_onset_bin,ridge,2,near_saturation,3.8713426423116917,linear,4.069522824394867,0.19818018208317545
