ablation,n_features,sigma68_ns,sigma68_ns_ci_low,sigma68_ns_ci_high,bias_ns,tail_fraction_abs_gt_5ns,delta_sigma68_vs_full_ns
drop_derivative_features,34,3.430163283602176,2.8238575384355884,3.809777072202519,-0.8071530795876525,0.16504263093788063,-0.026863510928788692
full_derivative_gradient_boosted_trees,77,3.4570267945309645,2.883910068186641,3.850929975146709,-0.8439306304667192,0.16747868453105969,0.0
amplitude_cfd_no_derivative,5,3.8939858439483857,3.4105082928653787,4.564423904370895,-0.5001568863377872,0.21640276086073892,0.43695904941742114
derivative_only,43,3.9600817927234,3.450142284722397,4.711414090251562,-0.598287980654419,0.2117336581404791,0.5030549981924355
late_tail_curvature_window_only,17,4.426376104716539,3.892908892287637,5.131464944894101,-0.37977571792387044,0.2630937880633374,0.9693493101855744
onset_derivative_window_only,14,4.795631546590149,4.115570078743961,6.186981377328526,-0.696302172750701,0.3114088509947219,1.3386047520591848
pretrigger_derivative_only,7,17.673403473714615,17.09272939240093,20.239313796567163,-4.070804460288977,0.5968331303288672,14.21637667918365
