method,run_family,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns,calibration_slope,q_template_mse,failure_rate_abs_gt_5ns
traditional_median_template_cfd_timewalk_shape,sample_i_analysis,1230,-0.015696385683181546,0.9887927409452509,1.0151645977950372,0.0,0.0,0.9986416976968853,0.22185548229590263,0.0
gradient_boosted_trees,sample_i_analysis,1230,-0.17647856864709333,2.851921812861109,7.060437145990533,0.2008130081300813,0.13577235772357724,1.0031561746688855,0.22185548229590263,0.2008130081300813
mlp,sample_i_analysis,1230,-0.31179874440229893,3.699272134583328,7.082378320593182,0.2252032520325203,0.13495934959349593,1.0018097500511072,0.22185548229590263,0.2252032520325203
ridge,sample_i_analysis,1230,-0.03298031236348287,4.9918958811931855,7.827245652234644,0.31138211382113823,0.14065040650406505,1.0016513892171914,0.22185548229590263,0.31138211382113823
compact_waveform_transformer,sample_i_analysis,1230,1.3416162181522862,6.955704457701292,9.39124697088396,0.43821138211382116,0.2552845528455285,1.0277782239709252,0.22185548229590263,0.43821138211382116
1d_cnn,sample_i_analysis,1230,-1.1085994059976776,6.965853103795094,9.438431640372846,0.4195121951219512,0.2121951219512195,1.0257504367681323,0.22185548229590263,0.4195121951219512
shape_time_gate_transformer_new,sample_i_analysis,1230,-1.243197280393554,7.12308539509162,9.290497867842626,0.44065040650406506,0.18130081300813009,1.0014083882117264,0.22185548229590263,0.44065040650406506
traditional_median_template_cfd_timewalk_shape,sample_i_calib,597,-0.6796215404767381,0.5552828534445653,0.654202130856622,0.0,0.0,0.9974750698308644,0.204894271807326,0.0
gradient_boosted_trees,sample_i_calib,597,0.330434493460114,2.4525481044779633,3.430765602127428,0.08877721943048576,0.006700167504187605,1.0257824412945262,0.204894271807326,0.08877721943048576
mlp,sample_i_calib,597,0.6015552047395829,2.6615528071155854,2.695185573167885,0.051926298157453935,0.0016750418760469012,1.0236606420389427,0.204894271807326,0.051926298157453935
ridge,sample_i_calib,597,0.5494452026352423,3.4538455002775574,3.476917154742058,0.13400335008375208,0.006700167504187605,1.0239387085160099,0.204894271807326,0.13400335008375208
1d_cnn,sample_i_calib,597,0.11493942359641807,5.033181485263496,6.490387000892534,0.3082077051926298,0.08375209380234507,1.0598167897358028,0.204894271807326,0.3082077051926298
compact_waveform_transformer,sample_i_calib,597,2.1995809979236824,5.278685901650233,6.557128768008591,0.3500837520938023,0.1423785594639866,1.0548932361665748,0.204894271807326,0.3500837520938023
shape_time_gate_transformer_new,sample_i_calib,597,-0.5669795898779544,5.394832938295179,5.67119278392121,0.35175879396984927,0.05025125628140704,1.026570204277214,0.204894271807326,0.35175879396984927
traditional_median_template_cfd_timewalk_shape,sample_ii_analysis,2459,0.5515555967682779,0.8700017169606475,0.8496659773107155,0.0,0.0,0.9955867241743086,0.1680809611368931,0.0
ridge,sample_ii_analysis,2459,-0.8101356312936598,3.8493902519198855,3.8418434937350043,0.1988613257421716,0.014233428222854819,1.0096265143904204,0.1680809611368931,0.1988613257421716
gradient_boosted_trees,sample_ii_analysis,2459,-1.4829007045255622,3.888651573729894,3.785964231249248,0.19764131760878406,0.0056933712891419274,1.0080983974610895,0.1680809611368931,0.19764131760878406
mlp,sample_ii_analysis,2459,-1.850365000613813,4.317178560069234,4.250914190434453,0.2651484343228955,0.013420089467263115,1.010514232371979,0.1680809611368931,0.2651484343228955
1d_cnn,sample_ii_analysis,2459,-1.1089597958859372,5.025569671066377,6.5025426176034715,0.31476209841398944,0.08743391622610817,1.0364944967208478,0.1680809611368931,0.31476209841398944
shape_time_gate_transformer_new,sample_ii_analysis,2459,-1.3103363446415432,5.322694117771626,6.209675858783116,0.34688897925986173,0.10207401382675885,1.0006977634160867,0.1680809611368931,0.34688897925986173
compact_waveform_transformer,sample_ii_analysis,2459,2.1747789370804096,7.034250611817644,7.421546798049563,0.5046766978446523,0.1598210654737698,1.027290131175828,0.1680809611368931,0.5046766978446523
traditional_median_template_cfd_timewalk_shape,sample_ii_calib,640,0.5934005055867901,0.6805054691275553,0.7614956210078702,0.0,0.0,0.9949737670996371,0.13816514463180854,0.0
ridge,sample_ii_calib,640,-0.7479988491071481,3.2344696877589145,3.1826470231233186,0.128125,0.0015625,1.0190619629175952,0.13816514463180854,0.128125
gradient_boosted_trees,sample_ii_calib,640,-1.2409518283370575,3.2543897386547456,3.0660905166881673,0.06875,0.003125,1.0161082789907336,0.13816514463180854,0.06875
mlp,sample_ii_calib,640,-1.9264914299647424,3.8658345529650857,3.614374036093627,0.1515625,0.0,1.0130539030472323,0.13816514463180854,0.1515625
1d_cnn,sample_ii_calib,640,-0.8103079340720809,4.37139186743984,5.624388833061854,0.259375,0.0671875,1.035151193628959,0.13816514463180854,0.259375
shape_time_gate_transformer_new,sample_ii_calib,640,-1.4033860131098193,4.608031158009972,5.709243413833356,0.284375,0.08125,0.9771166794171071,0.13816514463180854,0.284375
compact_waveform_transformer,sample_ii_calib,640,2.983045654199417,6.217619518633022,7.0510599631822775,0.45625,0.1375,1.0230293887931752,0.13816514463180854,0.45625
