method,latent_features,heldout_adjusted_rand_stability,heldout_adjusted_rand_ci_low,heldout_adjusted_rand_ci_high,heldout_reconstruction_mse_median,heldout_reconstruction_mse_ci_low,heldout_reconstruction_mse_ci_high,heldout_cluster_balance,heldout_cluster_balance_ci_low,heldout_cluster_balance_ci_high,pca_variance_6d
traditional_median_template_cfd_timewalk_shape,7,0.9769413158306557,0.9478085269546098,0.991473673367074,4.420316512479616,4.287960048568375,4.674262977198808,0.27405602923264316,0.22995119132998648,0.32394045783206715,0.9926036886626542
1d_cnn,37,0.9760631561764692,0.44704888664884945,0.9896364677521989,0.23258047868218867,0.21168259297515357,0.2622617720421961,0.27385302476654483,0.2311396468699839,0.32111030802323826,0.8778708704677177
shape_time_gate_transformer_new,58,0.9284838091114482,0.4688143159010817,0.9759044202055178,0.450043805173874,0.3852317428063016,0.5613459753536032,0.527202598457166,0.48618387073118224,0.6061613295500609,0.784134119309854
compact_waveform_transformer,58,0.9276604404930144,0.4706804397041602,0.9819253416737791,0.29154696322667517,0.24770013086445422,0.33971518970822545,0.5278116118554608,0.4811638116883117,0.6007145113906763,0.7845092387770082
ridge,14,0.9136602627468734,0.33356415390233385,0.966441722194584,631803.9648335918,484345.76135671785,807947.2756007927,0.37555826228177025,0.2740872261488883,0.4463743630016623,0.8673452232176865
gradient_boosted_trees,14,0.9119637095366859,0.2948371372333743,0.9754130236401546,620794.70668006,534511.3964702364,790695.0515981141,0.3808363784003248,0.2959266812435175,0.4262604749990071,0.8670665202228705
mlp,14,0.4578648614056353,0.3761039272447107,0.9620907636400361,628381.0135567738,558769.515150293,738461.9134595498,0.3830694275274056,0.3027079303675049,0.4285028188337966,0.8670981423841617
