method,run,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns,calibration_slope,q_template_mse,failure_rate_abs_gt_5ns
1d_cnn,42,597,0.11493942359641807,5.033181485263496,6.490387000892534,0.3082077051926298,0.08375209380234507,1.0598167897358028,0.204894271807326,0.3082077051926298
1d_cnn,50,620,-2.3094940582444066,10.241122860822479,10.814372404214723,0.4338709677419355,0.3096774193548387,1.0141096186135654,0.1851556720016973,0.4338709677419355
1d_cnn,57,610,1.1367160780585168,5.6520727960673725,6.837142931114403,0.40491803278688526,0.11311475409836065,1.0494416135131497,0.2591569288244392,0.40491803278688526
1d_cnn,58,594,-3.4859128911573407,5.5202288319388675,7.035419531254951,0.4494949494949495,0.12794612794612795,1.0586237949650017,0.1971973759226199,0.4494949494949495
1d_cnn,60,640,0.48610980248598157,4.177999636844439,5.285352449646326,0.2421875,0.0578125,1.0114742645207435,0.1538313458051266,0.2421875
1d_cnn,62,640,-0.6592745397567921,4.899609897272206,6.878034115399946,0.28125,0.084375,1.020716698819048,0.17959500979954005,0.28125
1d_cnn,64,640,-0.8103079340720809,4.37139186743984,5.624388833061854,0.259375,0.0671875,1.035151193628959,0.13816514463180854,0.259375
1d_cnn,65,585,-1.7249912388130078,4.1356880577355275,6.145148145223522,0.294017094017094,0.08205128205128205,1.073523462452473,0.14150935820614927,0.294017094017094
compact_waveform_transformer,42,597,2.1995809979236824,5.278685901650233,6.557128768008591,0.3500837520938023,0.1423785594639866,1.0548932361665748,0.204894271807326,0.3500837520938023
compact_waveform_transformer,50,620,0.14566283714035144,10.585510247457483,10.660747234913512,0.41935483870967744,0.31290322580645163,1.0050026454382432,0.1851556720016973,0.41935483870967744
compact_waveform_transformer,57,610,2.910965767048822,6.731535579297198,6.977091455174402,0.45737704918032784,0.19672131147540983,1.0638026200895285,0.2591569288244392,0.45737704918032784
compact_waveform_transformer,58,594,-0.7714287410599434,7.422738999950623,7.79640228891977,0.4983164983164983,0.1632996632996633,1.0343591127950769,0.1971973759226199,0.4983164983164983
compact_waveform_transformer,60,640,3.0923162878886217,6.867717209637625,7.224700122344912,0.5453125,0.1546875,1.0142282810390875,0.1538313458051266,0.5453125
compact_waveform_transformer,62,640,3.787301382000181,6.629621462144824,7.2287780100191,0.50625,0.2015625,1.0211431212684097,0.17959500979954005,0.50625
