method,run,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns,calibration_slope,q_template_mse,failure_rate_abs_gt_5ns
compact_waveform_transformer,64,640,2.983045654199417,6.217619518633022,7.0510599631822775,0.45625,0.1375,1.0230293887931752,0.13816514463180854,0.45625
compact_waveform_transformer,65,585,2.296642527235342,6.162116740674561,7.097107708002363,0.46495726495726497,0.11623931623931624,1.0610283073221622,0.14150935820614927,0.46495726495726497
gradient_boosted_trees,42,597,0.330434493460114,2.4525481044779633,3.430765602127428,0.08877721943048576,0.006700167504187605,1.0257824412945262,0.204894271807326,0.08877721943048576
gradient_boosted_trees,50,620,-0.5312293944840496,9.630585741986865,9.234162503593096,0.2870967741935484,0.26129032258064516,0.985015890872057,0.1851556720016973,0.2870967741935484
gradient_boosted_trees,57,610,-0.0567911180368208,2.7509460983281455,3.28830070830062,0.11311475409836065,0.00819672131147541,1.0269730078633281,0.2591569288244392,0.11311475409836065
gradient_boosted_trees,58,594,-4.078922672144154,3.3098465401634916,4.247477452541841,0.35858585858585856,0.005050505050505051,1.028132176526565,0.1971973759226199,0.35858585858585856
gradient_boosted_trees,60,640,0.21304713914403145,3.298877795235531,3.3357105259785125,0.1015625,0.0109375,1.01543359879825,0.1538313458051266,0.1015625
gradient_boosted_trees,62,640,-1.0399053380686913,3.7045882950349736,3.439909965366839,0.109375,0.003125,1.0040435167004202,0.17959500979954005,0.109375
gradient_boosted_trees,64,640,-1.2409518283370575,3.2543897386547456,3.0660905166881673,0.06875,0.003125,1.0161082789907336,0.13816514463180854,0.06875
gradient_boosted_trees,65,585,-2.7168106172336843,3.009569458072378,3.068294643583473,0.2358974358974359,0.003418803418803419,1.0250221904309575,0.14150935820614927,0.2358974358974359
mlp,42,597,0.6015552047395829,2.6615528071155854,2.695185573167885,0.051926298157453935,0.0016750418760469012,1.0236606420389427,0.204894271807326,0.051926298157453935
mlp,50,620,-0.9681637897317064,9.375456033100297,9.086014645029685,0.3,0.267741935483871,0.9867740872601207,0.1851556720016973,0.3
mlp,57,610,0.11445528379968906,3.5654347037104177,3.386065129563491,0.14918032786885246,0.0,1.0228927043731009,0.2591569288244392,0.14918032786885246
mlp,58,594,-3.8280901884429843,4.523081036177771,4.371739729357707,0.4090909090909091,0.03198653198653199,1.0302237854847107,0.1971973759226199,0.4090909090909091
mlp,60,640,-0.19889796679518468,3.7856277692134594,3.8626918031775634,0.1921875,0.00625,1.022154720499607,0.1538313458051266,0.1921875
mlp,62,640,-1.4958751277804527,4.358148905835254,4.361860910237616,0.2171875,0.0125,1.0084772430660953,0.17959500979954005,0.2171875
mlp,64,640,-1.9264914299647424,3.8658345529650857,3.614374036093627,0.1515625,0.0,1.0130539030472323,0.13816514463180854,0.1515625
mlp,65,585,-3.058181822028054,3.6828398617761398,3.520865771986034,0.2512820512820513,0.003418803418803419,1.0238948077164964,0.14150935820614927,0.2512820512820513
ridge,42,597,0.5494452026352423,3.4538455002775574,3.476917154742058,0.13400335008375208,0.006700167504187605,1.0239387085160099,0.204894271807326,0.13400335008375208
ridge,50,620,-1.2156264557458982,9.815589487129497,9.840689703076388,0.3951612903225806,0.27419354838709675,0.985684141509072,0.1851556720016973,0.3951612903225806
ridge,57,610,0.48319183852014724,4.097176241939625,3.7669635037490985,0.2262295081967213,0.004918032786885246,1.0254886843314885,0.2591569288244392,0.2262295081967213
ridge,58,594,-2.8265024381846686,4.450258652360247,4.148910550567683,0.3451178451178451,0.04208754208754209,1.0248782590724053,0.1971973759226199,0.3451178451178451
ridge,60,640,0.5678971435691738,3.1671516754015965,3.192019330312513,0.1171875,0.0015625,1.0234809198817978,0.1538313458051266,0.1171875
ridge,62,640,-0.17659720216997243,3.634667613715119,3.8680319581339533,0.1859375,0.009375,1.0056525628288584,0.17959500979954005,0.1859375
ridge,64,640,-0.7479988491071481,3.2344696877589145,3.1826470231233186,0.128125,0.0015625,1.0190619629175952,0.13816514463180854,0.128125
ridge,65,585,-1.5461787812020322,3.0089157635112445,3.0761963200222984,0.15384615384615385,0.005128205128205128,1.0240686970952475,0.14150935820614927,0.15384615384615385
shape_time_gate_transformer_new,42,597,-0.5669795898779544,5.394832938295179,5.67119278392121,0.35175879396984927,0.05025125628140704,1.026570204277214,0.204894271807326,0.35175879396984927
shape_time_gate_transformer_new,50,620,-2.788879837920213,11.369701054270676,11.261654825420619,0.4774193548387097,0.3032258064516129,0.9837325081835386,0.1851556720016973,0.4774193548387097
shape_time_gate_transformer_new,57,610,-0.25753455833110817,5.645831861702376,5.608996616504878,0.40327868852459015,0.05737704918032787,1.0275500791448793,0.2591569288244392,0.40327868852459015
shape_time_gate_transformer_new,58,594,-3.5464199910049192,5.6566575916715305,6.363412949978506,0.44276094276094274,0.13468013468013468,1.0331981184917698,0.1971973759226199,0.44276094276094274
shape_time_gate_transformer_new,60,640,-0.29801631622148417,4.86391055395939,5.551045801191117,0.296875,0.09375,0.9995621226316508,0.1538313458051266,0.296875
shape_time_gate_transformer_new,62,640,-0.30734205859639907,5.190732436620691,6.558684417054518,0.33125,0.1015625,0.9696412648665231,0.17959500979954005,0.33125
shape_time_gate_transformer_new,64,640,-1.4033860131098193,4.608031158009972,5.709243413833356,0.284375,0.08125,0.9771166794171071,0.13816514463180854,0.284375
shape_time_gate_transformer_new,65,585,-2.2514912379753014,4.332588815268851,5.4712649956222865,0.3213675213675214,0.07863247863247863,1.0232142643871442,0.14150935820614927,0.3213675213675214
traditional_median_template_cfd_timewalk_shape,42,597,-0.6796215404767381,0.5552828534445653,0.654202130856622,0.0,0.0,0.9974750698308644,0.204894271807326,0.0
traditional_median_template_cfd_timewalk_shape,50,620,0.050073231010694996,0.9386914311065967,0.8628403478595792,0.0,0.0,0.9985992242297227,0.1851556720016973,0.0
traditional_median_template_cfd_timewalk_shape,57,610,-0.45722268565950386,0.9831680751256922,1.0533622551456605,0.0,0.0,0.9989797843464968,0.2591569288244392,0.0
traditional_median_template_cfd_timewalk_shape,58,594,0.6637631217714963,0.6192965525041411,0.7105572851037306,0.0,0.0,0.994966951052701,0.1971973759226199,0.0
traditional_median_template_cfd_timewalk_shape,60,640,-0.06025522553314744,0.9483615212179025,0.877383720543013,0.0,0.0,0.9969477019124753,0.1538313458051266,0.0
traditional_median_template_cfd_timewalk_shape,62,640,0.5469576151343469,0.3589569224901998,0.5437219503617187,0.0,0.0,0.994757190416692,0.17959500979954005,0.0
traditional_median_template_cfd_timewalk_shape,64,640,0.5934005055867901,0.6805054691275553,0.7614956210078702,0.0,0.0,0.9949737670996371,0.13816514463180854,0.0
traditional_median_template_cfd_timewalk_shape,65,585,0.7609583617287132,1.1733307552234256,1.129535240196062,0.0,0.0,0.9941339845856607,0.14150935820614927,0.0
