method,run,n_events,n_kept_events,acceptance,charge_proxy_b2_amp_ratio_mean_all,charge_proxy_b2_amp_ratio_mean_kept,pileup_proxy_peak_spread_mean_all,pileup_proxy_peak_spread_mean_kept,energy_proxy_b2_amp_mean_all,energy_proxy_b2_amp_mean_kept,saturation_frac_all,saturation_frac_kept,dropout_frac_all,dropout_frac_kept,pid_support_proxy_anomaly_frac_all,pid_support_proxy_anomaly_frac_kept,max_support_drift
traditional_explicit_timewalk,58,72,69,0.9583333333333334,1.4204711807628716,1.4435267147830249,2.1666666666666665,2.072463768115942,3561.1736111111113,3638.485507246377,0.027777777777777776,0.028985507246376812,0.1111111111111111,0.08695652173913043,0.08333333333333333,0.043478260869565216,0.04347826086956521
traditional_explicit_timewalk,59,749,732,0.9773030707610146,1.3120469538124953,1.3220528613066114,1.699599465954606,1.610655737704918,3032.5,3055.773907103825,0.018691588785046728,0.017759562841530054,0.08945260347129506,0.08333333333333333,0.08811748998664887,0.06693989071038252,0.05233217003850463
traditional_explicit_timewalk,60,802,793,0.9887780548628429,1.0494232728347654,1.0521748733125922,1.5773067331670823,1.5372005044136192,2836.3709476309227,2845.012610340479,0.0024937655860349127,0.0025220680958385876,0.043640897755610975,0.0403530895334174,0.0685785536159601,0.058007566204287514,0.025427031984408977
traditional_explicit_timewalk,61,925,922,0.9967567567567568,1.091366283223113,1.0922857277666143,1.6064864864864865,1.6030368763557483,2788.916216216216,2792.417028199566,0.002162162162162162,0.0021691973969631237,0.05405405405405406,0.05314533622559653,0.05837837837837838,0.055314533622559656,0.003063844755818723
traditional_explicit_timewalk,62,798,789,0.9887218045112782,1.1521704575686802,1.1490837631281934,1.4348370927318295,1.394169835234474,2812.964285714286,2812.574144486692,0.008771929824561403,0.0076045627376425855,0.07142857142857142,0.06717363751584284,0.06390977443609022,0.053231939163498096,0.028342769854052097
traditional_explicit_timewalk,63,365,355,0.9726027397260274,1.4447386952629524,1.4467731942023712,1.8164383561643835,1.7211267605633802,3296.5972602739726,3304.042253521127,0.021917808219178082,0.016901408450704224,0.1232876712328767,0.12112676056338029,0.10136986301369863,0.07605633802816901,0.05247169290251315
traditional_explicit_timewalk,65,63,60,0.9523809523809523,1.3925812336617163,1.3904944369504406,1.507936507936508,1.3166666666666667,3078.126984126984,3105.8333333333335,0.015873015873015872,0.016666666666666666,0.14285714285714285,0.13333333333333333,0.09523809523809523,0.05,0.1268421052631579
ridge,58,72,69,0.9583333333333334,1.4204711807628716,1.4435267147830249,2.1666666666666665,2.072463768115942,3561.1736111111113,3638.485507246377,0.027777777777777776,0.028985507246376812,0.1111111111111111,0.08695652173913043,0.08333333333333333,0.043478260869565216,0.04347826086956521
ridge,59,749,732,0.9773030707610146,1.3120469538124953,1.3220528613066114,1.699599465954606,1.610655737704918,3032.5,3055.773907103825,0.018691588785046728,0.017759562841530054,0.08945260347129506,0.08333333333333333,0.08811748998664887,0.06693989071038252,0.05233217003850463
ridge,60,802,793,0.9887780548628429,1.0494232728347654,1.0521748733125922,1.5773067331670823,1.5372005044136192,2836.3709476309227,2845.012610340479,0.0024937655860349127,0.0025220680958385876,0.043640897755610975,0.0403530895334174,0.0685785536159601,0.058007566204287514,0.025427031984408977
ridge,61,925,922,0.9967567567567568,1.091366283223113,1.0922857277666143,1.6064864864864865,1.6030368763557483,2788.916216216216,2792.417028199566,0.002162162162162162,0.0021691973969631237,0.05405405405405406,0.05314533622559653,0.05837837837837838,0.055314533622559656,0.003063844755818723
ridge,62,798,789,0.9887218045112782,1.1521704575686802,1.1490837631281934,1.4348370927318295,1.394169835234474,2812.964285714286,2812.574144486692,0.008771929824561403,0.0076045627376425855,0.07142857142857142,0.06717363751584284,0.06390977443609022,0.053231939163498096,0.028342769854052097
ridge,63,365,355,0.9726027397260274,1.4447386952629524,1.4467731942023712,1.8164383561643835,1.7211267605633802,3296.5972602739726,3304.042253521127,0.021917808219178082,0.016901408450704224,0.1232876712328767,0.12112676056338029,0.10136986301369863,0.07605633802816901,0.05247169290251315
ridge,65,63,60,0.9523809523809523,1.3925812336617163,1.3904944369504406,1.507936507936508,1.3166666666666667,3078.126984126984,3105.8333333333335,0.015873015873015872,0.016666666666666666,0.14285714285714285,0.13333333333333333,0.09523809523809523,0.05,0.1268421052631579
hgb,58,72,69,0.9583333333333334,1.4204711807628716,1.4435267147830249,2.1666666666666665,2.072463768115942,3561.1736111111113,3638.485507246377,0.027777777777777776,0.028985507246376812,0.1111111111111111,0.08695652173913043,0.08333333333333333,0.043478260869565216,0.04347826086956521
hgb,59,749,732,0.9773030707610146,1.3120469538124953,1.3220528613066114,1.699599465954606,1.610655737704918,3032.5,3055.773907103825,0.018691588785046728,0.017759562841530054,0.08945260347129506,0.08333333333333333,0.08811748998664887,0.06693989071038252,0.05233217003850463
hgb,60,802,793,0.9887780548628429,1.0494232728347654,1.0521748733125922,1.5773067331670823,1.5372005044136192,2836.3709476309227,2845.012610340479,0.0024937655860349127,0.0025220680958385876,0.043640897755610975,0.0403530895334174,0.0685785536159601,0.058007566204287514,0.025427031984408977
hgb,61,925,922,0.9967567567567568,1.091366283223113,1.0922857277666143,1.6064864864864865,1.6030368763557483,2788.916216216216,2792.417028199566,0.002162162162162162,0.0021691973969631237,0.05405405405405406,0.05314533622559653,0.05837837837837838,0.055314533622559656,0.003063844755818723
hgb,62,798,789,0.9887218045112782,1.1521704575686802,1.1490837631281934,1.4348370927318295,1.394169835234474,2812.964285714286,2812.574144486692,0.008771929824561403,0.0076045627376425855,0.07142857142857142,0.06717363751584284,0.06390977443609022,0.053231939163498096,0.028342769854052097
hgb,63,365,355,0.9726027397260274,1.4447386952629524,1.4467731942023712,1.8164383561643835,1.7211267605633802,3296.5972602739726,3304.042253521127,0.021917808219178082,0.016901408450704224,0.1232876712328767,0.12112676056338029,0.10136986301369863,0.07605633802816901,0.05247169290251315
hgb,65,63,60,0.9523809523809523,1.3925812336617163,1.3904944369504406,1.507936507936508,1.3166666666666667,3078.126984126984,3105.8333333333335,0.015873015873015872,0.016666666666666666,0.14285714285714285,0.13333333333333333,0.09523809523809523,0.05,0.1268421052631579
mlp,58,72,69,0.9583333333333334,1.4204711807628716,1.4435267147830249,2.1666666666666665,2.072463768115942,3561.1736111111113,3638.485507246377,0.027777777777777776,0.028985507246376812,0.1111111111111111,0.08695652173913043,0.08333333333333333,0.043478260869565216,0.04347826086956521
mlp,59,749,732,0.9773030707610146,1.3120469538124953,1.3220528613066114,1.699599465954606,1.610655737704918,3032.5,3055.773907103825,0.018691588785046728,0.017759562841530054,0.08945260347129506,0.08333333333333333,0.08811748998664887,0.06693989071038252,0.05233217003850463
mlp,60,802,793,0.9887780548628429,1.0494232728347654,1.0521748733125922,1.5773067331670823,1.5372005044136192,2836.3709476309227,2845.012610340479,0.0024937655860349127,0.0025220680958385876,0.043640897755610975,0.0403530895334174,0.0685785536159601,0.058007566204287514,0.025427031984408977
mlp,61,925,922,0.9967567567567568,1.091366283223113,1.0922857277666143,1.6064864864864865,1.6030368763557483,2788.916216216216,2792.417028199566,0.002162162162162162,0.0021691973969631237,0.05405405405405406,0.05314533622559653,0.05837837837837838,0.055314533622559656,0.003063844755818723
mlp,62,798,789,0.9887218045112782,1.1521704575686802,1.1490837631281934,1.4348370927318295,1.394169835234474,2812.964285714286,2812.574144486692,0.008771929824561403,0.0076045627376425855,0.07142857142857142,0.06717363751584284,0.06390977443609022,0.053231939163498096,0.028342769854052097
mlp,63,365,355,0.9726027397260274,1.4447386952629524,1.4467731942023712,1.8164383561643835,1.7211267605633802,3296.5972602739726,3304.042253521127,0.021917808219178082,0.016901408450704224,0.1232876712328767,0.12112676056338029,0.10136986301369863,0.07605633802816901,0.05247169290251315
mlp,65,63,60,0.9523809523809523,1.3925812336617163,1.3904944369504406,1.507936507936508,1.3166666666666667,3078.126984126984,3105.8333333333335,0.015873015873015872,0.016666666666666666,0.14285714285714285,0.13333333333333333,0.09523809523809523,0.05,0.1268421052631579
cnn1d,58,72,69,0.9583333333333334,1.4204711807628716,1.4435267147830249,2.1666666666666665,2.072463768115942,3561.1736111111113,3638.485507246377,0.027777777777777776,0.028985507246376812,0.1111111111111111,0.08695652173913043,0.08333333333333333,0.043478260869565216,0.04347826086956521
cnn1d,59,749,732,0.9773030707610146,1.3120469538124953,1.3220528613066114,1.699599465954606,1.610655737704918,3032.5,3055.773907103825,0.018691588785046728,0.017759562841530054,0.08945260347129506,0.08333333333333333,0.08811748998664887,0.06693989071038252,0.05233217003850463
cnn1d,60,802,793,0.9887780548628429,1.0494232728347654,1.0521748733125922,1.5773067331670823,1.5372005044136192,2836.3709476309227,2845.012610340479,0.0024937655860349127,0.0025220680958385876,0.043640897755610975,0.0403530895334174,0.0685785536159601,0.058007566204287514,0.025427031984408977
cnn1d,61,925,922,0.9967567567567568,1.091366283223113,1.0922857277666143,1.6064864864864865,1.6030368763557483,2788.916216216216,2792.417028199566,0.002162162162162162,0.0021691973969631237,0.05405405405405406,0.05314533622559653,0.05837837837837838,0.055314533622559656,0.003063844755818723
cnn1d,62,798,789,0.9887218045112782,1.1521704575686802,1.1490837631281934,1.4348370927318295,1.394169835234474,2812.964285714286,2812.574144486692,0.008771929824561403,0.0076045627376425855,0.07142857142857142,0.06717363751584284,0.06390977443609022,0.053231939163498096,0.028342769854052097
