gallery_row_id,neighbor_rank,distance,neighbor_run,neighbor_stave,neighbor_event_index,neighbor_taxon
65,5,1.957306527680701,39,B2,29390,baseline_excursion
65,6,2.001082387481804,36,B2,9464,baseline_excursion
65,7,2.017235763477505,40,B2,6474,baseline_excursion
66,1,0.17294910193361093,31,B2,37383,baseline_excursion
66,2,0.18156181941476499,53,B2,716,baseline_excursion
66,3,0.18758225358305136,39,B2,5226,baseline_excursion
66,4,0.2197399098284457,37,B2,15486,baseline_excursion
66,5,0.2333086470488804,50,B2,4886,baseline_excursion
66,6,0.23467836801175018,35,B2,8504,baseline_excursion
66,7,0.26592061573588677,37,B2,39717,baseline_excursion
67,1,1.2924289244045943,62,B2,2660,baseline_excursion
67,2,1.4451921116493847,59,B2,30014,baseline_excursion
67,3,2.248450287855803,45,B2,4107,baseline_excursion
67,4,2.253218955528164,59,B2,28288,baseline_excursion
67,5,2.2623537687884343,45,B2,44770,baseline_excursion
67,6,2.3356939522629143,40,B2,13785,baseline_excursion
67,7,2.3641437535399605,55,B2,7181,baseline_excursion
68,1,0.13589590308918606,40,B2,26564,baseline_excursion
68,2,0.17969027608515784,45,B2,33827,baseline_excursion
68,3,0.1952098022004485,59,B2,40251,baseline_excursion
68,4,0.20925294708440395,61,B2,12580,baseline_excursion
68,5,0.21376817985005772,31,B2,39903,baseline_excursion
68,6,0.24963938426043966,62,B2,7267,baseline_excursion
68,7,0.25811795484475236,55,B2,12753,baseline_excursion
69,1,0.1432103409232986,51,B2,17048,baseline_excursion
69,2,0.17855577955153232,39,B2,16977,baseline_excursion
69,3,0.18277380307107524,37,B2,46179,baseline_excursion
69,4,0.18677534955865285,40,B2,23902,baseline_excursion
69,5,0.19362906002260497,61,B2,5837,baseline_excursion
69,6,0.20927011053579808,35,B2,5437,baseline_excursion
69,7,0.20945278059714287,50,B2,8839,baseline_excursion
70,1,0.8320872763342385,49,B2,2255,baseline_excursion
70,2,0.8468436134293907,59,B2,9162,baseline_excursion
70,3,0.9751953092925405,63,B2,9560,baseline_excursion
70,4,0.9901486890094588,45,B2,45332,baseline_excursion
70,5,1.0411335320108093,63,B2,14239,baseline_excursion
70,6,1.04705153702989,49,B2,11844,baseline_excursion
70,7,1.0863764802956624,40,B2,20987,baseline_excursion
71,1,0.15809316030942333,41,B2,13520,baseline_excursion
71,2,0.16360429865512677,59,B2,31155,baseline_excursion
71,3,0.17731439792807896,51,B2,14502,baseline_excursion
71,4,0.22894069666494904,45,B2,22089,baseline_excursion
71,5,0.2600726259952671,45,B2,34392,baseline_excursion
71,6,0.26436454360692135,61,B2,10895,baseline_excursion
71,7,0.2752378859183308,37,B2,25287,baseline_excursion
72,1,0.16028757784689804,40,B2,2148,baseline_excursion
72,2,0.19318936432755057,32,B2,7273,baseline_excursion
72,3,0.22432711811090655,48,B2,3470,baseline_excursion
72,4,0.23555286611316617,41,B2,33351,baseline_excursion
72,5,0.2611711703390496,63,B2,14456,baseline_excursion
72,6,0.2733803734409938,39,B2,3662,baseline_excursion
72,7,0.2867510941888313,32,B2,34714,baseline_excursion
73,1,0.3563915579703822,41,B4,17092,baseline_excursion
73,2,0.35888548886971944,50,B2,6493,baseline_excursion
73,3,0.35898692371878416,60,B2,416,baseline_excursion
73,4,0.3716615751920595,41,B2,1254,baseline_excursion
73,5,0.3810819870621521,49,B2,2484,baseline_excursion
73,6,0.3875674400534215,48,B2,13101,baseline_excursion
73,7,0.38815763121348623,49,B2,4927,baseline_excursion
74,1,0.18690558962444398,63,B4,12139,baseline_excursion
74,2,0.25869889101720006,59,B4,11602,baseline_excursion
74,3,0.300723069829602,60,B2,22163,baseline_excursion
74,4,0.3067291249619453,50,B2,19300,baseline_excursion
74,5,0.332829459089828,62,B6,10817,baseline_excursion
74,6,0.34875394072553956,31,B2,29634,baseline_excursion
74,7,0.36481948679398724,36,B2,18770,baseline_excursion
75,1,0.21799060862382802,61,B4,31400,baseline_excursion
75,2,0.23509931938163642,37,B2,8679,baseline_excursion
75,3,0.48371046690079994,59,B4,10120,novel_early_pretrigger
75,4,0.5073632930405767,37,B2,10824,baseline_excursion
75,5,0.5143246106997981,49,B4,11575,baseline_excursion
75,6,0.5183354295649771,60,B8,16232,novel_early_pretrigger
75,7,0.5424657814348105,50,B2,12522,baseline_excursion
76,1,0.17245312447758568,48,B4,25356,novel_early_pretrigger
76,2,0.19312749084871766,40,B4,771,novel_early_pretrigger
76,3,0.2121107563707198,56,B4,50565,novel_early_pretrigger
76,4,0.22027573354878838,60,B6,20072,baseline_excursion
76,5,0.31638460493180975,37,B2,47628,baseline_excursion
76,6,0.3415955945410501,39,B2,789,baseline_excursion
76,7,0.34512930009009785,37,B2,27090,baseline_excursion
77,1,0.1326161380425098,60,B4,28144,novel_early_pretrigger
77,2,0.27414744207863784,37,B4,36421,novel_early_pretrigger
77,3,0.29035849558766946,61,B8,22612,novel_early_pretrigger
77,4,0.3008384401912133,59,B4,3815,novel_early_pretrigger
77,5,0.3465668001591379,63,B4,947,novel_early_pretrigger
77,6,0.35560022164347926,59,B4,21246,novel_early_pretrigger
77,7,0.3710706454979039,37,B2,27110,baseline_excursion
78,1,0.5901407522981952,61,B4,32969,novel_early_pretrigger
78,2,0.6255680708192922,61,B4,32760,novel_early_pretrigger
78,3,0.6291290446616596,62,B4,22596,novel_early_pretrigger
78,4,0.6819445484940307,62,B4,29953,novel_early_pretrigger
78,5,0.6908905618955802,59,B4,4076,novel_early_pretrigger
78,6,0.7070960928478148,59,B4,41081,novel_early_pretrigger
78,7,0.7221012843232754,62,B4,8767,novel_early_pretrigger
79,1,0.7610614181402018,63,B2,35613,novel_early_pretrigger
79,2,0.9224447638675978,59,B2,21920,novel_early_pretrigger
79,3,0.9599709735718058,59,B2,2848,novel_early_pretrigger
79,4,1.0116544069750146,59,B2,32037,novel_early_pretrigger
79,5,1.0846372736062406,36,B2,12990,novel_early_pretrigger
79,6,1.098402852163172,59,B2,15919,unassigned_common
79,7,1.1437972989078977,58,B2,7102,novel_early_pretrigger
80,1,0.22341783099516446,49,B2,11813,baseline_excursion
80,2,0.2273488047037561,31,B2,13262,baseline_excursion
80,3,0.25291030796187425,48,B2,599,baseline_excursion
80,4,0.26219074857701835,37,B2,49343,baseline_excursion
80,5,0.26251178508180406,32,B2,35590,baseline_excursion
80,6,0.27644966641976176,45,B2,42002,baseline_excursion
80,7,0.2821991947615585,39,B2,22846,baseline_excursion
81,1,0.1715382205270754,37,B2,16998,baseline_excursion
81,2,0.19850341950573774,45,B2,18314,baseline_excursion
81,3,0.1985914029198916,32,B2,40062,baseline_excursion
81,4,0.21134400028447706,40,B2,12184,baseline_excursion
81,5,0.21162170527711277,49,B2,1650,baseline_excursion
81,6,0.2138704639915896,36,B2,17140,baseline_excursion
81,7,0.2150893902952112,45,B2,44036,baseline_excursion
82,1,0.28431895150003267,59,B2,3232,novel_early_pretrigger
82,2,0.2944208024881168,41,B4,9360,novel_early_pretrigger
82,3,0.29893179544134807,31,B2,35789,novel_early_pretrigger
82,4,0.32332732963923655,37,B4,10297,novel_early_pretrigger
82,5,0.3520531908547693,59,B2,8271,novel_early_pretrigger
82,6,0.37396233091546527,40,B2,17387,novel_early_pretrigger
82,7,0.38846594801030443,45,B2,1389,novel_early_pretrigger
83,1,0.14170970084324128,62,B2,4754,novel_early_pretrigger
83,2,0.1832172412941122,45,B2,2832,novel_early_pretrigger
83,3,0.18532307729047323,39,B2,19235,novel_early_pretrigger
83,4,0.19021717819266157,41,B2,7333,novel_early_pretrigger
83,5,0.2177576589257594,61,B2,24952,novel_early_pretrigger
83,6,0.23811729049232566,36,B2,11545,novel_early_pretrigger
83,7,0.24141350835425457,59,B6,28357,novel_early_pretrigger
84,1,0.20860523385522103,50,B4,42699,novel_early_pretrigger
84,2,0.21179370075561105,61,B2,3573,novel_early_pretrigger
84,3,0.22083147862795363,35,B2,9729,novel_early_pretrigger
84,4,0.2403718368160495,37,B2,23665,novel_early_pretrigger
84,5,0.24645800199628679,49,B2,25574,novel_early_pretrigger
84,6,0.27596443241721,63,B2,26546,novel_early_pretrigger
84,7,0.3162291442887002,60,B6,10844,novel_early_pretrigger
85,1,0.23789044340341625,59,B2,26525,novel_early_pretrigger
85,2,0.24663545857848412,62,B8,12462,novel_early_pretrigger
85,3,0.26932907158244207,31,B4,29468,novel_early_pretrigger
85,4,0.2713965272465232,37,B2,36466,novel_early_pretrigger
85,5,0.28199899424856234,58,B6,3399,novel_early_pretrigger
85,6,0.28985876708926495,35,B2,10968,novel_early_pretrigger
85,7,0.2949590337661928,39,B2,8791,novel_early_pretrigger
86,1,0.4777495672733673,59,B6,31257,novel_early_pretrigger
86,2,0.5053856290346816,63,B2,14934,novel_early_pretrigger
86,3,0.529852814895208,60,B2,8228,novel_early_pretrigger
86,4,0.5307220370326412,60,B2,10505,novel_early_pretrigger
86,5,0.5424720749962878,62,B2,5574,novel_early_pretrigger
86,6,0.5429947213023274,41,B2,15072,novel_early_pretrigger
86,7,0.5636303139139813,37,B2,36830,novel_early_pretrigger
87,1,0.21147928769372304,56,B2,32488,novel_early_pretrigger
87,2,0.27717760852995743,60,B2,17498,novel_early_pretrigger
87,3,0.30437402525160706,39,B2,26329,novel_early_pretrigger
87,4,0.35294273676538085,62,B6,15322,novel_early_pretrigger
87,5,0.36925355361112905,49,B2,19802,novel_early_pretrigger
87,6,0.37199520893242455,45,B2,14644,novel_early_pretrigger
87,7,0.4296152082198778,60,B6,3292,novel_early_pretrigger
88,1,0.13508742579751948,63,B4,16118,novel_early_pretrigger
88,2,0.18672764950753448,45,B4,22325,novel_early_pretrigger
88,3,0.20309280747414699,59,B4,11320,novel_early_pretrigger
88,4,0.2168847605060919,56,B4,34993,novel_early_pretrigger
88,5,0.22220983126455485,55,B2,1609,novel_early_pretrigger
88,6,0.2283381105919766,31,B6,31552,novel_early_pretrigger
88,7,0.28031888524788245,59,B6,24635,novel_early_pretrigger
89,1,0.2381353908921075,39,B2,16241,novel_early_pretrigger
89,2,0.26956613034853116,59,B2,34689,novel_early_pretrigger
89,3,0.34681927686181957,62,B2,31693,novel_early_pretrigger
89,4,0.35305596005494516,49,B2,23685,novel_early_pretrigger
89,5,0.3721990136668206,31,B2,13942,novel_early_pretrigger
89,6,0.3851432397191264,60,B2,26836,novel_early_pretrigger
89,7,0.3897764296724754,32,B2,34069,novel_early_pretrigger
90,1,0.19655266095147567,59,B4,19166,novel_early_pretrigger
90,2,0.20210817813441082,49,B6,28238,novel_early_pretrigger
90,3,0.22710644751786868,45,B4,3193,novel_early_pretrigger
90,4,0.25818312766035206,60,B4,6286,novel_early_pretrigger
90,5,0.2603725231863111,35,B2,2792,novel_early_pretrigger
90,6,0.29263400825153085,61,B8,14019,novel_early_pretrigger
90,7,0.297323897276715,62,B4,16252,novel_early_pretrigger
91,1,0.20821684963623344,61,B8,23415,novel_early_pretrigger
91,2,0.22197795653165422,61,B4,13480,novel_early_pretrigger
91,3,0.26975593762014666,49,B4,7031,novel_early_pretrigger
91,4,0.2878755894299919,31,B4,8640,novel_early_pretrigger
91,5,0.2992401417096022,62,B4,37231,novel_early_pretrigger
91,6,0.2999469755386897,53,B4,28319,novel_early_pretrigger
91,7,0.3063466576022973,55,B4,6373,novel_early_pretrigger
92,1,0.12086759177110669,60,B4,24756,novel_early_pretrigger
92,2,0.20139285387742165,59,B4,27174,novel_early_pretrigger
92,3,0.21187530380732106,40,B2,3290,novel_early_pretrigger
92,4,0.24584713256244103,41,B2,28121,novel_early_pretrigger
92,5,0.25080444593359336,51,B2,19413,novel_early_pretrigger
92,6,0.25281748320619496,59,B4,4807,novel_early_pretrigger
92,7,0.26009078273361563,53,B6,510,novel_early_pretrigger
93,1,0.2051099296520941,63,B4,28601,unassigned_common
93,2,0.21224556447209744,32,B4,23336,unassigned_common
93,3,0.2632521704689746,62,B2,3834,unassigned_common
93,4,0.27920980694157327,62,B4,11081,unassigned_common
93,5,0.2864780310127528,53,B2,13552,unassigned_common
93,6,0.30298058209385853,41,B2,10777,unassigned_common
93,7,0.3271207924697016,49,B2,5453,unassigned_common
94,1,0.15384426260688816,35,B2,15465,novel_early_pretrigger
94,2,0.16097294402986248,63,B8,17164,novel_early_pretrigger
94,3,0.19159283837934923,39,B2,28301,novel_early_pretrigger
94,4,0.19840162103895315,60,B2,33634,novel_early_pretrigger
94,5,0.20886740547509694,59,B2,25621,novel_early_pretrigger
94,6,0.20916619553223476,60,B2,33473,novel_early_pretrigger
94,7,0.2172866259056335,33,B4,39740,novel_early_pretrigger
95,1,0.33890819381839876,52,B8,9225,novel_early_pretrigger
95,2,0.34489518748023557,61,B6,18733,novel_early_pretrigger
95,3,0.3628705668524552,63,B2,17644,novel_early_pretrigger
95,4,0.36289710723494445,59,B2,18367,novel_early_pretrigger
95,5,0.4503959368498654,35,B4,13694,novel_early_pretrigger
95,6,0.4507928327246224,39,B2,21743,novel_early_pretrigger
95,7,0.4673288681973299,50,B4,12453,novel_early_pretrigger
96,1,1.1825351421853474,51,B2,17371,baseline_excursion
96,2,1.5271170345678202,60,B2,15335,baseline_excursion
96,3,1.5393808055437972,39,B2,15569,baseline_excursion
96,4,1.57489054191061,61,B2,6980,baseline_excursion
96,5,1.6351135999626474,61,B2,18331,baseline_excursion
96,6,1.6899474685078573,45,B2,35651,baseline_excursion
96,7,1.694668297212743,33,B2,21310,baseline_excursion
97,1,0.2086679478096412,37,B2,48623,baseline_excursion
97,2,0.5048265269869272,39,B2,20461,baseline_excursion
97,3,0.5645060666486662,63,B2,17210,baseline_excursion
97,4,0.7587548498481674,39,B2,11619,baseline_excursion
97,5,0.9470639504503658,56,B2,38147,baseline_excursion
97,6,1.069602734042388,31,B2,36579,baseline_excursion
97,7,1.1574055602173021,54,B2,14734,baseline_excursion
98,1,0.4040481892230341,39,B2,20461,baseline_excursion
98,2,0.4282789761203179,56,B2,38147,baseline_excursion
98,3,0.44745576693328926,63,B2,17210,baseline_excursion
98,4,0.5586866565017168,31,B2,36579,baseline_excursion
98,5,0.5912526308726688,54,B2,14734,baseline_excursion
98,6,0.695333428473265,39,B2,4667,baseline_excursion
98,7,0.7483538879226179,44,B2,4154,baseline_excursion
99,1,0.3333071902719062,51,B2,12651,baseline_excursion
99,2,0.3506900210566951,40,B2,13597,baseline_excursion
99,3,0.4062819497841512,45,B2,33727,baseline_excursion
99,4,0.44937334453620037,47,B2,6397,baseline_excursion
99,5,0.48590183569123463,44,B2,4154,baseline_excursion
99,6,0.5433360497719327,40,B2,27105,baseline_excursion
99,7,0.553085549667995,54,B2,14734,baseline_excursion
100,1,0.14984348115530277,49,B2,25663,baseline_excursion
100,2,0.1748199774081947,48,B2,31265,baseline_excursion
100,3,0.2805150731355792,47,B2,9888,baseline_excursion
100,4,0.28718123337025186,37,B2,29741,baseline_excursion
100,5,0.2942037192473418,39,B2,20240,baseline_excursion
100,6,0.29565687827896187,62,B2,14103,baseline_excursion
100,7,0.29597927288263626,49,B2,22924,baseline_excursion
101,1,0.22150449212629075,36,B2,7681,baseline_excursion
101,2,0.25442267330851326,53,B2,16307,baseline_excursion
101,3,0.2579021093820907,48,B2,18306,baseline_excursion
101,4,0.2687919270944193,56,B2,7949,baseline_excursion
101,5,0.37554528192540515,49,B2,31837,baseline_excursion
101,6,0.3794299851171624,33,B2,8988,baseline_excursion
101,7,0.3834032014238859,63,B2,16167,baseline_excursion
102,1,0.12133474558358853,62,B2,15797,baseline_excursion
102,2,0.25977549928498916,31,B2,19988,baseline_excursion
102,3,0.2640731273734502,52,B2,9411,baseline_excursion
102,4,0.26962252685189975,40,B2,29604,baseline_excursion
102,5,0.27780307738548377,54,B2,17388,baseline_excursion
102,6,0.3112736617986327,45,B2,24693,baseline_excursion
102,7,0.31659219112316084,49,B2,10941,baseline_excursion
103,1,0.1957667186447683,36,B2,2480,baseline_excursion
103,2,0.2427357296916754,34,B2,1872,baseline_excursion
103,3,0.24663379919597794,62,B2,15797,baseline_excursion
103,4,0.2512285516372686,52,B2,9411,baseline_excursion
103,5,0.2836032949449657,40,B2,29604,baseline_excursion
103,6,0.3168808514614334,37,B2,39717,baseline_excursion
103,7,0.345092842506577,32,B2,24100,baseline_excursion
104,1,0.5377255453554235,45,B4,22113,baseline_excursion
104,2,0.5377874273845564,62,B2,19150,baseline_excursion
104,3,0.58239878521055,35,B2,24632,baseline_excursion
104,4,0.6046222894379395,54,B2,27193,baseline_excursion
104,5,0.6382798027366738,31,B2,5662,baseline_excursion
104,6,0.6484726891355568,44,B2,1477,baseline_excursion
104,7,0.6706953819552158,32,B2,22366,baseline_excursion
105,1,0.20571112190580523,50,B2,2858,baseline_excursion
105,2,0.2160914925036876,32,B2,2836,baseline_excursion
105,3,0.21954540227590322,47,B2,676,baseline_excursion
105,4,0.23321366404261704,60,B2,16307,baseline_excursion
105,5,0.23436813912219084,41,B2,4566,baseline_excursion
105,6,0.23693365497285956,37,B2,7564,baseline_excursion
105,7,0.254684058224003,37,B2,3334,baseline_excursion
106,1,0.2263345256380598,62,B8,15424,baseline_excursion
106,2,0.3023120489646715,33,B4,21019,novel_early_pretrigger
106,3,0.3583023945886692,62,B8,25270,baseline_excursion
106,4,0.4004630039129133,55,B2,22806,baseline_excursion
106,5,0.42755233406368354,56,B6,8824,baseline_excursion
106,6,0.45976901380967045,63,B2,10996,baseline_excursion
106,7,0.46301525088543216,63,B8,15717,novel_early_pretrigger
107,1,0.21437584846265012,60,B6,12607,novel_early_pretrigger
107,2,0.29949468472287455,61,B8,8769,novel_early_pretrigger
107,3,0.3043005372057791,34,B2,20606,novel_early_pretrigger
107,4,0.33031875869752975,62,B6,16237,novel_early_pretrigger
107,5,0.3621295756180082,61,B2,28740,novel_early_pretrigger
107,6,0.36977109504409245,60,B4,29410,novel_early_pretrigger
107,7,0.3859198257810164,39,B2,17022,novel_early_pretrigger
108,1,0.3029800154443514,62,B8,33923,novel_early_pretrigger
108,2,0.33355599037308514,55,B2,776,novel_early_pretrigger
108,3,0.35385939404541783,40,B4,10567,novel_early_pretrigger
108,4,0.37982584642830947,48,B6,25248,novel_early_pretrigger
108,5,0.42248583191280126,37,B4,21262,novel_early_pretrigger
108,6,0.42340542118208,49,B4,8712,novel_early_pretrigger
108,7,0.4508093968436895,41,B2,27624,novel_early_pretrigger
109,1,0.4639990737178921,34,B4,7194,novel_early_pretrigger
109,2,0.7427433005152753,48,B4,11694,novel_early_pretrigger
109,3,0.752627076788736,62,B8,24811,novel_early_pretrigger
109,4,0.8758954763407159,40,B4,8771,novel_early_pretrigger
109,5,0.9445606816805597,50,B4,15894,novel_early_pretrigger
109,6,0.9863191909241037,35,B4,11600,novel_early_pretrigger
109,7,1.1291855075682053,54,B4,24751,novel_early_pretrigger
110,1,0.1444402210014666,59,B4,36886,novel_early_pretrigger
110,2,0.24505131383535503,33,B2,33471,novel_early_pretrigger
110,3,0.30124928294499637,45,B2,46662,novel_early_pretrigger
110,4,0.3449471988553464,40,B2,31183,novel_early_pretrigger
110,5,0.3569505984970445,39,B2,20644,novel_early_pretrigger
110,6,0.3670611032823109,39,B2,24756,novel_early_pretrigger
110,7,0.3723255650700989,31,B2,23633,novel_early_pretrigger
111,1,0.11376644778927944,40,B4,23803,novel_early_pretrigger
111,2,0.13097608345930303,41,B2,31563,novel_early_pretrigger
111,3,0.1513475595172459,50,B4,9065,novel_early_pretrigger
111,4,0.19062029307540043,62,B8,13527,novel_early_pretrigger
111,5,0.21792815589455047,32,B2,3167,novel_early_pretrigger
111,6,0.22062259332855683,63,B2,23549,novel_early_pretrigger
111,7,0.2315709632220039,61,B6,3163,novel_early_pretrigger
112,1,0.13494510420850508,59,B6,24514,baseline_excursion
112,2,0.21211668679335655,61,B6,32172,baseline_excursion
112,3,0.23062553736798297,36,B2,5974,baseline_excursion
112,4,0.23067975518229983,32,B2,40062,baseline_excursion
112,5,0.23521299102878948,63,B2,26181,baseline_excursion
112,6,0.24639913003040564,45,B2,18314,baseline_excursion
112,7,0.24717104512561677,40,B2,6514,baseline_excursion
113,1,0.23434027444643135,35,B2,19391,novel_early_pretrigger
113,2,0.2497853545905973,37,B2,39698,novel_early_pretrigger
113,3,0.26054868369633016,39,B2,18462,novel_early_pretrigger
113,4,0.2755957024685434,39,B2,12401,novel_early_pretrigger
113,5,0.28594616899339753,44,B2,1171,novel_early_pretrigger
113,6,0.2894994817125069,62,B2,25263,novel_early_pretrigger
113,7,0.3132989086735884,61,B2,25385,novel_early_pretrigger
114,1,0.2174901933342355,40,B4,21337,novel_early_pretrigger
114,2,0.2451904099259621,39,B2,27422,novel_early_pretrigger
114,3,0.2618525955898831,37,B2,33800,novel_early_pretrigger
114,4,0.26254171528596504,55,B2,15263,novel_early_pretrigger
114,5,0.27132054188686855,59,B2,32756,novel_early_pretrigger
114,6,0.2718562204423956,45,B2,28179,novel_early_pretrigger
114,7,0.2816028718322197,37,B2,9757,novel_early_pretrigger
115,1,0.13325492054599905,35,B2,15465,novel_early_pretrigger
115,2,0.14537759340815337,39,B2,28301,novel_early_pretrigger
115,3,0.15066239553135324,60,B2,33634,novel_early_pretrigger
115,4,0.18140939200394426,37,B2,676,novel_early_pretrigger
115,5,0.18343476825924968,59,B2,25621,novel_early_pretrigger
115,6,0.19162058801722062,62,B4,37371,novel_early_pretrigger
115,7,0.19252064548010844,54,B2,29435,novel_early_pretrigger
116,1,0.13496490575234277,59,B8,25237,novel_early_pretrigger
116,2,0.20211846842775436,62,B2,11400,novel_early_pretrigger
116,3,0.2240996771593964,62,B2,31389,novel_early_pretrigger
116,4,0.23212637069239672,60,B6,11908,novel_early_pretrigger
116,5,0.24460491561612832,60,B2,33780,novel_early_pretrigger
116,6,0.28042656836521185,45,B6,4057,novel_early_pretrigger
116,7,0.2815003816875926,39,B4,2242,novel_early_pretrigger
117,1,0.08254641912794596,60,B6,12231,novel_early_pretrigger
117,2,0.22078885882549293,60,B2,26929,novel_early_pretrigger
117,3,0.23455761525308896,31,B2,22868,novel_early_pretrigger
117,4,0.23861510818541354,37,B2,12269,novel_early_pretrigger
117,5,0.24736324367461787,59,B2,11055,novel_early_pretrigger
117,6,0.24968577252895172,32,B2,10333,novel_early_pretrigger
117,7,0.25389337174152354,60,B6,17622,novel_early_pretrigger
118,1,0.19435976948681874,60,B4,1649,unassigned_common
118,2,0.21216331103308236,62,B4,22631,unassigned_common
118,3,0.24484873634840232,60,B4,788,unassigned_common
118,4,0.2584534772409042,61,B2,22971,unassigned_common
118,5,0.2629526180103659,62,B6,21700,unassigned_common
118,6,0.2693370619477086,59,B2,26445,unassigned_common
118,7,0.2981335678773566,34,B4,33838,unassigned_common
119,1,0.35907326843105547,59,B6,20655,unassigned_common
119,2,0.3790975199894864,61,B4,33800,unassigned_common
119,3,0.46348850082193854,61,B4,31541,unassigned_common
119,4,0.4967412102000564,61,B4,36415,unassigned_common
119,5,0.5006583733999054,59,B6,39462,unassigned_common
119,6,0.5085749566296824,33,B4,44755,unassigned_common
119,7,0.550715354726081,54,B8,1653,unassigned_common
120,1,0.25837316179217323,49,B4,8712,novel_early_pretrigger
120,2,0.29164718579729554,40,B4,10567,novel_early_pretrigger
120,3,0.42517916997589733,44,B4,3742,novel_early_pretrigger
120,4,0.4619103887990094,59,B8,38644,novel_early_pretrigger
120,5,0.48765835201331553,63,B4,21301,novel_early_pretrigger
120,6,0.534572512857405,62,B8,33923,novel_early_pretrigger
120,7,0.5345959189767282,37,B4,21262,novel_early_pretrigger
121,1,0.2791626902061391,59,B6,8530,novel_early_pretrigger
121,2,0.32019624327646673,63,B2,21072,novel_early_pretrigger
121,3,0.41331692435968964,61,B6,31310,novel_early_pretrigger
121,4,0.42292969181882883,61,B2,14019,novel_early_pretrigger
121,5,0.4231415474728569,50,B2,36032,novel_early_pretrigger
121,6,0.42489923802424295,61,B2,5145,novel_early_pretrigger
121,7,0.43964867708129074,45,B2,20352,novel_early_pretrigger
122,1,0.18473404711180227,49,B2,3564,novel_early_pretrigger
122,2,0.210307607668671,60,B2,8887,novel_early_pretrigger
122,3,0.21164371196457563,60,B2,32921,novel_early_pretrigger
122,4,0.22894699067686297,48,B2,10631,novel_early_pretrigger
122,5,0.2438393280746727,40,B2,14910,novel_early_pretrigger
122,6,0.24810354622886258,59,B2,25370,novel_early_pretrigger
122,7,0.25651743951164296,62,B2,29434,novel_early_pretrigger
123,1,0.25507036947860356,62,B6,36013,unassigned_common
123,2,0.26565201710030306,50,B2,9469,unassigned_common
123,3,0.288438704244554,59,B6,15227,unassigned_common
123,4,0.30001671224292886,59,B2,40863,unassigned_common
123,5,0.317061784029965,63,B6,33960,unassigned_common
123,6,0.3340193932577276,45,B2,37995,unassigned_common
123,7,0.335630756261545,63,B6,21739,unassigned_common
124,1,0.19245158826974557,58,B4,26864,novel_early_pretrigger
124,2,0.2948379009392783,62,B4,2051,novel_early_pretrigger
124,3,0.3083913112086783,61,B2,32672,novel_early_pretrigger
124,4,0.3227708593078621,60,B2,17005,novel_early_pretrigger
124,5,0.34879960126912946,60,B4,26013,novel_early_pretrigger
124,6,0.35824416630639594,60,B8,28944,unassigned_common
124,7,0.3617615527697424,62,B4,32203,unassigned_common
125,1,0.20972872824056607,31,B2,24003,unassigned_common
125,2,0.21861183241875273,49,B2,15709,unassigned_common
125,3,0.24451093671476562,35,B2,7439,unassigned_common
125,4,0.258685884516089,31,B2,37014,unassigned_common
125,5,0.2609206572407745,45,B2,30566,unassigned_common
125,6,0.2634243767253176,52,B2,2547,unassigned_common
125,7,0.26343989361520864,45,B2,2190,unassigned_common
126,1,0.153880239945887,59,B2,37920,unassigned_common
126,2,0.1578308031638221,37,B2,37808,unassigned_common
126,3,0.17122625794216043,53,B2,35569,unassigned_common
126,4,0.17530204223401802,40,B2,5040,unassigned_common
126,5,0.1841559009607866,35,B2,19606,unassigned_common
126,6,0.19030621917133997,56,B2,47095,unassigned_common
126,7,0.19491045952862798,36,B2,3588,unassigned_common
127,1,0.26799178237841204,61,B6,16342,novel_early_pretrigger
127,2,0.32089611311729827,31,B6,11720,novel_early_pretrigger
127,3,0.3650416847235713,56,B6,14820,novel_early_pretrigger
127,4,0.3937780082974244,60,B6,6508,novel_early_pretrigger
127,5,0.39563322178641447,45,B4,43688,novel_early_pretrigger
127,6,0.40417997573501463,41,B6,16277,novel_early_pretrigger
127,7,0.40530961875077715,60,B4,5908,novel_early_pretrigger
128,1,0.4732932890004718,40,B2,7388,novel_early_pretrigger
128,2,0.6998895704352881,50,B2,28665,novel_early_pretrigger
128,3,1.3266902812287853,52,B2,592,novel_early_pretrigger
128,4,1.367281793233875,59,B2,26540,novel_early_pretrigger
128,5,1.6101027900697327,31,B2,20968,novel_early_pretrigger
128,6,1.7925773554383477,37,B2,745,novel_early_pretrigger
128,7,2.2069873953650734,41,B2,16308,novel_early_pretrigger
129,1,1.0743226398003543,59,B2,26540,novel_early_pretrigger
129,2,1.305064007753989,52,B2,592,novel_early_pretrigger
129,3,2.164545741394489,50,B2,28665,novel_early_pretrigger
129,4,2.169691658619073,40,B2,7388,novel_early_pretrigger
129,5,3.1609841218307584,31,B2,20968,novel_early_pretrigger
129,6,3.3165840179159325,37,B2,745,novel_early_pretrigger
129,7,3.502015703220892,60,B2,18699,dropout
130,1,11.864940255171867,37,B2,36460,unassigned_common
130,2,18.59844958222716,41,B2,7070,dropout
130,3,19.741539554218914,31,B2,22181,dropout
130,4,19.942834218901815,63,B2,1143,unassigned_common
130,5,20.236646094747748,39,B2,23548,dropout
130,6,20.69313650999012,56,B2,25706,unassigned_common
130,7,21.12840903780798,37,B2,28009,novel_early_pretrigger
131,1,0.2104642072259721,56,B2,44372,novel_early_pretrigger
131,2,1.4072477902276257,52,B2,1095,novel_early_pretrigger
