gallery_row_id,method,run,event_index,eventno,evt,stave,amplitude_adc,taxon,traditional_score,ml_score,q_template_rmse,pca_recon_mse,ae_recon_mse,isolation_anomaly_score,peak_sample,late_fraction,baseline_mad,saturation_count,secondary_peak,post_peak_min,timing_span_dup,normalized_waveform,review_peak_sample,review_peak_value,review_width_half,review_width_035,review_early_fraction,review_late_fraction,review_secondary_peak,review_secondary_sep,review_post_peak_min,review_undershoot_area,review_first4_span,review_last4_mean,review_tail_rise,reviewer_a_label,reviewer_b_label,consensus_label,reviewers_agree,consensus_target_any,p09a_target_any,consensus_curated_any
10,traditional_robust_template,42,30312,797618,12602,B4,2077.5,novel_early_pretrigger,492.14838,6.1663766,0.68926543,0.009887129,0.0459791,0.5865496,3,0.0,1796.5,1,0.51672685,-0.90565586,1.6370835,"[-1.21853, -0.72948, 0.72948, 1.0, 0.67894, 0.36221, 0.51673, 0.49555, 0.39639, 0.25632, 0.19471, 0.12635, -0.01853, -0.31504, -0.4426, -0.59807, -0.76655, -0.90566]",3,1.0,4,7,0.3635897356728964,0.0,0.516730010509491,3,-0.9056599736213684,-3.046449899673462,2.2185301780700684,-0.6782199740409851,-0.8871299624443054,dropout,dropout,dropout,True,False,True,True
11,traditional_robust_template,42,11153,778455,11126,B4,2222.0,novel_early_pretrigger,485.75687,4.834817,0.57803243,0.0088494755,0.035945393,0.5498735,3,0.0,1773.5,1,0.6287129,-0.66921693,1.6603174,"[-0.97255, -0.62376, 0.62376, 1.0, 0.82268, 0.47345, 0.62871, 0.60081, 0.55221, 0.43744, 0.36949, 0.28983, -0.009, -0.19667, -0.28128, -0.41359, -0.54905, -0.66922]",3,1.0,6,9,0.28003684020603803,0.0,0.6287099719047546,3,-0.669219970703125,-2.118809938430786,1.9725499153137207,-0.4782849848270416,-0.6602199673652649,baseline_excursion,dropout,baseline_excursion,False,False,True,True
12,traditional_robust_template,42,28206,795512,10627,B4,2391.5,novel_early_pretrigger,484.76132,4.893979,0.5368076,0.007954543,0.0390821,0.54411787,3,0.033455465,1770.0,1,0.60945016,-0.5935605,1.6676481,"[-0.88375, -0.59649, 0.59649, 1.0, 0.85867, 0.55258, 0.60945, 0.59189, 0.55844, 0.45014, 0.3732, 0.31047, 0.20427, -0.06879, -0.20636, -0.31591, -0.47188, -0.59356]",3,1.0,7,9,0.26147963457166307,0.03345617289595873,0.6094499826431274,3,-0.593559980392456,-1.656499981880188,1.8837499618530273,-0.39692750573158264,-0.7978299856185913,baseline_excursion,baseline_excursion,baseline_excursion,True,False,True,True
13,traditional_robust_template,42,28219,795525,10640,B4,1700.5,novel_early_pretrigger,458.94543,9.8726,1.3045026,0.007968091,0.08302231,0.69094646,3,0.0,1674.0,1,0.020876212,-1.8720964,1.603217,"[-2.38959, -0.96883, 0.96883, 1.0, 0.33431, 0.02088, -0.1479, -0.23905, -0.42488, -0.54719, -0.71244, -0.86592, -0.63187, -0.55072, -0.98177, -1.36754, -1.61688, -1.8721]",3,1.0,2,2,0.8471657157020269,0.0,0.020880000665783882,2,-1.8720999956130981,-9.958260536193848,3.38959002494812,-1.459572434425354,-1.2402300834655762,dropout,dropout,dropout,True,False,True,True
14,traditional_robust_template,42,1599,768900,2228,B4,2016.0,novel_early_pretrigger,450.14392,4.3838024,0.6437554,0.007869808,0.031646177,0.55584216,3,0.0,1643.5,1,0.6686508,-0.85515875,1.6586152,"[-1.03274, -0.63046, 0.63046, 1.0, 0.76488, 0.4623, 0.66865, 0.65129, 0.60813, 0.49107, 0.42411, 0.05308, -0.22569, -0.33433, -0.41022, -0.56498, -0.69444, -0.85516]",3,1.0,6,9,0.28336261441374994,0.0,0.6686499714851379,3,-0.8551599979400635,-3.084820032119751,2.0327401161193848,-0.6311999559402466,-0.6294699907302856,dropout,dropout,dropout,True,False,True,True
15,traditional_robust_template,42,21439,788743,4344,B4,2123.0,novel_early_pretrigger,448.88153,4.056049,0.604257,0.007658205,0.029143354,0.5463614,3,0.0,1639.0,1,0.6683938,-0.7512953,1.6672971,"[-0.9463, -0.59774, 0.59774, 1.0, 0.80594, 0.47668, 0.66839, 0.65709, 0.61328, 0.50683, 0.43429, 0.13283, -0.17428, -0.2845, -0.36364, -0.49458, -0.61234, -0.7513]",3,1.0,7,9,0.27112182190566875,0.0,0.6683899760246277,3,-0.7512999773025513,-2.6806399822235107,1.9463000297546387,-0.5554649829864502,-0.577019989490509,baseline_excursion,dropout,baseline_excursion,False,False,True,True
16,traditional_robust_template,42,2743,770044,3305,B6,1706.5,novel_early_pretrigger,449.7322,6.7974653,1.0747604,0.013494223,0.03986372,0.64535147,3,0.0,1641.0,1,0.2973923,-1.5080575,1.6083149,"[-1.9036, -0.92323, 0.92323, 1.0, 0.52183, 0.29739, 0.247, 0.21887, 0.07354, -0.09054, -0.20422, -0.24758, -0.37943, -0.7908, -0.98652, -1.19338, -1.36859, -1.50806]",3,1.0,3,3,0.5860182963923738,0.0,0.29739001393318176,2,-1.5080599784851074,-6.769119739532471,2.903599977493286,-1.2641375064849854,-1.1286299228668213,dropout,dropout,dropout,True,False,True,True
17,traditional_robust_template,42,2670,769971,3236,B6,1500.5,novel_early_pretrigger,348.70023,3.477583,1.0218188,0.005174459,0.020476894,0.6019887,3,0.0,1273.0,1,0.8307231,-1.2645785,1.6435199,"[-1.31789, -0.69677, 0.69677, 1.0, 0.7874, 0.69943, 0.82672, 0.83072, 0.52749, -0.03632, -0.3882, -0.63745, -0.77274, -0.86471, -0.95735, -1.10263, -1.20327, -1.26458]",3,1.0,7,7,0.31605858904770145,0.0,0.8307200074195862,4,-1.2645800113677979,-7.227250099182129,2.317890167236328,-1.1319575309753418,-0.4918400049209595,dropout,dropout,dropout,True,False,True,True
18,traditional_robust_template,42,2237,769538,2832,B6,1202.5,novel_early_pretrigger,302.87347,5.5138397,1.137166,0.00424158,0.04116203,0.65441614,3,0.0,1105.5,1,0.8960499,-1.6985447,1.6192365,"[-1.72931, -0.83867, 0.83867, 1.0, 0.74886, 0.77131, 0.89605, 0.6341, 0.11601, -0.39792, -0.71393, -1.02079, -1.13555, -1.28025, -1.38337, -1.53306, -1.63867, -1.69854]",3,1.0,6,6,0.36736662803063114,0.0,0.896049976348877,3,-1.6985399723052979,-10.802080154418945,2.7293100357055664,-1.5634100437164307,-0.5629899501800537,dropout,dropout,dropout,True,False,True,True
19,traditional_robust_template,42,14310,781612,14071,B6,1554.0,unassigned_common,299.59903,1.963076,0.8262988,0.002493155,0.011880833,0.5612574,6,0.0,1094.5,1,0.9916345,-0.86164737,1.7058278,"[-0.92278, -0.48584, 0.48584, 0.99163, 0.98134, 0.96654, 1.0, 0.66474, 0.39833, 0.13449, -0.13964, -0.361, -0.48777, -0.59588, -0.64286, -0.72458, -0.78571, -0.86165]",6,1.0,5,7,0.262758946711603,0.0,0.9916300177574158,3,-0.8616499900817871,-4.599090099334717,1.9144099950790405,-0.7537000179290771,-0.373879998922348,dropout,dropout,dropout,True,False,False,True
20,traditional_robust_template,42,8805,776107,8950,B6,1215.5,novel_early_pretrigger,296.40314,5.255952,1.0894135,0.0037460753,0.039594017,0.64903945,3,0.0,1082.0,1,0.91114765,-1.6285479,1.6281497,"[-1.6738, -0.78034, 0.78034, 1.0, 0.79186, 0.8042, 0.91115, 0.80584, 0.29083, -0.27766, -0.62731, -0.93418, -1.0798, -1.22213, -1.33402, -1.47635, -1.5652, -1.62855]",3,1.0,6,6,0.33065883554466674,0.0,0.9111499786376953,3,-1.6285500526428223,-10.145200729370117,2.673799991607666,-1.5010299682617188,-0.5487500429153442,dropout,dropout,dropout,True,False,True,True
21,traditional_robust_template,42,31073,798379,13319,B6,2437.0,novel_early_pretrigger,287.9339,2.1833866,0.52926713,0.006042374,0.012749823,0.5171594,3,0.0,1052.5,1,0.87197375,-0.395158,1.7769318,"[-0.50267, -0.3611, 0.3611, 1.0, 0.94501, 0.76405, 0.83997, 0.87197, 0.86254, 0.61428, 0.26508, 0.07386, -0.04309, -0.09725, -0.17234, -0.24415, -0.3451, -0.39516]",3,1.0,7,8,0.20629414522925815,0.0,0.871969997882843,4,-0.3951599895954132,-1.29708993434906,1.5026700496673584,-0.289187490940094,-0.3520699739456177,pileup_or_long_tail,baseline_excursion,novel_early_pretrigger,False,True,True,True
22,traditional_robust_template,42,9083,776385,9200,B6,1963.5,novel_early_pretrigger,279.969,2.0659926,0.64396834,0.007222235,0.008295106,0.52333874,3,0.0,1023.0,2,0.9704609,-0.56811816,1.7449782,"[-0.63382, -0.4082, 0.4082, 1.0, 0.99694, 0.82277, 0.97046, 0.93481, 0.62872, 0.34505, 0.11332, -0.09091, -0.21467, -0.28953, -0.37255, -0.43316, -0.51057, -0.56812]",3,1.0,6,7,0.22638888505595925,0.0,0.9704599976539612,3,-0.568120002746582,-2.4795100688934326,1.6338200569152832,-0.47110000252723694,-0.3534500002861023,novel_broad_template_mismatch,dropout,novel_early_pretrigger,False,True,True,True
23,traditional_robust_template,42,10561,777863,10568,B6,1108.5,novel_early_pretrigger,253.76443,6.0191364,1.1074789,0.0012352326,0.05415152,0.6463256,3,0.0,926.5,1,0.9612088,-1.6377988,1.6488919,"[-1.56924, -0.67163, 0.67163, 1.0, 0.90167, 0.96121, 0.76545, 0.26477, -0.05819, -0.43978, -0.79883, -1.02075, -1.14614, -1.23094, -1.33739, -1.43843, -1.55029, -1.6378]",3,1.0,5,5,0.36620566027151763,0.0,0.9612100124359131,2,-1.6377999782562256,-10.658539772033691,2.569240093231201,-1.4909775257110596,-0.4916599988937378,dropout,dropout,dropout,True,False,True,True
24,traditional_robust_template,42,18761,786064,1852,B8,2155.0,novel_early_pretrigger,479.8857,4.7379603,0.6185599,0.008284011,0.03553108,0.5527474,3,0.0,1752.0,1,0.58051044,-0.7225058,1.659748,"[-1.04919, -0.62599, 0.62599, 1.0, 0.81856, 0.4297, 0.58051, 0.56288, 0.51323, 0.39443, 0.32251, 0.23805, -0.05104, -0.26775, -0.35963, -0.48167, -0.6116, -0.72251]",3,1.0,6,8,0.29639654533693327,0.0,0.5805100202560425,3,-0.7225099802017212,-2.494199752807617,2.049190044403076,-0.5438524484634399,-0.6714699864387512,baseline_excursion,dropout,baseline_excursion,False,False,True,True
25,traditional_robust_template,42,9921,777223,9973,B8,2093.5,novel_early_pretrigger,467.2674,4.214863,0.6203861,0.00796276,0.03001896,0.5504609,3,0.0,1706.0,1,0.63123953,-0.7487461,1.6587789,"[-1.00478, -0.62981, 0.62981, 1.0, 0.8032, 0.44208, 0.63124, 0.6193, 0.56771, 0.45928, 0.39575, 0.11201, -0.17841, -0.29114, -0.33508, -0.47695, -0.59876, -0.74875]",3,1.0,6,9,0.2879329670919359,0.0,0.6312400102615356,3,-0.7487499713897705,-2.629089832305908,2.0047800540924072,-0.5398849844932556,-0.5703399777412415,baseline_excursion,dropout,baseline_excursion,False,False,True,True
26,traditional_robust_template,42,10976,778278,10958,B8,1361.5,novel_early_pretrigger,369.9312,9.869636,1.0575383,0.021311171,0.058483176,0.67761505,2,0.0,1350.0,1,0.5196474,-1.7462357,1.5965925,"[-2.18472, -0.98311, 1.0, 0.98311, 0.51965, 0.45722, 0.40507, 0.33529, 0.11568, 0.03342, -0.08997, -0.07235, -0.47778, -0.86339, -1.05729, -1.29159, -1.54939, -1.74624]",2,1.0,3,5,0.5151684142709753,0.0,0.5196499824523926,2,-1.7462400197982788,-7.148000240325928,3.184720039367676,-1.4111274480819702,-1.2684600353240967,dropout,dropout,dropout,True,False,True,True
27,traditional_robust_template,42,29588,796894,11931,B8,1953.0,novel_early_pretrigger,312.53467,2.410323,0.57059824,0.0032495256,0.017976401,0.54312575,3,0.0,1142.0,1,0.94009215,-0.59037375,1.7300353,"[-0.73477, -0.43472, 0.43472, 1.0, 0.96057, 0.80389, 0.93292, 0.94009, 0.91961, 0.77624, 0.35228, 0.03789, -0.1106, -0.23041, -0.29442, -0.36764, -0.48233, -0.59037]",3,1.0,7,9,0.20043000684658938,0.0,0.940090000629425,4,-0.5903699994087219,-2.0757699012756348,1.7347700595855713,-0.43369001150131226,-0.4797700047492981,pileup_or_long_tail,dropout,novel_early_pretrigger,False,True,True,True
28,traditional_robust_template,42,22796,790100,5603,B8,1070.5,novel_early_pretrigger,241.16385,5.911295,1.1652267,0.0011754162,0.05270231,0.648451,3,0.0,880.5,1,0.980383,-1.6314806,1.6550326,"[-1.58384, -0.64503, 0.64503, 1.0, 0.9178, 0.98038, 0.78702, 0.3106, 0.00327, -0.35077, -0.73657, -1.01214, -1.1943, -1.27651, -1.3503, -1.42971, -1.52966, -1.63148]",3,1.0,5,5,0.35421932228978753,0.0,0.9803799986839294,2,-1.6314799785614014,-10.51144027709961,2.5838398933410645,-1.4852874279022217,-0.43717992305755615,dropout,dropout,dropout,True,False,True,True
29,traditional_robust_template,42,8693,775995,8850,B8,1004.5,novel_early_pretrigger,236.03532,8.49679,1.3130839,0.001859774,0.079815015,0.6761423,3,0.0,861.5,1,0.96217024,-1.8750622,1.6398052,"[-1.70981, -0.71528, 0.71528, 1.0, 0.85067, 0.96217, 0.80488, 0.2434, -0.12295, -0.50124, -0.92434, -1.22897, -1.39522, -1.4888, -1.57442, -1.67596, -1.78347, -1.87506]",3,1.0,5,5,0.3748099225978353,0.0,0.9621700048446655,2,-1.875059962272644,-12.570429801940918,2.7098100185394287,-1.7272275686264038,-0.47983992099761963,dropout,dropout,dropout,True,False,True,True
30,traditional_robust_template,42,23836,791141,6560,B8,1421.0,unassigned_common,203.4996,1.4039323,0.6120345,0.0009283861,0.011343459,0.53312683,4,0.0,744.5,1,0.73962,-0.66924703,1.8075757,"[-0.72273, -0.32512, 0.32512, 0.87122, 1.0, 0.92118, 0.73962, 0.53272, 0.34764, 0.1506, -0.08163, -0.28994, -0.43068, -0.49331, -0.5095, -0.53554, -0.59606, -0.66925]",4,1.0,5,5,0.24474538753882635,0.0,0.7396199703216553,2,-0.6692500114440918,-3.605910062789917,1.5939500331878662,-0.5775874853134155,-0.23857000470161438,unassigned_common,dropout,unassigned_common,False,False,False,False
31,traditional_robust_template,42,26794,794100,9300,B8,1211.0,unassigned_common,126.6307,0.9452826,0.50628,0.0013897808,0.00815534,0.50435686,4,0.0,464.5,1,0.793559,-0.42774567,1.8489914,"[-0.48059, -0.28654, 0.28654, 0.81998, 1.0, 0.93064, 0.79356, 0.64492, 0.48307, 0.28902, 0.08588, -0.12386, -0.26342, -0.3237, -0.33939, -0.33691, -0.36664, -0.42775]",4,1.0,5,6,0.2074617463081979,0.0,0.7935600280761719,2,-0.42774999141693115,-2.1816699504852295,1.300570011138916,-0.36767250299453735,-0.16433000564575195,unassigned_common,dropout,unassigned_common,False,False,False,False
32,traditional_robust_template,57,6993,364644,1396,B2,7582.5,baseline_excursion,1825.9358,38.899277,0.462719,0.13299343,0.20161693,0.6278482,3,0.2876512,6660.5,1,0.8784042,0.24009232,2.1425734,"[0.8784, -0.8784, -0.8784, 1.0, 0.68124, 0.67122, 0.63508, 0.58562, 0.53445, 0.4428, 0.43238, 0.43726, 0.49805, 0.49542, 0.49621, 0.45968, 0.35391, 0.24009]",3,1.0,7,15,0.21244517091487924,0.28765147129677776,0.8784000277519226,3,0.2400899976491928,0.0,1.8784000873565674,0.3874725103378296,-0.2579600214958191,baseline_excursion,baseline_excursion,baseline_excursion,True,False,False,True
33,traditional_robust_template,57,17621,375274,11345,B2,9943.5,baseline_excursion,1497.5538,22.69758,0.35784602,0.05607299,0.15518206,0.61263317,4,0.310557,5463.5,1,0.7637653,0.42585608,0.0,"[0.54945, 0.76377, -0.54945, -0.54945, 1.0, 0.7529, 0.64851, 0.60577, 0.57429, 0.5221, 0.48278, 0.45673, 0.46055, 0.49816, 0.5038, 0.49696, 0.47785, 0.42586]",4,1.0,9,16,0.142439713157466,0.31055765167717025,0.7637699842453003,3,0.4258599877357483,0.0,1.3132200241088867,0.47611749172210693,-0.034690022468566895,baseline_excursion,baseline_excursion,baseline_excursion,True,False,False,True
34,traditional_robust_template,57,15788,373441,9634,B2,10824.0,baseline_excursion,1179.097,22.032967,0.33655196,0.06323186,0.13574615,0.5895144,1,0.3113744,4302.0,1,0.93865484,-0.39745012,2.7144845,"[0.39745, 1.0, -0.39745, -0.39745, 0.89043, 0.84368, 0.93865, 0.83287, 0.72413, 0.63941, 0.57225, 0.551, 0.56559, 0.57289, 0.56329, 0.55432, 0.54204, 0.54333]",1,1.0,15,16,0.1302215085115771,0.31137426722588485,0.9386500120162964,5,-0.3974500000476837,-0.7949000000953674,1.3974499702453613,0.5507450103759766,-0.022260010242462158,baseline_excursion,baseline_excursion,baseline_excursion,True,False,False,True
35,traditional_robust_template,57,16168,373821,9992,B2,7109.0,baseline_excursion,1114.931,39.56057,0.4335916,0.15921791,0.15977746,0.61701167,2,0.24878907,4067.5,1,0.9631453,-1.0950907,1.0650666,"[-0.14432, 0.14432, 1.0, -1.09509, 0.96315, 0.63961, 0.59896, 0.52553, 0.4635, 0.41103, 0.33929, 0.30328, 0.24518, 0.35617, 0.37291, 0.36953, 0.29568, 0.14517]",2,1.0,5,10,0.15952467779819113,0.24878888068897695,0.9631500244140625,2,-1.0950900316238403,-1.0950900316238403,2.095089912414551,0.29582250118255615,-0.1000099927186966,dropout,dropout,dropout,True,False,False,True
36,traditional_robust_template,57,22116,379769,15464,B2,4690.5,baseline_excursion,1086.6647,106.77208,0.9404249,0.42984736,0.44792148,0.6723055,3,0.0,3964.0,1,0.69022495,-0.51604307,2.278312,"[-0.69022, 0.69022, -2.36467, 1.0, 0.51647, 0.05063, 0.15084, 0.04232, 0.01652, -0.14551, -0.23761, -0.28345, -0.20158, -0.14124, -0.14956, -0.17024, -0.31841, -0.51604]",3,1.0,3,3,0.6851317361704661,0.0,0.6902199983596802,2,-0.516040027141571,-2.163640022277832,3.3646700382232666,-0.288562536239624,-0.31446003913879395,baseline_excursion,dropout,baseline_excursion,False,False,False,True
37,traditional_robust_template,57,16447,374100,10247,B2,4549.0,baseline_excursion,1016.2179,10.571234,0.76883036,0.008622014,0.09940837,0.61217225,3,0.019791748,3707.5,1,0.21367334,-0.32996264,18.0,"[-0.97802, -0.65201, 0.65201, 1.0, 0.68169, 0.21367, 0.11431, 0.04924, -0.04001, -0.13827, -0.24863, -0.27479, -0.32996, -0.19499, -0.17542, -0.16685, -0.11871, 0.05474]",3,1.0,3,3,0.5973294179371101,0.019792745418584695,0.21367000043392181,2,-0.3299599885940552,-1.6876300573349,1.9780199527740479,-0.10155999660491943,0.3847000002861023,baseline_excursion,baseline_excursion,baseline_excursion,True,False,False,True
38,traditional_robust_template,57,27481,385134,4051,B2,4177.0,baseline_excursion,972.0663,8.336083,0.83887583,0.010103945,0.07024503,0.6027353,3,0.0,3546.0,1,0.17117548,-0.6521427,1.6432933,"[-1.06727, -0.69787, 0.69787, 1.0, 0.62006, 0.17118, 0.10438, 0.02801, -0.04597, -0.14388, -0.28681, -0.30764, -0.31865, -0.20086, -0.20014, -0.21068, -0.47522, -0.65214]",3,1.0,3,3,0.6476711829926929,0.0,0.17117999494075775,2,-0.6521400213241577,-2.8419899940490723,2.067270040512085,-0.3845449984073639,-0.3334900140762329,baseline_excursion,dropout,baseline_excursion,False,False,False,True
39,traditional_robust_template,57,3408,361059,14444,B2,4177.5,baseline_excursion,959.998,7.8541493,0.8354044,0.009707011,0.06541025,0.6002264,3,0.0,3502.0,1,0.16935967,-0.6610413,1.6477976,"[-1.0529, -0.6766, 0.6766, 1.0, 0.62801, 0.16936, 0.12436, 0.04129, -0.0322, -0.13752, -0.27277, -0.30054, -0.30245, -0.18588, -0.17798, -0.26056, -0.52603, -0.66104]",3,1.0,3,3,0.6351672169148384,0.0,0.1693599969148636,2,-0.6610400080680847,-2.8569700717926025,2.0528998374938965,-0.4064025282859802,-0.3585900068283081,baseline_excursion,dropout,baseline_excursion,False,False,False,True
40,traditional_robust_template,57,58,357709,11280,B4,2504.0,baseline_excursion,607.46295,10.0883255,1.1500951,0.00611052,0.09550099,0.63723123,3,0.0,2216.0,1,0.0,-1.2208467,1.6298755,"[-1.77915, -0.76997, 0.76997, 1.0, 0.50599, -0.11741, -0.09704, -0.23682, -0.3111, -0.51198, -0.60623, -0.70807, -0.60623, -0.50839, -0.47364, -0.5643, -0.95927, -1.22085]",3,1.0,3,3,0.7776806115355558,0.0,0.0,3,-1.2208499908447266,-6.921330451965332,2.7791500091552734,-0.80451500415802,-0.6146199703216553,dropout,dropout,dropout,True,False,False,True
