event_id,run,heldout_run,stave,amplitude_adc,peak_sample,mlp_target_residual_ns,mlp_pred_residual_ns,mlp_pred_sigma_ns,mlp_target_error_ns,mlp_pull
59:436665:2870:47653,59,59,B8,2935.0,10,1.097395118487583,2.300619602203369,1.5507335662841797,-1.2032244837157862,-0.7759066482315953
59:436669:2874:47657,59,59,B4,1589.0,4,-0.9003839729684309,-0.926943838596344,2.7657034397125244,0.026559865627913126,0.009603294860375138
59:436669:2874:47657,59,59,B6,2147.5,4,2.234170059351399,0.7701959609985352,1.8463630676269531,1.463974098352864,0.7928961123742816
59:436669:2874:47657,59,59,B8,3282.0,3,-1.3337860863829647,-1.4872243404388428,1.7512750625610352,0.15343825405587808,0.0876151652793437
59:436720:2920:47708,59,59,B4,2193.0,6,-1.479571294514031,-3.3924999237060547,1.9592885971069336,1.9129286291920238,0.9763383669034952
59:436720:2920:47708,59,59,B6,2407.5,5,0.5003560436504486,2.0000789165496826,1.7258095741271973,-1.499722872899234,-0.8689967279024378
59:436720:2920:47708,59,59,B8,3569.0,5,0.9792152508635823,1.0621037483215332,1.3641825914382935,-0.0828884974579509,-0.060760559457483904
59:436738:2936:47726,59,59,B4,1425.5,5,-4.22089307642829,-2.686295747756958,1.7150099277496338,-1.5345973286713317,-0.8948037581828857
59:436738:2936:47726,59,59,B6,2305.0,6,3.2274150203119802,2.3345389366149902,1.6445071697235107,0.89287608369699,0.542944476093168
59:436738:2936:47726,59,59,B8,2161.5,6,0.993478056116313,2.1763274669647217,1.4735488891601562,-1.1828494108484087,-0.8027215245790517
59:436855:3048:47843,59,59,B4,1926.0,8,-6.4147976592247105,-3.873920440673828,1.8792481422424316,-2.5408772185508823,-1.352071161565154
59:436855:3048:47843,59,59,B6,1866.0,9,3.9361660652878996,3.259303331375122,2.008049726486206,0.6768627339127775,0.3370746874367442
59:436855:3048:47843,59,59,B8,1935.5,9,2.478631593936811,3.3082070350646973,1.8514666557312012,-0.8295754411278864,-0.4480639381540801
59:436882:3074:47870,59,59,B4,2183.5,6,-4.026679947072331,-4.1208014488220215,2.21173357963562,0.09412150174969014,0.04255553318731839
59:436882:3074:47870,59,59,B6,2612.5,7,3.402841575073637,2.8440730571746826,1.7443501949310303,0.5587685178989545,0.32033047006426807
59:436882:3074:47870,59,59,B8,3677.5,5,0.6238383719986942,1.3308303356170654,1.5354175567626953,-0.7069919636183712,-0.46045582877729174
59:436927:3116:47915,59,59,B4,2600.0,7,-5.313417760439876,-4.896158695220947,2.3609042167663574,-0.4172590652189285,-0.1767369731714202
59:436927:3116:47915,59,59,B6,2470.0,7,2.826266661598879,3.067495107650757,1.7143187522888184,-0.24122844605187765,-0.14071388166862733
59:436927:3116:47915,59,59,B8,3449.5,6,2.4871510988409966,2.298940420150757,1.6531448364257812,0.18821067869023977,0.11385008412037562
59:436988:3173:47976,59,59,B4,2671.0,8,-4.900922126584085,-4.280678749084473,2.005295753479004,-0.6202433774996123,-0.3093026933426389
59:436988:3173:47976,59,59,B6,1542.0,8,1.5501211301078754,3.136747360229492,1.7325468063354492,-1.5866262301216167,-0.9157768346111973
59:436988:3173:47976,59,59,B8,2664.0,9,3.3508009964762095,2.7863833904266357,1.721989393234253,0.5644176060495738,0.32777066355181234
59:437145:3316:48133,59,59,B4,1383.0,4,-2.3126958449957407,-1.6991157531738281,1.904373049736023,-0.6135800918219125,-0.3221953240238118
59:437145:3316:48133,59,59,B6,1455.5,5,1.4424258155846914,1.5272979736328125,1.8453609943389893,-0.0848721580481211,-0.045992170804781976
59:437145:3316:48133,59,59,B8,2317.5,5,0.8702700294110493,1.00397789478302,1.3225281238555908,-0.13370786537197077,-0.10110020570463919
59:437187:3354:48175,59,59,B4,2286.5,8,-6.366250239240202,-3.973611354827881,1.9324735403060913,-2.392638884412321,-1.2381224552411427
59:437187:3354:48175,59,59,B6,2767.0,9,2.0083253809251715,2.632359266281128,1.6234349012374878,-0.6240338853559564,-0.38439107406171763
59:437187:3354:48175,59,59,B8,1541.0,9,4.35792485831503,3.5356295108795166,1.9798184633255005,0.8222953474355137,0.41533876093584077
59:437197:3364:48185,59,59,B4,2089.5,9,-5.152383550912646,-3.9511265754699707,1.9694665670394897,-1.201256975442675,-0.609940272938174
59:437197:3364:48185,59,59,B6,2183.5,9,1.2237627409664995,3.0994653701782227,1.8031114339828491,-1.8757026292117231,-1.0402588513725572
59:437197:3364:48185,59,59,B8,2853.5,9,3.928620809946146,2.8066256046295166,1.7204588651657104,1.1219952053166296,0.6521488121766641
59:437251:3416:48239,59,59,B4,2348.0,5,-1.665948446585709,-2.443885564804077,1.6818634271621704,0.7779371182183681,0.4625447617533317
59:437251:3416:48239,59,59,B6,2653.0,5,1.6103003102493751,1.9942103624343872,1.623714566230774,-0.38391005218501206,-0.23643937190032452
59:437251:3416:48239,59,59,B8,2934.5,5,0.05564813633633392,1.0187852382659912,1.2845951318740845,-0.9631371019296573,-0.749759265025818
59:437298:3459:48286,59,59,B4,2503.5,5,-2.1279352878774382,-3.150470495223999,1.8409771919250488,1.0225352073465608,0.5554306766165471
59:437298:3459:48286,59,59,B6,2351.0,6,2.1350637611169567,2.599722385406494,1.6074260473251343,-0.4646586242895374,-0.28906998556030666
59:437298:3459:48286,59,59,B8,3837.0,5,-0.007128473239514932,0.5593373775482178,1.385708212852478,-0.5664658507877327,-0.4087915807482036
59:437348:3506:48336,59,59,B4,1575.5,5,-1.6440671263207776,-1.8526793718338013,1.6602710485458374,0.2086122455130237,0.12564951108178302
59:437348:3506:48336,59,59,B6,1964.5,5,2.004371908125016,2.0987703800201416,1.4748116731643677,-0.09439847189512562,-0.06400713637734065
59:437348:3506:48336,59,59,B8,4198.5,4,-0.3603047818042384,0.42278236150741577,1.2516961097717285,-0.7830871433116542,-0.6256208173839141
59:437374:3531:48362,59,59,B4,1536.5,5,-2.6309896534485624,-1.9964344501495361,1.683605670928955,-0.6345552032990263,-0.3769025100449446
59:437374:3531:48362,59,59,B6,2072.5,5,2.60518705048219,1.7300695180892944,1.4954575300216675,0.8751175323928955,0.5851838081822465
59:437374:3531:48362,59,59,B8,4572.0,4,0.02580260296637249,-0.006958916783332825,1.3309181928634644,0.032761519749705315,0.024615727642297126
59:437431:3583:48419,59,59,B4,1719.5,8,-4.316659984724538,-4.445050239562988,2.0563747882843018,0.12839025483845035,0.062435240681768124
59:437431:3583:48419,59,59,B6,1805.5,8,3.2197329576552605,3.158330202102661,1.724188208580017,0.06140275555259933,0.03561255972349362
59:437431:3583:48419,59,59,B8,3774.0,7,1.0969270270692775,1.3741874694824219,1.371138095855713,-0.2772604424131444,-0.20221190210611797
59:437446:3597:48434,59,59,B4,2637.0,6,-6.2672709993504405,-4.381148338317871,2.3260231018066406,-1.8861226610325694,-0.8108787309840573
59:437446:3597:48434,59,59,B6,3007.0,6,2.619697358868663,2.258247137069702,1.9689668416976929,0.361450221798961,0.18357354433013687
59:437446:3597:48434,59,59,B8,2424.0,7,3.647573640481774,2.968837022781372,1.7682405710220337,0.6787366177004017,0.38384857175180387
59:437533:3681:48521,59,59,B4,1453.5,9,-3.994041068441284,-3.9929757118225098,1.948038935661316,-0.0010653566187741603,-0.0005468867173399157
59:437533:3681:48521,59,59,B6,1826.5,9,1.1111573248524778,3.0769853591918945,1.7369494438171387,-1.9658280343394168,-1.1317704388789187
59:437533:3681:48521,59,59,B8,2931.5,8,2.882883743588806,2.6081104278564453,1.6394513845443726,0.27477331573236086,0.1676007707960943
59:437562:3707:48550,59,59,B4,1941.0,4,-1.5745332077912941,-1.5010286569595337,1.7611855268478394,-0.07350455083176044,-0.04173583629393009
59:437562:3707:48550,59,59,B6,2605.5,4,1.4469149004310715,0.5542784929275513,1.4549692869186401,0.8926364075035202,0.6135087630570962
59:437562:3707:48550,59,59,B8,2551.5,7,0.12761830736022262,0.3136049211025238,1.2772376537322998,-0.1859866137423012,-0.1456162940380105
59:437606:3747:48594,59,59,B4,2600.0,7,-5.491746173759687,-4.495367050170898,2.0488147735595703,-0.9963791235887882,-0.48631976713917324
59:437606:3747:48594,59,59,B6,2813.5,8,2.28216057349578,2.403975248336792,1.5071799755096436,-0.12181467484101205,-0.08082291220716437
59:437606:3747:48594,59,59,B8,3036.0,8,3.2095856002639067,2.0976641178131104,1.513195276260376,1.1119214824507964,0.7348169135174247
59:437617:3756:48605,59,59,B4,2690.0,8,-4.399496420405278,-4.602321624755859,2.103808641433716,0.2028252043505816,0.09640858030336784
59:437617:3756:48605,59,59,B6,2788.0,8,3.094844231435509,2.7847397327423096,1.5738955736160278,0.31010449869319956,0.19702990712448218
59:437617:3756:48605,59,59,B8,5612.5,7,1.3046521889697686,0.8566256761550903,2.2003300189971924,0.4480265128146783,0.20361787047693322
59:437655:3792:48643,59,59,B4,2619.5,8,-3.9690735873585865,-4.459989547729492,2.044732093811035,0.4909159603709057,0.24008815720005708
59:437655:3792:48643,59,59,B6,2683.5,8,3.1311200627597486,2.5623741149902344,1.519528865814209,0.5687459477695143,0.37429097963516683
59:437655:3792:48643,59,59,B8,4566.5,7,0.837953524598845,1.025410532951355,1.5269381999969482,-0.18745700835251,-0.1227665981196126
59:437661:3798:48649,59,59,B4,1864.5,6,-2.262929676943841,-2.709775924682617,2.0960886478424072,0.446846247738776,0.21318098745429195
59:437661:3798:48649,59,59,B6,2627.5,4,1.2830499382078813,-0.13634902238845825,1.5588163137435913,1.4193989605963395,0.9105620386968927
59:437661:3798:48649,59,59,B8,2829.0,4,0.9798797387359599,0.34319543838500977,1.2945822477340698,0.6366843003509501,0.49180675964416315
59:437717:3849:48705,59,59,B4,2503.5,8,-5.658029936384871,-3.9601850509643555,1.93984854221344,-1.6978448854205155,-0.8752461073498092
59:437717:3849:48705,59,59,B6,2895.0,9,2.3425679803846364,2.7610654830932617,1.7325842380523682,-0.4184975027086253,-0.24154525564602072
59:437717:3849:48705,59,59,B8,3057.5,11,3.3154619560002274,2.7229411602020264,1.6974892616271973,0.592520795798201,0.3490571688390041
59:437724:3855:48712,59,59,B4,1327.5,5,-0.8262128026539663,-1.5001637935638428,2.124825954437256,0.6739509909098764,0.3171793856821404
59:437724:3855:48712,59,59,B6,1683.5,5,0.9878614182691265,0.794161856174469,1.9830063581466675,0.19369956209465755,0.09767974837745382
59:437724:3855:48712,59,59,B8,2640.5,4,-0.1616486156151602,-0.1382039189338684,1.3829032182693481,-0.023444696681291788,-0.01695324471847853
59:437797:3922:48785,59,59,B4,2579.5,9,-4.66441105233816,-4.312000274658203,2.106959104537964,-0.35241077767995677,-0.1672603786760432
59:437797:3922:48785,59,59,B6,2909.5,10,0.36369496345059105,2.2899014949798584,1.561942219734192,-1.9262065315292674,-1.2332124115686336
59:437797:3922:48785,59,59,B8,2988.5,11,4.300716088887569,2.7232513427734375,1.6892578601837158,1.5774647461141313,0.9338211668540489
59:437802:3926:48790,59,59,B4,2101.5,9,-5.211178127345157,-3.789956569671631,1.9521689414978027,-1.421221557673526,-0.7280218056246162
59:437802:3926:48790,59,59,B6,1932.5,9,3.9264418837780184,3.2310423851013184,2.1969900131225586,0.6953994986767,0.31652374135662825
59:437802:3926:48790,59,59,B8,3308.0,8,1.2847362435671457,2.257988452911377,1.580658197402954,-0.9732522093442313,-0.6157259114863034
59:437817:3941:48805,59,59,B4,2128.5,8,-3.1151152459676297,-4.115281581878662,1.9425925016403198,1.0001663359110324,0.5148616269580443
59:437817:3941:48805,59,59,B6,1778.5,8,0.5837222826364936,2.9132933616638184,1.5750266313552856,-2.3295710790273247,-1.479067739332614
59:437817:3941:48805,59,59,B8,2340.5,9,2.531392963331136,2.8689892292022705,1.7086094617843628,-0.33759626587113445,-0.1975853894186975
59:437964:4075:48952,59,59,B4,2861.5,10,-5.277534023798687,-4.390870571136475,2.0405118465423584,-0.8866634526622121,-0.43452992158053916
59:437964:4075:48952,59,59,B6,2761.0,9,2.9598305449155546,2.425616502761841,1.7479275465011597,0.5342140421537138,0.30562710864249165
59:437964:4075:48952,59,59,B8,3872.0,8,2.317703478883139,1.207680583000183,1.479148268699646,1.110022895882956,0.7504473482288583
59:438043:4146:49031,59,59,B4,2680.0,8,-5.345210424077081,-4.350881099700928,2.008035182952881,-0.9943293243761531,-0.49517525032303444
59:438043:4146:49031,59,59,B6,2347.0,8,3.0599256844965907,2.995741367340088,1.6391524076461792,0.06418431715650286,0.03915701606336378
59:438043:4146:49031,59,59,B8,1693.0,9,2.28528473958049,2.911324977874756,1.6932168006896973,-0.6260402382942658,-0.36973424669496613
59:438126:4223:49114,59,59,B4,2969.0,7,-6.351316998992239,-4.868383884429932,2.198629856109619,-1.4829331145623073,-0.6744805681781715
59:438126:4223:49114,59,59,B6,2565.5,8,3.657508546970824,2.8565945625305176,1.6098084449768066,0.8009139844403066,0.4975212963625904
59:438126:4223:49114,59,59,B8,1363.0,9,2.6938084520214147,2.865577220916748,1.6599726676940918,-0.17176876889533332,-0.10347686575703773
59:438146:4243:49134,59,59,B4,2322.5,8,-3.8088750621628833,-4.0693039894104,1.9383639097213745,0.2604289272475171,0.13435502278050143
59:438146:4243:49134,59,59,B6,2779.5,8,1.6442452776707484,2.6126742362976074,1.5571612119674683,-0.9684289586268591,-0.6219195232863861
59:438146:4243:49134,59,59,B8,2714.5,9,2.164629784492135,2.775956630706787,1.691782832145691,-0.6113268462146522,-0.3613506619164029
59:438177:4271:49165,59,59,B4,2400.0,4,-2.0642147789081307,-2.656130790710449,1.7903105020523071,0.5919160118023186,0.33062198491478473
59:438177:4271:49165,59,59,B6,2619.0,5,1.6073231663885394,1.6099950075149536,1.3805598020553589,-0.002671841126414165,-0.0019353316838838593
59:438177:4271:49165,59,59,B8,4253.5,4,0.45689161251959476,0.3316953182220459,1.2673152685165405,0.12519629429754886,0.09878859460448049
59:438247:4336:49235,59,59,B4,1921.5,9,-3.4088528555027153,-3.9508094787597656,2.0093586444854736,0.5419566232570503,0.2697162225093104
59:438247:4336:49235,59,59,B6,1808.5,9,2.4758873687755383,3.135547637939453,1.992506980895996,-0.6596602691639148,-0.33107049334767047
59:438247:4336:49235,59,59,B8,3142.5,8,0.932965486727177,2.2007336616516113,1.5414025783538818,-1.2677681749244343,-0.8224770042089384
59:438298:4384:49286,59,59,B4,2238.0,9,-6.096967804396748,-3.975886821746826,1.9567567110061646,-2.1210809826499215,-1.083977875593569
59:438298:4384:49286,59,59,B6,2437.5,9,2.7771515157236095,3.1674258708953857,2.021921157836914,-0.3902743551717762,-0.19302154965789983
59:438298:4384:49286,59,59,B8,3231.5,8,3.319816288673138,2.2278075218200684,1.5772414207458496,1.0920087668530698,0.6923535943766161
59:438381:4460:49369,59,59,B4,2379.0,5,-3.7715671848867593,-3.123148202896118,1.8037681579589844,-0.6484189819906412,-0.35948022429021365
59:438381:4460:49369,59,59,B6,2011.0,5,1.7137579492981807,2.4499738216400146,1.7418780326843262,-0.7362158723418339,-0.4226563849635823
59:438381:4460:49369,59,59,B8,2719.0,6,2.057809235588582,2.0331926345825195,1.4469538927078247,0.024616601006062666,0.01701270588518563
59:438396:4473:49384,59,59,B4,2025.5,8,-4.175676644015304,-4.209700107574463,1.9716278314590454,0.03402346355915853,0.01725653443123719
59:438396:4473:49384,59,59,B6,1929.0,8,2.6204681459206256,3.044037342071533,1.6584453582763672,-0.4235691961509076,-0.2554013576854445
59:438396:4473:49384,59,59,B8,3161.5,11,1.5552084980946859,1.706830382347107,1.4491955041885376,-0.15162188425242107,-0.10462486518499119
59:438486:4553:49474,59,59,B4,2382.0,6,-2.6541927324113495,-2.412095069885254,1.685097575187683,-0.24209766252609555,-0.14366981834813403
59:438486:4553:49474,59,59,B6,2053.5,5,1.1028255363790436,1.8129345178604126,1.449787974357605,-0.710108981481369,-0.48980195314146907
59:438486:4553:49474,59,59,B8,3023.0,8,1.5513671960323059,0.8002484440803528,1.290152907371521,0.7511187519519531,0.5821935893492165
59:438595:4655:49583,59,59,B4,2577.5,8,-3.706318185416265,-4.2492547035217285,2.0088083744049072,0.5429365181054635,0.2702779045643435
59:438595:4655:49583,59,59,B6,2864.0,8,2.4632345072322153,2.5077292919158936,1.5463745594024658,-0.04449478468367829,-0.028773614007767633
59:438595:4655:49583,59,59,B8,1423.0,9,1.2430836781840497,2.9189560413360596,1.7400877475738525,-1.6758723631520098,-0.963096467685968
59:438599:4658:49587,59,59,B4,2602.0,8,-3.90631491641215,-4.3863043785095215,2.0439040660858154,0.4799894620973717,0.23483952601384905
59:438599:4658:49587,59,59,B6,2976.5,8,1.7394556465882332,2.2637338638305664,1.463460087776184,-0.5242782172423333,-0.358245654679251
59:438599:4658:49587,59,59,B8,3468.0,8,2.1668592698239166,1.3783811330795288,1.374219536781311,0.7884781367443878,0.5737643190484373
59:438607:4664:49595,59,59,B4,3486.5,15,0.21472629058217763,-6.5537309646606445,20.085599899291992,6.768457255242822,0.3369805875442838
59:438607:4664:49595,59,59,B6,2127.5,9,1.2388456259296134,3.2995994091033936,1.811407446861267,-2.06075378317378,-1.1376533682383663
59:438607:4664:49595,59,59,B8,4174.5,8,-1.453571916511791,1.0693100690841675,1.4873459339141846,-2.5228819855959586,-1.696230801503318
59:438813:4851:49801,59,59,B4,2267.5,16,-3.7474196760371967,-4.732633590698242,20.085599899291992,0.9852139146610455,0.04905075873266667
59:438813:4851:49801,59,59,B6,2992.5,16,1.706735275383437,-1.707227349281311,20.085599899291992,3.413962624664748,0.1699706576742619
59:438813:4851:49801,59,59,B8,3102.0,16,2.0406844006537597,0.1095060333609581,20.085599899291992,1.9311783672928016,0.09614740794278565
59:438828:4863:49816,59,59,B4,2578.5,6,-5.387964314502877,-3.809873342514038,2.0318212509155273,-1.5780909719888392,-0.7766878957869745
59:438828:4863:49816,59,59,B6,2756.0,6,2.9483632455314996,2.6073291301727295,1.7753074169158936,0.34103411535877015,0.19209862591078605
59:438828:4863:49816,59,59,B8,2138.0,6,2.439601068971381,2.6233270168304443,1.6636693477630615,-0.18372594785906315,-0.11043417257527621
59:438889:4921:49877,59,59,B4,2192.5,8,-3.2690412820695514,-4.112561225891113,1.9743305444717407,0.8435199438215619,0.42724352625930595
59:438889:4921:49877,59,59,B6,1651.0,9,1.914280797960103,2.892690658569336,1.5617040395736694,-0.9784098606092329,-0.6265014598261074
59:438889:4921:49877,59,59,B8,2740.5,8,1.3547604841094483,2.3218631744384766,1.565639615058899,-0.9671026903290283,-0.6177045349562429
59:438948:4979:49936,59,59,B4,1933.0,8,-3.9863092243928335,-3.982822895050049,1.9088141918182373,-0.0034863293427846997,-0.0018264372497481295
59:438948:4979:49936,59,59,B6,2146.5,9,4.546099383603313,3.159518003463745,1.7956184148788452,1.3865813801395674,0.7722026955449348
59:438948:4979:49936,59,59,B8,4289.5,8,-0.5597901592104719,0.5331555008888245,1.5599676370620728,-1.0929456600992964,-0.7006207270797419
59:439004:5034:49992,59,59,B4,1865.5,8,-5.113707394229493,-4.107161521911621,1.9461817741394043,-1.0065458723178722,-0.5171900619421655
59:439004:5034:49992,59,59,B6,1801.5,9,5.17346120278178,3.2861218452453613,1.9206359386444092,1.887339357536419,0.9826637727442031
59:439004:5034:49992,59,59,B8,3354.0,8,-0.05975380855228707,1.4428753852844238,1.3895549774169922,-1.502629193836711,-1.0813744099783007
59:439042:5070:50030,59,59,B4,2320.5,8,-5.233188683050059,-3.9168334007263184,1.9322482347488403,-1.316355282323741,-0.6812557820733861
59:439042:5070:50030,59,59,B6,2106.0,9,1.5749248555133306,3.0225889682769775,1.7874866724014282,-1.447664112763647,-0.8098880596512414
59:439042:5070:50030,59,59,B8,2534.0,9,3.6582638275367287,3.4034016132354736,1.974347710609436,0.2548622143012551,0.12908679303636186
59:439220:5233:50208,59,59,B4,2744.5,8,-3.5972397737324684,-4.470301151275635,2.0512263774871826,0.8730613775431664,0.425628973537623
59:439220:5233:50208,59,59,B6,2776.0,9,1.347589392867711,2.2585690021514893,1.5119280815124512,-0.9109796092837783,-0.6025284009358987
59:439220:5233:50208,59,59,B8,3911.5,8,2.2496503808647574,1.0857561826705933,1.4216725826263428,1.1638941981941642,0.8186794993570399
59:439235:5246:50223,59,59,B4,1823.0,9,-5.1084702121441055,-4.141321182250977,1.9664456844329834,-0.9671490298931289,-0.49182595662285095
59:439235:5246:50223,59,59,B6,2592.5,9,3.2830548467086516,2.6896750926971436,1.6825146675109863,0.593379754011508,0.3526743424408414
59:439235:5246:50223,59,59,B8,3563.5,8,1.8254153654354468,1.488829493522644,1.424250602722168,0.33658587191280276,0.2363248934348258
59:439247:5257:50235,59,59,B4,2153.5,4,-2.0517415003048143,-1.6800776720046997,1.6267642974853516,-0.3716638283001146,-0.22846814924241432
59:439247:5257:50235,59,59,B6,2675.5,4,1.2268732465118788,0.7384097576141357,1.4285945892333984,0.48846348889774305,0.34191889888079346
59:439247:5257:50235,59,59,B8,2968.5,4,0.8248682537929355,0.6063746213912964,1.2514307498931885,0.2184936324016391,0.1745950644254889
59:439252:5262:50240,59,59,B4,1969.0,8,-6.443369259048303,-3.8660805225372314,1.8819961547851562,-2.577288736511072,-1.3694442095208683
59:439252:5262:50240,59,59,B6,1982.0,9,3.514582988142706,3.5577471256256104,2.0400161743164062,-0.04316413748290415,-0.021158723164225953
59:439252:5262:50240,59,59,B8,2282.5,9,2.9287862709056043,3.1518173217773438,1.8694974184036255,-0.22303105087173947,-0.11930000473720202
59:439279:5286:50267,59,59,B4,2719.5,7,-5.282652931435813,-3.0043559074401855,1.7455881834030151,-2.278297023995627,-1.305174408063475
59:439279:5286:50267,59,59,B6,2676.5,6,0.3072010991489904,2.1831881999969482,1.6240886449813843,-1.8759871008479578,-1.1551014205074137
59:439279:5286:50267,59,59,B8,2174.0,6,4.975451832286822,2.532578945159912,1.5662566423416138,2.44287288712691,1.5596887643360422
59:439286:5293:50274,59,59,B4,3163.0,12,-6.4572282542513975,-4.3189215660095215,2.933960199356079,-2.138306688241876,-0.7288124388023988
59:439286:5293:50274,59,59,B6,3372.5,9,4.192247261940295,2.617722749710083,3.5962703227996826,1.5745245122302123,0.4378215125398168
59:439286:5293:50274,59,59,B8,4628.0,9,2.2649809923111093,1.7907055616378784,4.577596187591553,0.47427543067323086,0.10360796611086946
59:439289:5296:50277,59,59,B4,1776.0,8,-6.031336039294459,-4.315018653869629,1.9812077283859253,-1.71631738542483,-0.8662985515522396
59:439289:5296:50277,59,59,B6,2354.0,8,2.6271584712718123,3.097137689590454,1.6106812953948975,-0.46997921831864176,-0.29178908308078105
59:439289:5296:50277,59,59,B8,1202.5,8,3.4041775680226465,2.9377925395965576,1.6745949983596802,0.46638502842608887,0.27850616350994006
59:439316:5321:50304,59,59,B4,3119.0,7,-4.679117233927265,-4.724236965179443,2.1738526821136475,0.0451197312521785,0.020755652682181006
59:439316:5321:50304,59,59,B6,2756.5,9,4.5513813289845615,2.6235969066619873,1.6035155057907104,1.9277844223225742,1.2022237486078835
59:439316:5321:50304,59,59,B8,4812.5,8,0.12773590494271048,0.5860397815704346,1.7886128425598145,-0.4583038766277241,-0.25623425356367896
59:439421:5420:50409,59,59,B4,2729.0,8,-5.829676375988377,-4.3938398361206055,2.051887273788452,-1.435836539867772,-0.6997638506801351
59:439421:5420:50409,59,59,B6,2557.5,9,1.1570717587675503,2.806121587753296,1.7484546899795532,-1.6490498289857456,-0.9431470191572593
59:439421:5420:50409,59,59,B8,1875.0,9,4.672604617220827,3.363356113433838,1.987649917602539,1.3092485037869892,0.6586917002799854
59:439448:5444:50436,59,59,B4,1979.0,6,-3.245276109872968,-4.083014488220215,2.1818673610687256,0.8377383783472467,0.38395476888059066
59:439448:5444:50436,59,59,B6,2906.0,5,0.6817726663609704,2.345526695251465,1.6799311637878418,-1.6637540288904944,-0.9903703584729794
59:439448:5444:50436,59,59,B8,3090.0,8,2.5635034435119977,2.050931930541992,1.4946285486221313,0.5125715129700055,0.342942407625316
59:439453:5449:50441,59,59,B4,2616.0,3,-110.65689640264041,-11.575629234313965,20.085599899291992,-99.08126716832645,-4.932950355733165
59:439453:5449:50441,59,59,B6,2829.0,15,55.443254893993824,-2.8431601524353027,20.085599899291992,58.28641504642913,2.901900632227753
59:439453:5449:50441,59,59,B8,4368.0,15,55.21364150864659,-0.21825164556503296,20.085599899291992,55.43189315421162,2.7597828012179795
59:439467:5462:50455,59,59,B4,1937.5,6,-4.523088865690163,-3.770571231842041,1.9688136577606201,-0.7525176338481216,-0.38221882039565636
59:439467:5462:50455,59,59,B6,2857.0,6,3.3588424975352034,2.591931104660034,1.7594321966171265,0.7669113928751692,0.4358857331073715
59:439467:5462:50455,59,59,B8,3142.5,8,1.1642463681549593,1.8734626770019531,1.4307326078414917,-0.7092163088469938,-0.4957015063191784
59:439479:5473:50467,59,59,B4,1807.0,7,-3.824535002543861,-4.667664051055908,2.258115768432617,0.8431290485120471,0.3733772467729908
59:439479:5473:50467,59,59,B6,2293.5,7,4.020261981078164,3.355841875076294,2.0409224033355713,0.6644201060018702,0.3255489306776086
59:439479:5473:50467,59,59,B8,4643.5,6,-0.195726978534303,1.0807232856750488,1.8047505617141724,-1.2764502642093518,-0.7072724016758111
59:439514:5505:50502,59,59,B4,1505.0,4,-1.2070035277453321,-2.280050277709961,3.161010980606079,1.0730467499646288,0.33946315167778607
59:439514:5505:50502,59,59,B6,2266.5,4,0.4576555343320159,-0.5096582770347595,1.7900558710098267,0.9673138113667754,0.5403819104378476
59:439514:5505:50502,59,59,B8,2325.5,7,0.7493479934133198,0.04546601325273514,1.4074095487594604,0.7038819801605847,0.500125909179038
59:439565:5554:50553,59,59,B4,1572.5,9,-5.333587877893791,-3.80045223236084,2.0366244316101074,-1.5331356455329512,-0.7527827034466489
59:439565:5554:50553,59,59,B6,1344.5,10,2.6484138535830226,3.389500856399536,2.410804271697998,-0.7410870028165135,-0.3074023932662708
59:439565:5554:50553,59,59,B8,3303.0,9,2.6851740243107685,2.6826648712158203,1.7361119985580444,0.0025091530949481466,0.001445271443911547
59:439597:5579:50585,59,59,B4,2109.5,8,-4.318525855515254,-4.1182861328125,1.9481620788574219,-0.20023972270275436,-0.10278391355414998
59:439597:5579:50585,59,59,B6,1836.5,9,2.0560014898491374,2.7071101665496826,1.706021785736084,-0.6511086767005452,-0.38165320170258926
59:439597:5579:50585,59,59,B8,2307.0,8,2.262524365666124,3.1695799827575684,1.8248045444488525,-0.9070556170914443,-0.4970700121559612
59:439672:5644:50660,59,59,B4,3381.0,7,-4.0812002738788,-4.932234287261963,2.394023895263672,0.8510340133831633,0.3554826729452642
59:439672:5644:50660,59,59,B6,3754.0,8,2.5079953938563975,0.8871399164199829,1.7288824319839478,1.6208554774364146,0.9375163096408072
59:439672:5644:50660,59,59,B8,4027.5,8,1.573204880022402,0.8507421612739563,1.554736852645874,0.7224627187484458,0.46468488703985383
59:439693:5662:50681,59,59,B4,2169.0,8,-3.7296116507149293,-4.1402411460876465,1.9576342105865479,0.4106294953727172,0.20975802994865117
59:439693:5662:50681,59,59,B6,2379.0,8,1.8890024221792956,2.746483325958252,1.5777788162231445,-0.8574809037789564,-0.5434734545565627
59:439693:5662:50681,59,59,B8,3132.0,8,1.8406092285356266,2.0023903846740723,1.4808640480041504,-0.16178115613844568,-0.10924781134128274
59:439745:5709:50733,59,59,B4,2155.5,9,-2.4322185159119343,-3.9078807830810547,1.9602891206741333,1.4756622671691204,0.7527778691449595
59:439745:5709:50733,59,59,B6,1700.0,9,1.8989508508038355,3.4509847164154053,1.8899517059326172,-1.5520338656115698,-0.8212029231962316
59:439745:5709:50733,59,59,B8,3153.5,8,0.5332676651080988,2.1853435039520264,1.5344185829162598,-1.6520758388439276,-1.0766787219847487
59:439801:5759:50789,59,59,B4,2956.5,8,-5.259515367312481,-4.199589252471924,1.9996719360351562,-1.0599261148405574,-0.5300500025729835
