heldout_run,mlp_sigma68_ns,analytic_sigma68_ns,mlp_minus_analytic_ns,p03b_pred_sigma_median_ns,stave_error_sigma68_range_ns,stave_abs_error_median_range_ns,stave_pred_sigma_median_range_ns,worst_stave_by_error_sigma68,mlp_pair_sigma68_range_ns,worst_mlp_pair
58,1.8878258627999176,1.187483364573917,0.7003424982260007,2.530600547790528,0.7239490300653839,0.18124036891123296,0.9159848690032959,B6,0.9056465642299871,B4-B6
59,1.711081397102825,1.4587081303487366,0.25237326675408833,1.80808699131012,0.2915643124656708,0.16472531384121325,0.42608213424682617,B4,0.5184011061125136,B4-B6
60,1.60695557892521,1.3437044382667396,0.26325114065847033,1.9491828083992004,0.2775189550026269,0.12823277798332633,0.12174403667449951,B4,0.49721414299392763,B4-B6
61,2.1136738442212386,2.1299643935400336,-0.016290549318795033,1.8794057369232176,0.19905749565946151,0.35184195069701474,0.45094752311706543,B4,0.46889675518979246,B4-B6
62,1.743312167059219,1.469004872429904,0.274307294629315,1.980920910835266,0.19700845942668654,0.20217952659612237,0.4113394021987915,B4,0.5095548560203931,B4-B8
63,1.648196404278878,1.391321460653578,0.25687494362529995,1.9566556811332705,0.45523015146632484,0.4272968125292955,0.29309093952178955,B4,0.6617422473067904,B4-B6
65,1.927232932751316,1.494640076269676,0.4325928564816399,2.016140937805176,0.6110333694969479,0.6536933739483217,0.31147241592407227,B6,1.3598732821608093,B4-B6
