ablation,n_features,sigma68_ns,sigma68_ns_ci_low,sigma68_ns_ci_high,tail_fraction_abs_gt_5ns,delta_sigma68_vs_full_ns
full_gradient_boosted_trees,33,3.6760059907279437,3.288521131021219,4.112002442668632,0.20325649469447493,0.0
drop_tail_pulse_shape_features,24,3.680736958917845,3.269338572156441,4.238395851674389,0.20270764727405782,0.0047309681899014855
drop_pretrigger_features,27,3.9134309214699776,3.469266800075716,4.646525086172962,0.2133186974021222,0.23742493074203397
amplitude_cfd_only,5,4.001428255119498,3.5712527094384625,4.621700557672691,0.22649103549213317,0.3254222643915541
