method,run_family,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
traditional_cfd_template_timewalk,sample_i_analysis,1350,-0.3036123491972256,0.7678511310485852,0.7996504973872305,0.0,0.0
gradient_boosted_trees,sample_i_analysis,1350,0.7305619002601826,3.584007809941255,7.0020478867785805,0.29259259259259257,0.15407407407407409
mlp,sample_i_analysis,1350,-0.00047382749161828386,4.012883271624734,6.950438887892152,0.29185185185185186,0.18
ridge,sample_i_analysis,1350,1.043840934807584,5.129487364549675,7.587322354852246,0.3333333333333333,0.1674074074074074
edge_attention_cnn_new,sample_i_analysis,1350,1.171595815007752,6.909022161277914,8.528988829499323,0.4525925925925926,0.21777777777777776
waveform_transformer,sample_i_analysis,1350,1.4971906535196542,7.285335591251645,8.641554866362286,0.47703703703703704,0.23851851851851852
1d_cnn,sample_i_analysis,1350,0.7224873096151128,8.142417618779826,9.334748401124315,0.49925925925925924,0.2525925925925926
traditional_cfd_template_timewalk,sample_i_calib,657,0.5384943678177496,1.3675906834890488,1.300590470518911,0.0,0.0
gradient_boosted_trees,sample_i_calib,657,1.7850198748250448,3.1531881654551497,3.6257689711546006,0.1993911719939117,0.0395738203957382
mlp,sample_i_calib,657,1.1368460793171673,4.087212737429213,4.166748747723545,0.2754946727549467,0.0228310502283105
ridge,sample_i_calib,657,2.162103391051403,4.643197578636331,4.877913374323452,0.3302891933028919,0.0258751902587519
edge_attention_cnn_new,sample_i_calib,657,2.567838863486042,6.155783096776518,7.022000710074672,0.4672754946727549,0.1537290715372907
waveform_transformer,sample_i_calib,657,2.905125867044326,6.243230929281759,6.744371096907101,0.4429223744292237,0.1841704718417047
1d_cnn,sample_i_calib,657,2.295851414602204,7.235476477824227,7.79735863712241,0.4946727549467275,0.1841704718417047
traditional_cfd_template_timewalk,sample_ii_analysis,2739,0.403733125888623,0.6476782306887783,0.6952837757546847,0.0,0.0
gradient_boosted_trees,sample_ii_analysis,2739,-1.380298598026208,3.4778291980975995,3.571684049488936,0.18181818181818182,0.006206644760861628
ridge,sample_ii_analysis,2739,-0.8595203289882409,3.702815212447755,3.65964753529344,0.1756115370573202,0.014238773274917854
mlp,sample_ii_analysis,2739,-2.0258259898227777,4.099515164595855,3.900823819667468,0.2325666301569916,0.008032128514056224
edge_attention_cnn_new,sample_ii_analysis,2739,0.5451533431196758,4.634950649439364,5.4799231499375045,0.2876962395034684,0.06352683461117196
1d_cnn,sample_ii_analysis,2739,-0.8837157487053897,5.841873544526029,6.402649101137636,0.38262139466958744,0.1058780576852866
waveform_transformer,sample_ii_analysis,2739,1.6942533373877904,6.451834601531913,6.652937085389654,0.47024461482292806,0.09602044541803578
traditional_cfd_template_timewalk,sample_ii_calib,720,0.5935899319149391,0.46503673056160383,0.5048847747737627,0.0,0.0
gradient_boosted_trees,sample_ii_calib,720,-0.6028888130707948,2.9898299250377693,2.9543592779775985,0.07222222222222222,0.002777777777777778
ridge,sample_ii_calib,720,-0.3361268560208108,3.7008008011272224,3.4522133193421736,0.15,0.001388888888888889
mlp,sample_ii_calib,720,-1.2942100340236384,4.081379534999771,3.709016889576969,0.15,0.0
edge_attention_cnn_new,sample_ii_calib,720,1.0326275796100166,4.462526815301862,5.2094248940585945,0.32916666666666666,0.05694444444444444
1d_cnn,sample_ii_calib,720,-0.10284022208668464,5.678653763795712,6.1480298565006235,0.3861111111111111,0.1
waveform_transformer,sample_ii_calib,720,2.6865517705949946,5.99034037797208,6.149634890197991,0.4583333333333333,0.08611111111111111
