method,stratum,level,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
1d_cnn,energy_bin,q1_low,1398,-2.5495483389654936,6.617081428194841,8.109612080190818,0.4799713876967096,0.18741058655221746
edge_attention_cnn_new,energy_bin,q1_low,1398,0.3245378175443516,6.023359155310091,7.58550955927352,0.4041487839771102,0.14449213161659513
gradient_boosted_trees,energy_bin,q1_low,1398,-0.5495516221441328,3.6168967152886546,4.815635339451126,0.1859799713876967,0.0407725321888412
mlp,energy_bin,q1_low,1398,-0.8357641690693249,3.8728920146540142,4.812597198431775,0.20457796852646637,0.045064377682403435
ridge,energy_bin,q1_low,1398,1.0336087552147788,3.935239671822293,4.881928201497141,0.22031473533619456,0.05078683834048641
traditional_cfd_template_timewalk,energy_bin,q1_low,1398,-0.11235742343577726,0.9556564782205532,0.9629108049936302,0.0,0.0
waveform_transformer,energy_bin,q1_low,1398,2.8591590678415466,5.991468892760015,6.488914185030963,0.4771101573676681,0.1323319027181688
1d_cnn,energy_bin,q2,1510,-0.6228046990175233,4.973911750834381,6.275144830812249,0.31788079470198677,0.1
edge_attention_cnn_new,energy_bin,q2,1510,1.1279329004183944,4.727231230487427,5.987929337096024,0.3205298013245033,0.09271523178807947
gradient_boosted_trees,energy_bin,q2,1510,-0.31374002869392825,3.45998664140941,4.71725495362715,0.1814569536423841,0.05496688741721854
mlp,energy_bin,q2,1510,-1.1092381852227253,4.2663580920918625,5.006864778505036,0.2337748344370861,0.05496688741721854
ridge,energy_bin,q2,1510,0.18541863664461466,4.022844833687346,5.104611537413388,0.22582781456953643,0.052980132450331126
traditional_cfd_template_timewalk,energy_bin,q2,1510,0.3823671945936784,0.6963749514406945,0.7068734031431171,0.0,0.0
waveform_transformer,energy_bin,q2,1510,3.914977714827928,5.772228051045774,6.525427147458247,0.5245033112582781,0.13973509933774833
1d_cnn,energy_bin,q3,1458,3.098920992043035,4.635731525661871,6.5871991436541055,0.4218106995884774,0.13854595336076816
