method,action_support_fraction_minus_traditional,accepted_fraction_minus_traditional,charge_res68_minus_traditional,charge_bias_minus_traditional,timing_tail_delta_minus_traditional,q_template_median_shift_minus_traditional,harm_rate_vs_no_correction_minus_traditional,f1_minus_traditional
NN_1d_cnn,0.21687473240642674,0.9842992991865156,0.004004160831738235,-0.011080515606297706,-1.690064673141502e-05,-0.0007859817558606604,0.056932645289226404,-0.7845227789147754
NN_residual_gated_cnn_new,0.11200058588908668,0.8794251526691755,-0.001427280700106186,-0.011217278900773675,-5.633548910471606e-06,-0.0004307176359376474,0.023936949320594002,-0.7794455612573871
ML_gradient_boosted_trees,-0.7149198909344932,0.052504675845595684,-0.001486327555262951,-0.001376247635323239,-5.633548910471606e-06,0.0,0.00012957162494084772,-0.4042387620277535
ML_mlp,-0.7485014759898145,0.01892309079027424,0.00020894798294720726,0.00031113395098969314,0.0,0.0,5.6335489104716406e-05,-0.3742054767942749
ML_ridge_logistic,-0.6903407170381054,0.07708384974198347,-0.0023077892170371064,-0.00308572711465137,-5.633548910471606e-06,0.0,0.0025181963629808232,-0.5121717241865732
