heldout_run,method,threshold,train_positive_fraction,test_positive_fraction,test_accept_fraction,test_precision,test_recall,test_f1,test_average_precision,test_brier,test_ece,note
31,ML_ridge_logistic,0.7,0.035257142857142855,0.020279663095919536,0.04791888134761632,0.3430034129692833,0.8104838709677419,0.48201438848920863,0.5162929764115958,0.04997154665952436,0.10578931203074235,L2 logistic ridge surrogate
31,ML_gradient_boosted_trees,0.7,0.035257142857142855,0.020279663095919536,0.03279090686074086,0.543640897755611,0.8790322580645161,0.6718027734976888,0.7071869140270062,0.01962287586649984,0.03877487396430948,histogram GBT
31,ML_mlp,0.25,0.035257142857142855,0.020279663095919536,0.011121105568730067,0.7132352941176471,0.3911290322580645,0.5052083333333334,0.6778295530160254,0.012356963928242504,0.010522844208835596,two-layer MLP
31,NN_1d_cnn,0.05,0.035257142857142855,0.020279663095919536,1.0,0.020279663095919536,1.0,0.039753145788250385,0.033377217892866295,0.7500549452140459,0.8543555029934509,small 1D CNN
31,NN_residual_gated_cnn_new,0.7,0.035257142857142855,0.020279663095919536,0.9198626216370922,0.021335229798204285,0.967741935483871,0.041750021744802995,0.07783701481055778,0.7160752362878979,0.8242593300614507,new residual gated CNN
32,ML_ridge_logistic,0.7,0.03547142857142857,0.019439345903554145,0.05181044551977307,0.33816425120772947,0.9012875536480687,0.49180327868852464,0.5334563609729688,0.052256570590988115,0.10972630926976051,L2 logistic ridge surrogate
32,ML_gradient_boosted_trees,0.7,0.03547142857142857,0.019439345903554145,0.03645920240280327,0.4965675057208238,0.9313304721030042,0.6477611940298507,0.7592104269428459,0.022283578710580575,0.04419577365231302,histogram GBT
32,ML_mlp,0.3,0.03547142857142857,0.019439345903554145,0.015851827131653597,0.8368421052631579,0.6824034334763949,0.7517730496453902,0.7886864801182193,0.009379582205427308,0.010072508648215489,two-layer MLP
32,NN_1d_cnn,0.05,0.03547142857142857,0.019439345903554145,1.0,0.019439345903554145,1.0,0.03813732711351174,0.10483882989018715,0.7607489418225297,0.8611968258008365,small 1D CNN
32,NN_residual_gated_cnn_new,0.7,0.03547142857142857,0.019439345903554145,0.9302519606207241,0.020807174887892375,0.9957081545064378,0.040762540630765176,0.06322052573965403,0.7626336392443148,0.8601970458824348,new residual gated CNN
