method,run,bin,n_pairs,count,observed_fraction,pooled_target_fraction,abs_deviation
constrained_monotone_timewalk,58,"[-inf,-2.0)",25,1,0.04,0.07874015748031496,0.03874015748031496
constrained_monotone_timewalk,58,"[-2.0,-1.0)",25,2,0.08,0.15748031496062992,0.07748031496062992
constrained_monotone_timewalk,58,"[-1.0,0.0)",25,8,0.32,0.25984251968503935,0.060157480314960654
constrained_monotone_timewalk,58,"[0.0,1.0)",25,5,0.2,0.2283464566929134,0.028346456692913385
constrained_monotone_timewalk,58,"[1.0,2.0)",25,7,0.28,0.1889763779527559,0.09102362204724412
constrained_monotone_timewalk,58,"[2.0,inf)",25,2,0.08,0.08661417322834646,0.006614173228346454
constrained_monotone_timewalk,59,"[-inf,-2.0)",11,0,0.0,0.07874015748031496,0.07874015748031496
constrained_monotone_timewalk,59,"[-2.0,-1.0)",11,2,0.18181818181818182,0.15748031496062992,0.024337866857551904
constrained_monotone_timewalk,59,"[-1.0,0.0)",11,3,0.2727272727272727,0.25984251968503935,0.012884753042233354
constrained_monotone_timewalk,59,"[0.0,1.0)",11,4,0.36363636363636365,0.2283464566929134,0.13528990694345025
constrained_monotone_timewalk,59,"[1.0,2.0)",11,1,0.09090909090909091,0.1889763779527559,0.09806728704366499
constrained_monotone_timewalk,59,"[2.0,inf)",11,1,0.09090909090909091,0.08661417322834646,0.004294917680744456
constrained_monotone_timewalk,60,"[-inf,-2.0)",11,1,0.09090909090909091,0.07874015748031496,0.012168933428775952
constrained_monotone_timewalk,60,"[-2.0,-1.0)",11,3,0.2727272727272727,0.15748031496062992,0.11524695776664279
constrained_monotone_timewalk,60,"[-1.0,0.0)",11,4,0.36363636363636365,0.25984251968503935,0.1037938439513243
constrained_monotone_timewalk,60,"[0.0,1.0)",11,2,0.18181818181818182,0.2283464566929134,0.04652827487473157
constrained_monotone_timewalk,60,"[1.0,2.0)",11,1,0.09090909090909091,0.1889763779527559,0.09806728704366499
constrained_monotone_timewalk,60,"[2.0,inf)",11,0,0.0,0.08661417322834646,0.08661417322834646
constrained_monotone_timewalk,61,"[-inf,-2.0)",18,2,0.1111111111111111,0.07874015748031496,0.032370953630796145
constrained_monotone_timewalk,61,"[-2.0,-1.0)",18,3,0.16666666666666666,0.15748031496062992,0.009186351706036738
constrained_monotone_timewalk,61,"[-1.0,0.0)",18,6,0.3333333333333333,0.25984251968503935,0.07349081364829396
constrained_monotone_timewalk,61,"[0.0,1.0)",18,2,0.1111111111111111,0.2283464566929134,0.11723534558180229
constrained_monotone_timewalk,61,"[1.0,2.0)",18,3,0.16666666666666666,0.1889763779527559,0.022309711286089245
constrained_monotone_timewalk,61,"[2.0,inf)",18,2,0.1111111111111111,0.08661417322834646,0.02449693788276465
constrained_monotone_timewalk,62,"[-inf,-2.0)",7,1,0.14285714285714285,0.07874015748031496,0.06411698537682789
constrained_monotone_timewalk,62,"[-2.0,-1.0)",7,3,0.42857142857142855,0.15748031496062992,0.27109111361079863
constrained_monotone_timewalk,62,"[-1.0,0.0)",7,1,0.14285714285714285,0.25984251968503935,0.1169853768278965
constrained_monotone_timewalk,62,"[0.0,1.0)",7,1,0.14285714285714285,0.2283464566929134,0.08548931383577055
constrained_monotone_timewalk,62,"[1.0,2.0)",7,0,0.0,0.1889763779527559,0.1889763779527559
constrained_monotone_timewalk,62,"[2.0,inf)",7,1,0.14285714285714285,0.08661417322834646,0.056242969628796394
constrained_monotone_timewalk,63,"[-inf,-2.0)",28,2,0.07142857142857142,0.07874015748031496,0.007311586051743535
constrained_monotone_timewalk,63,"[-2.0,-1.0)",28,2,0.07142857142857142,0.15748031496062992,0.0860517435320585
constrained_monotone_timewalk,63,"[-1.0,0.0)",28,7,0.25,0.25984251968503935,0.009842519685039353
constrained_monotone_timewalk,63,"[0.0,1.0)",28,7,0.25,0.2283464566929134,0.021653543307086603
constrained_monotone_timewalk,63,"[1.0,2.0)",28,7,0.25,0.1889763779527559,0.0610236220472441
constrained_monotone_timewalk,63,"[2.0,inf)",28,3,0.10714285714285714,0.08661417322834646,0.02052868391451068
constrained_monotone_timewalk,65,"[-inf,-2.0)",27,3,0.1111111111111111,0.07874015748031496,0.032370953630796145
constrained_monotone_timewalk,65,"[-2.0,-1.0)",27,5,0.18518518518518517,0.15748031496062992,0.027704870224555256
constrained_monotone_timewalk,65,"[-1.0,0.0)",27,4,0.14814814814814814,0.25984251968503935,0.11169437153689121
constrained_monotone_timewalk,65,"[0.0,1.0)",27,8,0.2962962962962963,0.2283464566929134,0.06794983960338288
constrained_monotone_timewalk,65,"[1.0,2.0)",27,5,0.18518518518518517,0.1889763779527559,0.003791192767570728
constrained_monotone_timewalk,65,"[2.0,inf)",27,2,0.07407407407407407,0.08661417322834646,0.012540099154272386
ridge,58,"[-inf,-2.0)",25,2,0.08,0.11811023622047244,0.03811023622047244
ridge,58,"[-2.0,-1.0)",25,1,0.04,0.14173228346456693,0.10173228346456692
ridge,58,"[-1.0,0.0)",25,10,0.4,0.23622047244094488,0.16377952755905514
ridge,58,"[0.0,1.0)",25,8,0.32,0.25196850393700787,0.06803149606299214
ridge,58,"[1.0,2.0)",25,2,0.08,0.11811023622047244,0.03811023622047244
ridge,58,"[2.0,inf)",25,2,0.08,0.13385826771653545,0.05385826771653544
ridge,59,"[-inf,-2.0)",11,3,0.2727272727272727,0.11811023622047244,0.15461703650680025
ridge,59,"[-2.0,-1.0)",11,3,0.2727272727272727,0.14173228346456693,0.13099498926270578
ridge,59,"[-1.0,0.0)",11,1,0.09090909090909091,0.23622047244094488,0.14531138153185397
ridge,59,"[0.0,1.0)",11,0,0.0,0.25196850393700787,0.25196850393700787
ridge,59,"[1.0,2.0)",11,1,0.09090909090909091,0.11811023622047244,0.027201145311381528
ridge,59,"[2.0,inf)",11,3,0.2727272727272727,0.13385826771653545,0.13886900501073726
ridge,60,"[-inf,-2.0)",11,1,0.09090909090909091,0.11811023622047244,0.027201145311381528
ridge,60,"[-2.0,-1.0)",11,5,0.45454545454545453,0.14173228346456693,0.3128131710808876
ridge,60,"[-1.0,0.0)",11,1,0.09090909090909091,0.23622047244094488,0.14531138153185397
ridge,60,"[0.0,1.0)",11,2,0.18181818181818182,0.25196850393700787,0.07015032211882605
ridge,60,"[1.0,2.0)",11,1,0.09090909090909091,0.11811023622047244,0.027201145311381528
ridge,60,"[2.0,inf)",11,1,0.09090909090909091,0.13385826771653545,0.042949176807444533
ridge,61,"[-inf,-2.0)",18,5,0.2777777777777778,0.11811023622047244,0.15966754155730534
ridge,61,"[-2.0,-1.0)",18,2,0.1111111111111111,0.14173228346456693,0.030621172353455822
ridge,61,"[-1.0,0.0)",18,3,0.16666666666666666,0.23622047244094488,0.06955380577427822
ridge,61,"[0.0,1.0)",18,5,0.2777777777777778,0.25196850393700787,0.02580927384076992
ridge,61,"[1.0,2.0)",18,1,0.05555555555555555,0.11811023622047244,0.06255468066491689
ridge,61,"[2.0,inf)",18,2,0.1111111111111111,0.13385826771653545,0.02274715660542434
ridge,62,"[-inf,-2.0)",7,2,0.2857142857142857,0.11811023622047244,0.16760404949381325
ridge,62,"[-2.0,-1.0)",7,0,0.0,0.14173228346456693,0.14173228346456693
ridge,62,"[-1.0,0.0)",7,0,0.0,0.23622047244094488,0.23622047244094488
ridge,62,"[0.0,1.0)",7,2,0.2857142857142857,0.25196850393700787,0.03374578177727783
ridge,62,"[1.0,2.0)",7,1,0.14285714285714285,0.11811023622047244,0.02474690663667041
ridge,62,"[2.0,inf)",7,2,0.2857142857142857,0.13385826771653545,0.15185601799775025
ridge,63,"[-inf,-2.0)",28,0,0.0,0.11811023622047244,0.11811023622047244
ridge,63,"[-2.0,-1.0)",28,4,0.14285714285714285,0.14173228346456693,0.001124859392575922
ridge,63,"[-1.0,0.0)",28,8,0.2857142857142857,0.23622047244094488,0.04949381327334082
ridge,63,"[0.0,1.0)",28,8,0.2857142857142857,0.25196850393700787,0.03374578177727783
ridge,63,"[1.0,2.0)",28,4,0.14285714285714285,0.11811023622047244,0.02474690663667041
ridge,63,"[2.0,inf)",28,4,0.14285714285714285,0.13385826771653545,0.008998875140607404
ridge,65,"[-inf,-2.0)",27,2,0.07407407407407407,0.11811023622047244,0.04403616214639837
ridge,65,"[-2.0,-1.0)",27,3,0.1111111111111111,0.14173228346456693,0.030621172353455822
ridge,65,"[-1.0,0.0)",27,7,0.25925925925925924,0.23622047244094488,0.023038786818314366
ridge,65,"[0.0,1.0)",27,7,0.25925925925925924,0.25196850393700787,0.007290755322251374
ridge,65,"[1.0,2.0)",27,5,0.18518518518518517,0.11811023622047244,0.06707494896471274
ridge,65,"[2.0,inf)",27,3,0.1111111111111111,0.13385826771653545,0.02274715660542434
gradient_boosted_trees,58,"[-inf,-2.0)",25,1,0.04,0.031496062992125984,0.008503937007874017
gradient_boosted_trees,58,"[-2.0,-1.0)",25,1,0.04,0.09448818897637795,0.05448818897637795
gradient_boosted_trees,58,"[-1.0,0.0)",25,10,0.4,0.3700787401574803,0.0299212598425197
gradient_boosted_trees,58,"[0.0,1.0)",25,10,0.4,0.31496062992125984,0.08503937007874018
gradient_boosted_trees,58,"[1.0,2.0)",25,1,0.04,0.10236220472440945,0.06236220472440945
gradient_boosted_trees,58,"[2.0,inf)",25,2,0.08,0.08661417322834646,0.006614173228346454
gradient_boosted_trees,59,"[-inf,-2.0)",11,0,0.0,0.031496062992125984,0.031496062992125984
gradient_boosted_trees,59,"[-2.0,-1.0)",11,1,0.09090909090909091,0.09448818897637795,0.00357909806728704
gradient_boosted_trees,59,"[-1.0,0.0)",11,6,0.5454545454545454,0.3700787401574803,0.1753758052970651
gradient_boosted_trees,59,"[0.0,1.0)",11,1,0.09090909090909091,0.31496062992125984,0.22405153901216893
gradient_boosted_trees,59,"[1.0,2.0)",11,1,0.09090909090909091,0.10236220472440945,0.011453113815318536
gradient_boosted_trees,59,"[2.0,inf)",11,2,0.18181818181818182,0.08661417322834646,0.09520400858983537
gradient_boosted_trees,60,"[-inf,-2.0)",11,0,0.0,0.031496062992125984,0.031496062992125984
gradient_boosted_trees,60,"[-2.0,-1.0)",11,2,0.18181818181818182,0.09448818897637795,0.08732999284180387
gradient_boosted_trees,60,"[-1.0,0.0)",11,5,0.45454545454545453,0.3700787401574803,0.0844667143879742
gradient_boosted_trees,60,"[0.0,1.0)",11,2,0.18181818181818182,0.31496062992125984,0.13314244810307801
gradient_boosted_trees,60,"[1.0,2.0)",11,2,0.18181818181818182,0.10236220472440945,0.07945597709377238
gradient_boosted_trees,60,"[2.0,inf)",11,0,0.0,0.08661417322834646,0.08661417322834646
gradient_boosted_trees,61,"[-inf,-2.0)",18,3,0.16666666666666666,0.031496062992125984,0.13517060367454067
gradient_boosted_trees,61,"[-2.0,-1.0)",18,3,0.16666666666666666,0.09448818897637795,0.0721784776902887
gradient_boosted_trees,61,"[-1.0,0.0)",18,3,0.16666666666666666,0.3700787401574803,0.20341207349081367
gradient_boosted_trees,61,"[0.0,1.0)",18,3,0.16666666666666666,0.31496062992125984,0.14829396325459318
gradient_boosted_trees,61,"[1.0,2.0)",18,3,0.16666666666666666,0.10236220472440945,0.06430446194225721
gradient_boosted_trees,61,"[2.0,inf)",18,3,0.16666666666666666,0.08661417322834646,0.0800524934383202
gradient_boosted_trees,62,"[-inf,-2.0)",7,0,0.0,0.031496062992125984,0.031496062992125984
gradient_boosted_trees,62,"[-2.0,-1.0)",7,1,0.14285714285714285,0.09448818897637795,0.0483689538807649
gradient_boosted_trees,62,"[-1.0,0.0)",7,2,0.2857142857142857,0.3700787401574803,0.08436445444319463
gradient_boosted_trees,62,"[0.0,1.0)",7,1,0.14285714285714285,0.31496062992125984,0.172103487064117
gradient_boosted_trees,62,"[1.0,2.0)",7,2,0.2857142857142857,0.10236220472440945,0.18335208098987626
gradient_boosted_trees,62,"[2.0,inf)",7,1,0.14285714285714285,0.08661417322834646,0.056242969628796394
gradient_boosted_trees,63,"[-inf,-2.0)",28,0,0.0,0.031496062992125984,0.031496062992125984
gradient_boosted_trees,63,"[-2.0,-1.0)",28,2,0.07142857142857142,0.09448818897637795,0.023059617547806527
