stave,mode,direction,log_amp_center,raw_bin_target_median_ns,fitted_target_ns,n_train_pulses
B4,monotonic,decreasing,7.138073034044347,-4.021963470697095,-4.021963470697095,35
B4,monotonic,decreasing,7.402451520818244,-4.021963470697095,-4.021963470697095,35
B4,monotonic,decreasing,7.5652752818989315,-4.021963470697095,-4.021963470697095,35
B4,monotonic,decreasing,7.673920552278655,-4.021963470697095,-4.021963470697095,35
B4,monotonic,decreasing,7.802209316247118,-4.021963470697102,-4.021963470697102,35
B4,monotonic,decreasing,7.930206206684683,-4.021963470697116,-4.021963470697116,35
B6,monotonic,decreasing,7.173575104576783,2.2819743504437966,2.2819743504437966,35
B6,monotonic,decreasing,7.431299675155903,2.0319743504437966,2.231974350443801,35
B6,monotonic,decreasing,7.579423427864958,2.2819743504437966,2.231974350443801,35
B6,monotonic,decreasing,7.698936199813447,2.2819743504438037,2.231974350443801,35
B6,monotonic,decreasing,7.841885928984623,2.2819743504438037,2.231974350443801,35
B6,monotonic,decreasing,7.969703583278656,2.2819743504438037,2.231974350443801,35
B8,monotonic,decreasing,7.4570320891223805,1.7399891202532984,1.7399891202532982,35
B8,monotonic,decreasing,7.784889295655098,1.7399891202532984,1.7399891202532982,35
B8,monotonic,decreasing,7.958576903813898,1.7399891202532984,1.7399891202532982,35
B8,monotonic,decreasing,8.059908334578276,1.7399891202532984,1.7399891202532982,35
B8,monotonic,decreasing,8.183536986054506,1.7399891202532984,1.7399891202532982,35
B8,monotonic,decreasing,8.344267356262645,1.7399891202532984,1.7399891202532982,35
