method,spacing_cm,split,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf
le500,2.0,train,630,-1.4116411300328444,4.540192269438979,7.112836927591625,0.2714285714285714,4.30718898433192,1.117546279988532
le500,2.0,heldout,11460,-1.35492878917281,4.170837794171913,6.876937236648311,0.212478184991274,258.06157370805727,1.2478917700947676
cfd10,2.0,train,630,-2.826360339237615,3.0212285189027446,5.837176441568454,0.04126984126984127,211.65286998307832,2.5193567795271097
cfd10,2.0,heldout,11460,-2.725694780440474,3.2320895006567385,6.792371007694486,0.045724258289703314,251.65876696180547,22.05194787023084
cfd20,2.0,train,630,-3.0990077333502484,3.1468038014455026,6.075871739200838,0.06349206349206349,267.29134438682644,2.179292796044938
cfd20,2.0,heldout,11460,-2.8019233458297848,3.1502666141199165,6.204310730057545,0.05794066317626527,311.69816920836234,17.565462106753824
cfd30,2.0,train,630,-3.1107264904057352,3.155587564684795,6.271513918636082,0.08888888888888889,283.70297254038314,3.202558422601081
cfd30,2.0,heldout,11460,-2.6952107328290147,3.2484140353373503,6.284273952004644,0.08979057591623037,256.7466016644894,16.81288152217565
cfd40,2.0,train,630,-2.875484767610665,3.157366465357267,5.6931723516447486,0.10634920634920635,200.61201305594594,1.8185289213434368
cfd40,2.0,heldout,11460,-2.4606702624577323,3.4101433018411615,6.371258052376329,0.11465968586387434,221.08536695264036,11.680254349871916
cfd50,2.0,train,630,-2.532727034902143,3.4075680207044456,5.877014532662183,0.1126984126984127,1.4835208516864085,1.464144324590669
cfd50,2.0,heldout,11460,-2.14115857504175,3.598928452149569,6.925068880183606,0.14467713787085515,191.2694955505886,7.70653570382196
template_phase,2.0,train,630,-3.702625214093935,2.5319743504438,2.718687513520808,0.05873015873015873,2.3224885869837073,14.619945968545645
template_phase,2.0,heldout,11460,-3.3413017273002623,2.3513126070469674,3.142535483483354,0.062478184991274,1.7032215460397109,133.45127802295895
of_1_9,2.0,train,630,-2.7629119186513087,3.016671427953524,3.3543750777841126,0.12222222222222222,2.5523770457391097,1.2211352362180015
of_1_9,2.0,heldout,11460,-3.019508520503077,3.209386340668969,3.76441196198652,0.1474694589877836,3.44465043357678,9.6256754236309
of_2_10,2.0,train,630,-2.945630561917401,2.9628526183395087,3.3234940780162816,0.11746031746031746,2.196202933706615,1.945887918453329
of_2_10,2.0,heldout,11460,-3.089118063149048,3.2282502605911216,3.7723821542542897,0.14965095986038393,2.665382693032028,9.148513593395286
of_3_11,2.0,train,630,-3.27369934031427,2.9010004928497435,3.312060577189115,0.1,7.418039900227186,1.4741310727732082
of_3_11,2.0,heldout,11460,-3.2382217967851936,3.176149609248017,3.873089001933597,0.1468586387434555,5.463106555594631,10.724853607635993
of_4_12,2.0,train,630,-3.2819957151454044,2.9466759179902597,3.3938511495681953,0.1,8.866870369201504,1.8292355649610395
of_4_12,2.0,heldout,11460,-3.18122359980142,3.292197948747884,4.024724290102872,0.1568062827225131,5.506405747565792,6.294036653512027
