run,stave,amplitude_atom,shape_atom,method,n_pulses,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns
58,B6,1500_2200,low_template_corr,hgb_mixed_sample_i_run64_sentinel,15,-0.8998128310160709,0.19620468998455237,1.0364600758702467,0.0
58,B6,1500_2200,low_template_corr,hgb_shuffled_target_sentinel,15,2.331828571936704,1.3417004886166062,1.3384788041276672,0.0
58,B6,1500_2200,low_template_corr,run64_analytic_amp_only,15,-0.8662797142732899,0.030182910948698793,0.0369572562577756,0.0
58,B6,1500_2200,mid_template_corr,hgb_mixed_sample_i_run64_sentinel,1,-2.889331487121588,0.0,0.0,0.0
58,B6,1500_2200,mid_template_corr,hgb_shuffled_target_sentinel,1,2.14725696993267,0.0,0.0,0.0
58,B6,1500_2200,mid_template_corr,run64_analytic_amp_only,1,-3.055112447970018,0.0,0.0,0.0
58,B6,2200_3200,high_template_corr,hgb_mixed_sample_i_run64_sentinel,12,-1.4281032777863736,1.5960344947496374,1.3101758072878869,0.0
58,B6,2200_3200,high_template_corr,hgb_shuffled_target_sentinel,12,2.8886112446034566,1.8270428707277624,2.52200840515787,0.08333333333333333
58,B6,2200_3200,high_template_corr,run64_analytic_amp_only,12,-0.9994229924828169,1.7295952326825614,1.9489110566251755,0.08333333333333333
58,B6,2200_3200,low_template_corr,hgb_mixed_sample_i_run64_sentinel,21,-0.8879344503730522,0.16837601252699774,0.22019668661455818,0.0
58,B6,2200_3200,low_template_corr,hgb_shuffled_target_sentinel,21,1.8324481422295094,1.1352156139559055,1.0432775603162696,0.0
58,B6,2200_3200,low_template_corr,run64_analytic_amp_only,21,-0.8635309016411625,0.012189025631650474,0.019317967564933553,0.0
58,B6,2200_3200,mid_template_corr,hgb_mixed_sample_i_run64_sentinel,9,-1.2094539643539548,0.8426179309792365,3.8824655095341045,0.2222222222222222
58,B6,2200_3200,mid_template_corr,hgb_shuffled_target_sentinel,9,2.650242603275231,2.2484715291148687,3.7640393507188374,0.1111111111111111
58,B6,2200_3200,mid_template_corr,run64_analytic_amp_only,9,-0.8588387449916866,0.8548391819245075,3.32029924349178,0.1111111111111111
58,B6,3200_4700,high_template_corr,hgb_mixed_sample_i_run64_sentinel,1,-1.6310991524297407,0.0,0.0,0.0
58,B6,3200_4700,high_template_corr,hgb_shuffled_target_sentinel,1,0.5333545327610452,0.0,0.0,0.0
58,B6,3200_4700,high_template_corr,run64_analytic_amp_only,1,-1.8578738232202454,0.0,0.0,0.0
58,B6,3200_4700,low_template_corr,hgb_mixed_sample_i_run64_sentinel,2,-0.5470980340005127,0.16389199849512293,0.24101764484576904,0.0
58,B6,3200_4700,low_template_corr,hgb_shuffled_target_sentinel,2,3.3503742448995553,0.4499598849396511,0.6617057131465458,0.0
58,B6,3200_4700,low_template_corr,run64_analytic_amp_only,2,-0.858844468180159,0.007322244822340451,0.010768007091677134,0.0
58,B6,3200_4700,mid_template_corr,hgb_mixed_sample_i_run64_sentinel,5,-1.8064023518392034,1.2750644439272951,1.253479240332567,0.0
58,B6,3200_4700,mid_template_corr,hgb_shuffled_target_sentinel,5,1.2860092698446692,2.115572402347781,1.936637054181901,0.0
58,B6,3200_4700,mid_template_corr,run64_analytic_amp_only,5,-1.849474215254446,1.1401532365546858,1.1862427295654698,0.0
58,B8,1000_1500,low_template_corr,hgb_mixed_sample_i_run64_sentinel,2,-1.4793776062797477,0.02112625982160332,0.03106802914941653,0.0
58,B8,1000_1500,low_template_corr,hgb_shuffled_target_sentinel,2,2.2852558192174115,0.43064046068458195,0.6332947951243852,0.0
58,B8,1000_1500,low_template_corr,run64_analytic_amp_only,2,-1.15604224079798,0.04135347590043548,0.06081393514769928,0.0
58,B8,1000_1500,mid_template_corr,hgb_mixed_sample_i_run64_sentinel,2,-0.5590417201465172,1.113950762651967,1.6381628862528927,0.0
58,B8,1000_1500,mid_template_corr,hgb_shuffled_target_sentinel,2,2.667878456074103,1.2396726425724813,1.823048003783061,0.0
58,B8,1000_1500,mid_template_corr,run64_analytic_amp_only,2,-0.5677080966437131,0.8906960406938748,1.309847118667463,0.0
58,B8,1500_2200,high_template_corr,hgb_mixed_sample_i_run64_sentinel,1,0.22556059544980656,0.0,0.0,0.0
58,B8,1500_2200,high_template_corr,hgb_shuffled_target_sentinel,1,3.114007965963637,0.0,0.0,0.0
58,B8,1500_2200,high_template_corr,run64_analytic_amp_only,1,0.7988531344387724,0.0,0.0,0.0
58,B8,1500_2200,low_template_corr,hgb_mixed_sample_i_run64_sentinel,3,-1.0365808425188163,0.07413399150865779,0.08924914240846643,0.0
58,B8,1500_2200,low_template_corr,hgb_shuffled_target_sentinel,3,1.7092159606341681,0.809546206371943,0.9784005827638347,0.0
58,B8,1500_2200,low_template_corr,run64_analytic_amp_only,3,-1.1731435672987516,0.014941480250535322,0.018184474254455824,0.0
58,B8,1500_2200,mid_template_corr,hgb_mixed_sample_i_run64_sentinel,3,-0.2641234916403761,4.438373666209154,5.755969343937705,0.3333333333333333
58,B8,1500_2200,mid_template_corr,hgb_shuffled_target_sentinel,3,3.7949443325745733,5.107239806217088,6.529563984234104,0.3333333333333333
58,B8,1500_2200,mid_template_corr,run64_analytic_amp_only,3,-0.19788678438651175,4.553510779440986,6.090112212040689,0.3333333333333333
58,B8,2200_3200,high_template_corr,hgb_mixed_sample_i_run64_sentinel,3,-0.9683948359082422,0.9785336297404612,1.2072658484763927,0.0
58,B8,2200_3200,high_template_corr,hgb_shuffled_target_sentinel,3,0.4497381848683091,1.4580948880260545,1.8395572849823363,0.0
58,B8,2200_3200,high_template_corr,run64_analytic_amp_only,3,-0.9626362138501605,0.851024362866349,1.0807572107780052,0.0
58,B8,2200_3200,low_template_corr,hgb_mixed_sample_i_run64_sentinel,14,-1.1206342413595252,0.19321547471480938,0.2572188809782215,0.0
58,B8,2200_3200,low_template_corr,hgb_shuffled_target_sentinel,14,2.041047744035062,1.427520677824433,1.4377032971455916,0.0
58,B8,2200_3200,low_template_corr,run64_analytic_amp_only,14,-1.2268105590179417,0.02265988015056275,0.0321506850304057,0.0
58,B8,2200_3200,mid_template_corr,hgb_mixed_sample_i_run64_sentinel,5,-1.0332936350427957,1.536770349034435,2.507398007221653,0.2
58,B8,2200_3200,mid_template_corr,hgb_shuffled_target_sentinel,5,2.696262301626618,1.1605819126270904,1.1395160882678919,0.0
58,B8,2200_3200,mid_template_corr,run64_analytic_amp_only,5,-1.215638812616902,1.2096952140986317,1.594032029880899,0.0
58,B8,3200_4700,high_template_corr,hgb_mixed_sample_i_run64_sentinel,1,-1.198356574034463,0.0,0.0,0.0
58,B8,3200_4700,high_template_corr,hgb_shuffled_target_sentinel,1,1.8000802026103173,0.0,0.0,0.0
58,B8,3200_4700,high_template_corr,run64_analytic_amp_only,1,-1.4602366193987422,0.0,0.0,0.0
58,B8,3200_4700,low_template_corr,hgb_mixed_sample_i_run64_sentinel,17,-0.9593706172413263,0.16556769478907152,0.6849699686993412,0.0
58,B8,3200_4700,low_template_corr,hgb_shuffled_target_sentinel,17,1.6563485130688207,1.7531933258963557,1.6607581953554684,0.0
58,B8,3200_4700,low_template_corr,run64_analytic_amp_only,17,-1.208118866423007,0.03717064544976045,0.0406057104991881,0.0
58,B8,3200_4700,mid_template_corr,hgb_mixed_sample_i_run64_sentinel,12,-0.5377660355554994,1.162996389426841,0.9827368952243979,0.0
58,B8,3200_4700,mid_template_corr,hgb_shuffled_target_sentinel,12,2.2309717212442592,1.599634214984173,1.816868869334437,0.0
58,B8,3200_4700,mid_template_corr,run64_analytic_amp_only,12,-0.7109360642126177,1.0608499672099478,1.0815142597307534,0.0
58,B8,4700_6800,low_template_corr,hgb_mixed_sample_i_run64_sentinel,6,-0.709982837256554,0.27191541554599324,0.3741363644003423,0.0
58,B8,4700_6800,low_template_corr,hgb_shuffled_target_sentinel,6,0.41793116096198446,1.983954535260085,2.1056651693692827,0.0
58,B8,4700_6800,low_template_corr,run64_analytic_amp_only,6,-1.187836666315576,0.1721283500002918,0.5409263574353295,0.0
58,B8,4700_6800,mid_template_corr,hgb_mixed_sample_i_run64_sentinel,4,-1.4203884032556857,1.0479316115568476,1.3935748690263075,0.0
58,B8,4700_6800,mid_template_corr,hgb_shuffled_target_sentinel,4,-0.5733416564986804,0.90580980361251,1.0873657662684237,0.0
58,B8,4700_6800,mid_template_corr,run64_analytic_amp_only,4,-3.7785934826406944,0.5667828477349133,0.617792766349438,0.0
59,B4,1000_1500,high_template_corr,hgb_mixed_sample_i_run64_sentinel,15,2.7284373135439637,0.7131669085301133,1.2056121157218436,0.0
59,B4,1000_1500,high_template_corr,hgb_shuffled_target_sentinel,15,-3.1232009032162793,1.0120601101860422,1.1823895171263616,0.0
59,B4,1000_1500,high_template_corr,run64_analytic_amp_only,15,2.394294926075517,1.053055312788885,1.3490118122307146,0.0
59,B4,1000_1500,low_template_corr,hgb_mixed_sample_i_run64_sentinel,44,1.9511746362509719,0.43756541803401083,0.5318919599801774,0.0
59,B4,1000_1500,low_template_corr,hgb_shuffled_target_sentinel,44,-5.007016376047019,1.4616853838994674,1.4268596456997784,0.0
59,B4,1000_1500,low_template_corr,run64_analytic_amp_only,44,2.1657887516815073,0.04765985172557974,0.05186121271585918,0.0
59,B4,1000_1500,mid_template_corr,hgb_mixed_sample_i_run64_sentinel,19,2.2444327135712854,1.0236002671915916,1.1280855769794846,0.0
59,B4,1000_1500,mid_template_corr,hgb_shuffled_target_sentinel,19,-2.5154117935912694,1.4218714844550746,1.653617582289295,0.0
59,B4,1000_1500,mid_template_corr,run64_analytic_amp_only,19,2.6710316238751233,1.42807882749318,1.4293867573011083,0.0
59,B4,1500_2200,high_template_corr,hgb_mixed_sample_i_run64_sentinel,118,2.009442212201069,1.2425386240343106,1.225837237778544,0.0
59,B4,1500_2200,high_template_corr,hgb_shuffled_target_sentinel,118,-4.4206965684172665,1.7932494392476892,1.9963082021699037,0.025423728813559324
59,B4,1500_2200,high_template_corr,run64_analytic_amp_only,118,1.815329168797863,1.3021918737637113,1.5281726120609358,0.0
59,B4,1500_2200,low_template_corr,hgb_mixed_sample_i_run64_sentinel,94,1.8682626032222522,0.12229111571619067,0.2619513092661772,0.0
59,B4,1500_2200,low_template_corr,hgb_shuffled_target_sentinel,94,-4.552279799015402,1.21709266568603,1.3753371586108531,0.0
59,B4,1500_2200,low_template_corr,run64_analytic_amp_only,94,2.0760763136996445,0.025185241447671647,0.03087342208955037,0.0
59,B4,1500_2200,mid_template_corr,hgb_mixed_sample_i_run64_sentinel,85,2.0414200370799875,1.1687604401168776,1.2088127020350599,0.0
59,B4,1500_2200,mid_template_corr,hgb_shuffled_target_sentinel,85,-3.157631582276416,1.8521400114752287,2.0423788421514475,0.023529411764705882
59,B4,1500_2200,mid_template_corr,run64_analytic_amp_only,85,2.5764506446304836,1.3756398849168536,1.4799246562425605,0.0
59,B4,2200_3200,high_template_corr,hgb_mixed_sample_i_run64_sentinel,157,1.7017784334720076,0.9001556652692203,1.0018375259632897,0.0
59,B4,2200_3200,high_template_corr,hgb_shuffled_target_sentinel,157,-3.998726774696216,1.695149199030719,1.7908604900474696,0.0
59,B4,2200_3200,high_template_corr,run64_analytic_amp_only,157,1.5668035315413817,1.1311213895618377,1.2906483426319706,0.0
59,B4,2200_3200,low_template_corr,hgb_mixed_sample_i_run64_sentinel,87,1.9601345118545765,0.27431818416723763,3.6495115744283413,0.022988505747126436
59,B4,2200_3200,low_template_corr,hgb_shuffled_target_sentinel,87,-4.14161607625136,1.2485485768624967,3.717830471297199,0.034482758620689655
59,B4,2200_3200,low_template_corr,run64_analytic_amp_only,87,2.0598890774555727,0.014410029341582975,3.606867425033007,0.022988505747126436
59,B4,2200_3200,mid_template_corr,hgb_mixed_sample_i_run64_sentinel,123,1.8169058232793986,0.9491400358350774,0.9764128866575396,0.0
59,B4,2200_3200,mid_template_corr,hgb_shuffled_target_sentinel,123,-3.7491067736080907,1.4300270255145155,1.5572351980755852,0.0
59,B4,2200_3200,mid_template_corr,run64_analytic_amp_only,123,2.0437459827194004,1.0584756872966212,1.077160871638851,0.0
59,B4,3200_4700,high_template_corr,hgb_mixed_sample_i_run64_sentinel,2,1.7240952407836758,1.12915897691162,1.6605279072229706,0.0
59,B4,3200_4700,high_template_corr,hgb_shuffled_target_sentinel,2,-3.177090544554517,1.0850927724570207,1.595724665377972,0.0
59,B4,3200_4700,high_template_corr,run64_analytic_amp_only,2,1.8092022550042621,1.5228063850321913,2.239421154459105,0.0
59,B4,3200_4700,low_template_corr,hgb_mixed_sample_i_run64_sentinel,7,3.772471248464285,10.503045296427878,10.189786788737644,0.5714285714285714
59,B4,3200_4700,low_template_corr,hgb_shuffled_target_sentinel,7,-2.9403710062777506,15.228663494628538,12.0600586093888,0.5714285714285714
59,B4,3200_4700,low_template_corr,run64_analytic_amp_only,7,2.1126998256006644,13.365055600308517,11.353317453548787,0.5714285714285714
59,B4,3200_4700,mid_template_corr,hgb_mixed_sample_i_run64_sentinel,10,3.9307124758789875,5.571673750886122,5.083840546709104,0.4
59,B4,3200_4700,mid_template_corr,hgb_shuffled_target_sentinel,10,-4.032650847110485,5.524283322302191,6.740064291633398,0.4
59,B4,3200_4700,mid_template_corr,run64_analytic_amp_only,10,2.0632749853577437,5.302005588444836,6.376093793062175,0.4
59,B4,4700_6800,low_template_corr,hgb_mixed_sample_i_run64_sentinel,1,5.967984126441401,0.0,0.0,0.0
59,B4,4700_6800,low_template_corr,hgb_shuffled_target_sentinel,1,2.971946193243433,0.0,0.0,0.0
59,B4,4700_6800,low_template_corr,run64_analytic_amp_only,1,9.126412271841481,0.0,0.0,0.0
59,B4,4700_6800,mid_template_corr,hgb_mixed_sample_i_run64_sentinel,1,14.020566382506395,0.0,0.0,0.0
59,B4,4700_6800,mid_template_corr,hgb_shuffled_target_sentinel,1,16.356620991332974,0.0,0.0,0.0
59,B4,4700_6800,mid_template_corr,run64_analytic_amp_only,1,23.33792650213455,0.0,0.0,0.0
59,B6,1000_1500,high_template_corr,hgb_mixed_sample_i_run64_sentinel,22,-1.1136156980826115,1.372328790205227,1.3222624289293405,0.0
59,B6,1000_1500,high_template_corr,hgb_shuffled_target_sentinel,22,2.1206150026543185,1.3990675049203887,2.0184428908955607,0.045454545454545456
59,B6,1000_1500,high_template_corr,run64_analytic_amp_only,22,-1.0051366944183684,1.4874790739920751,1.6124129402515814,0.0
59,B6,1000_1500,low_template_corr,hgb_mixed_sample_i_run64_sentinel,24,-0.8508742815967913,0.18998633699999146,0.22464185939546077,0.0
59,B6,1000_1500,low_template_corr,hgb_shuffled_target_sentinel,24,2.8660292237445972,0.9783443064810986,1.0126875972352392,0.0
59,B6,1000_1500,low_template_corr,run64_analytic_amp_only,24,-0.783750591790124,0.04067619726462551,0.0480928626212285,0.0
59,B6,1000_1500,mid_template_corr,hgb_mixed_sample_i_run64_sentinel,18,-1.1798466112433985,1.3564576112004152,1.5592687593554109,0.0
59,B6,1000_1500,mid_template_corr,hgb_shuffled_target_sentinel,18,3.227507695154493,2.415751187232535,2.5578212016346535,0.05555555555555555
59,B6,1000_1500,mid_template_corr,run64_analytic_amp_only,18,-1.3212613009828118,1.3119792248400137,1.6183374269450819,0.0
59,B6,1500_2200,high_template_corr,hgb_mixed_sample_i_run64_sentinel,103,-1.108090982086594,1.1329559086094438,1.2749768436594064,0.009708737864077669
59,B6,1500_2200,high_template_corr,hgb_shuffled_target_sentinel,103,2.166543684466646,1.7973397770223003,2.080371555587643,0.02912621359223301
59,B6,1500_2200,high_template_corr,run64_analytic_amp_only,103,-1.0425889283103658,1.243951278562653,1.4393223757818179,0.009708737864077669
59,B6,1500_2200,low_template_corr,hgb_mixed_sample_i_run64_sentinel,88,-0.8753179575591759,0.1383799277855921,0.4563169895507812,0.0
59,B6,1500_2200,low_template_corr,hgb_shuffled_target_sentinel,88,2.024841633776518,1.085996995019048,1.1669236272618393,0.0
59,B6,1500_2200,low_template_corr,run64_analytic_amp_only,88,-0.8662154486237235,0.0338573153095284,0.5768202370650313,0.011363636363636364
59,B6,1500_2200,mid_template_corr,hgb_mixed_sample_i_run64_sentinel,106,-0.903577166927203,1.1962242901530182,1.3929479598235743,0.009433962264150943
59,B6,1500_2200,mid_template_corr,hgb_shuffled_target_sentinel,106,3.193877179933871,1.7718682448766763,2.167235203651081,0.02830188679245283
59,B6,1500_2200,mid_template_corr,run64_analytic_amp_only,106,-0.8173205402282377,1.2441903048384781,1.799118908023686,0.018867924528301886
59,B6,2200_3200,high_template_corr,hgb_mixed_sample_i_run64_sentinel,150,-1.0310858232356992,0.9912396480950577,1.2322049499209007,0.006666666666666667
59,B6,2200_3200,high_template_corr,hgb_shuffled_target_sentinel,150,2.3696435011430097,1.7100190496655086,1.7940492389111478,0.013333333333333334
59,B6,2200_3200,high_template_corr,run64_analytic_amp_only,150,-0.8625946386029639,1.1272546847411398,1.48250110397011,0.013333333333333334
59,B6,2200_3200,low_template_corr,hgb_mixed_sample_i_run64_sentinel,99,-0.9047116345191881,0.16663958557468217,1.5579910529287548,0.010101010101010102
59,B6,2200_3200,low_template_corr,hgb_shuffled_target_sentinel,99,2.1795275991203837,0.7525863689741603,1.708793226468408,0.010101010101010102
59,B6,2200_3200,low_template_corr,run64_analytic_amp_only,99,-0.8664274855327037,0.013714046083529052,1.4997983421487544,0.010101010101010102
59,B6,2200_3200,mid_template_corr,hgb_mixed_sample_i_run64_sentinel,126,-1.0845495902070432,0.8012548394085215,1.05571635078634,0.0
59,B6,2200_3200,mid_template_corr,hgb_shuffled_target_sentinel,126,2.434625707520027,1.6899680711972351,1.6035158535451348,0.007936507936507936
59,B6,2200_3200,mid_template_corr,run64_analytic_amp_only,126,-0.8709818862113501,1.0018763100528503,1.2735969374755782,0.007936507936507936
59,B6,3200_4700,high_template_corr,hgb_mixed_sample_i_run64_sentinel,2,-3.848195665510282,0.8346570721655773,1.2274368708317311,0.0
59,B6,3200_4700,high_template_corr,hgb_shuffled_target_sentinel,2,0.2841663623235249,1.316978179176294,1.9367326164357266,0.0
59,B6,3200_4700,high_template_corr,run64_analytic_amp_only,2,-3.3689975027995693,1.1841224543655577,1.741356550537585,0.0
59,B6,3200_4700,low_template_corr,hgb_mixed_sample_i_run64_sentinel,9,-0.7901922801310164,5.049924265769353,6.163672077541614,0.2222222222222222
59,B6,3200_4700,low_template_corr,hgb_shuffled_target_sentinel,9,1.5014225284109415,5.889011299481693,6.438203066008594,0.2222222222222222
59,B6,3200_4700,low_template_corr,run64_analytic_amp_only,9,-0.8589421198041123,5.407939240354587,6.235474458292827,0.2222222222222222
59,B6,3200_4700,mid_template_corr,hgb_mixed_sample_i_run64_sentinel,16,-0.8544377675589416,0.9751617870491429,1.434821480219357,0.0
59,B6,3200_4700,mid_template_corr,hgb_shuffled_target_sentinel,16,2.661938077598613,1.4825657304622282,1.5779963399995023,0.0
59,B6,3200_4700,mid_template_corr,run64_analytic_amp_only,16,-1.00195952502904,0.8737462370431152,1.1424308194918236,0.0
59,B8,1000_1500,high_template_corr,hgb_mixed_sample_i_run64_sentinel,7,-1.344260432431632,1.1156299555364895,1.0503901959546396,0.0
59,B8,1000_1500,high_template_corr,hgb_shuffled_target_sentinel,7,2.64886212745936,0.6361066136150081,0.8342989228976397,0.0
59,B8,1000_1500,high_template_corr,run64_analytic_amp_only,7,-0.8409702499490237,1.0478700182131653,1.0384353959289832,0.0
59,B8,1000_1500,low_template_corr,hgb_mixed_sample_i_run64_sentinel,5,-1.020456220847315,0.4310319007408963,0.804402541788393,0.0
59,B8,1000_1500,low_template_corr,hgb_shuffled_target_sentinel,5,1.25908404626297,0.9265038289605018,0.9679898654604439,0.0
59,B8,1000_1500,low_template_corr,run64_analytic_amp_only,5,-1.139334591385321,0.07732734135541619,0.07622136584556513,0.0
59,B8,1000_1500,mid_template_corr,hgb_mixed_sample_i_run64_sentinel,7,-2.43094314638779,0.8435709547714229,0.9599745256431382,0.0
59,B8,1000_1500,mid_template_corr,hgb_shuffled_target_sentinel,7,1.760470529769215,0.7880686407102634,1.0137878626084933,0.0
59,B8,1000_1500,mid_template_corr,run64_analytic_amp_only,7,-1.8197470116065304,0.21737269092468403,1.035553988814294,0.0
59,B8,1500_2200,high_template_corr,hgb_mixed_sample_i_run64_sentinel,15,-1.3701430871274027,0.8843098591805413,1.145870290006398,0.0
59,B8,1500_2200,high_template_corr,hgb_shuffled_target_sentinel,15,2.465730107300807,1.7993824703410093,1.9261380773695091,0.0
59,B8,1500_2200,high_template_corr,run64_analytic_amp_only,15,-0.9252280525439929,1.1519828823919886,1.3283113124059094,0.0
59,B8,1500_2200,low_template_corr,hgb_mixed_sample_i_run64_sentinel,30,-1.1707394553912032,0.2862190618560527,5.238561303289831,0.03333333333333333
59,B8,1500_2200,low_template_corr,hgb_shuffled_target_sentinel,30,2.1014482083430828,0.8537144997623773,5.527445031794131,0.03333333333333333
59,B8,1500_2200,low_template_corr,run64_analytic_amp_only,30,-1.2688538920646302,0.07194688204825217,5.4028308912625596,0.03333333333333333
59,B8,1500_2200,mid_template_corr,hgb_mixed_sample_i_run64_sentinel,26,-0.4539866441435265,1.4760813534503718,1.4077500954848772,0.0
59,B8,1500_2200,mid_template_corr,hgb_shuffled_target_sentinel,26,2.573269600261405,2.1646573586761804,1.964269298046265,0.0
59,B8,1500_2200,mid_template_corr,run64_analytic_amp_only,26,-0.4299728612093823,1.5275838039200522,1.493348364945179,0.0
59,B8,2200_3200,high_template_corr,hgb_mixed_sample_i_run64_sentinel,105,-0.9785191576321637,0.942529571767815,1.4291657530629431,0.009523809523809525
59,B8,2200_3200,high_template_corr,hgb_shuffled_target_sentinel,105,1.9685614603532287,1.6874696300750953,2.125687655722354,0.01904761904761905
59,B8,2200_3200,high_template_corr,run64_analytic_amp_only,105,-0.9680438387722248,1.1594462014439024,1.7345872928514139,0.009523809523809525
59,B8,2200_3200,low_template_corr,hgb_mixed_sample_i_run64_sentinel,91,-1.0461140285079509,0.15621995419895213,0.34771531817062257,0.0
59,B8,2200_3200,low_template_corr,hgb_shuffled_target_sentinel,91,2.2816113861438723,1.8088228063629266,1.8377247291321657,0.01098901098901099
