method,n,bias,res68,mae,res68_ci95,bias_ci95,mae_ci95
traditional_clipped_template,167683,-1.9947702881439877e-05,0.0005274734795417349,0.08006935921221507,"[0.0004704670996848426, 0.0006307109329103609]","[-6.274785960646545e-05, 1.762728350651781e-06]","[0.05197763504401813, 0.11584156143808551]"
charge_tail_integration,167683,-2.7156212951635894e-05,0.0007903274570105691,0.08015806449153862,"[0.0006897318682646734, 0.0009237379666470726]","[-7.503825342532883e-05, 1.1636157472619666e-05]","[0.05250848627715977, 0.1162987026333852]"
gradient_boosted_trees,167683,0.0013372956328468744,0.0035113262649916635,0.03349638924870074,"[0.0029010084791889763, 0.003973323887287886]","[0.0011278327898051408, 0.0015128593968308454]","[0.018077163539199553, 0.046591038993216864]"
birks_huber_saturation,167683,-0.0010466787758540916,0.005993011609840292,0.08351670665243491,"[0.004277166704712878, 0.008422277615377472]","[-0.002155590858619065, -6.333171318078367e-05]","[0.04866990544235474, 0.11313499046459922]"
mlp,167683,-0.0006959624588489532,0.0074394711479544694,0.03251276078808793,"[0.005745573750988115, 0.009521931617171504]","[-0.001361071239557532, -0.00014772292634006624]","[0.01708274775637563, 0.04781732287744207]"
gated_residual_cnn,167683,-0.005165066570043564,0.011836587861180307,0.04767872088256312,"[0.010493875120417218, 0.014144288733717985]","[-0.0054394157814385835, -0.0049253609264269475]","[0.028758695074370035, 0.06898367301758532]"
1d_cnn,167683,0.004936948564136401,0.018221474559977652,0.05160836674791263,"[0.015230676676874283, 0.02417910626303637]","[0.003564753889804706, 0.006209459075762424]","[0.03522837713301839, 0.07255711713141072]"
waveform_transformer,167683,-0.00043627992272377014,0.022996765412390235,0.05077330774836573,"[0.020386379512783614, 0.02548310517304344]","[-0.005507454552571289, 0.0028792847304430313]","[0.03324218241189123, 0.07200566041135516]"
ridge,167683,0.002875222620219872,0.02585371289006697,0.07386756815992827,"[0.022501363538480947, 0.032845746938956054]","[0.00209477618031374, 0.003725874984392778]","[0.0537447315373493, 0.10038456917886765]"
