sideband,value,method,n,pid_auc,pid_balanced_accuracy,pid_efficiency,pid_purity,confusion_tn,confusion_fp,confusion_fn,confusion_tp,calibration_ece,boundary_migration_rate,energy_log_area_sigma68,energy_log_area_bias,timing_cfd20_sigma68_ns,timing_cfd20_bias_ns,pileup_veto_sensitivity,saturation_mask_sensitivity,pedestal_transfer_span
depth_band,deep,1d_cnn,600,0.9642532206384578,0.8553382824140614,0.9427207637231504,0.9038901601830663,139,42,24,395,0.04747424994827611,0.11,0.28943092812226356,0.20677576246378138,5.353459174694723,2.3972781944926047,0.9933333333333333,,0.10261589996659914
depth_band,deep,bayesian_deltae_template_likelihood,600,0.9247550732472738,0.7833238834900249,0.594272076372315,0.9803149606299213,176,5,170,249,0.20206369786019113,0.2916666666666667,0.0,0.0,0.0,0.0,0.9466666666666667,,0.14544165483097893
depth_band,deep,gradient_boosted_trees,600,0.9995253101966007,0.9869394374925831,0.9904534606205251,0.992822966507177,178,3,4,415,0.010446349998185308,0.011666666666666667,0.007125754695944904,-0.000526039647702703,0.08500283381721466,0.0007749543066903897,1.0,,0.08747711724674812
depth_band,deep,mlp,600,0.97258666385369,0.904554384947059,0.9140811455847255,0.9527363184079602,162,19,36,383,0.04688362028358101,0.09166666666666666,0.2265112230333485,0.004648965290072304,1.0729414467394733,-0.12337228348423324,0.9733333333333334,,0.08255556732537617
depth_band,deep,multitask_waveform_transformer_new,600,0.9751579002887696,0.8969989055762866,0.7995226730310262,0.9970238095238095,180,1,84,335,0.12218900300002736,0.14166666666666666,0.13873509177265642,0.08816770861187084,2.910170417436711,-1.4580612622696565,0.9866666666666667,,0.09069690601645453
depth_band,deep,ridge,600,0.969659410066061,0.9098814594074289,0.863961813842482,0.9783783783783784,173,8,57,362,0.07707311256247187,0.10833333333333334,0.5198863914269793,-0.09326731594679227,0.019396380846318097,0.006038650134523316,0.98,,0.06983327140946205
depth_band,mid,1d_cnn,600,,0.9916666666666667,0.0,0.0,595,5,0,0,0.051032543169484704,0.008333333333333333,0.08026310393360397,0.12206516719511207,2.305929778746221,1.475277243924038,0.02666666666666667,,0.02059066695107538
depth_band,mid,bayesian_deltae_template_likelihood,600,,0.98,0.0,0.0,588,12,0,0,0.16803847355032778,0.02,0.0,0.0,0.0,0.0,0.013333333333333334,,0.07922920879075722
depth_band,mid,gradient_boosted_trees,600,,1.0,0.0,0.0,600,0,0,0,0.00020534102287829873,0.0,0.0038677941631918233,-0.00020341648488209074,0.03305123144519215,-0.0008992454297729324,0.0,,3.102812360429783e-05
depth_band,mid,mlp,600,,0.9816666666666667,0.0,0.0,589,11,0,0,0.05197839992809846,0.018333333333333333,0.12143196339668805,0.017516567072272338,0.7279196923307275,0.0042789366933249084,0.05333333333333334,,0.04660539860272038
