method,n,pid_auc,pid_balanced_accuracy,pid_efficiency,pid_purity,confusion_tn,confusion_fp,confusion_fn,confusion_tp,calibration_ece,boundary_migration_rate,energy_log_area_sigma68,energy_log_area_bias,timing_cfd20_sigma68_ns,timing_cfd20_bias_ns,pileup_veto_sensitivity,saturation_mask_sensitivity,pedestal_transfer_span,pid_auc_ci_low,pid_auc_ci_high,pid_balanced_accuracy_ci_low,pid_balanced_accuracy_ci_high,calibration_ece_ci_low,calibration_ece_ci_high,boundary_migration_rate_ci_low,boundary_migration_rate_ci_high,energy_log_area_sigma68_ci_low,energy_log_area_sigma68_ci_high,timing_cfd20_sigma68_ns_ci_low,timing_cfd20_sigma68_ns_ci_high,pedestal_transfer_span_ci_low,pedestal_transfer_span_ci_high,winner_score
gradient_boosted_trees,1800,0.9999023008995174,0.9938295304958316,0.9905660377358491,0.9905660377358491,1372,4,4,420,0.0037326233209947247,0.0044444444444444444,0.004513638109453844,-0.00039897124662857664,0.04306682713554929,0.0002136348697812096,0.6911111111111111,,0.11021510646727692,0.9998061497326203,0.9999859139057923,0.990975935828877,0.9968306288032455,0.0025758506958697327,0.006702645583853886,0.0022222222222222222,0.006666666666666667,0.004494916371482592,0.004590916395680366,0.0404296038647114,0.04599100807129845,0.09962383945940545,0.11021510646727692,0.026261427768431128
mlp,1800,0.9919732475866608,0.9459192628345765,0.9150943396226415,0.9238095238095239,1344,32,36,388,0.013027418316952342,0.03777777777777778,0.1437197397145266,0.00944647777837826,0.8288818608369084,0.03262919025700084,0.6555555555555556,,0.10757771527813145,0.9910905454135678,0.9928676470588236,0.9348799864773496,0.9563502673796791,0.013027418316952342,0.01967712285322403,0.03111111111111111,0.044444444444444446,0.14258086422383665,0.14415316829235142,0.8162350040995777,0.8491245581860709,0.10523180988362896,0.11592736202472106,0.1413460750493303
1d_cnn,1800,0.9922303504826678,0.9524393922773147,0.9433962264150944,0.8830022075055187,1323,53,24,400,0.029898138544297764,0.042777777777777776,0.13926844052597206,0.10966048537765971,3.072835719992799,1.6643898842725768,0.7333333333333333,,0.11463644512588006,0.990822192513369,0.9940486251972054,0.9506016042780749,0.9543610547667343,0.02971081948738363,0.0403577370491913,0.04111111111111111,0.044444444444444446,0.12888663603662917,0.1493808243164007,2.978488684322052,3.219971059896216,0.09737184052911518,0.12943769816526074,0.16795461323620867
ridge,1800,0.9902472301448004,0.9280591816586222,0.8655660377358491,0.9657894736842105,1363,13,57,367,0.041102130248483824,0.03888888888888889,0.22790728450536984,-0.056361027550546616,0.015077134131078992,-3.183148577168282e-05,0.5933333333333334,,0.09587606375951499,0.9892170948839306,0.991062834224599,0.9221602434077079,0.9334893048128343,0.03357766729717206,0.049577497016388083,0.03777777777777778,0.04,0.21685511319161327,0.25071441035328695,0.01448089831743182,0.01610655067877449,0.09521943783068149,0.10382764057398067,0.19578092220116286
multitask_waveform_transformer_new,1800,0.9940763492759982,0.8983997915752524,0.8018867924528302,0.9798270893371758,1369,7,84,340,0.03470820909153442,0.050555555555555555,0.05715734421733476,0.08701816653964478,1.4492842516617805,-0.8954535154542942,0.6,,0.09395693185169438,0.99201871657754,0.9966122943430246,0.8938894523326573,0.9024064171122994,0.030226280635117012,0.041771005131103704,0.04888888888888889,0.052222222222222225,0.05411577478515143,0.05844453464274763,1.3980789334865946,1.4932838432075122,0.09395693185169438,0.10646287177600877,0.21207968914791614
bayesian_deltae_template_likelihood,1800,0.9180758762066696,0.7846369021500659,0.589622641509434,0.8992805755395683,1348,28,174,250,0.061828775594104185,0.11222222222222222,0.0,0.0,0.0,0.0,0.37555555555555553,,0.06804862102238943,0.910651904439937,0.9281149732620321,0.7445486815415822,0.821590909090909,0.061828775594104185,0.06786908897537404,0.1,0.12444444444444444,0.0,0.0,0.0,0.0,0.054683049835635045,0.07246050861778214,0.39621895776849947
