min_score,max_log_chi2_ndf,min_pred_sep_sample,max_pred_amp_ratio,n_positive,n_accepted,coverage,abstention_rate,accepted_time_rms_ns,charge_fractional_bias,charge_fractional_res68,bad_recovery_rate,risk_coverage_auc
-1.0,11.545396732684331,0.0,1.2,1300,512,0.39384615384615385,0.6061538461538462,11.924296670003098,-0.025212318843627922,0.07167077020762007,0.189453125,0.19910033801843183
-1.0,11.545396732684331,0.0,1.5,1300,577,0.44384615384615383,0.5561538461538461,11.673351927666726,-0.029057032439550205,0.07321508103416144,0.18024263431542462,0.19910033801843183
-1.0,11.545396732684331,0.0,1.8,1300,649,0.49923076923076926,0.5007692307692307,11.744052955739368,-0.02921055167596734,0.07547025732237317,0.18952234206471494,0.19910033801843183
-1.0,11.545396732684331,0.0,2.5,1300,649,0.49923076923076926,0.5007692307692307,11.744052955739368,-0.02921055167596734,0.07547025732237317,0.18952234206471494,0.19910033801843183
-1.0,11.545396732684331,0.5,1.2,1300,512,0.39384615384615385,0.6061538461538462,11.924296670003098,-0.025212318843627922,0.07167077020762007,0.189453125,0.19910033801843183
-1.0,11.545396732684331,0.5,1.5,1300,577,0.44384615384615383,0.5561538461538461,11.673351927666726,-0.029057032439550205,0.07321508103416144,0.18024263431542462,0.19910033801843183
-1.0,11.545396732684331,0.5,1.8,1300,649,0.49923076923076926,0.5007692307692307,11.744052955739368,-0.02921055167596734,0.07547025732237317,0.18952234206471494,0.19910033801843183
-1.0,11.545396732684331,0.5,2.5,1300,649,0.49923076923076926,0.5007692307692307,11.744052955739368,-0.02921055167596734,0.07547025732237317,0.18952234206471494,0.19910033801843183
-1.0,11.545396732684331,0.75,1.2,1300,461,0.3546153846153846,0.6453846153846153,11.953721037328869,-0.027024172442893766,0.07186786375927366,0.18872017353579176,0.19910033801843183
-1.0,11.545396732684331,0.75,1.5,1300,518,0.3984615384615385,0.6015384615384616,11.743705256973547,-0.03138429492090283,0.07225974114019632,0.18146718146718147,0.19910033801843183
-1.0,11.545396732684331,0.75,1.8,1300,584,0.4492307692307692,0.5507692307692308,11.849514657121265,-0.03194809635973889,0.07448155611294602,0.1917808219178082,0.19910033801843183
-1.0,11.545396732684331,0.75,2.5,1300,584,0.4492307692307692,0.5507692307692308,11.849514657121265,-0.03194809635973889,0.07448155611294602,0.1917808219178082,0.19910033801843183
-1.0,11.545396732684331,1.0,1.2,1300,424,0.3261538461538461,0.6738461538461539,12.022521490486637,-0.027192787132405867,0.07704863215711044,0.19103773584905662,0.19910033801843183
-1.0,11.545396732684331,1.0,1.5,1300,476,0.36615384615384616,0.6338461538461538,11.696034471941228,-0.03240282285530925,0.07455360582871062,0.18277310924369747,0.19910033801843183
-1.0,11.545396732684331,1.0,1.8,1300,534,0.4107692307692308,0.5892307692307692,11.74146297046527,-0.033610290169645805,0.07536919792504519,0.19288389513108614,0.19910033801843183
-1.0,11.545396732684331,1.0,2.5,1300,534,0.4107692307692308,0.5892307692307692,11.74146297046527,-0.033610290169645805,0.07536919792504519,0.19288389513108614,0.19910033801843183
-1.0,11.545396732684331,1.5,1.2,1300,391,0.3007692307692308,0.6992307692307692,12.057590882618205,-0.025328859367471895,0.07685049992146967,0.1867007672634271,0.19910033801843183
-1.0,11.545396732684331,1.5,1.5,1300,431,0.33153846153846156,0.6684615384615384,11.749683082016455,-0.029057032439550205,0.07760950216882101,0.18097447795823665,0.19910033801843183
-1.0,11.545396732684331,1.5,1.8,1300,471,0.36230769230769233,0.6376923076923077,11.81825786840939,-0.031093677469140504,0.078296231645348,0.19532908704883228,0.19910033801843183
-1.0,11.545396732684331,1.5,2.5,1300,471,0.36230769230769233,0.6376923076923077,11.81825786840939,-0.031093677469140504,0.078296231645348,0.19532908704883228,0.19910033801843183
-1.0,12.093116845145405,0.0,1.2,1300,666,0.5123076923076924,0.4876923076923077,12.887893880331903,-0.01829922468126388,0.08232233453565083,0.22522522522522523,0.19910033801843183
-1.0,12.093116845145405,0.0,1.5,1300,750,0.5769230769230769,0.4230769230769231,12.50717535619228,-0.020308786410092514,0.08307522495163377,0.21466666666666667,0.19910033801843183
-1.0,12.093116845145405,0.0,1.8,1300,843,0.6484615384615384,0.3515384615384615,12.463786209974423,-0.021436703112212654,0.08343662272296631,0.21945432977461446,0.19910033801843183
-1.0,12.093116845145405,0.0,2.5,1300,843,0.6484615384615384,0.3515384615384615,12.463786209974423,-0.021436703112212654,0.08343662272296631,0.21945432977461446,0.19910033801843183
-1.0,12.093116845145405,0.5,1.2,1300,666,0.5123076923076924,0.4876923076923077,12.887893880331903,-0.01829922468126388,0.08232233453565083,0.22522522522522523,0.19910033801843183
-1.0,12.093116845145405,0.5,1.5,1300,750,0.5769230769230769,0.4230769230769231,12.50717535619228,-0.020308786410092514,0.08307522495163377,0.21466666666666667,0.19910033801843183
-1.0,12.093116845145405,0.5,1.8,1300,843,0.6484615384615384,0.3515384615384615,12.463786209974423,-0.021436703112212654,0.08343662272296631,0.21945432977461446,0.19910033801843183
-1.0,12.093116845145405,0.5,2.5,1300,843,0.6484615384615384,0.3515384615384615,12.463786209974423,-0.021436703112212654,0.08343662272296631,0.21945432977461446,0.19910033801843183
-1.0,12.093116845145405,0.75,1.2,1300,604,0.4646153846153846,0.5353846153846153,13.052785634055326,-0.01874078678239691,0.08688855270942261,0.23013245033112584,0.19910033801843183
-1.0,12.093116845145405,0.75,1.5,1300,677,0.5207692307692308,0.47923076923076924,12.708571128816585,-0.021436703112212654,0.08804079557279518,0.22156573116691286,0.19910033801843183
-1.0,12.093116845145405,0.75,1.8,1300,764,0.5876923076923077,0.4123076923076923,12.670298171728836,-0.022866049375569228,0.08535953929016987,0.22643979057591623,0.19910033801843183
-1.0,12.093116845145405,0.75,2.5,1300,764,0.5876923076923077,0.4123076923076923,12.670298171728836,-0.022866049375569228,0.08535953929016987,0.22643979057591623,0.19910033801843183
-1.0,12.093116845145405,1.0,1.2,1300,559,0.43,0.57,13.255647007274089,-0.01852743723276179,0.08865130279668242,0.23613595706618962,0.19910033801843183
-1.0,12.093116845145405,1.0,1.5,1300,625,0.4807692307692308,0.5192307692307693,12.830560085039998,-0.02214532058466718,0.08916312391545195,0.2272,0.19910033801843183
-1.0,12.093116845145405,1.0,1.8,1300,704,0.5415384615384615,0.4584615384615385,12.733120623402426,-0.023326636118154578,0.08978363434673144,0.2315340909090909,0.19910033801843183
-1.0,12.093116845145405,1.0,2.5,1300,704,0.5415384615384615,0.4584615384615385,12.733120623402426,-0.023326636118154578,0.08978363434673144,0.2315340909090909,0.19910033801843183
-1.0,12.093116845145405,1.5,1.2,1300,518,0.3984615384615385,0.6015384615384616,13.448919229356395,-0.016351873150728002,0.08818584018597184,0.23938223938223938,0.19910033801843183
-1.0,12.093116845145405,1.5,1.5,1300,571,0.43923076923076926,0.5607692307692308,13.045545629332956,-0.018441493613223107,0.08991629888552793,0.2329246935201401,0.19910033801843183
-1.0,12.093116845145405,1.5,1.8,1300,631,0.48538461538461536,0.5146153846153846,12.972201186227547,-0.0209416365227326,0.09143492974660675,0.24088748019017434,0.19910033801843183
-1.0,12.093116845145405,1.5,2.5,1300,631,0.48538461538461536,0.5146153846153846,12.972201186227547,-0.0209416365227326,0.09143492974660675,0.24088748019017434,0.19910033801843183
-1.0,13.98935099471477,0.0,1.2,1300,792,0.6092307692307692,0.39076923076923076,13.702784894028884,-0.014766411345676918,0.09038365314544186,0.25,0.19910033801843183
-1.0,13.98935099471477,0.0,1.5,1300,909,0.6992307692307692,0.3007692307692308,13.275884466489071,-0.015230513108452337,0.0911630224675807,0.24642464246424642,0.19910033801843183
-1.0,13.98935099471477,0.0,1.8,1300,1036,0.796923076923077,0.20307692307692307,13.328178057216682,-0.015855759786076874,0.09116776736278856,0.26158301158301156,0.19910033801843183
-1.0,13.98935099471477,0.0,2.5,1300,1036,0.796923076923077,0.20307692307692307,13.328178057216682,-0.015855759786076874,0.09116776736278856,0.26158301158301156,0.19910033801843183
-1.0,13.98935099471477,0.5,1.2,1300,792,0.6092307692307692,0.39076923076923076,13.702784894028884,-0.014766411345676918,0.09038365314544186,0.25,0.19910033801843183
-1.0,13.98935099471477,0.5,1.5,1300,909,0.6992307692307692,0.3007692307692308,13.275884466489071,-0.015230513108452337,0.0911630224675807,0.24642464246424642,0.19910033801843183
