method,secondary_amplitude_sideband,true_secondary_primary_ratio,n_positive,coverage,abstention_rate,accepted_time_rms_ns,bad_recovery_rate,charge_fractional_bias,charge_fractional_res68
ml_isotonic_failure_gate,low_secondary_ratio_0.25,0.25,132,0.4924242424242424,0.5075757575757576,13.560973037387992,0.4,-0.0079193958044732,0.0938522981760711
ml_isotonic_failure_gate,mid_secondary_ratio_0.50,0.5,164,0.7317073170731707,0.2682926829268293,10.600355020143477,0.25,-0.0134769944847936,0.0784932153830287
ml_isotonic_failure_gate,high_secondary_ratio_0.75,0.75,154,0.7597402597402597,0.2402597402597402,7.490281454594667,0.0769230769230769,-0.0113707939801097,0.0533919555172607
ml_isotonic_failure_gate,equal_secondary_ratio_1.00,1.0,150,0.78,0.22,7.886876712246056,0.1196581196581196,-0.0229099569988275,0.0626318973494885
traditional_train_quality_cuts,low_secondary_ratio_0.25,0.25,132,0.1969696969696969,0.803030303030303,17.649446874771577,0.5769230769230769,0.0034227770527858,0.1791715002145608
traditional_train_quality_cuts,mid_secondary_ratio_0.50,0.5,164,0.4024390243902439,0.5975609756097561,10.256859101118618,0.1818181818181818,-0.0509883683710732,0.0906180783131102
traditional_train_quality_cuts,high_secondary_ratio_0.75,0.75,154,0.4675324675324675,0.5324675324675324,6.0479135168610965,0.0277777777777777,-0.0308388006977892,0.0815752395790561
traditional_train_quality_cuts,equal_secondary_ratio_1.00,1.0,150,0.3266666666666666,0.6733333333333333,8.098445042368445,0.0612244897959183,-0.0278441282803791,0.0520373451790439
