fold,heldout_runs,bad_rate,ap_bad,auc_bad
0,62,0.36153846153846153,0.941189944486228,0.9466803383747758
1,61,0.3346153846153846,0.9035442250940282,0.9122981861670321
2,60,0.36923076923076925,0.8982644430893354,0.9104420731707318
3,59,0.3423076923076923,0.9412113633700414,0.9506537880281227
4,58,0.3384615384615385,0.9112377409335809,0.9155655391120507
