threshold,n_positive,n_accepted,coverage,abstention_rate,accepted_time_rms_ns,charge_fractional_bias,charge_fractional_res68,bad_recovery_rate,risk_coverage_auc
0.017857142857142856,1300,56,0.043076923076923075,0.9569230769230769,5.357010090247795,0.003616007757699034,0.0519194485872568,0.017857142857142856,0.10631977979984358
0.02,1300,56,0.043076923076923075,0.9569230769230769,5.357010090247795,0.003616007757699034,0.0519194485872568,0.017857142857142856,0.10631977979984358
0.03,1300,56,0.043076923076923075,0.9569230769230769,5.357010090247795,0.003616007757699034,0.0519194485872568,0.017857142857142856,0.10631977979984358
0.04,1300,56,0.043076923076923075,0.9569230769230769,5.357010090247795,0.003616007757699034,0.0519194485872568,0.017857142857142856,0.10631977979984358
0.043478260869565216,1300,79,0.06076923076923077,0.9392307692307692,5.595287074372948,0.0006426280472492013,0.053269529727887455,0.02531645569620253,0.10631977979984358
0.04405286343612335,1300,306,0.2353846153846154,0.7646153846153846,6.254971505048128,0.00034549144328578315,0.053939343333441046,0.0392156862745098,0.10631977979984358
0.04597701149425287,1300,393,0.30230769230769233,0.6976923076923077,6.331848123946804,-0.0018668572813248857,0.055755788942447204,0.04071246819338423,0.10631977979984358
0.05,1300,393,0.30230769230769233,0.6976923076923077,6.331848123946804,-0.0018668572813248857,0.055755788942447204,0.04071246819338423,0.10631977979984358
0.06,1300,393,0.30230769230769233,0.6976923076923077,6.331848123946804,-0.0018668572813248857,0.055755788942447204,0.04071246819338423,0.10631977979984358
0.0625,1300,409,0.31461538461538463,0.6853846153846154,6.361208938463127,-0.002439829207755143,0.055610680726864925,0.04156479217603912,0.10631977979984358
0.07,1300,409,0.31461538461538463,0.6853846153846154,6.361208938463127,-0.002439829207755143,0.055610680726864925,0.04156479217603912,0.10631977979984358
0.07142857142857142,1300,423,0.3253846153846154,0.6746153846153846,6.373353105517992,-0.0024008996134948263,0.05602543110525182,0.0425531914893617,0.10631977979984358
0.08,1300,423,0.3253846153846154,0.6746153846153846,6.373353105517992,-0.0024008996134948263,0.05602543110525182,0.0425531914893617,0.10631977979984358
0.09,1300,423,0.3253846153846154,0.6746153846153846,6.373353105517992,-0.0024008996134948263,0.05602543110525182,0.0425531914893617,0.10631977979984358
0.1,1300,423,0.3253846153846154,0.6746153846153846,6.373353105517992,-0.0024008996134948263,0.05602543110525182,0.0425531914893617,0.10631977979984358
0.10077519379844961,1300,552,0.4246153846153846,0.5753846153846154,6.7168847708470985,-0.0032594912732477363,0.06084819559850207,0.05615942028985507,0.10631977979984358
0.11,1300,552,0.4246153846153846,0.5753846153846154,6.7168847708470985,-0.0032594912732477363,0.06084819559850207,0.05615942028985507,0.10631977979984358
0.12,1300,552,0.4246153846153846,0.5753846153846154,6.7168847708470985,-0.0032594912732477363,0.06084819559850207,0.05615942028985507,0.10631977979984358
0.13,1300,552,0.4246153846153846,0.5753846153846154,6.7168847708470985,-0.0032594912732477363,0.06084819559850207,0.05615942028985507,0.10631977979984358
0.14,1300,552,0.4246153846153846,0.5753846153846154,6.7168847708470985,-0.0032594912732477363,0.06084819559850207,0.05615942028985507,0.10631977979984358
0.14285714285714285,1300,587,0.45153846153846156,0.5484615384615384,6.817286836140395,-0.003760655569882901,0.061774726954080345,0.06132879045996593,0.10631977979984358
0.15,1300,587,0.45153846153846156,0.5484615384615384,6.817286836140395,-0.003760655569882901,0.061774726954080345,0.06132879045996593,0.10631977979984358
0.15789473684210525,1300,606,0.46615384615384614,0.5338461538461539,6.870286614735091,-0.003753856025951202,0.06194327236204468,0.06435643564356436,0.10631977979984358
0.16,1300,606,0.46615384615384614,0.5338461538461539,6.870286614735091,-0.003753856025951202,0.06194327236204468,0.06435643564356436,0.10631977979984358
