method,bin,bin_value,n_positive,n_accepted,coverage,abstention_rate,accepted_time_rms_ns,charge_fractional_bias,charge_fractional_res68,bad_recovery_rate,risk_coverage_auc
traditional_train_quality_cuts,true_sep_sample,0.5,72,6,0.08333333333333333,0.9166666666666666,16.31550300218552,0.009651170098600555,0.0662381020684293,0.3333333333333333,0.21371645799757624
traditional_train_quality_cuts,true_sep_sample,0.75,76,7,0.09210526315789473,0.9078947368421053,22.36035861228502,0.07378419526320303,0.11797426737042115,0.42857142857142855,0.1916707750158452
traditional_train_quality_cuts,true_sep_sample,1.0,49,7,0.14285714285714285,0.8571428571428571,16.66542828109976,0.04672833628397899,0.16034525941600167,0.5714285714285714,0.33010533612180926
traditional_train_quality_cuts,true_sep_sample,1.5,72,14,0.19444444444444445,0.8055555555555556,10.895685800941106,-0.009890607921735206,0.03163594882242679,0.21428571428571427,0.1974034681121591
traditional_train_quality_cuts,true_sep_sample,2.0,68,20,0.29411764705882354,0.7058823529411765,13.395275661212523,-0.025403018938070898,0.08440498283421821,0.25,0.19155140421252784
traditional_train_quality_cuts,true_sep_sample,3.0,61,32,0.5245901639344263,0.47540983606557374,8.31741034425996,-0.031265058055211806,0.06483134373401095,0.125,0.12223208853287283
traditional_train_quality_cuts,true_sep_sample,4.0,67,46,0.6865671641791045,0.31343283582089554,7.422836280297516,-0.038862904378687294,0.10027457477362584,0.13043478260869565,0.16344824895605317
traditional_train_quality_cuts,true_sep_sample,5.0,53,30,0.5660377358490566,0.4339622641509434,5.368187275014136,-0.04466083185232013,0.08563399697813165,0.0,0.1336898470395394
traditional_train_quality_cuts,true_sep_sample,6.0,82,51,0.6219512195121951,0.3780487804878049,7.650440949390582,-0.0747304621633901,0.06624820122459887,0.09803921568627451,0.236919582546062
ml_isotonic_failure_gate,true_sep_sample,0.5,72,34,0.4722222222222222,0.5277777777777778,9.83505381379247,0.007254421368705411,0.0701204972546975,0.14705882352941177,0.25347550478687064
ml_isotonic_failure_gate,true_sep_sample,0.75,76,44,0.5789473684210527,0.42105263157894735,10.535305186074162,0.001081690826613166,0.07259707795298462,0.18181818181818182,0.18486202232104743
ml_isotonic_failure_gate,true_sep_sample,1.0,49,25,0.5102040816326531,0.4897959183673469,9.700811919921467,0.012117926980040305,0.04763691886215707,0.28,0.31905718915027526
ml_isotonic_failure_gate,true_sep_sample,1.5,72,46,0.6388888888888888,0.3611111111111111,8.507040919104409,-0.003136706094682295,0.07202417718198335,0.17391304347826086,0.2104031074307548
ml_isotonic_failure_gate,true_sep_sample,2.0,68,43,0.6323529411764706,0.36764705882352944,9.136610648663975,-0.002056284549866942,0.07684211633168794,0.13953488372093023,0.1690506426422093
ml_isotonic_failure_gate,true_sep_sample,3.0,61,48,0.7868852459016393,0.21311475409836064,7.975859486643771,-0.026132757560936026,0.06441145723478414,0.125,0.09853168530657519
ml_isotonic_failure_gate,true_sep_sample,4.0,67,63,0.9402985074626866,0.05970149253731343,8.04110441978694,-0.02295402981233265,0.06224458014579895,0.12698412698412698,0.06496507749216714
ml_isotonic_failure_gate,true_sep_sample,5.0,53,45,0.8490566037735849,0.1509433962264151,9.05048294133156,-0.022933007409855797,0.05864471717504416,0.15555555555555556,0.13493355903563964
ml_isotonic_failure_gate,true_sep_sample,6.0,82,71,0.8658536585365854,0.13414634146341464,12.460006249924701,-0.03458949155109527,0.06423078230378328,0.3380281690140845,0.2550135158309075
