archive,member,bytes,suffix,token_hit,is_root,external_metadata_candidate
/home/billy/ccb-data/raw/root.zip,root/,0,,,False,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0023.root,944893,.root,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0023.root,1085562,.root,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0046.root,363504,.root,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0047.root,2725102,.root,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0045.root,11978439,.root,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0045.root,13786671,.root,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0046.root,412227,.root,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0047.root,3098718,.root,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0000.root,5508,.root,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0001.root,5508,.root,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0002.root,5508,.root,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0003.root,5508,.root,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0012.root,3578244,.root,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0013.root,12145402,.root,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0014.root,837346,.root,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0015.root,24746939,.root,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0016.root,2874850,.root,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0017.root,1365754,.root,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0018.root,18111007,.root,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0019.root,17810450,.root,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0020.root,13971057,.root,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0021.root,5508,.root,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0022.root,5508,.root,,True,False
