method,ece,brier,n_heldout
mlp,0.05936489472334723,0.1680264466945471,880
tiny_sequence_transformer,0.08543385109779508,0.19631498100895328,880
gradient_boosted_trees,0.09515586250944022,0.17355705051763468,880
saturation_residual_fusion_new,0.10290093239961014,0.1731089247242631,880
1d_cnn,0.11083480900997528,0.19662087272994092,880
ridge,0.134734470686585,0.19264983045920814,880
analytic_clipped_template_sideband_traditional,0.3474975815088133,0.3614040633274951,880
