path,label_controls_complete,ml_controls_complete_score,ml_controls_complete_pred
reports/1781000612.495978.66c00082__p10a_conditional_template/result.json,0,4.740691749453668e-31,0
reports/1781006250.1276.49814de9/result.json,0,9.824694468273526e-89,0
reports/1781006250.1341.148d3648/result.json,1,1.0,1
reports/1781012359.1143.5d9c3b2a/result.json,0,2.547755075972004e-78,0
reports/1781012359.1210.39212700/result.json,0,8.112382813452341e-83,0
reports/1781012637.1082.5f6513ba/result.json,0,1.0,1
reports/1781012637.1148.71760dc3/result.json,1,1.0,1
reports/1781021825.1891.293d03cc/result.json,0,4.29671424298893e-14,0
reports/1781024829.1287.06196aeb/result.json,0,7.699398267712562e-51,0
