method,reference_method,delta_bias_ns,delta_bias_ns_ci_low,delta_bias_ns_ci_high,delta_sigma68_ns,delta_sigma68_ns_ci_low,delta_sigma68_ns_ci_high,delta_rms_ns,delta_rms_ns_ci_low,delta_rms_ns_ci_high,delta_tail_fraction_abs_gt_5ns,delta_tail_fraction_abs_gt_5ns_ci_low,delta_tail_fraction_abs_gt_5ns_ci_high,delta_tail_fraction_abs_gt_10ns,delta_tail_fraction_abs_gt_10ns_ci_low,delta_tail_fraction_abs_gt_10ns_ci_high
gradient_boosted_trees,traditional_time_warped_template_cfd,-0.5356801172503546,-1.9842589785949711,0.9103500616416909,2.4692592171758996,1.9415074122241642,3.0654700326819166,4.805085823706604,2.1831044282343712,7.832571321935429,0.16227588730332967,0.09798205274642845,0.23117821393050786,0.04079765825100622,0.0027862818540435844,0.10869823625953588
mlp,traditional_time_warped_template_cfd,-0.8726023346328482,-2.2173111796657756,0.4648076555954545,3.0288108878125923,2.5871582694775492,3.495313325194914,5.10255108229217,2.8436293269616706,7.725415903490749,0.21094035858031468,0.1583394562821455,0.26530628494622976,0.04720087815587267,0.008157903027465946,0.1114020980030583
ridge,traditional_time_warped_template_cfd,-0.5582479559733214,-1.709710531767778,0.5745454176085092,3.1064446815484876,2.5994212126281284,3.8699488591561537,5.2858090889973814,2.7643495195760117,8.198928049819353,0.22996706915477497,0.16740192902194093,0.3025656132056818,0.048298572996706916,0.00592455422632699,0.11681427020306029
derivative_gate_transformer_new,traditional_time_warped_template_cfd,0.626538241221624,-0.5824289224380378,1.758691913526872,4.229435284593502,3.787245203925949,4.9075396884801235,6.446536692450814,4.5636678260802155,8.981114064434532,0.3371752652762532,0.29730267210995154,0.3759669766136544,0.08781558726673985,0.040754421678233094,0.1547923467537178
1d_cnn,traditional_time_warped_template_cfd,-2.027363143179004,-3.0251720679749936,-0.5845170577757206,4.3048701962709055,3.746696191582157,5.377501823751799,6.904091015895631,4.94448145329529,9.08310127121895,0.3699231613611416,0.32736410397915106,0.41417976857112315,0.11909989023051591,0.08321895107749498,0.16756756808300105
compact_waveform_transformer,traditional_time_warped_template_cfd,-0.5855752744183488,-1.8914746582385678,0.7719130493126733,5.087178376053489,4.638270655518873,6.167252726143684,6.92832532825153,5.34691214392333,8.974911812803708,0.3995609220636663,0.3705412599822538,0.42655018557311547,0.12641785583607756,0.07936792961034297,0.1868834761502646
