method,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns,bias_ns_ci_low,bias_ns_ci_high,sigma68_ns_ci_low,sigma68_ns_ci_high,rms_ns_ci_low,rms_ns_ci_high,tail_fraction_abs_gt_5ns_ci_low,tail_fraction_abs_gt_5ns_ci_high,tail_fraction_abs_gt_10ns_ci_low,tail_fraction_abs_gt_10ns_ci_high
traditional_time_warped_template_cfd,5466,0.20014765706357535,0.9251615351649083,0.8791277967034175,0.0,0.0,-0.280473998630945,0.6859275292288306,0.7158359088189484,1.1186290937989594,0.7086242169492638,1.0016615396218975,0.0,0.0,0.0,0.0
gradient_boosted_trees,5466,-0.33553246018677924,3.3944207523408076,5.684213620410022,0.16227588730332967,0.04079765825100622,-1.4942589614293271,1.0931362866369936,2.885495291225924,3.9388363642340423,3.052238755452302,8.696753407125195,0.09798205274642845,0.23117821393050786,0.0027862818540435844,0.10869823625953588
mlp,5466,-0.6724546775692728,3.9539724229775004,5.981678878995587,0.21094035858031468,0.04720087815587267,-1.926712364695224,0.500592654613218,3.598889816362541,4.413908267875396,3.733556700074776,8.61184922183743,0.1583394562821455,0.26530628494622976,0.008157903027465946,0.1114020980030583
ridge,5466,-0.3581002989097461,4.031606216713396,6.164936885700799,0.22996706915477497,0.048298572996706916,-1.343006589843596,0.6713119477797969,3.5495819796766503,4.783983949107897,3.653298979693921,9.040276249103918,0.16740192902194093,0.3025656132056818,0.00592455422632699,0.11681427020306029
derivative_gate_transformer_new,5466,0.8266858982851994,5.15459681975841,7.3256644891542315,0.3371752652762532,0.08781558726673985,-0.2373277118361062,1.8896642286530885,4.782904749281576,5.801792551744188,5.458043876849688,9.871916433716612,0.29730267210995154,0.3759669766136544,0.040754421678233094,0.1547923467537178
1d_cnn,5466,-1.8272154861154286,5.230031731435814,7.783218812599048,0.3699231613611416,0.11909989023051591,-2.745100310622663,-0.5382714271493061,4.691011534856201,6.26402582626728,5.833076519155314,9.928846669973776,0.32736410397915106,0.41417976857112315,0.08321895107749498,0.16756756808300105
compact_waveform_transformer,5466,-0.38542761735477343,6.0123399112183975,7.8074531249549475,0.3995609220636663,0.12641785583607756,-1.4621804537015841,0.7882166473850271,5.561488733903838,7.074575627814902,6.238427021415448,9.854804052469431,0.3705412599822538,0.42655018557311547,0.07936792961034297,0.1868834761502646
